Entity,Year,Total population (Gapminder)
Austria,1966,7312775
Austria,1967,7355039
Austria,1968,7394601
Austria,1969,7431574
Austria,1970,7465908
Austria,1971,7497731
Austria,1972,7526469
Austria,1973,7550638
Austria,1974,7568347
Austria,1975,7578498
Austria,1976,7580564
Austria,1977,7575669
Austria,1978,7566450
Austria,1979,7556551
Austria,1980,7548798
Austria,1981,7544359
Austria,1982,7543194
Austria,1983,7545472
Austria,1984,7550960
Austria,1985,7559621
Austria,1986,7570906
Austria,1987,7585345
Austria,1988,7605095
Austria,1989,7632984
Austria,1990,7670513
Austria,1991,7719577
Austria,1992,7778255
Austria,1993,7839625
Austria,1994,7894229
Austria,1995,7935624
Austria,1996,7960464
Austria,1997,7971553
Austria,1998,7976117
Austria,1999,7984694
Austria,2000,8004712
Austria,2001,8038480
Austria,2002,8083059
Austria,2003,8134235
Austria,2004,8185553
Austria,2005,8232196
Austria,2006,8273208
Austria,2007,8309783
Austria,2008,8341806
Austria,2009,8369639
Austria,2010,8393644
Austria,2011,8413429
Austria,2012,8428915
Austria,2013,8441263
Azerbaijan,1800,879960
Azerbaijan,1820,879960
Azerbaijan,1950,2895997
Azerbaijan,1951,2964962
Azerbaijan,1952,3044695
Azerbaijan,1953,3132625
Azerbaijan,1954,3226823
Azerbaijan,1955,3326002
Azerbaijan,1956,3429548
Azerbaijan,1957,3537490
Azerbaijan,1958,3650388
Azerbaijan,1959,3769151
Azerbaijan,1960,3894494
Azerbaijan,1961,4026358
Azerbaijan,1962,4163396
Azerbaijan,1963,4302765
Azerbaijan,1964,4440733
Azerbaijan,1965,4574500
Azerbaijan,1966,4702919
Azerbaijan,1967,4826262
Azerbaijan,1968,4944932
Azerbaijan,1969,5059921
Azerbaijan,1970,5172002
Azerbaijan,1971,5281238
Azerbaijan,1972,5387375
Azerbaijan,1973,5490572
Azerbaijan,1974,5591016
Azerbaijan,1975,5688997
Azerbaijan,1976,5784587
Azerbaijan,1977,5878259
Azerbaijan,1978,5971198
Azerbaijan,1979,6064905
Azerbaijan,1980,6160502
Azerbaijan,1981,6258490
Azerbaijan,1982,6358780
Azerbaijan,1983,6461139
Azerbaijan,1984,6565062
Azerbaijan,1985,6670151
Azerbaijan,1986,6775858
Azerbaijan,1987,6882160
Azerbaijan,1988,6989708
Azerbaijan,1989,7099449
Azerbaijan,1990,7211692
Azerbaijan,1991,7327570
Azerbaijan,1992,7445925
Azerbaijan,1993,7562075
Azerbaijan,1994,7669735
Azerbaijan,1995,7764798
Azerbaijan,1996,7845310
Azerbaijan,1997,7913692
Azerbaijan,1998,7975648
Azerbaijan,1999,8039312
Azerbaijan,2000,8110723
Azerbaijan,2001,8191464
Azerbaijan,2002,8280252
Azerbaijan,2003,8376733
Azerbaijan,2004,8479668
Azerbaijan,2005,8587902
Azerbaijan,2006,8701719
Azerbaijan,2007,8821012
Azerbaijan,2008,8943600
Azerbaijan,2009,9066604
Azerbaijan,2010,9187783
Azerbaijan,2011,9306023
Azerbaijan,2012,9421233
Azerbaijan,2013,9533445
Bahamas,1800,27350
Bahamas,1820,27350
Bahamas,1851,28000
Bahamas,1861,35000
Bahamas,1871,39000
Bahamas,1881,44000
Bahamas,1891,48000
Bahamas,1901,54000
Bahamas,1911,56000
Bahamas,1921,53000
Bahamas,1931,60000
Bahamas,1943,69000
Bahamas,1950,79088
Bahamas,1951,79982
Bahamas,1952,81426
Bahamas,1953,83368
Bahamas,1954,85773
Bahamas,1955,88616
Bahamas,1956,91890
Bahamas,1957,95601
Bahamas,1958,99765
Bahamas,1959,104405
Bahamas,1960,109527
Bahamas,1961,115112
Bahamas,1962,121090
Bahamas,1963,127340
Bahamas,1964,133709
Bahamas,1965,140063
Bahamas,1966,146379
Bahamas,1967,152623
Bahamas,1968,158644
Bahamas,1969,164263
Bahamas,1970,169367
Bahamas,1971,173875
Bahamas,1972,177849
Bahamas,1973,181490
Bahamas,1974,185091
Bahamas,1975,188870
Bahamas,1976,192885
Bahamas,1977,197090
Bahamas,1978,201474
Bahamas,1979,205990
Bahamas,1980,210600
Bahamas,1981,215330
Bahamas,1982,220188
Bahamas,1983,225083
Bahamas,1984,229899
Bahamas,1985,234553
Bahamas,1986,238989
Bahamas,1987,243236
Bahamas,1988,247409
Bahamas,1989,251671
Bahamas,1990,256128
Bahamas,1991,260845
Bahamas,1992,265761
Bahamas,1993,270701
Bahamas,1994,275426
Bahamas,1995,279774
Bahamas,1996,283677
Bahamas,1997,287217
Bahamas,1998,290571
Bahamas,1999,293988
Bahamas,2000,297651
Bahamas,2001,301606
Bahamas,2002,305801
Bahamas,2003,310201
Bahamas,2004,314739
Bahamas,2005,319358
Bahamas,2006,324066
Bahamas,2007,328861
Bahamas,2008,333661
Bahamas,2009,338358
Bahamas,2010,342877
Bahamas,2011,347176
Bahamas,2012,351275
Bahamas,2013,355233
Bahrain,1800,64474
Bahrain,1820,64474
Bahrain,1870,64474
Bahrain,1913,81882
Bahrain,1950,115612
Bahrain,1951,116860
Bahrain,1952,119567
Bahrain,1953,123402
Bahrain,1954,128072
Bahrain,1955,133321
Bahrain,1956,138929
Bahrain,1957,144713
Bahrain,1958,150526
Bahrain,1959,156258
Bahrain,1960,161825
Bahrain,1961,167179
Bahrain,1962,172294
Bahrain,1963,177170
Bahrain,1964,181833
Bahrain,1965,186351
Bahrain,1966,190734
Bahrain,1967,195111
Bahrain,1968,199818
Bahrain,1969,205291
Bahrain,1970,211878
Bahrain,1971,219532
Bahrain,1972,228255
Bahrain,1973,238468
Bahrain,1974,250683
Bahrain,1975,265160
Bahrain,1976,282245
Bahrain,1977,301559
Bahrain,1978,321751
Bahrain,1979,340980
Bahrain,1980,357957
Bahrain,1981,372074
Bahrain,1982,383785
Bahrain,1983,394164
Bahrain,1984,404829
Bahrain,1985,416929
Bahrain,1986,430845
Bahrain,1987,446142
Bahrain,1988,462184
Bahrain,1989,477995
Bahrain,1990,492891
Bahrain,1991,506685
Bahrain,1992,519696
Bahrain,1993,532362
Bahrain,1994,545329
Bahrain,1995,559069
Bahrain,1996,574914
Bahrain,1997,592986
Bahrain,1998,611237
Bahrain,1999,626765
Bahrain,2000,638193
Bahrain,2001,642510
Bahrain,2002,642070
Bahrain,2003,647164
Bahrain,2004,671760
Bahrain,2005,724807
Bahrain,2006,811410
Bahrain,2007,925733
Bahrain,2008,1052359
Bahrain,2009,1169578
Bahrain,2010,1261835
Bahrain,2011,1323535
Bahrain,2012,1359485
Bahrain,2013,1377273
Bangladesh,1700,15789473
Bangladesh,1800,19227358
Bangladesh,1820,20000000
Bangladesh,1870,24721000
Bangladesh,1913,31786000
Bangladesh,1929,34427000
Bangladesh,1941,38173021
Bangladesh,1946,37894678
Bangladesh,1950,37894678
Bangladesh,1951,39112507
Bangladesh,1952,40207573
Bangladesh,1953,41257838
Bangladesh,1954,42322978
Bangladesh,1955,43444382
Bangladesh,1956,44644395
Bangladesh,1957,45927072
Bangladesh,1958,47280463
Bangladesh,1959,48680410
Bangladesh,1960,50101943
Bangladesh,1961,51531438
Bangladesh,1962,52977254
Bangladesh,1963,54474293
Bangladesh,1964,56071080
Bangladesh,1965,57791778
Bangladesh,1966,59681186
Bangladesh,1967,61702785
Bangladesh,1968,63703327
Bangladesh,1969,65474474
Bangladesh,1970,66881158
Bangladesh,1971,67849312
Bangladesh,1972,68461849
Bangladesh,1973,68933357
Bangladesh,1974,69567500
Bangladesh,1975,70582168
Bangladesh,1976,72053923
Bangladesh,1977,73915723
Bangladesh,1978,76066342
Bangladesh,1979,78342736
Bangladesh,1980,80624423
Bangladesh,1981,82883616
Bangladesh,1982,85156396
Bangladesh,1983,87459802
Bangladesh,1984,89828434
Bangladesh,1985,92283598
Bangladesh,1986,94825499
Bangladesh,1987,97429290
Bangladesh,1988,100062322
Bangladesh,1989,102681627
Bangladesh,1990,105256026
Bangladesh,1991,107768749
Bangladesh,1992,110225555
Bangladesh,1993,112645460
Bangladesh,1994,115059015
Bangladesh,1995,117486952
Bangladesh,1996,119928682
Bangladesh,1997,122370403
Bangladesh,1998,124803351
Bangladesh,1999,127214841
Bangladesh,2000,129592275
Bangladesh,2001,131944584
Bangladesh,2002,134266428
Bangladesh,2003,136514768
Bangladesh,2004,138633401
Bangladesh,2005,140587922
Bangladesh,2006,142353501
Bangladesh,2007,143956805
Bangladesh,2008,145478300
Bangladesh,2009,147030145
Bangladesh,2010,148692131
Bangladesh,2011,150493658
Bangladesh,2012,152408774
Bangladesh,2013,154393847
Barbados,1800,81729
Barbados,1820,81729
Barbados,1851,136000
Barbados,1861,153000
Barbados,1871,162000
Barbados,1881,172000
Barbados,1891,183000
Barbados,1901,196000
Barbados,1911,172000
Barbados,1921,157000
Barbados,1946,194000
Barbados,1950,210995
Barbados,1951,215673
Barbados,1952,219587
Barbados,1953,222747
Barbados,1954,225194
Barbados,1955,226999
Barbados,1956,228265
Barbados,1957,229123
Barbados,1958,229728
Barbados,1959,230248
Barbados,1960,230831
Barbados,1961,231574
Barbados,1962,232490
Barbados,1963,233496
Barbados,1964,234455
Barbados,1965,235271
Barbados,1966,235912
Barbados,1967,236443
Barbados,1968,236974
Barbados,1969,237657
Barbados,1970,238593
Barbados,1971,239841
Barbados,1972,241345
Barbados,1973,242949
Barbados,1974,244433
Barbados,1975,245646
Barbados,1976,246523
Barbados,1977,247128
Barbados,1978,247589
Barbados,1979,248101
Barbados,1980,248796
Barbados,1981,249716
Barbados,1982,250809
Barbados,1983,252017
Barbados,1984,253244
Barbados,1985,254419
Barbados,1986,255532
Barbados,1987,256602
Barbados,1988,257621
Barbados,1989,258588
Barbados,1990,259501
Barbados,1991,260351
Barbados,1992,261136
Barbados,1993,261885
Barbados,1994,262637
Barbados,1995,263416
Barbados,1996,264237
Barbados,1997,265088
Barbados,1998,265941
Barbados,1999,266758
Barbados,2000,267511
Barbados,2001,268192
Barbados,2002,268813
Barbados,2003,269389
Barbados,2004,269947
Barbados,2005,270503
Barbados,2006,271062
Barbados,2007,271618
Barbados,2008,272180
Barbados,2009,272750
Barbados,2010,273331
Barbados,2011,273925
Barbados,2012,274530
Barbados,2013,275141
Belarus,1800,2355081
Belarus,1820,2355081
Belarus,1950,7745003
Belarus,1951,7717670
Belarus,1952,7710974
Belarus,1953,7724055
Belarus,1954,7755530
Belarus,1955,7803500
Belarus,1956,7865511
Belarus,1957,7938588
Belarus,1958,8019355
Belarus,1959,8104231
Belarus,1960,8190006
Belarus,1961,8274466
Belarus,1962,8356938
Belarus,1963,8438517
Belarus,1964,8521413
Belarus,1965,8607003
Belarus,1966,8695396
Belarus,1967,8785093
Belarus,1968,8874033
Belarus,1969,8959479
Belarus,1970,9039503
Belarus,1971,9113454
Belarus,1972,9181971
Belarus,1973,9246050
Belarus,1974,9307285
Belarus,1975,9367004
Belarus,1976,9425089
Belarus,1977,9481560
Belarus,1978,9538046
Belarus,1979,9596589
Belarus,1980,9658500
Belarus,1981,9724106
Belarus,1982,9792555
Belarus,1983,9862430
Belarus,1984,9931687
Belarus,1985,9998503
Belarus,1986,10062440
Belarus,1987,10122880
Belarus,1988,10177584
Belarus,1989,10223861
Belarus,1990,10259700
Belarus,1991,10284522
Belarus,1992,10298479
Belarus,1993,10301336
Belarus,1994,10293127
Belarus,1995,10274231
Belarus,1996,10244354
Belarus,1997,10204382
Belarus,1998,10157409
Belarus,1999,10107518
Belarus,2000,10057810
Belarus,2001,10009810
Belarus,2002,9963383
Belarus,2003,9917927
Belarus,2004,9872110
Belarus,2005,9825102
Belarus,2006,9776823
Belarus,2007,9728228
Belarus,2008,9680690
Belarus,2009,9636016
Belarus,2010,9595421
Belarus,2011,9559441
Belarus,2012,9527498
Belarus,2013,9498290
Belgium,1700,2000000
Belgium,1800,3138137
Belgium,1820,3434000
Belgium,1821,3464000
Belgium,1822,3495000
Belgium,1823,3526000
Belgium,1824,3557000
Belgium,1825,3589000
Belgium,1826,3620000
Belgium,1827,3652000
Belgium,1828,3685000
Belgium,1829,3717000
Belgium,1830,3750000
Belgium,1831,3782000
Belgium,1832,3814000
Belgium,1833,3846000
Belgium,1834,3879000
Belgium,1835,3912000
Belgium,1836,3945000
Belgium,1837,3978000
Belgium,1838,4012000
Belgium,1839,4046000
Belgium,1840,4080000
Belgium,1841,4115000
Belgium,1842,4151000
Belgium,1843,4187000
Belgium,1844,4223000
Belgium,1845,4259000
Belgium,1846,4296000
Belgium,1847,4333000
Belgium,1848,4371000
Belgium,1849,4408000
Belgium,1850,4449000
Belgium,1851,4477000
Belgium,1852,4506000
Belgium,1853,4534000
Belgium,1854,4563000
Belgium,1855,4592000
Belgium,1856,4621000
Belgium,1857,4651000
Belgium,1858,4680000
Belgium,1859,4710000
Belgium,1860,4740000
Belgium,1861,4774000
Belgium,1862,4809000
Belgium,1863,4844000
Belgium,1864,4879000
Belgium,1865,4915000
Belgium,1866,4950000
Belgium,1867,4986000
Belgium,1868,5023000
Belgium,1869,5029000
Belgium,1870,5096000
Belgium,1871,5137000
Belgium,1872,5178000
Belgium,1873,5219000
Belgium,1874,5261000
Belgium,1875,5303000
Belgium,1876,5345000
Belgium,1877,5394000
Belgium,1878,5442000
Belgium,1879,5492000
Belgium,1880,5541000
Belgium,1881,5606000
Belgium,1882,5673000
Belgium,1883,5740000
Belgium,1884,5807000
Belgium,1885,5876000
Belgium,1886,5919000
Belgium,1887,5962000
Belgium,1888,6007000
Belgium,1889,6051000
Belgium,1890,6096000
Belgium,1891,6164000
Belgium,1892,6231000
Belgium,1893,6300000
Belgium,1894,6370000
Belgium,1895,6439000
Belgium,1896,6494000
Belgium,1897,6548000
Belgium,1898,6604000
Belgium,1899,6662000
Belgium,1900,6719000
Belgium,1901,6801000
Belgium,1902,6903000
Belgium,1903,6997000
Belgium,1904,7086000
Belgium,1905,7175000
Belgium,1906,7258000
Belgium,1907,7338000
Belgium,1908,7411000
Belgium,1909,7478000
Belgium,1910,7498000
Belgium,1911,7517000
Belgium,1912,7590000
Belgium,1913,7666000
Belgium,1914,7723000
Belgium,1915,7759000
Belgium,1916,7762000
Belgium,1917,7729000
Belgium,1918,7660000
Belgium,1919,7628000
Belgium,1920,7552000
Belgium,1921,7504000
Belgium,1922,7571000
Belgium,1923,7635000
Belgium,1924,7707000
Belgium,1925,7779000
Belgium,1926,7844000
Belgium,1927,7904000
Belgium,1928,7968000
Belgium,1929,8032000
Belgium,1930,8076000
Belgium,1931,8126000
Belgium,1932,8186000
Belgium,1933,8231000
Belgium,1934,8262000
Belgium,1935,8288000
Belgium,1936,8315000
Belgium,1937,8346000
Belgium,1938,8374000
Belgium,1939,8392000
Belgium,1940,8346000
Belgium,1941,8276000
Belgium,1942,8247000
Belgium,1943,8242000
Belgium,1944,8291000
Belgium,1945,8339000
Belgium,1946,8367000
Belgium,1947,8450000
Belgium,1948,8557000
Belgium,1949,8614000
Belgium,1950,8628489
Belgium,1951,8665736
Belgium,1952,8710135
Belgium,1953,8759521
Belgium,1954,8812159
Belgium,1955,8866744
Belgium,1956,8922420
Belgium,1957,8978760
Belgium,1958,9035709
Belgium,1959,9093483
Belgium,1960,9152271
Belgium,1961,9211920
Belgium,1962,9271655
Belgium,1963,9329967
Belgium,1964,9384939
Belgium,1965,9435244
Belgium,1966,9479970
Belgium,1967,9519500
Belgium,1968,9555402
Belgium,1969,9590007
Belgium,1970,9624908
Belgium,1971,9660688
Belgium,1972,9696539
Belgium,1973,9730978
Belgium,1974,9761867
Belgium,1975,9787677
Belgium,1976,9808403
Belgium,1977,9824685
Belgium,1978,9836487
Belgium,1979,9843898
Belgium,1980,9847297
Belgium,1981,9846320
Belgium,1982,9841800
Belgium,1983,9836784
Belgium,1984,9835279
Belgium,1985,9840123
Belgium,1986,9852488
Belgium,1987,9871551
Belgium,1988,9895654
Belgium,1989,9922158
Belgium,1990,9949019
Belgium,1991,9976325
Belgium,1992,10004469
Belgium,1993,10032084
Belgium,1994,10057529
Belgium,1995,10079873
Belgium,1996,10098192
Belgium,1997,10113392
Belgium,1998,10128653
Belgium,1999,10148371
Belgium,2000,10175684
Belgium,2001,10211264
Belgium,2002,10254025
Belgium,2003,10303108
Belgium,2004,10356993
Belgium,2005,10414209
Belgium,2006,10474993
Belgium,2007,10538758
Belgium,2008,10602167
Belgium,2009,10660938
Belgium,2010,10712066
Belgium,2011,10754056
Belgium,2012,10787788
Belgium,2013,10815599
Belize,1800,25526
Belize,1820,25526
Belize,1861,26000
Belize,1871,25000
Belize,1881,27000
Belize,1891,31000
Belize,1901,37000
Belize,1911,40000
Belize,1921,45000
Belize,1931,51000
Belize,1946,59000
Belize,1950,68918
Belize,1951,71147
Belize,1952,73295
Belize,1953,75437
Belize,1954,77630
Belize,1955,79909
Belize,1956,82294
Belize,1957,84781
Belize,1958,87354
Belize,1959,89981
Belize,1960,92633
Belize,1961,95294
Belize,1962,97972
Belize,1963,100707
Belize,1964,103555
Belize,1965,106546
Belize,1966,109704
Belize,1967,112987
Belize,1968,116283
Belize,1969,119435
Belize,1970,122336
Belize,1971,124973
Belize,1972,127389
Belize,1973,129600
Belize,1974,131642
Belize,1975,133562
Belize,1976,135334
Belize,1977,137009
Belize,1978,138806
Belize,1979,141014
Belize,1980,143829
Belize,1981,147358
Belize,1982,151535
Belize,1983,156171
Belize,1984,160991
Belize,1985,165792
Belize,1986,170504
Belize,1987,175192
Belize,1988,179952
Belize,1989,184935
Belize,1990,190241
Belize,1991,195895
Belize,1992,201832
Belize,1993,207962
Belize,1994,214153
Belize,1995,220311
Belize,1996,226403
Belize,1997,232446
Belize,1998,238457
Belize,1999,244471
Belize,2000,250512
Belize,2001,256582
Belize,2002,262667
Belize,2003,268760
Belize,2004,274855
Belize,2005,280947
Belize,2006,287035
Belize,2007,293124
Belize,2008,299237
Belize,2009,305398
Belize,2010,311627
Belize,2011,317928
Belize,2012,324292
Belize,2013,330721
Benin,1800,636559
Benin,1820,636559
Benin,1950,2255222
Benin,1951,2258097
Benin,1952,2264492
Benin,1953,2274125
Benin,1954,2286767
Benin,1955,2302243
Benin,1956,2320433
Benin,1957,2341271
Benin,1958,2364737
Benin,1959,2390851
Benin,1960,2419644
Benin,1961,2451123
Benin,1962,2485248
Benin,1963,2521922
Benin,1964,2561022
Benin,1965,2602490
Benin,1966,2646310
Benin,1967,2692610
Benin,1968,2741672
Benin,1969,2793872
Benin,1970,2849508
Benin,1971,2908713
Benin,1972,2971515
Benin,1973,3037990
Benin,1974,3108179
Benin,1975,3182130
Benin,1976,3259918
Benin,1977,3341618
Benin,1978,3427274
Benin,1979,3516917
Benin,1980,3610578
Benin,1981,3708675
Benin,1982,3811326
Benin,1983,3917941
Benin,1984,4027682
Benin,1985,4140176
Benin,1986,4254522
Benin,1987,4371470
Benin,1988,4494242
Benin,1989,4627194
Benin,1990,4773137
Benin,1991,4934077
Benin,1992,5108335
Benin,1993,5290562
Benin,1994,5473217
Benin,1995,5651141
Benin,1996,5821985
Benin,1997,5988093
Benin,1998,6154708
Benin,1999,6329476
Benin,2000,6517810
Benin,2001,6721337
Benin,2002,6937985
Benin,2003,7164976
Benin,2004,7397985
Benin,2005,7633757
Benin,2006,7871707
Benin,2007,8112573
Benin,2008,8355980
Benin,2009,8601771
Benin,2010,8849892
Benin,2011,9099922
Benin,2012,9351838
Benin,2013,9606534
Bermuda,1730,8774
Bermuda,1800,9692
Bermuda,1822,10000
Bermuda,1833,9125
Bermuda,1834,8118
Bermuda,1843,10000
Bermuda,1851,11000
Bermuda,1861,12000
Bermuda,1871,12000
Bermuda,1881,14000
Bermuda,1891,15000
Bermuda,1901,18000
Bermuda,1911,19000
Bermuda,1921,20000
Bermuda,1931,28000
Bermuda,1939,31000
Bermuda,1950,37260
Bermuda,1951,37793
Bermuda,1952,38424
Bermuda,1953,39122
Bermuda,1954,39865
Bermuda,1955,40637
Bermuda,1956,41426
Bermuda,1957,42228
Bermuda,1958,43041
Bermuda,1959,43868
Bermuda,1960,44713
Bermuda,1961,45573
Bermuda,1962,46436
Bermuda,1963,47286
Bermuda,1964,48092
Bermuda,1965,48839
Bermuda,1966,49516
Bermuda,1967,50128
Bermuda,1968,50690
Bermuda,1969,51230
Bermuda,1970,51765
Bermuda,1971,52301
Bermuda,1972,52831
Bermuda,1973,53347
Bermuda,1974,53832
Bermuda,1975,54278
Bermuda,1976,54682
Bermuda,1977,55051
Bermuda,1978,55396
Bermuda,1979,55730
Bermuda,1980,56064
Bermuda,1981,56400
Bermuda,1982,56739
Bermuda,1983,57084
Bermuda,1984,57441
Bermuda,1985,57812
Bermuda,1986,58201
Bermuda,1987,58606
Bermuda,1988,59016
Bermuda,1989,59416
Bermuda,1990,59795
Bermuda,1991,60150
Bermuda,1992,60483
Bermuda,1993,60799
Bermuda,1994,61104
Bermuda,1995,61405
Bermuda,1996,61701
Bermuda,1997,61990
Bermuda,1998,62275
Bermuda,1999,62555
Bermuda,2000,62834
Bermuda,2001,63112
Bermuda,2002,63388
Bermuda,2003,63655
Bermuda,2004,63905
Bermuda,2005,64130
Bermuda,2006,64328
Bermuda,2007,64502
Bermuda,2008,64657
Bermuda,2009,64802
Bermuda,2010,64941
Bermuda,2011,65077
Bermuda,2012,65208
Bermuda,2013,65335
