Entity,Year,Share of services in total exports (WDI)
Cape Verde,2000,78.22187
Cape Verde,2001,82.34848
Cape Verde,2002,82.90095
Cape Verde,2003,83.15740
Cape Verde,2004,84.98303
Cape Verde,2005,78.19594
Cape Verde,2006,81.82814
Cape Verde,2007,87.69005
Cape Verde,2008,85.51993
Cape Verde,2009,85.81719
Cape Verde,2010,80.50978
Cape Verde,2011,74.86501
Cape Verde,2012,77.68366
Cape Verde,2013,78.11351
Cape Verde,2014,71.63528
Cape Verde,2015,77.69341
Cape Verde,2016,79.89097
Caribbean small states,1976,28.83013
Caribbean small states,1977,28.70927
Caribbean small states,1978,30.75210
Caribbean small states,1979,31.31632
Caribbean small states,1980,27.58186
Caribbean small states,1981,28.96050
Caribbean small states,1982,33.54286
Caribbean small states,1983,34.49163
Caribbean small states,1984,35.44513
Caribbean small states,1985,39.29607
Caribbean small states,1986,48.08267
Caribbean small states,1987,49.14491
Caribbean small states,1988,47.94397
Caribbean small states,1989,50.26409
Caribbean small states,1990,47.42048
Caribbean small states,1991,48.60734
Caribbean small states,1992,51.13834
Caribbean small states,1993,54.22575
Caribbean small states,1994,51.95651
Caribbean small states,1995,47.51562
Caribbean small states,1996,49.01830
Caribbean small states,1997,49.76704
Caribbean small states,1998,52.01055
Caribbean small states,1999,51.71910
Caribbean small states,2000,46.50475
Caribbean small states,2001,45.88316
Caribbean small states,2002,48.66892
Caribbean small states,2003,45.80679
Caribbean small states,2004,43.58861
Caribbean small states,2005,38.24062
Caribbean small states,2006,32.63406
Caribbean small states,2007,34.23590
Caribbean small states,2008,28.53309
Caribbean small states,2009,39.28626
Caribbean small states,2010,35.99094
Caribbean small states,2011,28.18821
Caribbean small states,2012,29.42875
Caribbean small states,2013,28.80363
Caribbean small states,2014,33.26751
Caribbean small states,2015,39.86140
Central African Republic,1977,18.26951
Central African Republic,1978,22.86449
Central African Republic,1979,22.26075
Central African Republic,1980,26.77701
Central African Republic,1981,30.53046
Central African Republic,1982,25.03897
Central African Republic,1983,22.42221
Central African Republic,1984,23.30864
Central African Republic,1985,26.31045
Central African Republic,1986,30.19179
Central African Republic,1987,34.48229
Central African Republic,1988,31.80129
Central African Republic,1989,30.68707
Central African Republic,1990,31.45351
Central African Republic,1991,28.66833
Central African Republic,1992,28.03774
Central African Republic,1993,27.11054
Central African Republic,1994,18.51107
Central Europe and the Baltics,1993,26.24660
Central Europe and the Baltics,1994,28.62365
Central Europe and the Baltics,1995,28.97729
Central Europe and the Baltics,1996,29.21636
Central Europe and the Baltics,1997,27.84613
Central Europe and the Baltics,1998,27.57221
Central Europe and the Baltics,1999,26.80098
Central Europe and the Baltics,2000,26.10233
Central Europe and the Baltics,2001,25.18497
Central Europe and the Baltics,2002,25.11003
Central Europe and the Baltics,2003,24.46960
Central Europe and the Baltics,2004,20.60711
Central Europe and the Baltics,2005,20.80071
Central Europe and the Baltics,2006,20.16023
Central Europe and the Baltics,2007,19.86571
Central Europe and the Baltics,2008,20.09706
Central Europe and the Baltics,2009,21.05352
Central Europe and the Baltics,2010,19.07094
Central Europe and the Baltics,2011,18.28941
Central Europe and the Baltics,2012,18.64244
Central Europe and the Baltics,2013,19.11587
Central Europe and the Baltics,2014,19.51248
Central Europe and the Baltics,2015,19.92012
Central Europe and the Baltics,2016,20.55705
Chad,1977,18.49995
Chad,1978,17.22336
Chad,1979,4.95571
Chad,1980,0.53054
Chad,1981,4.70084
Chad,1982,3.92544
Chad,1983,23.66109
Chad,1984,25.14526
Chad,1985,34.52356
Chad,1986,31.09537
Chad,1987,39.13848
Chad,1988,35.05366
Chad,1989,21.40161
Chad,1990,15.08872
Chad,1991,13.78401
Chad,1992,12.78580
Chad,1993,23.68295
Chad,1994,28.82482
Chile,1975,13.49293
Chile,1976,12.30833
Chile,1977,16.01998
Chile,1978,16.35498
Chile,1979,16.99134
Chile,1980,21.16287
Chile,1981,23.40256
Chile,1982,20.16372
Chile,1983,17.22126
Chile,1984,15.39175
Chile,1985,15.40090
Chile,1986,19.89695
Chile,1987,16.46188
Chile,1988,13.38286
Chile,1989,15.96074
Chile,1990,18.08176
Chile,1991,19.21451
Chile,1992,19.08242
Chile,1993,21.46858
Chile,1994,19.66145
Chile,1995,17.21726
Chile,1996,17.75072
Chile,1997,17.88501
Chile,1998,19.49359
Chile,1999,18.39792
Chile,2000,17.52990
Chile,2001,18.46830
Chile,2002,19.44225
Chile,2003,18.99580
Chile,2004,15.43354
Chile,2005,14.27886
Chile,2006,11.52745
Chile,2007,11.62910
Chile,2008,14.12848
Chile,2009,13.20977
Chile,2010,13.23520
Chile,2011,13.68508
Chile,2012,13.58247
Chile,2013,13.63168
Chile,2014,12.42432
Chile,2015,13.41756
Chile,2016,13.55293
China,1982,10.62741
China,1983,10.69180
China,1984,10.52179
China,1985,10.84757
China,1986,12.93648
China,1987,11.32726
China,1988,10.58111
China,1989,9.62508
China,1990,10.20497
China,1991,10.59061
China,1992,11.73478
China,1993,12.88744
China,1994,13.94518
China,1995,12.99257
China,1996,11.99979
China,2003,12.93309
China,2004,13.08909
China,2005,10.14675
China,2006,9.48553
China,2007,9.97942
China,2008,9.71990
China,2009,9.80721
China,2010,7.32770
China,2011,10.00803
China,2012,9.26745
China,2013,8.78784
China,2014,8.89768
China,2015,9.21124
China,2016,9.48186
Colombia,1968,20.70773
Colombia,1969,20.94118
Colombia,1970,19.59184
Colombia,1971,22.39594
Colombia,1972,18.75029
Colombia,1973,18.22295
Colombia,1974,19.65494
Colombia,1975,20.39344
Colombia,1976,20.49975
Colombia,1977,21.53277
Colombia,1978,19.81256
Colombia,1979,24.30675
Colombia,1980,25.18618
Colombia,1981,26.66847
Colombia,1982,30.00985
Colombia,1983,22.12900
Colombia,1984,17.82692
Colombia,1985,18.97891
Colombia,1986,17.20764
Colombia,1987,17.07924
Colombia,1988,20.85617
Colombia,1989,17.63179
Colombia,1990,18.43530
Colombia,1991,17.50549
Colombia,1992,21.44580
Colombia,1993,25.32970
Colombia,1994,14.62833
Colombia,1995,13.66772
Colombia,1996,16.50056
Colombia,1997,14.96560
Colombia,1998,14.33630
Colombia,1999,13.72634
Colombia,2000,13.03639
Colombia,2001,14.62003
Colombia,2002,13.19353
Colombia,2003,12.29973
Colombia,2004,12.48448
Colombia,2005,12.12495
Colombia,2006,12.97215
Colombia,2007,11.51310
Colombia,2008,10.64385
Colombia,2009,11.91227
Colombia,2010,11.14538
Colombia,2011,8.82010
Colombia,2012,9.45140
Colombia,2013,10.42061
Colombia,2014,11.13251
Colombia,2015,16.28400
Colombia,2016,19.12538
Comoros,1980,16.67254
Comoros,1981,6.30120
Comoros,1982,11.54639
Comoros,1983,11.95110
Comoros,1984,27.31350
Comoros,1985,21.18976
Comoros,1986,24.91217
Comoros,1987,55.45617
Comoros,1988,43.95585
Comoros,1989,49.29106
Comoros,1990,48.45894
Comoros,1991,50.35405
Comoros,1992,55.37723
Comoros,1993,59.00034
Comoros,1994,72.78017
Comoros,1995,75.30750
Comoros,2003,49.99427
Comoros,2004,63.46835
Comoros,2005,74.80743
Comoros,2006,77.85737
Comoros,2007,76.92631
Comoros,2008,86.76111
Comoros,2009,75.70875
Comoros,2010,74.17916
Comoros,2011,74.11398
Comoros,2012,78.21561
Congo,1978,18.24487
Congo,1979,12.33351
Congo,1980,10.83216
Congo,1981,7.26337
Congo,1982,6.54245
Congo,1983,7.60502
Congo,1984,5.95405
Congo,1985,6.12523
Congo,1986,13.29169
Congo,1987,9.97718
Congo,1988,9.86405
Congo,1989,7.58862
Congo,1990,6.66502
Congo,1991,8.22320
Congo,1992,5.31108
Congo,1993,4.77764
Congo,1994,6.53090
Congo,1995,6.36242
Congo,1996,5.25964
Congo,1997,5.65963
Congo,1998,7.91873
Congo,1999,8.55924
Congo,2000,5.19392
Congo,2001,6.54108
Congo,2002,6.71655
Congo,2003,6.85631
Congo,2004,5.41823
Congo,2005,4.44012
Congo,2006,4.20140
Congo,2007,5.21333
Costa Rica,1977,13.56375
Costa Rica,1978,14.10817
Costa Rica,1979,14.11250
Costa Rica,1980,16.24969
Costa Rica,1981,14.55599
Costa Rica,1982,21.79626
Costa Rica,1983,24.40365
Costa Rica,1984,21.45669
Costa Rica,1985,22.63141
Costa Rica,1986,21.83312
Costa Rica,1987,23.34811
Costa Rica,1988,26.71012
Costa Rica,1989,27.18834
Costa Rica,1990,31.02078
Costa Rica,1991,31.57799
Costa Rica,1992,32.60347
Costa Rica,1993,35.76271
Costa Rica,1994,36.02653
Costa Rica,1995,30.44396
Costa Rica,1996,32.36491
Costa Rica,1997,32.72059
Costa Rica,1998,39.88562
Costa Rica,1999,57.76570
Costa Rica,2000,35.52756
Costa Rica,2001,35.53308
Costa Rica,2002,34.68168
Costa Rica,2003,34.76926
Costa Rica,2004,35.19398
Costa Rica,2005,36.47135
Costa Rica,2006,36.24915
Costa Rica,2007,37.47263
Costa Rica,2008,37.99509
Costa Rica,2009,38.54266
Costa Rica,2010,40.12673
Costa Rica,2011,41.05646
Costa Rica,2012,41.03149
Costa Rica,2013,43.93900
Costa Rica,2014,42.90693
Costa Rica,2015,44.10698
Costa Rica,2016,44.95516
Cote d'Ivoire,2005,10.96322
Cote d'Ivoire,2006,10.23403
Cote d'Ivoire,2007,10.90728
Cote d'Ivoire,2008,10.12741
Cote d'Ivoire,2009,9.49607
Cote d'Ivoire,2010,9.39429
Cote d'Ivoire,2011,7.44748
Cote d'Ivoire,2012,7.51258
Cote d'Ivoire,2013,7.20108
Croatia,1993,36.89039
Croatia,1994,39.35494
Croatia,1995,35.20648
Croatia,1996,41.76794
Croatia,1997,50.38983
Croatia,1998,47.13445
Croatia,1999,46.51976
Croatia,2000,58.45787
Croatia,2001,61.28457
Croatia,2002,59.63145
Croatia,2003,64.48338
Croatia,2004,59.53949
Croatia,2005,57.67239
Croatia,2006,55.44851
Croatia,2007,55.31336
Croatia,2008,57.38922
Croatia,2009,57.92559
Croatia,2010,52.18697
Croatia,2011,51.97096
Croatia,2012,52.38178
Croatia,2013,52.33426
Croatia,2014,51.21629
Croatia,2015,51.17497
Curacao,2011,62.94010
Curacao,2012,63.84627
Curacao,2013,72.69501
Curacao,2014,73.49763
Curacao,2015,79.25264
Cyprus,1976,40.90652
Cyprus,1977,39.80170
Cyprus,1978,43.26019
Cyprus,1979,45.14580
Cyprus,1980,47.72727
Cyprus,1981,48.84438
Cyprus,1982,51.02269
Cyprus,1983,55.87688
Cyprus,1984,55.04000
Cyprus,1985,60.85845
Cyprus,1986,65.11784
Cyprus,1987,65.71987
Cyprus,1988,66.56225
Cyprus,1989,67.05193
Cyprus,1990,67.79937
Cyprus,1991,66.11729
Cyprus,1992,71.89066
Cyprus,1993,72.90817
Cyprus,1994,73.23064
Cyprus,1995,73.32533
Cyprus,1996,70.38810
Cyprus,1997,72.62582
Cyprus,1998,77.15055
Cyprus,1999,79.78110
Cyprus,2000,81.05347
Cyprus,2001,81.65244
Cyprus,2002,81.27194
Cyprus,2003,81.21967
Cyprus,2004,78.77154
Cyprus,2005,74.57948
Cyprus,2006,76.86009
Cyprus,2007,80.68871
Cyprus,2008,76.04611
Cyprus,2009,73.18023
Cyprus,2010,72.20893
Cyprus,2011,71.07674
Cyprus,2012,70.80019
Cyprus,2013,74.50318
Cyprus,2014,74.14456
Cyprus,2015,77.00018
Cyprus,2016,78.44204
Czech Republic,1993,31.48036
Czech Republic,1994,34.44460
Czech Republic,1995,34.20590
Czech Republic,1996,34.82777
Czech Republic,1997,33.04358
Czech Republic,1998,32.62960
Czech Republic,1999,34.97701
Czech Republic,2000,33.20856
Czech Republic,2001,30.53784
Czech Republic,2002,27.50922
Czech Republic,2003,24.54178
Czech Republic,2004,18.54820
Czech Republic,2005,15.22136
Czech Republic,2006,15.32858
Czech Republic,2007,15.04628
Czech Republic,2008,15.82105
Czech Republic,2009,16.94198
Czech Republic,2010,16.02318
Czech Republic,2011,15.31043
Czech Republic,2012,15.30416
Czech Republic,2013,14.89830
Czech Republic,2014,14.60207
Czech Republic,2015,15.12328
Czech Republic,2016,15.42390
Democratic Republic of Congo,2005,12.49818
Democratic Republic of Congo,2006,13.79717
Democratic Republic of Congo,2007,5.99972
Democratic Republic of Congo,2008,10.75864
Democratic Republic of Congo,2009,12.94390
Democratic Republic of Congo,2010,4.38279
Democratic Republic of Congo,2011,7.24062
Democratic Republic of Congo,2012,3.18558
Democratic Republic of Congo,2013,2.48625
Democratic Republic of Congo,2014,2.49127
Democratic Republic of Congo,2015,1.65755
Denmark,1975,27.14067
Denmark,1976,28.37551
Denmark,1977,29.12353
Denmark,1978,28.84036
Denmark,1979,26.40870
Denmark,1980,25.61676
Denmark,1981,26.61668
Denmark,1982,25.64761
Denmark,1983,24.02577
Denmark,1984,23.88463
Denmark,1985,24.26731
Denmark,1986,23.02181
Denmark,1987,23.39788
Denmark,1988,25.89515
Denmark,1989,24.98789
Denmark,1990,26.23557
Denmark,1991,27.94352
Denmark,1992,25.79909
Denmark,1993,25.37505
Denmark,1994,24.65820
Denmark,1995,23.31393
Denmark,1996,24.54313
Denmark,1997,22.59755
Denmark,1998,24.09969
Denmark,1999,28.63991
Denmark,2000,32.14039
Denmark,2001,33.24622
Denmark,2002,32.46515
Denmark,2003,32.92024
Denmark,2004,32.60244
Denmark,2005,34.46092
Denmark,2006,36.56854
Denmark,2007,37.90971
Denmark,2008,38.72918
Denmark,2009,38.16951
Denmark,2010,39.17743
Denmark,2011,37.41118
Denmark,2012,38.49492
Denmark,2013,38.76245
Denmark,2014,38.20781
Denmark,2015,38.34005
Denmark,2016,36.10690
Djibouti,1991,75.37705
Djibouti,1992,79.56427
Djibouti,1993,77.87813
Djibouti,1994,76.89074
Djibouti,1995,83.57015
Djibouti,1996,84.74436
Djibouti,1997,84.02768
Djibouti,1998,86.54169
Djibouti,1999,86.25675
Djibouti,2000,83.63277
Djibouti,2001,85.19016
Djibouti,2002,84.37601
Djibouti,2003,85.27678
Djibouti,2004,84.85188
Djibouti,2005,86.27834
Djibouti,2006,82.00720
Djibouti,2007,81.05692
Djibouti,2008,81.18259
Djibouti,2009,80.62917
Djibouti,2010,79.77219
Djibouti,2011,77.91081
Djibouti,2012,74.20446
Djibouti,2013,75.35901
Djibouti,2014,74.71137
Djibouti,2015,77.30077
Dominica,1976,18.39145
Dominica,1977,20.00000
Dominica,1978,16.31579
Dominica,1979,49.22280
Dominica,1980,35.66879
Dominica,1981,15.81197
Dominica,1982,20.82019
Dominica,1983,22.77778
Dominica,1984,31.55080
Dominica,1985,26.42487
Dominica,1986,24.70758
Dominica,1987,25.64389
Dominica,1988,26.80956
Dominica,1989,35.01403
Dominica,1990,37.31522
Dominica,1991,40.22755
Dominica,1992,43.37391
Dominica,1993,50.01908
Dominica,1994,52.03923
Dominica,1995,57.10692
Dominica,1996,56.58094
Dominica,1997,60.80147
Dominica,1998,58.32214
Dominica,1999,64.28504
Dominica,2000,62.12005
Dominica,2001,63.39749
Dominica,2002,64.59591
Dominica,2003,65.36632
Dominica,2004,67.10597
Dominica,2005,66.82912
Dominica,2006,69.35578
Dominica,2007,73.60845
Dominica,2008,72.00020
Dominica,2009,75.11626
Dominica,2010,78.60370
Dominica,2011,81.05865
Dominica,2012,75.91830
Dominica,2013,75.81277
Dominican Republic,1968,18.04511
Dominican Republic,1969,19.20705
Dominican Republic,1970,16.73152
Dominican Republic,1971,17.05720
Dominican Republic,1972,15.44636
Dominican Republic,1973,13.92134
Dominican Republic,1974,12.79102
Dominican Republic,1975,11.50495
Dominican Republic,1976,15.13859
Dominican Republic,1977,15.82183
Dominican Republic,1978,18.41788
Dominican Republic,1979,23.46462
Dominican Republic,1980,24.33729
Dominican Republic,1981,21.45974
Dominican Republic,1982,32.76406
Dominican Republic,1983,36.76921
Dominican Republic,1984,36.61653
Dominican Republic,1985,44.17146
Dominican Republic,1986,48.96820
Dominican Republic,1987,54.50010
Dominican Republic,1988,53.24996
Dominican Republic,1989,52.96871
Dominican Republic,1990,59.90064
Dominican Republic,1991,64.55035
Dominican Republic,1992,70.56670
Dominican Republic,1993,79.16104
Dominican Republic,1994,77.87858
Dominican Republic,1995,76.58540
Dominican Republic,1996,76.63413
Dominican Republic,1997,78.09243
Dominican Republic,1998,81.58868
Dominican Republic,1999,84.37325
Dominican Republic,2000,83.63042
Dominican Republic,2001,85.70734
Dominican Republic,2002,84.95759
Dominican Republic,2003,83.39757
Dominican Republic,2004,81.92596
Dominican Republic,2005,81.58672
Dominican Republic,2006,77.44298
Dominican Republic,2007,72.21941
Dominican Republic,2008,74.18067
Dominican Republic,2009,78.83640
Dominican Republic,2010,44.45214
Dominican Republic,2011,41.05032
Dominican Republic,2012,40.72833
Dominican Republic,2013,40.62909
Dominican Republic,2014,41.60836
Dominican Republic,2015,44.40637
Dominican Republic,2016,45.71784
Early-demographic dividend,1976,100.00000
Early-demographic dividend,1977,12.83447
Early-demographic dividend,1978,14.20769
Early-demographic dividend,1979,12.30970
Early-demographic dividend,1980,10.72286
Early-demographic dividend,1981,11.43122
Early-demographic dividend,1982,12.41674
Early-demographic dividend,1983,13.97980
Early-demographic dividend,1984,14.57384
Early-demographic dividend,1985,16.54607
Early-demographic dividend,1986,19.62490
Early-demographic dividend,1987,18.52231
Early-demographic dividend,1988,19.60059
Early-demographic dividend,1989,19.61119
Early-demographic dividend,1990,18.36358
Early-demographic dividend,1991,19.21967
Early-demographic dividend,1992,20.16410
Early-demographic dividend,1993,21.05293
Early-demographic dividend,1994,21.05669
Early-demographic dividend,1995,20.13007
Early-demographic dividend,1996,19.29532
Early-demographic dividend,1997,20.89878
Early-demographic dividend,1998,19.58921
Early-demographic dividend,1999,18.26857
Early-demographic dividend,2000,16.56759
Early-demographic dividend,2001,16.28549
Early-demographic dividend,2002,16.12021
Early-demographic dividend,2003,16.29984
Early-demographic dividend,2004,17.55129
Early-demographic dividend,2005,16.84387
Early-demographic dividend,2006,16.12750
Early-demographic dividend,2007,16.63073
Early-demographic dividend,2008,15.63775
Early-demographic dividend,2009,18.51329
Early-demographic dividend,2010,17.36944
Early-demographic dividend,2011,15.79653
Early-demographic dividend,2012,16.09561
Early-demographic dividend,2013,16.79477
Early-demographic dividend,2014,17.77612
Early-demographic dividend,2015,20.94630
East Asia & Pacific,1996,15.79540
East Asia & Pacific,1997,18.51028
East Asia & Pacific,1998,18.34666
East Asia & Pacific,1999,17.91417
East Asia & Pacific,2000,17.05921
East Asia & Pacific,2001,18.70228
East Asia & Pacific,2002,18.90410
East Asia & Pacific,2003,14.56720
East Asia & Pacific,2004,15.03472
East Asia & Pacific,2005,14.11654
East Asia & Pacific,2006,13.67416
East Asia & Pacific,2007,14.36594
East Asia & Pacific,2008,14.42184
East Asia & Pacific,2009,15.32658
East Asia & Pacific,2010,13.77366
East Asia & Pacific,2011,14.19724
East Asia & Pacific,2012,14.26564
East Asia & Pacific,2013,14.55595
East Asia & Pacific,2014,15.19322
East Asia & Pacific,2015,15.82725
East Asia & Pacific,2016,16.64289
East Asia & Pacific (IDA & IBRD),1982,11.56961
East Asia & Pacific (IDA & IBRD),1983,12.08566
East Asia & Pacific (IDA & IBRD),1984,11.11849
East Asia & Pacific (IDA & IBRD),1985,12.91594
East Asia & Pacific (IDA & IBRD),1986,15.19299
East Asia & Pacific (IDA & IBRD),1987,13.40337
East Asia & Pacific (IDA & IBRD),1988,13.29680
East Asia & Pacific (IDA & IBRD),1989,13.52567
East Asia & Pacific (IDA & IBRD),1990,14.08560
East Asia & Pacific (IDA & IBRD),1991,13.99039
East Asia & Pacific (IDA & IBRD),1992,14.94109
East Asia & Pacific (IDA & IBRD),1993,15.64474
East Asia & Pacific (IDA & IBRD),1994,16.28103
East Asia & Pacific (IDA & IBRD),1995,16.14614
East Asia & Pacific (IDA & IBRD),1996,17.30757
East Asia & Pacific (IDA & IBRD),1997,27.03108
East Asia & Pacific (IDA & IBRD),1998,25.88176
East Asia & Pacific (IDA & IBRD),1999,25.68337
East Asia & Pacific (IDA & IBRD),2000,24.16979
East Asia & Pacific (IDA & IBRD),2001,26.58460
East Asia & Pacific (IDA & IBRD),2002,26.85144
East Asia & Pacific (IDA & IBRD),2003,13.10855
East Asia & Pacific (IDA & IBRD),2004,13.93939
East Asia & Pacific (IDA & IBRD),2005,11.86014
East Asia & Pacific (IDA & IBRD),2006,10.97968
East Asia & Pacific (IDA & IBRD),2007,11.62830
East Asia & Pacific (IDA & IBRD),2008,11.16453
East Asia & Pacific (IDA & IBRD),2009,11.62890
East Asia & Pacific (IDA & IBRD),2010,9.81943
East Asia & Pacific (IDA & IBRD),2011,11.51548
East Asia & Pacific (IDA & IBRD),2012,11.26798
East Asia & Pacific (IDA & IBRD),2013,11.22790
East Asia & Pacific (IDA & IBRD),2014,11.14498
East Asia & Pacific (IDA & IBRD),2015,11.71592
East Asia & Pacific (excluding high income),1982,11.56474
East Asia & Pacific (excluding high income),1983,12.08060
East Asia & Pacific (excluding high income),1984,11.11379
East Asia & Pacific (excluding high income),1985,12.91059
East Asia & Pacific (excluding high income),1986,15.18686
East Asia & Pacific (excluding high income),1987,13.39785
East Asia & Pacific (excluding high income),1988,13.29137
East Asia & Pacific (excluding high income),1989,13.52006
East Asia & Pacific (excluding high income),1990,14.07984
East Asia & Pacific (excluding high income),1991,13.98469
East Asia & Pacific (excluding high income),1992,14.93506
East Asia & Pacific (excluding high income),1993,15.63849
East Asia & Pacific (excluding high income),1994,16.27455
East Asia & Pacific (excluding high income),1995,16.13973
East Asia & Pacific (excluding high income),1996,17.30075
East Asia & Pacific (excluding high income),1997,27.02170
East Asia & Pacific (excluding high income),1998,25.87268
East Asia & Pacific (excluding high income),1999,25.67419
East Asia & Pacific (excluding high income),2000,24.16101
East Asia & Pacific (excluding high income),2001,26.57525
East Asia & Pacific (excluding high income),2002,26.84211
East Asia & Pacific (excluding high income),2003,13.10307
East Asia & Pacific (excluding high income),2004,13.93367
East Asia & Pacific (excluding high income),2005,11.85524
East Asia & Pacific (excluding high income),2006,10.97562
East Asia & Pacific (excluding high income),2007,11.62469
East Asia & Pacific (excluding high income),2008,11.16111
East Asia & Pacific (excluding high income),2009,11.62496
East Asia & Pacific (excluding high income),2010,9.81629
East Asia & Pacific (excluding high income),2011,11.51245
East Asia & Pacific (excluding high income),2012,11.26475
East Asia & Pacific (excluding high income),2013,11.22464
East Asia & Pacific (excluding high income),2014,11.14150
