Entity,Year,Reported cases of measles (WHO (2015))
Spain,1997,1842
Spain,1998,446
Spain,1999,246
Spain,2000,152
Spain,2002,67
Spain,2003,256
Spain,2004,26
Spain,2005,22
Spain,2006,362
Spain,2007,267
Spain,2008,297
Spain,2009,41
Spain,2010,302
Spain,2011,3802
Spain,2012,1204
Spain,2013,131
Spain,2014,154
Sri Lanka,1980,5032
Sri Lanka,1981,6232
Sri Lanka,1982,13273
Sri Lanka,1983,8171
Sri Lanka,1984,13215
Sri Lanka,1985,9398
Sri Lanka,1986,6235
Sri Lanka,1987,3508
Sri Lanka,1988,2630
Sri Lanka,1989,780
Sri Lanka,1990,4004
Sri Lanka,1991,1896
Sri Lanka,1992,701
Sri Lanka,1993,558
Sri Lanka,1994,566
Sri Lanka,1995,408
Sri Lanka,1996,158
Sri Lanka,1997,195
Sri Lanka,1998,177
Sri Lanka,1999,2417
Sri Lanka,2000,16527
Sri Lanka,2001,309
Sri Lanka,2002,139
Sri Lanka,2003,65
Sri Lanka,2004,35
Sri Lanka,2005,3
Sri Lanka,2006,0
Sri Lanka,2007,44
Sri Lanka,2008,33
Sri Lanka,2009,21
Sri Lanka,2010,79
Sri Lanka,2011,60
Sri Lanka,2012,51
Sri Lanka,2013,2107
Sri Lanka,2014,1686
Sudan,1980,50168
Sudan,1981,64804
Sudan,1982,68171
Sudan,1983,2806
Sudan,1984,2390
Sudan,1985,67589
Sudan,1986,27136
Sudan,1987,1635
Sudan,1988,7466
Sudan,1989,15114
Sudan,1990,14075
Sudan,1991,30014
Sudan,1992,17017
Sudan,1993,683
Sudan,1994,963
Sudan,1995,841
Sudan,1996,2559
Sudan,1997,350
Sudan,1998,550
Sudan,1999,3347
Sudan,2000,2875
Sudan,2001,4362
Sudan,2002,4529
Sudan,2003,4381
Sudan,2004,9562
Sudan,2005,1374
Sudan,2006,228
Sudan,2007,327
Sudan,2008,129
Sudan,2009,68
Sudan,2010,680
Sudan,2011,5616
Sudan,2012,8523
Sudan,2013,2813
Sudan,2014,676
Suriname,1980,254
Suriname,1981,716
Suriname,1982,647
Suriname,1983,17
Suriname,1984,40
Suriname,1985,110
Suriname,1986,37
Suriname,1987,5
Suriname,1988,68
Suriname,1989,0
Suriname,1990,35
Suriname,1991,0
Suriname,1992,0
Suriname,1993,0
Suriname,1994,0
Suriname,1995,0
Suriname,1996,0
Suriname,1997,0
Suriname,1998,0
Suriname,1999,0
Suriname,2000,0
Suriname,2001,0
Suriname,2002,0
Suriname,2003,0
Suriname,2004,0
Suriname,2005,0
Suriname,2006,0
Suriname,2007,0
Suriname,2008,0
Suriname,2009,0
Suriname,2010,0
Suriname,2011,0
Suriname,2012,0
Suriname,2013,0
Suriname,2014,0
Swaziland,1981,2592
Swaziland,1982,9185
Swaziland,1983,3267
Swaziland,1984,4794
Swaziland,1985,3253
Swaziland,1986,2253
Swaziland,1987,4261
Swaziland,1988,1581
Swaziland,1989,1461
Swaziland,1990,1465
Swaziland,1991,1467
Swaziland,1992,2042
Swaziland,1993,7148
Swaziland,1994,610
Swaziland,1995,171
Swaziland,1996,2201
Swaziland,1997,609
Swaziland,1998,180
Swaziland,1999,0
Swaziland,2000,10
Swaziland,2001,49
Swaziland,2002,37
Swaziland,2003,350
Swaziland,2004,0
Swaziland,2005,0
Swaziland,2006,0
Swaziland,2007,0
Swaziland,2008,1
Swaziland,2009,26
Swaziland,2010,313
Swaziland,2011,0
Swaziland,2012,0
Swaziland,2013,0
Swaziland,2014,0
Sweden,1980,1786
Sweden,1981,3540
Sweden,1982,6223
Sweden,1983,4626
Sweden,1984,1003
Sweden,1985,326
Sweden,1986,173
Sweden,1988,38
Sweden,1989,62
Sweden,1990,29
Sweden,1991,25
Sweden,1992,57
Sweden,1993,25
Sweden,1994,21
Sweden,1995,23
Sweden,1996,44
Sweden,1997,62
Sweden,2000,59
Sweden,2001,5
Sweden,2002,9
Sweden,2003,3
Sweden,2004,5
Sweden,2005,13
Sweden,2006,19
Sweden,2007,1
Sweden,2008,25
Sweden,2009,3
Sweden,2010,6
Sweden,2011,26
Sweden,2012,30
Sweden,2013,51
Sweden,2014,26
Switzerland,1987,7400
Switzerland,1988,7600
Switzerland,1989,2700
Switzerland,1990,1990
Switzerland,1991,2700
Switzerland,1992,4300
Switzerland,1993,3000
Switzerland,1994,1400
Switzerland,1995,1400
Switzerland,1996,2000
Switzerland,1997,6400
Switzerland,1998,2000
Switzerland,1999,800
Switzerland,2001,700
Switzerland,2003,574
Switzerland,2004,39
Switzerland,2005,60
Switzerland,2007,1015
Switzerland,2008,2022
Switzerland,2009,958
Switzerland,2010,77
Switzerland,2011,621
Switzerland,2012,61
Switzerland,2013,175
Switzerland,2014,23
Syria,1980,1478
Syria,1981,1729
Syria,1982,800
Syria,1983,879
Syria,1984,1405
Syria,1985,425
Syria,1986,2154
Syria,1987,292
Syria,1988,58
Syria,1989,729
Syria,1990,535
Syria,1991,359
Syria,1992,374
Syria,1993,2300
Syria,1994,1334
Syria,1995,1362
Syria,1996,2060
Syria,1997,6850
Syria,1998,5400
Syria,1999,3
Syria,2000,146
Syria,2001,290
Syria,2002,538
Syria,2003,801
Syria,2004,189
Syria,2005,375
Syria,2006,517
Syria,2007,403
Syria,2008,19
Syria,2009,22
Syria,2010,26
Syria,2011,13
Syria,2012,13
Syria,2013,740
Syria,2014,594
Tajikistan,1990,6897
Tajikistan,1991,1241
Tajikistan,1992,2439
Tajikistan,1993,5045
Tajikistan,1994,531
Tajikistan,1995,56
Tajikistan,1996,42
Tajikistan,1997,3882
Tajikistan,1998,3070
Tajikistan,1999,177
Tajikistan,2000,192
Tajikistan,2001,38
Tajikistan,2002,927
Tajikistan,2003,2144
Tajikistan,2004,4
Tajikistan,2006,3
Tajikistan,2007,2
Tajikistan,2008,0
Tajikistan,2009,0
Tajikistan,2010,0
Tajikistan,2011,1
Tajikistan,2012,16
Tajikistan,2013,1
Tajikistan,2014,0
Tanzania,1980,63100
Tanzania,1981,79764
Tanzania,1982,102127
Tanzania,1983,68804
Tanzania,1984,39311
Tanzania,1985,46032
Tanzania,1986,38229
Tanzania,1987,42109
Tanzania,1988,14568
Tanzania,1989,7033
Tanzania,1990,14920
Tanzania,1991,27188
Tanzania,1992,13040
Tanzania,1993,16471
Tanzania,1994,3558
Tanzania,1995,3160
Tanzania,1996,10676
Tanzania,1997,7287
Tanzania,1998,10023
Tanzania,1999,5887
Tanzania,2000,14649
Tanzania,2001,11847
Tanzania,2002,5131
Tanzania,2003,1673
Tanzania,2004,1419
Tanzania,2005,23
Tanzania,2006,2362
Tanzania,2007,7726
Tanzania,2008,3413
Tanzania,2009,1574
Tanzania,2010,167
Tanzania,2011,1622
Tanzania,2012,1668
Tanzania,2013,185
Tanzania,2014,88
Thailand,1980,16795
Thailand,1981,24298
Thailand,1982,27691
Thailand,1983,34713
Thailand,1984,47205
Thailand,1985,32156
Thailand,1986,19545
Thailand,1987,42172
Thailand,1988,36092
Thailand,1989,14862
Thailand,1990,29244
Thailand,1991,26709
Thailand,1992,7892
Thailand,1993,17851
Thailand,1994,38659
Thailand,1995,11112
Thailand,1996,5757
Thailand,1997,15122
Thailand,1998,13734
Thailand,1999,3167
Thailand,2000,4074
Thailand,2001,7319
Thailand,2002,10315
Thailand,2003,4519
Thailand,2004,4165
Thailand,2005,3526
Thailand,2006,3588
Thailand,2007,3893
Thailand,2008,7790
Thailand,2009,6071
Thailand,2010,2583
Thailand,2011,3156
Thailand,2012,5197
Thailand,2013,2641
Timor,2002,0
Timor,2003,94
Timor,2004,41
Timor,2005,203
Timor,2006,90
Timor,2007,0
Timor,2008,0
Timor,2009,10
Timor,2010,50
Timor,2011,763
Timor,2012,16
Timor,2013,4
Timor,2014,47
Togo,1980,33960
Togo,1981,19043
Togo,1982,21925
Togo,1983,19403
Togo,1984,25869
Togo,1985,25729
Togo,1986,13119
Togo,1987,10111
Togo,1988,17577
Togo,1989,3499
Togo,1990,4548
Togo,1991,9934
Togo,1992,6959
Togo,1993,4017
Togo,1994,7298
Togo,1995,6144
Togo,1996,223
Togo,1997,450
Togo,1998,3771
Togo,1999,2540
Togo,2000,3578
Togo,2001,1833
Togo,2002,363
Togo,2003,295
Togo,2004,61
Togo,2005,38
Togo,2006,26
Togo,2007,8
Togo,2008,187
Togo,2009,425
Togo,2010,120
Togo,2011,187
Togo,2012,238
Togo,2013,564
Togo,2014,577
Tonga,1980,2336
Tonga,1981,187
Tonga,1982,19
Tonga,1983,36
Tonga,1984,5
Tonga,1985,412
Tonga,1986,233
Tonga,1987,0
Tonga,1988,0
Tonga,1989,25
Tonga,1990,65
Tonga,1991,18
Tonga,1992,10
Tonga,1993,0
Tonga,1995,0
Tonga,1996,0
Tonga,1997,1081
Tonga,1998,36
Tonga,1999,6
Tonga,2000,0
Tonga,2001,4
Tonga,2002,0
Tonga,2003,0
Tonga,2004,0
Tonga,2005,0
Tonga,2006,0
Tonga,2007,0
Tonga,2008,0
Tonga,2009,0
Tonga,2010,0
Tonga,2011,0
Tonga,2012,0
Tonga,2013,0
Trinidad and Tobago,1980,384
Trinidad and Tobago,1981,3601
Trinidad and Tobago,1982,1284
Trinidad and Tobago,1983,2392
Trinidad and Tobago,1984,3556
Trinidad and Tobago,1985,3549
Trinidad and Tobago,1986,2660
Trinidad and Tobago,1987,441
Trinidad and Tobago,1988,388
Trinidad and Tobago,1989,2170
Trinidad and Tobago,1990,511
Trinidad and Tobago,1991,141
Trinidad and Tobago,1992,0
Trinidad and Tobago,1993,0
Trinidad and Tobago,1994,0
Trinidad and Tobago,1995,0
Trinidad and Tobago,1996,0
Trinidad and Tobago,1997,1
Trinidad and Tobago,1998,0
Trinidad and Tobago,1999,0
Trinidad and Tobago,2000,0
Trinidad and Tobago,2001,0
Trinidad and Tobago,2002,0
Trinidad and Tobago,2003,0
Trinidad and Tobago,2004,0
Trinidad and Tobago,2005,0
Trinidad and Tobago,2006,0
Trinidad and Tobago,2007,0
Trinidad and Tobago,2008,0
Trinidad and Tobago,2009,0
Trinidad and Tobago,2010,0
Trinidad and Tobago,2011,0
Trinidad and Tobago,2012,0
Trinidad and Tobago,2013,0
Trinidad and Tobago,2014,0
Tunisia,1980,225
Tunisia,1981,3007
Tunisia,1982,1828
Tunisia,1983,1464
Tunisia,1984,2481
Tunisia,1985,4766
Tunisia,1986,3740
Tunisia,1987,573
Tunisia,1988,288
Tunisia,1989,1147
Tunisia,1990,547
Tunisia,1991,1250
Tunisia,1992,11872
Tunisia,1993,1413
Tunisia,1994,597
Tunisia,1995,676
Tunisia,1996,533
Tunisia,1997,371
Tunisia,1998,123
Tunisia,1999,101
Tunisia,2000,47
Tunisia,2001,231
Tunisia,2002,98
Tunisia,2003,22
Tunisia,2004,1
Tunisia,2005,15
Tunisia,2006,3
Tunisia,2007,4
Tunisia,2008,2
Tunisia,2009,1
Tunisia,2010,1
Tunisia,2011,11
Tunisia,2012,48
Tunisia,2013,16
Tunisia,2014,15
Turkey,1980,8618
Turkey,1981,26547
Turkey,1982,8778
Turkey,1983,31515
Turkey,1984,30666
Turkey,1985,14695
Turkey,1986,2267
Turkey,1987,2194
Turkey,1988,9279
Turkey,1989,19273
Turkey,1990,11372
Turkey,1991,22521
Turkey,1992,24626
Turkey,1993,34285
Turkey,1994,23733
Turkey,1995,13544
Turkey,1996,27171
Turkey,1997,22795
Turkey,1998,27120
Turkey,1999,16329
Turkey,2000,16244
Turkey,2001,30509
Turkey,2002,7823
Turkey,2003,5844
Turkey,2004,8927
Turkey,2005,6200
Turkey,2006,34
Turkey,2007,3
Turkey,2008,0
Turkey,2009,4
Turkey,2010,7
Turkey,2011,111
Turkey,2012,349
Turkey,2013,7405
Turkey,2014,565
Turkmenistan,1990,2806
Turkmenistan,1991,1346
Turkmenistan,1992,692
Turkmenistan,1993,2486
Turkmenistan,1994,2613
Turkmenistan,1995,393
Turkmenistan,1996,96
Turkmenistan,1997,377
Turkmenistan,1998,1035
Turkmenistan,1999,452
Turkmenistan,2000,113
Turkmenistan,2001,9
Turkmenistan,2002,11
Turkmenistan,2003,1
Turkmenistan,2004,1
Turkmenistan,2005,0
Turkmenistan,2006,48
Turkmenistan,2007,59
Turkmenistan,2008,0
Turkmenistan,2009,0
Turkmenistan,2010,0
Turkmenistan,2011,0
Turkmenistan,2012,0
Turkmenistan,2013,0
Turkmenistan,2014,0
Tuvalu,1980,509
Tuvalu,1981,3
Tuvalu,1982,20
Tuvalu,1983,0
Tuvalu,1984,2
Tuvalu,1985,0
Tuvalu,1986,0
Tuvalu,1987,284
Tuvalu,1988,0
Tuvalu,1989,0
Tuvalu,1991,0
Tuvalu,1992,1
Tuvalu,1993,0
Tuvalu,1994,0
Tuvalu,1995,1
Tuvalu,1996,51
Tuvalu,1997,14
Tuvalu,1999,0
Tuvalu,2001,0
Tuvalu,2002,0
Tuvalu,2003,0
Tuvalu,2004,0
Tuvalu,2005,0
Tuvalu,2006,0
Tuvalu,2007,0
Tuvalu,2008,0
Tuvalu,2009,0
Tuvalu,2010,0
Tuvalu,2011,0
Tuvalu,2012,0
Uganda,1980,13415
Uganda,1981,18630
Uganda,1982,11408
Uganda,1983,43016
Uganda,1984,20072
Uganda,1988,1666
Uganda,1989,660
Uganda,1990,2637
Uganda,1992,36511
Uganda,1994,49815
Uganda,1995,42659
Uganda,1996,26198
Uganda,1997,12562
Uganda,1998,42528
Uganda,1999,42737
Uganda,2000,42554
Uganda,2001,48543
Uganda,2002,49871
Uganda,2003,29429
Uganda,2004,141
Uganda,2005,22
Uganda,2006,5736
Uganda,2007,3776
Uganda,2008,1319
Uganda,2009,1601
Uganda,2010,1313
Uganda,2011,3312
Uganda,2012,2027
Uganda,2013,7878
Uganda,2014,314
Ukraine,1990,6841
Ukraine,1991,5321
Ukraine,1992,13289
Ukraine,1993,23452
Ukraine,1994,9837
Ukraine,1995,1923
Ukraine,1996,8678
Ukraine,1997,7000
Ukraine,1998,5107
Ukraine,1999,1389
Ukraine,2000,817
Ukraine,2001,16970
Ukraine,2002,7587
Ukraine,2003,411
Ukraine,2004,146
Ukraine,2005,2392
Ukraine,2006,42724
Ukraine,2007,1005
Ukraine,2008,48
Ukraine,2010,39
Ukraine,2011,1333
Ukraine,2012,12746
United Arab Emirates,1980,2796
United Arab Emirates,1981,2820
United Arab Emirates,1982,1691
United Arab Emirates,1983,2105
United Arab Emirates,1984,1749
United Arab Emirates,1985,2400
United Arab Emirates,1986,2158
United Arab Emirates,1987,2913
United Arab Emirates,1988,1187
United Arab Emirates,1989,1068
United Arab Emirates,1990,1187
United Arab Emirates,1991,1148
United Arab Emirates,1992,1063
United Arab Emirates,1993,745
United Arab Emirates,1994,518
United Arab Emirates,1995,671
United Arab Emirates,1996,425
United Arab Emirates,1997,243
United Arab Emirates,1998,296
United Arab Emirates,1999,117
United Arab Emirates,2000,69
United Arab Emirates,2001,30
United Arab Emirates,2002,53
United Arab Emirates,2003,42
United Arab Emirates,2004,22
United Arab Emirates,2005,29
United Arab Emirates,2008,55
United Arab Emirates,2010,87
United Arab Emirates,2012,132
United Arab Emirates,2014,344
United Kingdom,1980,147962
United Kingdom,1981,61779
United Kingdom,1982,105642
United Kingdom,1983,114948
United Kingdom,1984,67632
United Kingdom,1985,104774
United Kingdom,1986,90214
United Kingdom,1987,44850
United Kingdom,1988,88259
United Kingdom,1989,30160
United Kingdom,1990,28228
United Kingdom,1991,11727
United Kingdom,1992,12317
United Kingdom,1993,12018
United Kingdom,1994,23525
United Kingdom,1995,9017
United Kingdom,1996,6866
United Kingdom,1997,4844
United Kingdom,1998,74
United Kingdom,2000,104
United Kingdom,2001,73
United Kingdom,2002,314
United Kingdom,2003,460
United Kingdom,2004,189
United Kingdom,2005,79
United Kingdom,2006,764
United Kingdom,2007,1022
United Kingdom,2008,1445
United Kingdom,2009,1212
United Kingdom,2010,443
United Kingdom,2011,1112
United Kingdom,2012,2092
United Kingdom,2013,1919
United Kingdom,2014,133
United States,1980,13506
United States,1981,3124
United States,1982,1714
United States,1983,1497
United States,1984,2587
United States,1985,2822
United States,1986,6282
United States,1987,3655
United States,1988,3396
United States,1989,18193
United States,1990,27786
United States,1991,9643
United States,1992,2231
United States,1993,312
United States,1994,958
United States,1995,309
United States,1996,489
United States,1997,138
United States,1998,100
United States,1999,100
United States,2000,85
United States,2001,116
United States,2002,41
United States,2003,56
United States,2004,37
United States,2005,66
United States,2006,55
United States,2007,43
United States,2008,140
United States,2009,71
United States,2010,63
United States,2011,222
United States,2012,55
United States,2013,187
United States,2014,0
Uruguay,1980,141
Uruguay,1981,15465
Uruguay,1982,135
Uruguay,1983,18
Uruguay,1984,352
Uruguay,1985,160
Uruguay,1986,198
Uruguay,1987,1190
Uruguay,1988,76
Uruguay,1989,20
Uruguay,1990,110
Uruguay,1991,2040
Uruguay,1992,187
Uruguay,1993,16
Uruguay,1994,0
Uruguay,1995,5
Uruguay,1996,2
Uruguay,1997,2
Uruguay,1998,6
Uruguay,1999,34
Uruguay,2000,0
Uruguay,2001,0
Uruguay,2002,0
Uruguay,2003,0
Uruguay,2004,0
Uruguay,2005,0
Uruguay,2006,0
Uruguay,2007,0
Uruguay,2008,0
Uruguay,2009,0
Uruguay,2010,0
Uruguay,2011,0
Uruguay,2012,0
Uruguay,2013,0
Uruguay,2014,0
Uzbekistan,1990,3943
Uzbekistan,1991,3878
Uzbekistan,1992,2020
Uzbekistan,1993,2354
Uzbekistan,1994,1661
Uzbekistan,1995,294
Uzbekistan,1996,228
Uzbekistan,1997,261
Uzbekistan,1998,875
Uzbekistan,1999,1193
Uzbekistan,2000,80
Uzbekistan,2001,22
Uzbekistan,2002,25
Uzbekistan,2003,85
Uzbekistan,2004,75
Uzbekistan,2005,737
Uzbekistan,2006,823
Uzbekistan,2007,863
Uzbekistan,2008,2
Uzbekistan,2009,0
Uzbekistan,2010,117
Uzbekistan,2011,476
Uzbekistan,2013,0
Uzbekistan,2014,8
Vanuatu,1980,39
Vanuatu,1981,45
Vanuatu,1982,832
Vanuatu,1983,401
Vanuatu,1984,1634
Vanuatu,1985,940
Vanuatu,1986,1064
Vanuatu,1987,253
Vanuatu,1988,140
Vanuatu,1989,169
Vanuatu,1990,67
Vanuatu,1991,541
Vanuatu,1992,154
Vanuatu,1993,67
Vanuatu,1994,27
Vanuatu,1995,27
Vanuatu,1996,4
Vanuatu,1997,113
Vanuatu,1999,12
Vanuatu,2000,9
Vanuatu,2001,7
Vanuatu,2002,101
Vanuatu,2003,165
Vanuatu,2005,3
Vanuatu,2006,0
Vanuatu,2007,0
Vanuatu,2008,0
Vanuatu,2009,0
Vanuatu,2010,0
Vanuatu,2011,0
Vanuatu,2012,0
Vanuatu,2013,0
Vanuatu,2014,10
Venezuela,1980,9750
Venezuela,1981,31255
Venezuela,1982,14200
Venezuela,1983,11263
Venezuela,1984,11833
Venezuela,1985,21974
Venezuela,1986,14026
Venezuela,1987,19261
Venezuela,1988,12339
Venezuela,1989,10160
Venezuela,1990,9881
Venezuela,1991,15273
Venezuela,1992,11949
Venezuela,1993,20244
Venezuela,1994,15364
Venezuela,1995,172
Venezuela,1996,89
Venezuela,1997,27
Venezuela,1998,4
Venezuela,1999,0
Venezuela,2000,22
Venezuela,2001,115
Venezuela,2002,2392
Venezuela,2003,0
Venezuela,2004,0
Venezuela,2005,0
Venezuela,2006,78
Venezuela,2007,32
Venezuela,2008,0
Venezuela,2009,0
Venezuela,2010,0
Venezuela,2011,0
Venezuela,2012,1
Venezuela,2013,0
Venezuela,2014,0
Vietnam,1980,86901
Vietnam,1981,62400
Vietnam,1982,72466
Vietnam,1983,125176
Vietnam,1984,87796
Vietnam,1985,82231
Vietnam,1986,68463
Vietnam,1987,30460
Vietnam,1988,23308
Vietnam,1989,22332
Vietnam,1990,8175
Vietnam,1991,9874
Vietnam,1992,11830
Vietnam,1993,12015
Vietnam,1994,11853
Vietnam,1995,6171
Vietnam,1996,5156
Vietnam,1997,6507
Vietnam,1998,11690
Vietnam,1999,14134
Vietnam,2000,16512
Vietnam,2001,12058
Vietnam,2002,6755
Vietnam,2003,2297
Vietnam,2004,217
Vietnam,2005,410
Vietnam,2006,1978
Vietnam,2007,17
Vietnam,2008,352
Vietnam,2009,6582
Vietnam,2010,2809
Vietnam,2011,750
Vietnam,2012,578
Vietnam,2013,1123
Vietnam,2014,15033
Yemen,1980,18020
Yemen,1981,21355
Yemen,1982,24482
Yemen,1983,33348
Yemen,1984,39713
Yemen,1985,27997
Yemen,1986,15596
Yemen,1987,17408
Yemen,1988,10424
Yemen,1989,26681
Yemen,1991,75
Yemen,1992,2420
Yemen,1993,601
Yemen,1994,35
Yemen,1995,225
Yemen,1997,51
Yemen,1998,8785
Yemen,1999,26126
Yemen,2001,485
Yemen,2002,890
Yemen,2003,8536
Yemen,2004,12708
Yemen,2005,6285
Yemen,2006,8079
Yemen,2007,13
Yemen,2008,7
Yemen,2009,130
Yemen,2010,510
Yemen,2011,2676
Yemen,2012,2177
Yemen,2013,400
Yemen,2014,815
Zambia,1980,98659
Zambia,1981,184210
Zambia,1982,73499
Zambia,1983,51140
Zambia,1984,36881
Zambia,1985,51000
Zambia,1986,23866
Zambia,1987,14793
Zambia,1988,12487
Zambia,1989,5747
Zambia,1990,6748
Zambia,1991,2822
Zambia,1992,11006
Zambia,1993,11829
Zambia,1994,14255
Zambia,1995,8533
Zambia,1996,9459
Zambia,1997,7140
Zambia,1999,23518
Zambia,2000,30930
Zambia,2001,16997
Zambia,2002,25036
Zambia,2003,881
Zambia,2004,35
Zambia,2005,45
Zambia,2006,459
Zambia,2007,535
Zambia,2008,140
Zambia,2009,26
Zambia,2010,15754
Zambia,2011,13234
Zambia,2012,896
Zambia,2013,35
Zambia,2014,9
Zimbabwe,1980,23650
Zimbabwe,1981,4995
Zimbabwe,1982,4941
Zimbabwe,1983,36253
Zimbabwe,1984,21662
Zimbabwe,1985,22290
Zimbabwe,1986,20388
Zimbabwe,1987,17675
Zimbabwe,1988,49812
Zimbabwe,1989,47509
Zimbabwe,1990,13728
Zimbabwe,1991,24090
Zimbabwe,1992,17346
Zimbabwe,1993,34071
Zimbabwe,1994,37785
Zimbabwe,1995,8529
Zimbabwe,1996,37407
Zimbabwe,1997,12971
Zimbabwe,1998,2049
Zimbabwe,1999,772
Zimbabwe,2000,1483
Zimbabwe,2001,529
Zimbabwe,2002,304
Zimbabwe,2003,998
Zimbabwe,2004,31
Zimbabwe,2005,420
Zimbabwe,2006,212
Zimbabwe,2007,242
Zimbabwe,2008,0
Zimbabwe,2009,853
Zimbabwe,2010,9696
Zimbabwe,2011,0
Zimbabwe,2012,0
Zimbabwe,2013,0
Zimbabwe,2014,0
