Entity,Year,Mobile cellular subscriptions (World Bank (2015))
Myanmar,1994,0.004296639
Myanmar,1995,0.006101938
Myanmar,1996,0.015785413
Myanmar,1997,0.018198005
Myanmar,1998,0.017996161
Myanmar,1999,0.023763903
Myanmar,2000,0.027649475
Myanmar,2001,0.04636746
Myanmar,2002,0.097403007
Myanmar,2003,0.134168659
Myanmar,2004,0.18536679
Myanmar,2005,0.256471471
Myanmar,2006,0.424185551
Myanmar,2007,0.487204548
Myanmar,2008,0.717919003
Myanmar,2009,0.974001217
Myanmar,2010,1.143820373
Myanmar,2011,2.375550859
Myanmar,2012,7.064027247
Myanmar,2013,12.82858801
Namibia,1980,0
Namibia,1981,0
Namibia,1982,0
Namibia,1983,0
Namibia,1984,0
Namibia,1985,0
Namibia,1986,0
Namibia,1987,0
Namibia,1988,0
Namibia,1989,0
Namibia,1990,0
Namibia,1991,0
Namibia,1992,0
Namibia,1993,0
Namibia,1994,0
Namibia,1995,0.211580847
Namibia,1996,0.38960681
Namibia,1997,0.711047806
Namibia,1998,1.077515349
Namibia,1999,1.615379272
Namibia,2000,4.320444184
Namibia,2001,5.519649642
Namibia,2002,7.659693112
Namibia,2003,11.28946209
Namibia,2004,14.28104347
Namibia,2005,22.14362322
Namibia,2006,29.65740203
Namibia,2007,38.46157543
Namibia,2008,49.83913613
Namibia,2009,76.11744914
Namibia,2010,89.49525165
Namibia,2011,98.95730464
Namibia,2012,95.01813098
Namibia,2013,118.4342133
Nepal,1980,0
Nepal,1981,0
Nepal,1982,0
Nepal,1983,0
Nepal,1984,0
Nepal,1985,0
Nepal,1986,0
Nepal,1987,0
Nepal,1988,0
Nepal,1989,0
Nepal,1990,0
Nepal,1991,0
Nepal,1992,0
Nepal,1993,0
Nepal,1994,0
Nepal,1995,0
Nepal,1996,0
Nepal,1997,0
Nepal,1998,0
Nepal,1999,0.024239584
Nepal,2000,0.044107669
Nepal,2001,0.073075092
Nepal,2002,0.09078175
Nepal,2003,0.333803225
Nepal,2004,0.468575643
Nepal,2005,0.898764347
Nepal,2006,4.513927046
Nepal,2007,12.5968872
Nepal,2008,16.00035841
Nepal,2009,21.08831049
Nepal,2010,34.25298562
Nepal,2011,49.17622818
Nepal,2012,60.45131433
Nepal,2013,76.84979601
Netherlands,1980,0
Netherlands,1981,0
Netherlands,1982,0
Netherlands,1983,0
Netherlands,1985,0.03321386
Netherlands,1986,0.10529638
Netherlands,1987,0.165603633
Netherlands,1988,0.224479366
Netherlands,1989,0.37855502
Netherlands,1990,0.530545271
Netherlands,1991,0.767014891
Netherlands,1992,1.099260436
Netherlands,1993,1.420043747
Netherlands,1994,2.095556871
Netherlands,1995,3.495460441
Netherlands,1996,6.548588399
Netherlands,1997,11.00405144
Netherlands,1998,21.36015147
Netherlands,1999,42.76652187
Netherlands,2000,67.8126917
Netherlands,2001,76.48800198
Netherlands,2002,75.42527387
Netherlands,2003,81.81527264
Netherlands,2004,91.23770356
Netherlands,2005,97.12774476
Netherlands,2006,105.6191836
Netherlands,2007,117.2850348
Netherlands,2008,124.9803611
Netherlands,2009,121.6632867
Netherlands,2010,115.4301505
Netherlands,2011,118.9791426
Netherlands,2012,117.9668468
Netherlands,2013,113.7299037
New Caledonia,1980,0
New Caledonia,1981,0
New Caledonia,1982,0
New Caledonia,1983,0
New Caledonia,1984,0
New Caledonia,1985,0
New Caledonia,1986,0
New Caledonia,1987,0
New Caledonia,1988,0
New Caledonia,1989,0
New Caledonia,1990,0
New Caledonia,1991,0
New Caledonia,1992,0
New Caledonia,1993,0
New Caledonia,1994,0
New Caledonia,1995,0.436000423
New Caledonia,1996,1.064637997
New Caledonia,1997,2.628890485
New Caledonia,1998,6.458674882
New Caledonia,1999,12.35454885
New Caledonia,2000,23.78362935
New Caledonia,2001,31.74893301
New Caledonia,2002,36.7444424
New Caledonia,2003,43.8568048
New Caledonia,2004,51.7322114
New Caledonia,2005,58.70432068
New Caledonia,2006,66.71918112
New Caledonia,2007,74.75973869
New Caledonia,2008,82.05939966
New Caledonia,2009,86.27936079
New Caledonia,2010,89.62249218
New Caledonia,2011,91.00189762
New Caledonia,2012,91.24844463
New Caledonia,2013,93.76364544
New Zealand,1980,0
New Zealand,1981,0
New Zealand,1982,0
New Zealand,1983,0
New Zealand,1984,0
New Zealand,1985,0
New Zealand,1986,0
New Zealand,1987,0.072487362
New Zealand,1988,0.300048188
New Zealand,1989,0.859906886
New Zealand,1990,1.592120973
New Zealand,1991,2.098081692
New Zealand,1992,2.860303301
New Zealand,1993,4.034191314
New Zealand,1994,6.60149621
New Zealand,1995,9.931810637
New Zealand,1996,13.25678401
New Zealand,1997,15.09009147
New Zealand,1998,20.880303
New Zealand,1999,36.54351285
New Zealand,2000,39.96856428
New Zealand,2001,58.56429927
New Zealand,2002,61.81319895
New Zealand,2003,64.64038903
New Zealand,2004,74.20800059
New Zealand,2005,85.3870367
New Zealand,2006,90.85476294
New Zealand,2007,100.4364319
New Zealand,2008,107.9896947
New Zealand,2009,108.7222796
New Zealand,2010,107.8263131
New Zealand,2011,109.1999113
New Zealand,2012,110.3624066
New Zealand,2013,105.7756947
Nicaragua,1980,0
Nicaragua,1981,0
Nicaragua,1982,0
Nicaragua,1983,0
Nicaragua,1984,0
Nicaragua,1985,0
Nicaragua,1986,0
Nicaragua,1987,0
Nicaragua,1988,0
Nicaragua,1989,0
Nicaragua,1990,0
Nicaragua,1991,0
Nicaragua,1992,0
Nicaragua,1993,0.007280292
Nicaragua,1994,0.047903009
Nicaragua,1995,0.094431584
Nicaragua,1996,0.107218744
Nicaragua,1997,0.15589969
Nicaragua,1998,0.370848963
Nicaragua,1999,0.880866443
Nicaragua,2000,1.770151267
Nicaragua,2001,3.177883143
Nicaragua,2002,4.520234723
Nicaragua,2003,8.776169743
Nicaragua,2004,13.71301519
Nicaragua,2005,20.51941453
Nicaragua,2006,33.12659154
Nicaragua,2007,44.71926088
Nicaragua,2008,54.83435642
Nicaragua,2009,58.23387447
Nicaragua,2010,68.05401524
Nicaragua,2011,81.68356887
Nicaragua,2012,97.66328039
Nicaragua,2013,111.9801766
Niger,1980,0
Niger,1981,0
Niger,1982,0
Niger,1983,0
Niger,1984,0
Niger,1985,0
Niger,1986,0
Niger,1987,0
Niger,1988,0
Niger,1989,0
Niger,1990,0
Niger,1991,0
Niger,1992,0
Niger,1993,0
Niger,1994,0
Niger,1995,0
Niger,1996,0
Niger,1997,0.000994962
Niger,1998,0.013205028
Niger,1999,0.020686548
Niger,2000,0.018708231
Niger,2001,0.018654958
Niger,2002,0.48692184
Niger,2003,0.672145676
Niger,2004,1.356695235
Niger,2005,2.456446921
Niger,2006,3.530777893
Niger,2007,6.339238428
Niger,2008,12.8758415
Niger,2009,16.9836557
Niger,2010,23.0821922
Niger,2011,28.72476707
Niger,2012,31.44796172
Niger,2013,39.2922097
Nigeria,1980,0
Nigeria,1981,0
Nigeria,1982,0
Nigeria,1983,0
Nigeria,1984,0
Nigeria,1985,0
Nigeria,1986,0
Nigeria,1987,0
Nigeria,1988,0
Nigeria,1989,0
Nigeria,1990,0
Nigeria,1991,0
Nigeria,1992,0
Nigeria,1993,0.008773108
Nigeria,1994,0.012103699
Nigeria,1995,0.011989874
Nigeria,1996,0.012593755
Nigeria,1997,0.013160263
Nigeria,1998,0.017113417
Nigeria,1999,0.02086256
Nigeria,2000,0.024414713
Nigeria,2001,0.211468606
Nigeria,2002,1.214203412
Nigeria,2003,2.37606151
Nigeria,2004,6.725926062
Nigeria,2005,13.31581571
Nigeria,2006,22.55327253
Nigeria,2007,27.44502851
Nigeria,2008,41.65682945
Nigeria,2009,47.9584083
Nigeria,2010,54.66094952
Nigeria,2011,57.96066304
Nigeria,2012,66.79811805
Nigeria,2013,73.29196161
North Korea,1980,0
North Korea,1981,0
North Korea,1982,0
North Korea,1983,0
North Korea,1984,0
North Korea,1985,0
North Korea,1986,0
North Korea,1987,0
North Korea,1988,0
North Korea,1989,0
North Korea,1990,0
North Korea,1991,0
North Korea,1992,0
North Korea,1993,0
North Korea,1994,0
North Korea,1995,0
North Korea,1996,0
North Korea,1997,0
North Korea,1998,0
North Korea,1999,0
North Korea,2000,0
North Korea,2001,0
North Korea,2002,0
North Korea,2003,0
North Korea,2004,0
North Korea,2005,0
North Korea,2006,0
North Korea,2007,0
North Korea,2008,0
North Korea,2009,0.284184243
North Korea,2010,1.762897277
North Korea,2011,4.05987652
North Korea,2012,6.865028848
North Korea,2013,9.720640052
Northern Mariana Islands,1980,0
Northern Mariana Islands,1981,0
Northern Mariana Islands,1982,0
Northern Mariana Islands,1983,0
Northern Mariana Islands,1984,0
Northern Mariana Islands,1985,0
Northern Mariana Islands,1986,0
Northern Mariana Islands,1987,0
Northern Mariana Islands,1988,0
Northern Mariana Islands,1989,0
Northern Mariana Islands,1990,0
Northern Mariana Islands,1993,1.404451266
Northern Mariana Islands,1994,1.395552475
Northern Mariana Islands,1995,2.086303418
Northern Mariana Islands,1999,4.31835412
Northern Mariana Islands,2000,4.383785837
Northern Mariana Islands,2001,19.18130694
Northern Mariana Islands,2002,25.01788347
Northern Mariana Islands,2003,27.55839081
Northern Mariana Islands,2004,30.95414481
Norway,1980,0
Norway,1981,0.040779678
Norway,1982,0.269229037
Norway,1983,0.569679637
Norway,1984,0.944643869
Norway,1985,1.520482215
Norway,1986,2.090718766
Norway,1987,2.870596552
Norway,1988,3.623800751
Norway,1989,3.973213143
Norway,1990,4.641759278
Norway,1991,5.499831432
Norway,1992,6.601743926
Norway,1993,8.618026799
Norway,1994,13.57681303
Norway,1995,22.50808984
Norway,1996,28.76103723
Norway,1997,37.99635075
Norway,1998,46.66552105
Norway,1999,59.64444389
Norway,2000,71.77887831
Norway,2001,79.58406308
Norway,2002,83.54187575
Norway,2003,89.05301366
Norway,2004,98.61186058
Norway,2005,102.8125884
Norway,2006,104.2820191
Norway,2007,106.7054572
Norway,2008,109.0680027
Norway,2009,110.7312823
Norway,2010,114.4755401
Norway,2011,115.8117293
Norway,2012,116.092253
Norway,2013,116.268422
Oman,1980,0
Oman,1981,0
Oman,1982,0
Oman,1983,0
Oman,1984,0
Oman,1985,0.003470331
Oman,1986,0.047818895
Oman,1987,0.071449576
Oman,1988,0.101780414
Oman,1989,0.120370636
Oman,1990,0.150820147
Oman,1991,0.194797341
Oman,1992,0.240182826
Oman,1993,0.274767211
Oman,1994,0.320066981
Oman,1995,0.373712058
Oman,1996,0.689338869
Oman,1997,2.433734685
Oman,1998,4.513768144
Oman,1999,5.570166373
Oman,2000,7.388707592
Oman,2001,14.425922
Oman,2002,20.05710427
Oman,2003,24.86270055
Oman,2004,32.72238932
Oman,2005,52.85698711
Oman,2006,71.15818396
Oman,2007,97.28614462
Oman,2008,124.1303432
Oman,2009,149.0885859
Oman,2010,164.3422859
Oman,2011,158.9952836
Oman,2012,159.25134
Oman,2013,154.6459078
Pakistan,1980,0
Pakistan,1981,0
Pakistan,1982,0
Pakistan,1983,0
Pakistan,1984,0
Pakistan,1985,0
Pakistan,1986,0
Pakistan,1987,0
Pakistan,1988,0
Pakistan,1989,0
Pakistan,1990,0.001800328
Pakistan,1991,0.007441181
Pakistan,1992,0.011509801
Pakistan,1993,0.013296024
Pakistan,1994,0.019977168
Pakistan,1995,0.032334152
Pakistan,1996,0.052303248
Pakistan,1997,0.101070011
Pakistan,1998,0.142990386
Pakistan,1999,0.188940993
Pakistan,2000,0.213090946
Pakistan,2001,0.505665777
Pakistan,2002,1.13467446
Pakistan,2003,1.577483539
Pakistan,2004,3.2374237
Pakistan,2005,8.084502503
Pakistan,2006,21.44519233
Pakistan,2007,38.34402045
Pakistan,2008,52.7038814
Pakistan,2009,55.46464341
Pakistan,2010,57.28341989
Pakistan,2011,61.81345992
Pakistan,2012,67.06360938
Pakistan,2013,70.13037598
Palau,2002,12.55683269
Palau,2003,19.91878173
Palau,2004,19.81317849
Palau,2005,30.39634299
Palau,2006,41.70497701
Palau,2007,53.14146535
Palau,2008,57.67747676
Palau,2009,62.64254817
Palau,2010,70.89399121
Palau,2011,74.95389692
Palau,2012,82.63949118
Palau,2013,85.78736017
Palestine,1990,0
Palestine,1992,0
Palestine,1993,0
Palestine,1994,0
Palestine,2000,0.220809518
Palestine,2001,5.345118817
Palestine,2002,7.480269311
Palestine,2003,7.707200452
Palestine,2004,12.5117523
Palestine,2005,15.94401571
Palestine,2006,22.58418848
Palestine,2007,27.42174925
Palestine,2008,34.43060748
Palestine,2009,45.98834706
Palestine,2010,64.88063436
Palestine,2011,70.1221307
Palestine,2012,74.30363013
Palestine,2013,73.74053318
Panama,1980,0
Panama,1981,0
Panama,1982,0
Panama,1983,0
Panama,1984,0
Panama,1985,0
Panama,1986,0
Panama,1987,0
Panama,1988,0
Panama,1989,0
Panama,1990,0
Panama,1991,0
Panama,1992,0
Panama,1993,0
Panama,1994,0
Panama,1995,0
Panama,1996,0.248709818
Panama,1997,0.816973446
Panama,1998,2.92806246
Panama,1999,7.779308778
Panama,2000,13.4345747
Panama,2001,15.24642626
Panama,2002,16.54407022
Panama,2003,21.36524721
Panama,2004,38.14169619
Panama,2005,51.9541559
Panama,2006,63.42264232
Panama,2007,86.2390627
Panama,2008,110.1806117
Panama,2009,167.7804586
Panama,2010,180.6992035
Panama,2011,180.0781064
Panama,2012,163.4167491
Panama,2013,162.9742998
Papua New Guinea,1980,0
Papua New Guinea,1981,0
Papua New Guinea,1982,0
Papua New Guinea,1983,0
Papua New Guinea,1984,0
Papua New Guinea,1985,0
Papua New Guinea,1986,0
Papua New Guinea,1987,0
Papua New Guinea,1988,0
Papua New Guinea,1989,0
Papua New Guinea,1990,0
Papua New Guinea,1991,0
Papua New Guinea,1992,0
Papua New Guinea,1993,0
Papua New Guinea,1994,0
Papua New Guinea,1995,0
Papua New Guinea,1996,0.047200797
Papua New Guinea,1997,0.077592785
Papua New Guinea,1998,0.108883976
Papua New Guinea,1999,0.134689553
Papua New Guinea,2000,0.1591307
Papua New Guinea,2001,0.193876721
Papua New Guinea,2002,0.265005167
Papua New Guinea,2003,0.301552461
Papua New Guinea,2004,0.812159649
Papua New Guinea,2005,1.230323235
Papua New Guinea,2006,1.601076692
Papua New Guinea,2007,4.689241614
Papua New Guinea,2008,13.34172509
Papua New Guinea,2009,21.14216485
Papua New Guinea,2010,27.83340587
Papua New Guinea,2011,34.22227108
Papua New Guinea,2012,37.7981892
Papua New Guinea,2013,40.97654202
Paraguay,1980,0
Paraguay,1981,0
Paraguay,1982,0
Paraguay,1983,0
Paraguay,1984,0
Paraguay,1985,0
Paraguay,1986,0
Paraguay,1987,0
Paraguay,1988,0
Paraguay,1989,0
Paraguay,1990,0
Paraguay,1991,0
Paraguay,1992,0.033550037
Paraguay,1993,0.07399501
Paraguay,1994,0.16326722
Paraguay,1995,0.329186723
Paraguay,1996,0.669014665
Paraguay,1997,1.677662887
Paraguay,1998,4.512424467
Paraguay,1999,8.312677792
Paraguay,2000,15.34151749
Paraguay,2001,21.05987579
Paraguay,2002,29.92114508
Paraguay,2003,31.15515588
Paraguay,2004,30.19071933
Paraguay,2005,31.96046184
Paraguay,2006,53.74829108
Paraguay,2007,76.63906251
Paraguay,2008,92.86007628
Paraguay,2009,88.51898491
Paraguay,2010,91.65810722
Paraguay,2011,99.32993534
Paraguay,2012,101.5901938
Paraguay,2013,103.6899605
Peru,1980,0
Peru,1981,0
Peru,1982,0
Peru,1983,0
Peru,1984,0
Peru,1985,0
Peru,1986,0
Peru,1987,0
Peru,1988,0
Peru,1989,0
Peru,1990,0.007578529
Peru,1991,0.025660234
Peru,1992,0.095145118
Peru,1993,0.157267207
Peru,1994,0.222020353
Peru,1995,0.307206643
Peru,1996,0.824805564
Peru,1997,1.701558964
Peru,1998,2.946195071
Peru,1999,3.956483268
Peru,2000,4.899434925
Peru,2001,6.799862189
Peru,2002,8.630568103
Peru,2003,10.82372419
Peru,2004,14.93424737
Peru,2005,20.13959315
Peru,2006,32.53576937
Peru,2007,54.42326978
Peru,2008,73.19257415
Peru,2009,85.36705031
Peru,2010,99.49532906
Peru,2011,109.6118145
Peru,2012,98.00011004
Peru,2013,98.08298127
Philippines,1980,0
Philippines,1981,0
Philippines,1982,0
Philippines,1983,0
Philippines,1984,0
Philippines,1985,0
Philippines,1986,0
Philippines,1987,0
Philippines,1988,0
Philippines,1989,0
Philippines,1990,0
Philippines,1991,0.054508405
Philippines,1992,0.086226172
Philippines,1993,0.153945411
Philippines,1994,0.252609789
Philippines,1995,0.70950518
Philippines,1996,1.347232983
Philippines,1997,1.84611551
Philippines,1998,2.330392072
Philippines,1999,3.749085447
Philippines,2000,8.311919376
Philippines,2001,15.33355244
Philippines,2002,19.00223229
Philippines,2003,27.24973903
Philippines,2004,39.1016922
Philippines,2005,40.52493944
Philippines,2006,49.06786375
Philippines,2007,64.52260075
Philippines,2008,75.37478912
Philippines,2009,82.26097224
Philippines,2010,88.98361743
Philippines,2011,99.09141423
Philippines,2012,105.4510985
Philippines,2013,104.5023215
Poland,1980,0
Poland,1981,0
Poland,1982,0
Poland,1983,0
Poland,1984,0
Poland,1985,0
Poland,1986,0
Poland,1987,0
Poland,1988,0
Poland,1989,0
Poland,1990,0
Poland,1991,0
Poland,1992,0.005724678
Poland,1993,0.040871324
Poland,1994,0.101261502
Poland,1995,0.194906956
Poland,1996,0.563666011
Poland,1997,2.111734246
Poland,1998,5.017180998
Poland,1999,10.30601103
Poland,2000,17.59256113
Poland,2001,26.11177828
Poland,2002,36.3068767
Poland,2003,45.49288418
Poland,2004,60.42064117
Poland,2005,76.339145
Poland,2006,96.20698849
Poland,2007,108.3783985
Poland,2008,115.0213925
Poland,2009,117.3145306
Poland,2010,122.9152946
Poland,2011,131.2936783
Poland,2012,141.5464567
Poland,2013,149.0785439
Portugal,1980,0
Portugal,1981,0
Portugal,1982,0
Portugal,1983,0
Portugal,1984,0
Portugal,1985,0
Portugal,1986,0
Portugal,1987,0
Portugal,1988,0
Portugal,1989,0.02811394
Portugal,1990,0.065660213
Portugal,1991,0.127016808
Portugal,1992,0.374292451
Portugal,1993,1.012894051
Portugal,1994,1.726440031
Portugal,1995,3.375687267
Portugal,1996,6.544476984
Portugal,1997,14.79998641
Portugal,1998,30.07699652
Portugal,1999,45.51511117
Portugal,2000,64.66938516
Portugal,2001,77.07273739
Portugal,2002,83.40042883
Portugal,2003,95.82024424
Portugal,2004,100.8873537
Portugal,2005,108.9082765
Portugal,2006,116.0366893
Portugal,2007,127.6765737
Portugal,2008,132.9171729
Portugal,2009,111.4775969
Portugal,2010,115.3032751
Portugal,2011,116.3901378
Portugal,2012,112.3895255
Portugal,2013,113.035602
Puerto Rico,1980,0
Puerto Rico,1981,0
Puerto Rico,1982,0
Puerto Rico,1983,0
Puerto Rico,1984,0
Puerto Rico,1985,0
Puerto Rico,1987,0.114236685
Puerto Rico,1988,0.251646404
Puerto Rico,1989,0.33269872
Puerto Rico,1990,0.57899638
Puerto Rico,1991,0.940707549
Puerto Rico,1992,1.672777882
Puerto Rico,1993,2.622388239
Puerto Rico,1994,4.784861682
Puerto Rico,1995,7.778517686
Puerto Rico,1996,8.845403321
Puerto Rico,1997,9.795459071
Puerto Rico,1998,15.38576626
Puerto Rico,1999,21.48996378
Puerto Rico,2000,34.71439546
Puerto Rico,2001,42.85358211
Puerto Rico,2002,43.40052831
Puerto Rico,2003,45.15286159
Puerto Rico,2004,48.97574889
Puerto Rico,2005,53.00157426
Puerto Rico,2006,58.63957269
Puerto Rico,2007,65.03405211
Puerto Rico,2008,68.21954813
Puerto Rico,2009,72.93243111
Puerto Rico,2010,79.09024816
Puerto Rico,2011,83.97889108
Puerto Rico,2012,82.55282485
Puerto Rico,2013,83.64642094
Qatar,1980,0
Qatar,1981,0
Qatar,1990,0.799761603
Qatar,1991,0.836272414
Qatar,1992,0.864572738
Qatar,1993,0.871755055
Qatar,1994,2.329400169
Qatar,1995,3.685294341
Qatar,1996,5.614311695
Qatar,1997,8.210904435
Qatar,1998,11.94766401
Qatar,1999,14.74513025
Qatar,2000,20.35664898
Qatar,2001,29.08248993
Qatar,2002,42.35095158
Qatar,2003,57.03019214
Qatar,2004,68.06559844
Qatar,2005,87.28674958
Qatar,2006,95.05695524
Qatar,2007,109.696397
Qatar,2008,105.1777849
Qatar,2009,124.5951299
Qatar,2010,124.9603221
Qatar,2011,120.4784442
Qatar,2012,126.8564857
Qatar,2013,152.6441746
Romania,1980,0
Romania,1981,0
Romania,1982,0
Romania,1983,0
Romania,1984,0
Romania,1985,0
Romania,1986,0
Romania,1987,0
Romania,1988,0
Romania,1989,0
Romania,1990,0
Romania,1991,0
Romania,1992,0
Romania,1993,0.00344867
Romania,1994,0.01202193
Romania,1995,0.039488733
Romania,1996,0.074424492
Romania,1997,0.884783766
Romania,1998,2.84561335
Romania,1999,6.028479507
Romania,2000,11.16205327
Romania,2001,17.2348729
Romania,2002,22.96939841
Romania,2003,31.70897835
Romania,2004,46.10214303
Romania,2005,60.38971904
Romania,2006,72.47089777
Romania,2007,92.66014887
Romania,2008,111.4046999
Romania,2009,114.5422524
Romania,2010,111.4288898
Romania,2011,107.3871984
Romania,2012,104.9886091
Romania,2013,105.5829217
Russia,1980,0
Russia,1981,0
Russia,1982,0
Russia,1983,0
Russia,1984,0
Russia,1985,0
Russia,1986,0
Russia,1987,0
Russia,1988,0
Russia,1989,0
Russia,1990,0
Russia,1991,0.000201914
Russia,1992,0.004032303
Russia,1993,0.006718503
Russia,1994,0.018649723
Russia,1995,0.059572491
Russia,1996,0.15029596
Russia,1997,0.32744683
Russia,1998,0.505809984
Russia,1999,0.9306548
Russia,2000,2.223450492
Russia,2001,5.302377987
Russia,2002,12.10050689
Russia,2003,24.94148522
Russia,2004,51.07845314
Russia,2005,83.37214422
Russia,2006,104.8422057
Russia,2007,119.176587
Russia,2008,138.8686388
Russia,2009,160.1018962
Russia,2010,165.5010987
Russia,2011,142.0484328
Russia,2012,145.3276296
Russia,2013,152.8353524
Rwanda,1980,0
Rwanda,1981,0
Rwanda,1982,0
Rwanda,1983,0
Rwanda,1984,0
Rwanda,1985,0
Rwanda,1986,0
Rwanda,1987,0
Rwanda,1988,0
Rwanda,1989,0
Rwanda,1990,0
Rwanda,1991,0
Rwanda,1992,0
Rwanda,1993,0
Rwanda,1994,0
Rwanda,1995,0
Rwanda,1996,0
Rwanda,1997,0
Rwanda,1998,0.069738333
Rwanda,1999,0.14007359
Rwanda,2000,0.464530312
Rwanda,2001,0.742008878
Rwanda,2002,0.916726444
Rwanda,2003,1.432364759
Rwanda,2004,1.483308604
Rwanda,2005,2.36469608
Rwanda,2006,3.252279849
Rwanda,2007,6.397339361
Rwanda,2008,12.93790517
Rwanda,2009,23.07054695
Rwanda,2010,32.74752019
Rwanda,2011,39.89652123
Rwanda,2012,49.66704344
Rwanda,2013,56.80079399
Saint Kitts and Nevis,1980,0
Saint Kitts and Nevis,1981,0
Saint Kitts and Nevis,1982,0
Saint Kitts and Nevis,1983,0
Saint Kitts and Nevis,1984,0
Saint Kitts and Nevis,1985,0
Saint Kitts and Nevis,1986,0
Saint Kitts and Nevis,1987,0
Saint Kitts and Nevis,1988,0
Saint Kitts and Nevis,1989,0
Saint Kitts and Nevis,1990,0
Saint Kitts and Nevis,1996,0.691387615
Saint Kitts and Nevis,1997,0.467129999
Saint Kitts and Nevis,1998,0.991191908
Saint Kitts and Nevis,1999,1.557701722
Saint Kitts and Nevis,2000,2.634814685
Saint Kitts and Nevis,2001,4.544077552
Saint Kitts and Nevis,2002,10.65325777
Saint Kitts and Nevis,2003,46.14190734
Saint Kitts and Nevis,2004,59.89136945
Saint Kitts and Nevis,2005,103.7872159
Saint Kitts and Nevis,2006,102.3623628
Saint Kitts and Nevis,2007,127.7784381
Saint Kitts and Nevis,2008,145.7640383
Saint Kitts and Nevis,2009,145.9473043
Saint Kitts and Nevis,2010,152.8117359
Saint Kitts and Nevis,2011,145.3625569
Saint Kitts and Nevis,2012,141.8333831
Saint Kitts and Nevis,2013,142.0900149
Saint Lucia,1980,0
Saint Lucia,1981,0
Saint Lucia,1982,0
Saint Lucia,1983,0
Saint Lucia,1984,0
Saint Lucia,1985,0
Saint Lucia,1986,0
Saint Lucia,1987,0
Saint Lucia,1988,0
Saint Lucia,1989,0
Saint Lucia,1990,0
Saint Lucia,1994,0.360727513
Saint Lucia,1995,0.680087051
Saint Lucia,1996,0.939837005
Saint Lucia,1997,1.059644754
Saint Lucia,1998,1.241294605
Saint Lucia,1999,1.483172441
Saint Lucia,2000,1.592874118
Saint Lucia,2001,1.701859439
Saint Lucia,2002,8.933508929
Saint Lucia,2003,61.1995104
Saint Lucia,2004,61.78881684
Saint Lucia,2005,63.87637766
Saint Lucia,2006,62.98536306
Saint Lucia,2007,86.39486568
Saint Lucia,2008,101.3378953
Saint Lucia,2009,108.2979452
Saint Lucia,2010,111.7335693
Saint Lucia,2011,120.7836181
Saint Lucia,2012,119.4227898
Saint Lucia,2013,116.3090529
Saint Vincent and the Grenadines,1980,0
Saint Vincent and the Grenadines,1981,0
Saint Vincent and the Grenadines,1982,0
Saint Vincent and the Grenadines,1983,0
Saint Vincent and the Grenadines,1984,0
Saint Vincent and the Grenadines,1985,0
Saint Vincent and the Grenadines,1986,0
Saint Vincent and the Grenadines,1987,0
Saint Vincent and the Grenadines,1988,0
Saint Vincent and the Grenadines,1989,0
Saint Vincent and the Grenadines,1990,0
Saint Vincent and the Grenadines,1992,0.064814215
Saint Vincent and the Grenadines,1993,0.076782889
Saint Vincent and the Grenadines,1994,0.138723192
Saint Vincent and the Grenadines,1995,0.198849448
Saint Vincent and the Grenadines,1996,0.259072152
Saint Vincent and the Grenadines,1997,0.320367404
Saint Vincent and the Grenadines,1998,0.694939911
Saint Vincent and the Grenadines,1999,1.316289547
Saint Vincent and the Grenadines,2000,2.188198004
Saint Vincent and the Grenadines,2001,6.937743659
Saint Vincent and the Grenadines,2002,9.229773463
Saint Vincent and the Grenadines,2003,58.06115198
Saint Vincent and the Grenadines,2004,66.32154898
Saint Vincent and the Grenadines,2005,64.93852817
Saint Vincent and the Grenadines,2006,80.46608146
Saint Vincent and the Grenadines,2007,101.326058
Saint Vincent and the Grenadines,2008,119.1832023
Saint Vincent and the Grenadines,2009,110.8605113
Saint Vincent and the Grenadines,2010,120.5596619
Saint Vincent and the Grenadines,2011,120.5309217
Saint Vincent and the Grenadines,2012,116.1090946
Saint Vincent and the Grenadines,2013,114.6334104
Samoa,1980,0
Samoa,1981,0
Samoa,1982,0
Samoa,1983,0
Samoa,1984,0
Samoa,1985,0
Samoa,1986,0
Samoa,1987,0
Samoa,1988,0
Samoa,1989,0
Samoa,1990,0
Samoa,1991,0
Samoa,1992,0
Samoa,1993,0
Samoa,1994,0
Samoa,1995,0
Samoa,1996,0
Samoa,1997,0.444854841
Samoa,1998,0.855595188
Samoa,1999,1.399647786
Samoa,2000,1.431729415
Samoa,2001,1.423957805
Samoa,2002,1.528948084
Samoa,2003,5.909600005
Samoa,2004,8.948846158
Samoa,2005,13.3386688
Samoa,2006,25.12798705
Samoa,2007,47.190518
San Marino,1990,0
San Marino,1992,3.634014375
San Marino,1993,5.180727693
San Marino,1994,7.479726006
San Marino,1995,9.112149533
San Marino,1996,8.794474029
San Marino,1997,8.999004365
San Marino,1998,18.92025379
San Marino,1999,36.02316312
San Marino,2000,53.77655827
San Marino,2001,57.7201733
San Marino,2002,59.71707526
San Marino,2003,58.88501742
San Marino,2004,58.33048822
San Marino,2005,57.59865659
San Marino,2006,57.71656157
San Marino,2007,57.60937551
San Marino,2008,79.87822842
San Marino,2009,97.56010164
San Marino,2010,99.11214802
San Marino,2011,114.2263592
San Marino,2012,115.2110603
San Marino,2013,116.9549733
Sao Tome and Principe,1980,0
