Entity,Year,e10 (United Nations Population Division and Human Mortality Database (2015))
Norway,2010,71.59
Norway,2015,72.35
Norway,2020,73.11
Norway,2025,73.88
Norway,2030,74.55
Norway,2035,75.17
Norway,2040,75.77
Norway,2045,76.33
Norway,2050,76.88
Norway,2055,77.44
Norway,2060,77.99
Norway,2065,78.56
Norway,2070,79.1
Norway,2075,79.62
Norway,2080,80.17
Norway,2085,80.71
Norway,2090,81.23
Norway,2095,81.76
Oman,1950,47.7
Oman,1955,49.34
Oman,1960,50.91
Oman,1965,52.42
Oman,1970,53.84
Oman,1975,56.1
Oman,1980,58.16
Oman,1985,60
Oman,1990,61.6
Oman,1995,63.18
Oman,2000,64.7
Oman,2005,66.05
Oman,2010,67.11
Oman,2015,68.14
Oman,2020,69.21
Oman,2025,70.27
Oman,2030,71.26
Oman,2035,72.26
Oman,2040,73.21
Oman,2045,74.07
Oman,2050,74.85
Oman,2055,75.56
Oman,2060,76.17
Oman,2065,76.74
Oman,2070,77.29
Oman,2075,77.81
Oman,2080,78.31
Oman,2085,78.81
Oman,2090,79.3
Oman,2095,79.79
Pakistan,1950,48.61
Pakistan,1955,50.97
Pakistan,1960,53.1
Pakistan,1965,55.04
Pakistan,1970,56.81
Pakistan,1975,58.02
Pakistan,1980,59.04
Pakistan,1985,59.83
Pakistan,1990,60.47
Pakistan,1995,60.9
Pakistan,2000,61.31
Pakistan,2005,61.63
Pakistan,2010,62.45
Pakistan,2015,62.76
Pakistan,2020,63
Pakistan,2025,63.24
Pakistan,2030,63.53
Pakistan,2035,63.81
Pakistan,2040,64.13
Pakistan,2045,64.45
Pakistan,2050,64.84
Pakistan,2055,65.26
Pakistan,2060,65.72
Pakistan,2065,66.22
Pakistan,2070,66.74
Pakistan,2075,67.28
Pakistan,2080,67.88
Pakistan,2085,68.54
Pakistan,2090,69.25
Pakistan,2095,70
Palestine,1950,49.87
Palestine,1955,50.74
Palestine,1960,52.03
Palestine,1965,53.79
Palestine,1970,55.6
Palestine,1975,57.53
Palestine,1980,59.4
Palestine,1985,60.93
Palestine,1990,61.98
Palestine,1995,62.91
Palestine,2000,63.48
Palestine,2005,63.96
Palestine,2010,64.58
Palestine,2015,65.23
Palestine,2020,65.87
Palestine,2025,66.49
Palestine,2030,67.15
Palestine,2035,67.82
Palestine,2040,68.47
Palestine,2045,69.13
Palestine,2050,69.78
Palestine,2055,70.44
Palestine,2060,71.14
Palestine,2065,71.81
Palestine,2070,72.49
Palestine,2075,73.19
Palestine,2080,73.91
Palestine,2085,74.54
Palestine,2090,75.1
Palestine,2095,75.7
Panama,1950,55.85
Panama,1955,57.68
Panama,1960,59.39
Panama,1965,60.74
Panama,1970,62.07
Panama,1975,63.48
Panama,1980,64.59
Panama,1985,65.42
Panama,1990,66.25
Panama,1995,67.06
Panama,2000,67.67
Panama,2005,68.19
Panama,2010,68.98
Panama,2015,69.72
Panama,2020,70.44
Panama,2025,71.12
Panama,2030,71.83
Panama,2035,72.51
Panama,2040,73.18
Panama,2045,73.86
Panama,2050,74.49
Panama,2055,75.05
Panama,2060,75.57
Panama,2065,76.06
Panama,2070,76.54
Panama,2075,77.02
Panama,2080,77.47
Panama,2085,77.88
Panama,2090,78.26
Panama,2095,78.7
Papua New Guinea,1950,37.7
Papua New Guinea,1955,39.43
Papua New Guinea,1960,41.32
Papua New Guinea,1965,44.2
Papua New Guinea,1970,46.57
Papua New Guinea,1975,48.67
Papua New Guinea,1980,51.15
Papua New Guinea,1985,51.42
Papua New Guinea,1990,52.65
Papua New Guinea,1995,53.63
Papua New Guinea,2000,54.78
Papua New Guinea,2005,56.12
Papua New Guinea,2010,56.7
Papua New Guinea,2015,57.36
Papua New Guinea,2020,57.99
Papua New Guinea,2025,58.58
Papua New Guinea,2030,59.18
Papua New Guinea,2035,59.73
Papua New Guinea,2040,60.29
Papua New Guinea,2045,60.83
Papua New Guinea,2050,61.36
Papua New Guinea,2055,61.9
Papua New Guinea,2060,62.45
Papua New Guinea,2065,62.99
Papua New Guinea,2070,63.52
Papua New Guinea,2075,64.1
Papua New Guinea,2080,64.64
Papua New Guinea,2085,65.23
Papua New Guinea,2090,65.86
Papua New Guinea,2095,66.49
Paraguay,1950,60.32
Paraguay,1955,60.52
Paraguay,1960,60.94
Paraguay,1965,61.1
Paraguay,1970,61.4
Paraguay,1975,61.7
Paraguay,1980,61.99
Paraguay,1985,62.25
Paraguay,1990,62.71
Paraguay,1995,63.18
Paraguay,2000,64.1
Paraguay,2005,64.81
Paraguay,2010,65.53
Paraguay,2015,65.89
Paraguay,2020,66.2
Paraguay,2025,66.55
Paraguay,2030,66.9
Paraguay,2035,67.3
Paraguay,2040,67.7
Paraguay,2045,68.13
Paraguay,2050,68.62
Paraguay,2055,69.14
Paraguay,2060,69.68
Paraguay,2065,70.25
Paraguay,2070,70.82
Paraguay,2075,71.44
Paraguay,2080,72.06
Paraguay,2085,72.67
Paraguay,2090,73.33
Paraguay,2095,73.98
Peru,1950,51.19
Peru,1955,52.42
Peru,1960,53.9
Peru,1965,55.13
Peru,1970,57.22
Peru,1975,58.82
Peru,1980,60.12
Peru,1985,61.47
Peru,1990,62.69
Peru,1995,63.83
Peru,2000,64.88
Peru,2005,65.85
Peru,2010,66.59
Peru,2015,67.55
Peru,2020,68.43
Peru,2025,69.38
Peru,2030,70.33
Peru,2035,71.23
Peru,2040,72.12
Peru,2045,72.99
Peru,2050,73.84
Peru,2055,74.64
Peru,2060,75.39
Peru,2065,76.04
Peru,2070,76.63
Peru,2075,77.2
Peru,2080,77.78
Peru,2085,78.32
Peru,2090,78.84
Peru,2095,79.37
Philippines,1950,54.92
Philippines,1955,55.61
Philippines,1960,56.28
Philippines,1965,56.81
Philippines,1970,57.3
Philippines,1975,57.77
Philippines,1980,58.22
Philippines,1985,58.64
Philippines,1990,59.27
Philippines,1995,59.54
Philippines,2000,59.81
Philippines,2005,60.04
Philippines,2010,60.26
Philippines,2015,60.82
Philippines,2020,61.33
Philippines,2025,61.87
Philippines,2030,62.4
Philippines,2035,62.91
Philippines,2040,63.42
Philippines,2045,63.98
Philippines,2050,64.5
Philippines,2055,65.08
Philippines,2060,65.63
Philippines,2065,66.24
Philippines,2070,66.88
Philippines,2075,67.49
Philippines,2080,68.14
Philippines,2085,68.8
Philippines,2090,69.5
Philippines,2095,70.15
Poland,1950,57.92
Poland,1955,60.82
Poland,1960,62.42
Poland,1965,62.88
Poland,1970,62.99
Poland,1975,62.69
Poland,1980,62.73
Poland,1985,62.46
Poland,1990,62.56
Poland,1995,63.7
Poland,2000,65.22
Poland,2005,66.04
Poland,2010,67.59
Poland,2015,68.38
Poland,2020,69.18
Poland,2025,69.98
Poland,2030,70.79
Poland,2035,71.61
Poland,2040,72.38
Poland,2045,73.08
Poland,2050,73.73
Poland,2055,74.33
Poland,2060,74.88
Poland,2065,75.44
Poland,2070,75.97
Poland,2075,76.52
Poland,2080,77.05
Poland,2085,77.55
Poland,2090,78.04
Poland,2095,78.55
Portugal,1750,NA
Portugal,1755,NA
Portugal,1760,NA
Portugal,1765,NA
Portugal,1770,NA
Portugal,1775,NA
Portugal,1780,NA
Portugal,1785,NA
Portugal,1790,NA
Portugal,1795,NA
Portugal,1800,NA
Portugal,1805,NA
Portugal,1810,NA
Portugal,1815,NA
Portugal,1820,NA
Portugal,1825,NA
Portugal,1830,NA
Portugal,1835,NA
Portugal,1840,NA
Portugal,1845,NA
Portugal,1850,NA
Portugal,1855,NA
Portugal,1860,NA
Portugal,1865,NA
Portugal,1870,NA
Portugal,1875,NA
Portugal,1880,NA
Portugal,1885,NA
Portugal,1890,NA
Portugal,1895,NA
Portugal,1900,NA
Portugal,1905,NA
Portugal,1910,NA
Portugal,1915,NA
Portugal,1920,NA
Portugal,1925,NA
Portugal,1930,NA
Portugal,1935,NA
Portugal,1940,55.13
Portugal,1945,56.91
Portugal,1950,60.05
Portugal,1955,61.26
Portugal,1960,62.18
Portugal,1965,62.02
Portugal,1970,62.62
Portugal,1975,63.06
Portugal,1980,64.32
Portugal,1985,65.34
Portugal,1990,65.72
Portugal,1995,66.58
Portugal,2000,67.86
Portugal,2005,69.11
Portugal,2010,70.91
Portugal,2015,72.01
Portugal,2020,73.08
Portugal,2025,73.98
Portugal,2030,74.76
Portugal,2035,75.5
Portugal,2040,76.2
Portugal,2045,76.89
Portugal,2050,77.55
Portugal,2055,78.21
Portugal,2060,78.84
Portugal,2065,79.45
Portugal,2070,80.04
Portugal,2075,80.65
Portugal,2080,81.29
Portugal,2085,81.85
Portugal,2090,82.39
Portugal,2095,82.97
Puerto Rico,1950,59.12
Puerto Rico,1955,62.53
Puerto Rico,1960,63.14
Puerto Rico,1965,63.71
Puerto Rico,1970,64.65
Puerto Rico,1975,65.32
Puerto Rico,1980,65.47
Puerto Rico,1985,65.88
Puerto Rico,1990,64.91
Puerto Rico,1995,65.91
Puerto Rico,2000,67.57
Puerto Rico,2005,68.59
Puerto Rico,2010,69.82
Puerto Rico,2015,70.71
Puerto Rico,2020,71.62
Puerto Rico,2025,72.47
Puerto Rico,2030,73.22
Puerto Rico,2035,73.87
Puerto Rico,2040,74.48
Puerto Rico,2045,75.04
Puerto Rico,2050,75.57
Puerto Rico,2055,76.11
Puerto Rico,2060,76.61
Puerto Rico,2065,77.13
Puerto Rico,2070,77.65
Puerto Rico,2075,78.16
Puerto Rico,2080,78.67
Puerto Rico,2085,79.19
Puerto Rico,2090,79.66
Puerto Rico,2095,80.2
Qatar,1950,56.57
Qatar,1955,58.86
Qatar,1960,60.78
Qatar,1965,62.38
Qatar,1970,63.75
Qatar,1975,64.94
Qatar,1980,65.76
Qatar,1985,66.34
Qatar,1990,66.76
Qatar,1995,67.08
Qatar,2000,67.39
Qatar,2005,67.65
Qatar,2010,68.58
Qatar,2015,69.28
Qatar,2020,70.03
Qatar,2025,70.78
Qatar,2030,71.57
Qatar,2035,72.36
Qatar,2040,73.12
Qatar,2045,73.86
Qatar,2050,74.57
Qatar,2055,75.28
Qatar,2060,75.89
Qatar,2065,76.42
Qatar,2070,76.91
Qatar,2075,77.33
Qatar,2080,77.8
Qatar,2085,78.25
Qatar,2090,78.72
Qatar,2095,79.25
Reunion,1950,52.01
Reunion,1955,53.48
Reunion,1960,55.36
Reunion,1965,57.2
Reunion,1970,58.94
Reunion,1975,60.55
Reunion,1980,62.09
Reunion,1985,63.56
Reunion,1990,64.96
Reunion,1995,66.31
Reunion,2000,67.57
Reunion,2005,68.78
Reunion,2010,69.97
Reunion,2015,71.13
Reunion,2020,72.29
Reunion,2025,73.31
Reunion,2030,74.18
Reunion,2035,74.95
Reunion,2040,75.7
Reunion,2045,76.41
Reunion,2050,77.08
Reunion,2055,77.73
Reunion,2060,78.41
Reunion,2065,79.04
Reunion,2070,79.65
Reunion,2075,80.26
Reunion,2080,80.83
Reunion,2085,81.38
Reunion,2090,81.95
Reunion,2095,82.53
Romania,1950,59.3
Romania,1955,60.52
Romania,1960,62.55
Romania,1965,61.93
Romania,1970,62.63
Romania,1975,62.54
Romania,1980,62.29
Romania,1985,62.12
Romania,1990,61.84
Romania,1995,61.69
Romania,2000,63.04
Romania,2005,64.22
Romania,2010,65.48
Romania,2015,66.02
Romania,2020,66.59
Romania,2025,67.2
Romania,2030,67.82
Romania,2035,68.46
Romania,2040,69.12
Romania,2045,69.81
Romania,2050,70.5
Romania,2055,71.2
Romania,2060,71.89
Romania,2065,72.61
Romania,2070,73.29
Romania,2075,73.93
Romania,2080,74.48
Romania,2085,75.05
Romania,2090,75.6
Romania,2095,76.14
Russia,1950,58.72
Russia,1955,60.65
Russia,1960,61.54
Russia,1965,61.32
Russia,1970,60.76
Russia,1975,60.16
Russia,1980,59.84
Russia,1985,61.3
Russia,1990,58.53
Russia,1995,57.54
Russia,2000,56.37
Russia,2005,58.13
Russia,2010,60.63
Russia,2015,61.12
Russia,2020,61.67
Russia,2025,62.21
Russia,2030,62.75
Russia,2035,63.31
Russia,2040,63.89
Russia,2045,64.44
Russia,2050,65.05
Russia,2055,65.66
Russia,2060,66.29
Russia,2065,66.9
Russia,2070,67.5
Russia,2075,68.09
Russia,2080,68.76
Russia,2085,69.39
Russia,2090,70.05
Russia,2095,70.72
Rwanda,1950,47.19
Rwanda,1955,48.03
Rwanda,1960,48.88
Rwanda,1965,49.5
Rwanda,1970,49.77
Rwanda,1975,50.41
Rwanda,1980,52.19
Rwanda,1985,50.05
Rwanda,1990,36.22
Rwanda,1995,46.68
Rwanda,2000,49.82
Rwanda,2005,55.86
Rwanda,2010,58.72
Rwanda,2015,60.82
Rwanda,2020,61.95
Rwanda,2025,63.02
Rwanda,2030,64.07
Rwanda,2035,65.04
Rwanda,2040,65.94
Rwanda,2045,66.72
Rwanda,2050,67.44
Rwanda,2055,68.14
Rwanda,2060,68.81
Rwanda,2065,69.42
Rwanda,2070,69.97
Rwanda,2075,70.49
Rwanda,2080,71
Rwanda,2085,71.51
Rwanda,2090,72.01
Rwanda,2095,72.5
Saint Lucia,1950,57.19
Saint Lucia,1955,58.33
Saint Lucia,1960,58.31
Saint Lucia,1965,57.66
Saint Lucia,1970,59.39
Saint Lucia,1975,60.93
Saint Lucia,1980,62.67
Saint Lucia,1985,63.07
Saint Lucia,1990,63.32
Saint Lucia,1995,62.88
Saint Lucia,2000,63.65
Saint Lucia,2005,65.32
Saint Lucia,2010,66.07
Saint Lucia,2015,66.69
Saint Lucia,2020,67.31
Saint Lucia,2025,67.93
Saint Lucia,2030,68.63
Saint Lucia,2035,69.31
Saint Lucia,2040,70
Saint Lucia,2045,70.69
Saint Lucia,2050,71.4
Saint Lucia,2055,72.11
Saint Lucia,2060,72.83
Saint Lucia,2065,73.51
Saint Lucia,2070,74.16
Saint Lucia,2075,74.75
Saint Lucia,2080,75.33
Saint Lucia,2085,75.89
Saint Lucia,2090,76.38
Saint Lucia,2095,76.88
Saint Vincent and the Grenadines,1950,52.62
Saint Vincent and the Grenadines,1955,58.66
Saint Vincent and the Grenadines,1960,61.23
Saint Vincent and the Grenadines,1965,60.95
Saint Vincent and the Grenadines,1970,60.6
Saint Vincent and the Grenadines,1975,60.16
Saint Vincent and the Grenadines,1980,61.74
Saint Vincent and the Grenadines,1985,62.33
Saint Vincent and the Grenadines,1990,62.7
Saint Vincent and the Grenadines,1995,62.71
Saint Vincent and the Grenadines,2000,62.83
Saint Vincent and the Grenadines,2005,63.73
Saint Vincent and the Grenadines,2010,64.44
Saint Vincent and the Grenadines,2015,64.87
Saint Vincent and the Grenadines,2020,65.29
Saint Vincent and the Grenadines,2025,65.73
Saint Vincent and the Grenadines,2030,66.21
Saint Vincent and the Grenadines,2035,66.65
Saint Vincent and the Grenadines,2040,67.16
Saint Vincent and the Grenadines,2045,67.67
Saint Vincent and the Grenadines,2050,68.24
Saint Vincent and the Grenadines,2055,68.81
Saint Vincent and the Grenadines,2060,69.37
Saint Vincent and the Grenadines,2065,69.96
Saint Vincent and the Grenadines,2070,70.58
Saint Vincent and the Grenadines,2075,71.17
Saint Vincent and the Grenadines,2080,71.8
Saint Vincent and the Grenadines,2085,72.42
Saint Vincent and the Grenadines,2090,73.07
Saint Vincent and the Grenadines,2095,73.68
Samoa,1950,45.45
Samoa,1955,47.16
Samoa,1960,48.87
Samoa,1965,50.58
Samoa,1970,52.29
Samoa,1975,54.02
Samoa,1980,55.75
Samoa,1985,57.53
Samoa,1990,59.47
Samoa,1995,61.15
Samoa,2000,62.46
Samoa,2005,63.61
Samoa,2010,64.85
Samoa,2015,65.96
Samoa,2020,67.06
Samoa,2025,68.09
Samoa,2030,69.03
Samoa,2035,70.02
Samoa,2040,70.94
Samoa,2045,71.79
Samoa,2050,72.66
Samoa,2055,73.46
Samoa,2060,74.19
Samoa,2065,74.88
Samoa,2070,75.56
Samoa,2075,76.11
Samoa,2080,76.69
Samoa,2085,77.21
Samoa,2090,77.74
Samoa,2095,78.22
Sao Tome and Principe,1950,50.64
Sao Tome and Principe,1955,51.87
Sao Tome and Principe,1960,53.38
Sao Tome and Principe,1965,54.74
Sao Tome and Principe,1970,56.32
Sao Tome and Principe,1975,57.87
Sao Tome and Principe,1980,58.08
Sao Tome and Principe,1985,58.52
Sao Tome and Principe,1990,58.96
Sao Tome and Principe,1995,59.4
Sao Tome and Principe,2000,59.84
Sao Tome and Principe,2005,60.77
Sao Tome and Principe,2010,61.19
Sao Tome and Principe,2015,61.57
Sao Tome and Principe,2020,61.94
Sao Tome and Principe,2025,62.28
Sao Tome and Principe,2030,62.62
Sao Tome and Principe,2035,62.95
Sao Tome and Principe,2040,63.27
Sao Tome and Principe,2045,63.63
Sao Tome and Principe,2050,63.98
Sao Tome and Principe,2055,64.36
Sao Tome and Principe,2060,64.72
Sao Tome and Principe,2065,65.13
Sao Tome and Principe,2070,65.55
Sao Tome and Principe,2075,65.98
Sao Tome and Principe,2080,66.4
Sao Tome and Principe,2085,66.88
Sao Tome and Principe,2090,67.38
Sao Tome and Principe,2095,67.91
Saudi Arabia,1950,50.63
Saudi Arabia,1955,51.54
Saudi Arabia,1960,52.52
Saudi Arabia,1965,53.87
Saudi Arabia,1970,56.19
Saudi Arabia,1975,58.64
Saudi Arabia,1980,60.57
Saudi Arabia,1985,61.96
Saudi Arabia,1990,63.02
Saudi Arabia,1995,64.06
Saudi Arabia,2000,64.74
Saudi Arabia,2005,64.9
Saudi Arabia,2010,65.54
Saudi Arabia,2015,66.06
Saudi Arabia,2020,66.56
Saudi Arabia,2025,67.07
Saudi Arabia,2030,67.59
Saudi Arabia,2035,68.17
Saudi Arabia,2040,68.79
Saudi Arabia,2045,69.41
Saudi Arabia,2050,70.09
Saudi Arabia,2055,70.71
Saudi Arabia,2060,71.38
Saudi Arabia,2065,72.02
Saudi Arabia,2070,72.67
Saudi Arabia,2075,73.31
Saudi Arabia,2080,73.96
Saudi Arabia,2085,74.55
Saudi Arabia,2090,75.12
Saudi Arabia,2095,75.65
Senegal,1950,43.99
Senegal,1955,45.38
Senegal,1960,46.23
Senegal,1965,46.33
Senegal,1970,47.94
Senegal,1975,51.19
Senegal,1980,53.89
Senegal,1985,56.59
Senegal,1990,57.38
Senegal,1995,57.14
Senegal,2000,57.17
Senegal,2005,58.38
Senegal,2010,59.99
Senegal,2015,61.01
Senegal,2020,62.04
Senegal,2025,63.03
Senegal,2030,64.01
Senegal,2035,64.94
Senegal,2040,65.9
Senegal,2045,66.81
Senegal,2050,67.7
Senegal,2055,68.57
Senegal,2060,69.49
Senegal,2065,70.39
Senegal,2070,71.24
Senegal,2075,72.1
Senegal,2080,72.96
Senegal,2085,73.83
Senegal,2090,74.58
Senegal,2095,75.28
Serbia,1950,58.48
Serbia,1955,59.85
Serbia,1960,61.34
Serbia,1965,62.28
Serbia,1970,62.73
Serbia,1975,62.89
Serbia,1980,63.13
Serbia,1985,63.11
Serbia,1990,63.3
Serbia,1995,63.36
Serbia,2000,63.66
Serbia,2005,64.48
Serbia,2010,65.57
Serbia,2015,66.16
Serbia,2020,66.77
Serbia,2025,67.4
Serbia,2030,68.06
Serbia,2035,68.75
Serbia,2040,69.44
Serbia,2045,70.15
Serbia,2050,70.84
Serbia,2055,71.52
Serbia,2060,72.26
Serbia,2065,72.98
Serbia,2070,73.67
Serbia,2075,74.34
Serbia,2080,74.94
Serbia,2085,75.53
Serbia,2090,76.09
Serbia,2095,76.62
Seychelles,1950,55.98
Seychelles,1955,56.82
Seychelles,1960,59.78
Seychelles,1965,60.5
Seychelles,1970,61.16
Seychelles,1975,61.79
Seychelles,1980,62.2
Seychelles,1985,62.46
Seychelles,1990,61.77
Seychelles,1995,62.51
Seychelles,2000,63.18
Seychelles,2005,63.35
Seychelles,2010,63.94
Seychelles,2015,64.58
Seychelles,2020,65.37
Seychelles,2025,66.11
Seychelles,2030,66.89
Seychelles,2035,67.61
Seychelles,2040,68.38
Seychelles,2045,69.16
Seychelles,2050,69.92
Seychelles,2055,70.72
Seychelles,2060,71.47
Seychelles,2065,72.2
Seychelles,2070,72.91
Seychelles,2075,73.51
Seychelles,2080,74.09
Seychelles,2085,74.65
Seychelles,2090,75.2
Seychelles,2095,75.74
Sierra Leone,1950,41.57
Sierra Leone,1955,42.17
Sierra Leone,1960,42.8
Sierra Leone,1965,43.73
Sierra Leone,1970,45.49
Sierra Leone,1975,46.61
Sierra Leone,1980,46.51
Sierra Leone,1985,44.48
Sierra Leone,1990,41.79
Sierra Leone,1995,41.24
Sierra Leone,2000,44.64
Sierra Leone,2005,47.53
Sierra Leone,2010,49.35
Sierra Leone,2015,50.2
Sierra Leone,2020,51.2
Sierra Leone,2025,52.36
Sierra Leone,2030,53.52
Sierra Leone,2035,54.59
Sierra Leone,2040,55.63
Sierra Leone,2045,56.55
Sierra Leone,2050,57.38
Sierra Leone,2055,58.14
Sierra Leone,2060,58.81
Sierra Leone,2065,59.46
Sierra Leone,2070,59.97
Sierra Leone,2075,60.44
Sierra Leone,2080,60.91
Sierra Leone,2085,61.34
Sierra Leone,2090,61.83
Sierra Leone,2095,62.21
Singapore,1950,56.04
Singapore,1955,58.36
Singapore,1960,59.15
Singapore,1965,59.48
Singapore,1970,60.94
Singapore,1975,62.27
Singapore,1980,63.79
Singapore,1985,65.55
Singapore,1990,67.47
Singapore,1995,68.12
Singapore,2000,69.52
Singapore,2005,71.51
Singapore,2010,72.88
Singapore,2015,73.91
Singapore,2020,74.76
Singapore,2025,75.57
Singapore,2030,76.32
Singapore,2035,77.07
Singapore,2040,77.77
Singapore,2045,78.43
Singapore,2050,79.06
Singapore,2055,79.67
Singapore,2060,80.31
Singapore,2065,80.91
Singapore,2070,81.48
Singapore,2075,82.06
Singapore,2080,82.62
Singapore,2085,83.15
Singapore,2090,83.69
Singapore,2095,84.22
Slovakia,1950,60.7
Slovakia,1955,62.08
Slovakia,1960,63.11
Slovakia,1965,62.7
Slovakia,1970,62.29
Slovakia,1975,62.44
Slovakia,1980,62.21
Slovakia,1985,62.21
Slovakia,1990,62.67
Slovakia,1995,63.63
Slovakia,2000,64.57
Slovakia,2005,65.33
Slovakia,2010,66.55
Slovakia,2015,67.14
Slovakia,2020,67.75
Slovakia,2025,68.4
Slovakia,2030,69.05
Slovakia,2035,69.72
Slovakia,2040,70.41
Slovakia,2045,71.12
Slovakia,2050,71.82
Slovakia,2055,72.5
Slovakia,2060,73.17
Slovakia,2065,73.8
Slovakia,2070,74.4
Slovakia,2075,74.97
Slovakia,2080,75.54
Slovakia,2085,76.04
Slovakia,2090,76.56
Slovakia,2095,77.07
Slovenia,1950,57.73
Slovenia,1955,59.62
Slovenia,1960,60.68
Slovenia,1965,60.7
Slovenia,1970,61.24
Slovenia,1975,62.24
Slovenia,1980,62.44
Slovenia,1985,63.67
Slovenia,1990,64.47
Slovenia,1995,65.78
Slovenia,2000,67.1
Slovenia,2005,68.94
Slovenia,2010,70.38
Slovenia,2015,71.27
Slovenia,2020,72.13
Slovenia,2025,73.01
Slovenia,2030,73.73
Slovenia,2035,74.39
Slovenia,2040,75.03
Slovenia,2045,75.63
Slovenia,2050,76.23
Slovenia,2055,76.81
Slovenia,2060,77.4
Slovenia,2065,77.97
Slovenia,2070,78.57
Slovenia,2075,79.11
Slovenia,2080,79.69
Slovenia,2085,80.26
Slovenia,2090,80.82
Slovenia,2095,81.39
Solomon Islands,1950,49.07
Solomon Islands,1955,50.43
Solomon Islands,1960,51.75
Solomon Islands,1965,53.1
Solomon Islands,1970,54.46
Solomon Islands,1975,55.81
Solomon Islands,1980,56.23
Solomon Islands,1985,54.69
Solomon Islands,1990,56.04
Solomon Islands,1995,57.58
Solomon Islands,2000,59.33
Solomon Islands,2005,60.45
Solomon Islands,2010,61.14
Solomon Islands,2015,61.83
Solomon Islands,2020,62.49
Solomon Islands,2025,63.12
Solomon Islands,2030,63.73
Solomon Islands,2035,64.34
Solomon Islands,2040,64.91
Solomon Islands,2045,65.46
Solomon Islands,2050,66.06
Solomon Islands,2055,66.71
Solomon Islands,2060,67.32
Solomon Islands,2065,67.95
Solomon Islands,2070,68.59
Solomon Islands,2075,69.22
Solomon Islands,2080,69.93
Solomon Islands,2085,70.68
Solomon Islands,2090,71.45
Solomon Islands,2095,72.12
Somalia,1950,43.75
Somalia,1955,44.9
Somalia,1960,46.03
Somalia,1965,47.16
Somalia,1970,48.14
Somalia,1975,49.18
Somalia,1980,50.09
Somalia,1985,50.52
Somalia,1990,49.62
Somalia,1995,51.96
Somalia,2000,52.73
Somalia,2005,53.62
Somalia,2010,54.32
Somalia,2015,55.04
Somalia,2020,55.9
Somalia,2025,56.8
Somalia,2030,57.66
Somalia,2035,58.46
Somalia,2040,59.18
Somalia,2045,59.9
Somalia,2050,60.54
Somalia,2055,61.12
Somalia,2060,61.74
Somalia,2065,62.29
Somalia,2070,62.91
Somalia,2075,63.52
Somalia,2080,64.03
Somalia,2085,64.57
Somalia,2090,65.13
Somalia,2095,65.71
South Africa,1950,44.78
South Africa,1955,46.82
South Africa,1960,48.17
South Africa,1965,49.53
South Africa,1970,50.74
South Africa,1975,52.01
South Africa,1980,54.01
South Africa,1985,55.86
South Africa,1990,56.69
South Africa,1995,53.98
South Africa,2000,47.58
South Africa,2005,46.87
South Africa,2010,50.84
South Africa,2015,50.72
South Africa,2020,51.61
South Africa,2025,53.22
South Africa,2030,54.93
South Africa,2035,56.61
South Africa,2040,58.27
South Africa,2045,59.85
South Africa,2050,61.01
South Africa,2055,61.9
South Africa,2060,62.83
South Africa,2065,63.78
South Africa,2070,64.69
South Africa,2075,65.56
South Africa,2080,66.37
South Africa,2085,67.14
South Africa,2090,67.87
South Africa,2095,68.56
South Korea,1950,51.06
South Korea,1955,52.4
South Korea,1960,53.84
South Korea,1965,55.39
South Korea,1970,57.04
South Korea,1975,58.32
South Korea,1980,59.98
South Korea,1985,62.04
South Korea,1990,63.99
South Korea,1995,65.69
South Korea,2000,67.98
South Korea,2005,70.52
South Korea,2010,71.78
South Korea,2015,73.01
South Korea,2020,73.95
South Korea,2025,74.82
South Korea,2030,75.64
South Korea,2035,76.38
South Korea,2040,77.11
South Korea,2045,77.8
South Korea,2050,78.47
South Korea,2055,79.08
South Korea,2060,79.69
South Korea,2065,80.27
South Korea,2070,80.86
South Korea,2075,81.41
South Korea,2080,81.95
South Korea,2085,82.55
South Korea,2090,83.09
South Korea,2095,83.63
South Sudan,1950,40.12
South Sudan,1955,41.71
South Sudan,1960,42.97
South Sudan,1965,44.22
South Sudan,1970,45.3
South Sudan,1975,46.45
South Sudan,1980,46.86
South Sudan,1985,48.18
South Sudan,1990,50.04
South Sudan,1995,51.15
South Sudan,2000,51.55
South Sudan,2005,52.21
South Sudan,2010,53.83
South Sudan,2015,54.93
South Sudan,2020,56.08
South Sudan,2025,57.1
South Sudan,2030,58.04
South Sudan,2035,58.85
South Sudan,2040,59.57
South Sudan,2045,60.21
South Sudan,2050,60.75
South Sudan,2055,61.28
South Sudan,2060,61.72
South Sudan,2065,62.18
South Sudan,2070,62.57
South Sudan,2075,63.03
South Sudan,2080,63.48
South Sudan,2085,63.9
South Sudan,2090,64.36
South Sudan,2095,64.83
Spain,1750,NA
Spain,1755,NA
Spain,1760,NA
Spain,1765,NA
Spain,1770,NA
Spain,1775,NA
Spain,1780,NA
Spain,1785,NA
Spain,1790,NA
Spain,1795,NA
Spain,1800,NA
Spain,1805,NA
Spain,1810,NA
Spain,1815,NA
Spain,1820,NA
Spain,1825,NA
Spain,1830,NA
Spain,1835,NA
Spain,1840,NA
Spain,1845,NA
Spain,1850,NA
Spain,1855,NA
Spain,1860,NA
Spain,1865,NA
Spain,1870,NA
Spain,1875,NA
Spain,1880,NA
Spain,1885,NA
Spain,1890,NA
Spain,1895,NA
Spain,1900,NA
Spain,1905,49.22
Spain,1910,50.13
Spain,1915,46.98
