Entity,Year,"Military expenditure per capita, current USD (OWID based on COW and SIPRI)"
Belgium,1928,3.05
Belgium,1929,3.36
Belgium,1930,4.85
Belgium,1931,4.76
Belgium,1932,4.08
Belgium,1933,5.81
Belgium,1934,8.09
Belgium,1935,5.3
Belgium,1936,6.32
Belgium,1937,6.62
Belgium,1938,7.54
Belgium,1939,7.53
Belgium,1940,34.89
Belgium,1945,67.27
Belgium,1946,103.16
Belgium,1947,67.28
Belgium,1948,51.51
Belgium,1949,20.24
Belgium,1950,19.32
Belgium,1951,30.78
Belgium,1952,45.29
Belgium,1953,44.76
Belgium,1954,45.3
Belgium,1955,38.49
Belgium,1956,38.28
Belgium,1957,40.66
Belgium,1958,40.44
Belgium,1959,41.18
Belgium,1960,41.92
Belgium,1961,42.7
Belgium,1962,45.99
Belgium,1963,48.1
Belgium,1964,53.18
Belgium,1965,53.3
Belgium,1966,55.63
Belgium,1967,59.29
Belgium,1968,63.07
Belgium,1969,65.1
Belgium,1970,72.7
Belgium,1971,86
Belgium,1972,105.73
Belgium,1973,133.14
Belgium,1974,151.75
Belgium,1975,196.8
Belgium,1976,215.03
Belgium,1977,254.17
Belgium,1978,322.15
Belgium,1979,369.17
Belgium,1980,401.99
Belgium,1981,343.64
Belgium,1982,293.39
Belgium,1983,271.6
Belgium,1984,248.88
Belgium,1985,182.19
Belgium,1986,291.02
Belgium,1987,355.62
Belgium,1988,282.77
Belgium,1989,259.61
Belgium,1990,308.02
Belgium,1991,325.68
Belgium,1992,314.27
Belgium,1993,396.67
Belgium,1994,396.8
Belgium,1995,438.89
Belgium,1996,426.52
Belgium,1997,369.95
Belgium,1998,368.5
Belgium,1999,339.05
Belgium,2000,316.11
Belgium,2001,293.28
Belgium,2002,305.16
Belgium,2003,375.73
Belgium,2004,422.09
Belgium,2005,404.45
Belgium,2006,405.55
Belgium,2007,468.25
Belgium,2008,515.27
Belgium,2009,517.77
Belgium,2010,478.38
Belgium,2011,503.86
Belgium,2012,476.13
Belize,1981,13.42
Belize,1982,13.07
Belize,1983,18.99
Belize,1984,24.69
Belize,1985,20.67
Belize,1986,20.59
Belize,1987,64.69
Belize,1988,49.78
Belize,1989,54.32
Belize,1990,51.22
Belize,1991,41.24
Belize,1993,33.66
Belize,1994,52.13
Belize,1995,60.19
Belize,1996,67.57
Belize,1997,69.57
Belize,1998,73.91
Belize,1999,72.34
Belize,2000,74.69
Belize,2001,70.04
Belize,2002,55.56
Belize,2003,58.14
Belize,2004,60.38
Belize,2005,58.82
Belize,2006,64.52
Belize,2007,62.94
Belize,2009,46.51
Belize,2010,51.78
Belize,2011,50.63
Belize,2012,49.38
Benin,1960,0
Benin,1961,0.92
Benin,1962,1.23
Benin,1963,1.39
Benin,1964,1.59
Benin,1965,1.7
Benin,1966,1.49
Benin,1967,1.62
Benin,1968,1.57
Benin,1969,1.68
Benin,1970,1.59
Benin,1971,1.68
Benin,1972,1.84
Benin,1973,2.1
Benin,1974,2.12
Benin,1975,2.54
Benin,1976,2.3
Benin,1977,3.32
Benin,1978,3.53
Benin,1979,5.09
Benin,1980,6.64
Benin,1981,6.71
Benin,1982,6.51
Benin,1983,6.57
Benin,1984,5.42
Benin,1985,5.05
Benin,1986,7.16
Benin,1987,7.14
Benin,1988,8.59
Benin,1989,7.16
Benin,1990,7.33
Benin,1991,4.19
Benin,1992,5.39
Benin,1994,3.82
Benin,1995,4.43
Benin,1996,4.83
Benin,1997,4.63
Benin,1998,5.71
Benin,1999,5.73
Benin,2000,6.07
Benin,2001,6.39
Benin,2002,6.61
Benin,2003,7.83
Benin,2004,8.58
Benin,2006,5.8
Benin,2007,6.32
Benin,2008,7.47
Benin,2009,10.93
Benin,2010,7.89
Benin,2011,7.57
Benin,2012,7.76
Bhutan,1998,9.48
Bhutan,1999,9.69
Bhutan,2000,9.89
Bhutan,2001,32.15
Bolivia,1873,0.68
Bolivia,1874,0.66
Bolivia,1880,1.42
Bolivia,1881,1.4
Bolivia,1893,0.53
Bolivia,1894,0.34
Bolivia,1895,0.38
Bolivia,1897,0.43
Bolivia,1898,0.37
Bolivia,1901,0.68
Bolivia,1902,0.58
Bolivia,1903,0.53
Bolivia,1904,0.54
Bolivia,1905,0.47
Bolivia,1906,0.49
Bolivia,1907,0.61
Bolivia,1910,0.6
Bolivia,1911,0.59
Bolivia,1912,0.98
Bolivia,1913,1.16
Bolivia,1914,1.14
Bolivia,1915,1.47
Bolivia,1916,0.79
Bolivia,1918,1.38
Bolivia,1919,1.3
Bolivia,1920,1.04
Bolivia,1921,0.79
Bolivia,1922,0.67
Bolivia,1923,0.81
Bolivia,1924,1.07
Bolivia,1925,1.13
Bolivia,1926,1.51
Bolivia,1927,1.69
Bolivia,1928,1.64
Bolivia,1929,1.41
Bolivia,1930,1.3
Bolivia,1931,1.35
Bolivia,1932,1.19
Bolivia,1933,6.17
Bolivia,1934,10.69
Bolivia,1935,15.26
Bolivia,1936,1.64
Bolivia,1937,0.94
Bolivia,1938,1.63
Bolivia,1939,1.11
Bolivia,1941,1.23
Bolivia,1942,2.21
Bolivia,1943,1.92
Bolivia,1946,2.45
Bolivia,1947,1.59
Bolivia,1948,2.2
Bolivia,1950,4.91
Bolivia,1952,6.24
Bolivia,1953,8.8
Bolivia,1954,0.28
Bolivia,1955,0.37
Bolivia,1956,0.37
Bolivia,1957,0.58
Bolivia,1958,0.63
Bolivia,1959,0.79
Bolivia,1960,1.23
Bolivia,1961,1.42
Bolivia,1962,1.46
Bolivia,1963,3.22
Bolivia,1964,3.38
Bolivia,1965,4
Bolivia,1966,3.84
Bolivia,1967,3.84
Bolivia,1968,3.52
Bolivia,1969,3.85
Bolivia,1970,4.56
Bolivia,1971,3.63
Bolivia,1972,4.63
Bolivia,1973,4.61
Bolivia,1974,8.47
Bolivia,1975,12.16
Bolivia,1976,13.6
Bolivia,1977,13.77
Bolivia,1978,15.82
Bolivia,1979,19.69
Bolivia,1980,26.14
Bolivia,1981,34.07
Bolivia,1982,37.21
Bolivia,1983,34.7
Bolivia,1984,39.78
Bolivia,1985,21.91
Bolivia,1986,15.59
Bolivia,1987,29.66
Bolivia,1988,26.13
Bolivia,1989,27.92
Bolivia,1990,28.46
Bolivia,1991,18.25
Bolivia,1992,16.96
Bolivia,1993,17.83
Bolivia,1994,20.04
Bolivia,1995,19.69
Bolivia,1996,20.95
Bolivia,1997,19.96
Bolivia,1998,26.27
Bolivia,1999,18.3
Bolivia,2000,15.37
Bolivia,2001,15.65
Bolivia,2002,16.4
Bolivia,2003,16.75
Bolivia,2004,16.11
Bolivia,2005,15.71
Bolivia,2006,16.39
Bolivia,2007,16.74
Bolivia,2008,25.42
Bolivia,2009,28.62
Bolivia,2010,31.11
Bolivia,2011,28.86
Bolivia,2012,32.01
Bosnia and Herzegovina,1992,192.79
Bosnia and Herzegovina,1993,197.56
Bosnia and Herzegovina,1994,205.43
Bosnia and Herzegovina,1995,133.81
Bosnia and Herzegovina,1996,56.54
Bosnia and Herzegovina,1997,86.42
Bosnia and Herzegovina,1998,110.2
Bosnia and Herzegovina,1999,95.08
Bosnia and Herzegovina,2000,41.29
Bosnia and Herzegovina,2001,37.12
Bosnia and Herzegovina,2002,47.46
Bosnia and Herzegovina,2003,39.78
Bosnia and Herzegovina,2004,51.97
Bosnia and Herzegovina,2005,45.1
Bosnia and Herzegovina,2006,46.19
Bosnia and Herzegovina,2007,50.66
Bosnia and Herzegovina,2008,63.2
Bosnia and Herzegovina,2009,63.07
Bosnia and Herzegovina,2010,57.2
Bosnia and Herzegovina,2011,64.08
Bosnia and Herzegovina,2012,60.25
Botswana,1966,0
Botswana,1967,0
Botswana,1968,0
Botswana,1969,0
Botswana,1970,0
Botswana,1971,0
Botswana,1972,0
Botswana,1973,0
Botswana,1974,0
Botswana,1975,0
Botswana,1976,0
Botswana,1977,3.85
Botswana,1978,9.17
Botswana,1979,15.22
Botswana,1980,41.39
Botswana,1981,33.16
Botswana,1982,27.69
Botswana,1983,25.72
Botswana,1984,20.99
Botswana,1985,18.65
Botswana,1986,20.03
Botswana,1987,23.32
Botswana,1988,31.49
Botswana,1989,88.36
Botswana,1990,100.72
Botswana,1991,45.25
Botswana,1993,120.2
Botswana,1994,164.44
Botswana,1995,154.53
Botswana,1996,156.42
Botswana,1997,157.21
Botswana,1998,166.24
Botswana,1999,162.18
Botswana,2000,169.54
Botswana,2001,120.76
Botswana,2002,126.59
Botswana,2003,165.85
Botswana,2004,183.83
Botswana,2005,162.58
Botswana,2006,152.43
Botswana,2007,165.54
Botswana,2008,151.5
Botswana,2009,192.11
Botswana,2010,314.88
Botswana,2011,271.77
Botswana,2012,232.53
Brazil,1832,0.89
Brazil,1833,0.94
Brazil,1834,0.75
Brazil,1835,0.77
Brazil,1836,0.75
Brazil,1837,0.87
Brazil,1838,1.02
Brazil,1839,1.16
Brazil,1840,1.82
Brazil,1841,1.47
Brazil,1842,1.76
Brazil,1843,2.35
Brazil,1844,1.33
Brazil,1845,1.31
Brazil,1846,1.18
Brazil,1852,1.6
Brazil,1853,1.57
Brazil,1854,1.58
Brazil,1855,1.74
Brazil,1856,1.96
Brazil,1857,1.54
Brazil,1858,1.07
Brazil,1859,1.11
Brazil,1860,2.02
Brazil,1863,1.74
Brazil,1864,2.69
Brazil,1865,1.73
Brazil,1866,2.18
Brazil,1867,5.33
Brazil,1868,1.84
Brazil,1869,1.64
Brazil,1870,1.44
Brazil,1871,1.33
Brazil,1872,1.49
Brazil,1873,2.55
Brazil,1874,1.64
Brazil,1875,1.61
Brazil,1876,1.51
Brazil,1877,1.3
Brazil,1878,1.13
Brazil,1879,1.1
Brazil,1880,1.08
Brazil,1881,0.97
Brazil,1882,1.06
Brazil,1883,1.04
Brazil,1884,0.82
Brazil,1885,0.79
Brazil,1886,0.73
Brazil,1887,0.79
Brazil,1888,1.05
Brazil,1889,1.06
Brazil,1890,1.02
Brazil,1892,0.89
Brazil,1893,0.74
Brazil,1894,0.65
Brazil,1896,0.82
Brazil,1897,0.81
Brazil,1898,0.61
Brazil,1899,0.57
Brazil,1900,0.74
Brazil,1901,0.61
Brazil,1902,0.59
Brazil,1903,0.9
Brazil,1905,0.96
Brazil,1906,1.19
Brazil,1907,1.41
Brazil,1908,1.49
Brazil,1909,1.82
Brazil,1910,1.61
Brazil,1911,1.97
Brazil,1912,1.85
Brazil,1913,1.72
Brazil,1914,1.22
Brazil,1915,1.32
Brazil,1916,1.26
Brazil,1917,1.25
Brazil,1918,1.44
Brazil,1919,1.51
Brazil,1920,0.35
Brazil,1921,1.68
Brazil,1922,2.18
Brazil,1923,1.52
Brazil,1924,0.98
Brazil,1925,1.62
Brazil,1926,1.37
Brazil,1927,1.17
Brazil,1928,1.49
Brazil,1929,1.61
Brazil,1930,1.62
Brazil,1931,1.05
Brazil,1932,1.59
Brazil,1933,1.29
Brazil,1934,1.88
Brazil,1935,1.31
Brazil,1936,1.14
Brazil,1937,1.96
Brazil,1938,1.43
Brazil,1939,1.58
Brazil,1940,1.82
Brazil,1941,1.85
Brazil,1942,2.96
Brazil,1943,2.47
Brazil,1944,3.19
Brazil,1945,3.7
Brazil,1946,6.55
Brazil,1947,5.81
Brazil,1948,5.14
Brazil,1949,6.21
Brazil,1950,6.48
Brazil,1951,7.53
Brazil,1952,8.95
Brazil,1953,10.56
Brazil,1954,4.01
Brazil,1955,3.86
Brazil,1956,6.28
Brazil,1957,8.19
Brazil,1958,6.8
Brazil,1959,4.64
Brazil,1960,3.7
Brazil,1961,4.53
Brazil,1962,4.64
Brazil,1963,5.13
Brazil,1964,7.64
Brazil,1965,5.95
Brazil,1966,6.02
Brazil,1967,10.47
Brazil,1968,10.4
Brazil,1969,9.75
Brazil,1970,8.38
Brazil,1971,7.78
Brazil,1972,8.42
Brazil,1973,10.68
Brazil,1974,12.2
Brazil,1975,12.78
Brazil,1976,16.12
Brazil,1977,16.16
Brazil,1978,17.62
Brazil,1979,15.06
Brazil,1980,17.03
Brazil,1981,12.86
Brazil,1982,14.84
Brazil,1983,10.31
Brazil,1984,8.16
Brazil,1985,9.41
Brazil,1986,11.88
Brazil,1987,12.24
Brazil,1988,10.08
Brazil,1989,41.03
Brazil,1990,8.15
Brazil,1991,15.64
Brazil,1992,28.79
Brazil,1993,38.61
Brazil,1994,46.93
Brazil,1995,63.05
Brazil,1996,90.25
Brazil,1997,116
Brazil,1998,113.24
Brazil,1999,95.11
Brazil,2000,84.52
Brazil,2001,60.47
Brazil,2002,53.88
Brazil,2003,50.33
Brazil,2004,52.24
Brazil,2005,71.35
Brazil,2006,86.14
Brazil,2007,108.21
Brazil,2008,136.91
Brazil,2009,134.29
Brazil,2010,172.56
Brazil,2011,186.98
Brazil,2012,177.52
Brunei,1984,1424.21
Brunei,1985,928.67
Brunei,1986,1032.98
Brunei,1987,832.8
Brunei,1988,958.26
Brunei,1989,1287.14
Brunei,1992,1476.12
Brunei,1993,923.91
Brunei,1994,926.06
Brunei,1995,905.41
Brunei,1996,1127.87
Brunei,1997,1231.27
Brunei,1998,1225.4
Brunei,1999,1248.45
Brunei,2000,1076.22
Brunei,2001,837.84
Brunei,2002,774.57
Brunei,2003,771.19
Brunei,2004,814.4
Brunei,2005,839.67
Brunei,2006,874.67
Brunei,2007,908.14
Brunei,2008,927.84
Brunei,2009,842.64
Brunei,2010,875.31
Brunei,2011,1004.91
Brunei,2012,997.57
Bulgaria,1908,1.4
Bulgaria,1909,1.79
Bulgaria,1910,1.8
Bulgaria,1911,1.76
Bulgaria,1912,1.78
Bulgaria,1913,1.75
Bulgaria,1914,2.16
Bulgaria,1915,2.43
Bulgaria,1916,2.66
Bulgaria,1917,2.65
Bulgaria,1918,2.81
Bulgaria,1919,0.63
Bulgaria,1920,0.7
Bulgaria,1921,0.64
Bulgaria,1922,0.71
Bulgaria,1923,1.44
Bulgaria,1924,1.77
Bulgaria,1925,1.76
Bulgaria,1926,1.66
Bulgaria,1927,1.35
Bulgaria,1928,1.34
Bulgaria,1929,1.37
Bulgaria,1930,1.3
Bulgaria,1931,1.2
Bulgaria,1932,0.97
Bulgaria,1933,0.91
Bulgaria,1934,1.34
Bulgaria,1935,2.01
Bulgaria,1936,2.5
Bulgaria,1937,3
Bulgaria,1938,3.1
Bulgaria,1939,3.01
Bulgaria,1940,5.44
Bulgaria,1946,1.85
Bulgaria,1947,2.11
Bulgaria,1948,2.61
Bulgaria,1949,3.27
Bulgaria,1950,3.91
Bulgaria,1951,10.4
Bulgaria,1952,14.03
Bulgaria,1953,18.77
Bulgaria,1954,18.59
Bulgaria,1955,18.48
Bulgaria,1956,15.64
Bulgaria,1957,16.44
Bulgaria,1958,19.1
Bulgaria,1959,18.02
Bulgaria,1960,19.82
Bulgaria,1961,24.01
Bulgaria,1962,27.75
Bulgaria,1963,28.51
Bulgaria,1964,27.52
Bulgaria,1965,24.53
Bulgaria,1966,26.04
Bulgaria,1967,28.5
Bulgaria,1968,30.72
Bulgaria,1969,35.32
Bulgaria,1970,40.07
Bulgaria,1971,149.19
Bulgaria,1972,166.81
Bulgaria,1973,185.16
Bulgaria,1974,214.38
Bulgaria,1975,245.53
Bulgaria,1976,239.79
Bulgaria,1977,258.97
Bulgaria,1978,294.76
Bulgaria,1979,306.46
Bulgaria,1980,349.87
Bulgaria,1981,389.36
Bulgaria,1982,460.39
Bulgaria,1983,479.03
Bulgaria,1984,500.5
Bulgaria,1985,184.82
Bulgaria,1986,216.57
Bulgaria,1987,264.18
Bulgaria,1988,274.47
Bulgaria,1989,274.22
Bulgaria,1990,223.56
Bulgaria,1991,199.29
Bulgaria,1992,153.4
Bulgaria,1993,69.63
Bulgaria,1994,69.45
Bulgaria,1995,49.61
Bulgaria,1996,44.64
Bulgaria,1997,40.81
Bulgaria,1998,48.7
Bulgaria,1999,47.35
Bulgaria,2000,41.7
Bulgaria,2001,46.13
Bulgaria,2002,50.44
Bulgaria,2003,60.33
Bulgaria,2004,75.79
Bulgaria,2005,87.08
Bulgaria,2006,92.22
Bulgaria,2007,116.49
Bulgaria,2008,175.24
Bulgaria,2009,121.54
Bulgaria,2010,112.6
Bulgaria,2011,98.19
Bulgaria,2012,99.34
Burkina Faso,1960,0.31
Burkina Faso,1961,0.39
Burkina Faso,1962,1.13
Burkina Faso,1963,1.2
Burkina Faso,1964,1.19
Burkina Faso,1965,0.76
Burkina Faso,1966,0.83
Burkina Faso,1967,0.82
Burkina Faso,1968,0.78
Burkina Faso,1969,0.85
Burkina Faso,1970,0.7
Burkina Faso,1971,0.84
Burkina Faso,1972,0.94
Burkina Faso,1973,1.13
Burkina Faso,1974,1.14
Burkina Faso,1975,3.23
Burkina Faso,1976,3.14
Burkina Faso,1977,3.59
Burkina Faso,1978,3.54
Burkina Faso,1979,4.81
Burkina Faso,1980,4.82
Burkina Faso,1981,4.8
Burkina Faso,1982,4.53
Burkina Faso,1983,3.99
Burkina Faso,1984,3.8
Burkina Faso,1985,4.32
Burkina Faso,1986,5.09
Burkina Faso,1987,6.14
Burkina Faso,1988,6.09
Burkina Faso,1989,6.48
Burkina Faso,1990,8.49
Burkina Faso,1991,11.76
Burkina Faso,1992,14.73
Burkina Faso,1993,4.61
Burkina Faso,1994,6.37
Burkina Faso,1995,6.67
Burkina Faso,1996,6.31
Burkina Faso,1997,6.04
Burkina Faso,1998,7.16
Burkina Faso,1999,6.46
Burkina Faso,2000,3.02
Burkina Faso,2001,3.1
Burkina Faso,2002,3.9
Burkina Faso,2003,4.34
Burkina Faso,2004,4.76
Burkina Faso,2005,4.77
Burkina Faso,2006,5.21
Burkina Faso,2007,6.67
Burkina Faso,2008,7.64
Burkina Faso,2009,7.29
Burkina Faso,2010,7.98
Burkina Faso,2011,9.5
Burkina Faso,2012,8.2
Burundi,1962,0.57
Burundi,1963,0.65
Burundi,1964,0.76
Burundi,1965,1.13
Burundi,1966,0.7
Burundi,1967,0.82
Burundi,1968,0.9
Burundi,1969,1.13
Burundi,1970,0.97
Burundi,1971,1.02
Burundi,1972,1.41
Burundi,1973,1.71
Burundi,1974,2.28
Burundi,1975,2.28
Burundi,1976,2.61
Burundi,1977,3.58
Burundi,1978,4.02
Burundi,1979,5.47
Burundi,1980,8.74
Burundi,1981,7.34
Burundi,1982,9.22
Burundi,1983,10.76
Burundi,1984,7.2
Burundi,1985,7.38
Burundi,1986,8.62
Burundi,1987,6.33
Burundi,1988,6.22
Burundi,1989,5.28
Burundi,1990,4.75
Burundi,1991,5.32
Burundi,1993,4.68
Burundi,1994,5.62
Burundi,1995,7.69
Burundi,1996,8.54
Burundi,1997,13.72
Burundi,1998,12.7
Burundi,1999,10.51
Burundi,2000,6.27
Burundi,2001,5.11
Burundi,2002,8.67
Burundi,2003,5.78
Burundi,2004,5.72
Burundi,2005,8.24
Burundi,2006,9.2
Burundi,2007,9.37
Burundi,2008,9.62
Burundi,2009,4.7
Burundi,2010,6.07
Burundi,2011,6.6
Burundi,2012,6.29
Cambodia,1953,2.34
Cambodia,1954,5.49
Cambodia,1955,2.08
Cambodia,1956,1.62
Cambodia,1957,1.68
Cambodia,1958,2.77
Cambodia,1959,3.17
Cambodia,1960,7.86
Cambodia,1961,8.27
Cambodia,1962,8.7
Cambodia,1963,8.67
Cambodia,1964,9.38
Cambodia,1965,8.58
Cambodia,1966,8.58
Cambodia,1967,8.77
Cambodia,1968,9.72
Cambodia,1969,6.26
Cambodia,1970,17.22
Cambodia,1971,13.79
Cambodia,1972,18.43
Cambodia,1973,11.71
Cambodia,1974,8.81
Cambodia,1975,9.44
Cambodia,1991,4.85
Cambodia,1992,6.41
Cambodia,1993,7.95
Cambodia,1994,13.9
Cambodia,1995,17.69
Cambodia,1996,18.01
Cambodia,1997,13.69
Cambodia,1998,14.46
Cambodia,1999,16.08
Cambodia,2000,17.46
Cambodia,2001,14.55
Cambodia,2002,5.27
Cambodia,2003,5.26
Cambodia,2004,5.32
Cambodia,2005,8.31
Cambodia,2006,9.07
Cambodia,2007,9.97
Cambodia,2008,19.73
Cambodia,2009,18.03
Cambodia,2010,18.87
Cambodia,2011,21.09
Cambodia,2012,23.28
Cameroon,1960,1.68
Cameroon,1961,2.1
Cameroon,1962,2.79
Cameroon,1963,2.73
Cameroon,1964,2.68
Cameroon,1965,2.76
Cameroon,1966,2.96
Cameroon,1967,3.16
Cameroon,1968,3.22
Cameroon,1969,3.33
Cameroon,1970,3.05
Cameroon,1971,3.15
Cameroon,1972,3.58
Cameroon,1973,4.44
Cameroon,1974,5.01
Cameroon,1975,6.21
Cameroon,1976,6.27
Cameroon,1977,6.57
Cameroon,1978,7.42
Cameroon,1979,8.31
Cameroon,1980,8.31
Cameroon,1981,8.6
Cameroon,1982,10.55
Cameroon,1983,14.84
Cameroon,1984,14.7
Cameroon,1985,12.48
Cameroon,1986,16.72
Cameroon,1987,14.16
Cameroon,1988,13.6
Cameroon,1989,12.37
Cameroon,1990,16.62
Cameroon,1991,7.96
Cameroon,1992,11.04
Cameroon,1993,10.73
Cameroon,1994,10.99
Cameroon,1995,15.21
Cameroon,1996,16.81
Cameroon,1997,17.22
Cameroon,1998,10.42
Cameroon,1999,10.48
Cameroon,2000,8.15
Cameroon,2001,7.63
Cameroon,2002,8.7
Cameroon,2003,14.98
Cameroon,2004,16.18
Cameroon,2005,12.24
Cameroon,2006,13.81
Cameroon,2007,15.55
Cameroon,2008,15.62
Cameroon,2009,17.11
Cameroon,2010,16.44
Cameroon,2011,16.45
Cameroon,2012,16.36
Canada,1920,1.26
Canada,1921,1.16
Canada,1922,1.12
Canada,1923,1.48
Canada,1924,1.4
Canada,1925,1.4
Canada,1926,1.47
Canada,1927,1.74
Canada,1928,1.92
Canada,1929,2.1
Canada,1930,2.22
Canada,1931,1.76
Canada,1932,1.14
Canada,1933,1.61
Canada,1934,1.21
Canada,1935,2.3
Canada,1936,2.26
Canada,1937,2.94
Canada,1938,3.16
Canada,1939,11.16
Canada,1940,64.15
Canada,1941,90.24
Canada,1942,199.19
Canada,1943,325.66
Canada,1944,303.22
Canada,1945,220.71
Canada,1946,126.32
Canada,1947,30.74
Canada,1948,14.81
Canada,1949,27.47
Canada,1950,32.61
Canada,1951,81.92
Canada,1952,127.18
Canada,1953,136.29
Canada,1954,118.61
Canada,1955,119.66
Canada,1956,117.22
Canada,1957,114.24
Canada,1958,103.18
Canada,1959,97.21
Canada,1960,96.91
Canada,1961,94.47
Canada,1962,93.22
Canada,1963,83.76
Canada,1964,86.79
Canada,1965,78.49
Canada,1966,81.94
Canada,1967,88.82
Canada,1968,86
Canada,1969,84.18
Canada,1970,90.18
Canada,1971,91.9
Canada,1972,101.75
Canada,1973,106.91
Canada,1974,128.3
Canada,1975,132.86
Canada,1976,155.22
Canada,1977,163.44
Canada,1978,167.62
Canada,1979,170.19
Canada,1980,178.95
Canada,1981,211.38
Canada,1982,246.14
Canada,1983,258.68
Canada,1984,280.99
Canada,1985,263.48
Canada,1986,275.09
Canada,1987,300.95
Canada,1988,329.5
Canada,1989,347.43
Canada,1990,371.11
Canada,1991,407.41
Canada,1992,363.32
Canada,1993,334.46
Canada,1994,333.9
Canada,1995,310.89
Canada,1996,290.64
Canada,1997,260
Canada,1998,251.19
Canada,1999,272.06
Canada,2000,267.12
Canada,2001,249.67
Canada,2002,272.41
Canada,2003,319.76
Canada,2004,360.37
Canada,2005,410.01
Canada,2006,463.13
Canada,2007,560.57
Canada,2008,594.43
Canada,2009,579.95
Canada,2010,593.1
Canada,2011,582.28
Canada,2012,529.45
Cape Verde,1975,0
Cape Verde,1976,3.3
Cape Verde,1977,3.55
Cape Verde,1978,7.04
Cape Verde,1979,3.5
Cape Verde,1980,3.72
Cape Verde,1981,4.45
Cape Verde,1991,10.49
Cape Verde,1992,9.94
Cape Verde,1993,8.17
Cape Verde,1994,10.61
Cape Verde,1995,10.36
Cape Verde,1996,10.1
Cape Verde,1997,9.85
Cape Verde,1998,9.8
Cape Verde,1999,16.75
Cape Verde,2000,9.35
Cape Verde,2001,8.99
Cape Verde,2002,10.89
Cape Verde,2003,12.85
Cape Verde,2004,14.77
Cape Verde,2005,14.61
Cape Verde,2006,14.52
Cape Verde,2007,16.53
Cape Verde,2008,18.56
Cape Verde,2009,18.52
Cape Verde,2010,16.39
Cape Verde,2011,18.33
Cape Verde,2012,18.22
Central African Republic,1960,0
Central African Republic,1961,0.62
Central African Republic,1962,0.74
Central African Republic,1963,0.73
Central African Republic,1964,1.43
Central African Republic,1965,1.62
Central African Republic,1966,1.63
Central African Republic,1967,2.55
Central African Republic,1968,2.92
Central African Republic,1969,3.73
Central African Republic,1970,2.6
Central African Republic,1971,2.83
Central African Republic,1972,2.72
Central African Republic,1973,3.7
Central African Republic,1974,3.44
Central African Republic,1975,4.05
Central African Republic,1976,3.82
Central African Republic,1977,3.53
Central African Republic,1978,4.57
Central African Republic,1979,6.14
Central African Republic,1980,6.02
Central African Republic,1981,6.35
Central African Republic,1982,6.45
Central African Republic,1983,7.19
Central African Republic,1984,6.39
Central African Republic,1985,4.53
Central African Republic,1986,6.21
Central African Republic,1987,6.85
Central African Republic,1988,7.64
Central African Republic,1989,6.02
Central African Republic,1990,7.12
Central African Republic,1992,9.12
Central African Republic,1993,4.5
Central African Republic,1994,6.24
Central African Republic,1995,7.33
Central African Republic,1996,9.27
Central African Republic,1997,12.02
Central African Republic,1998,14.35
Central African Republic,1999,12.68
Central African Republic,2000,3.87
Central African Republic,2001,3.93
Central African Republic,2002,2.92
Central African Republic,2003,3.66
Central African Republic,2004,3.85
Central African Republic,2005,3.79
Central African Republic,2006,3.97
Central African Republic,2007,4.38
Central African Republic,2008,4.78
Central African Republic,2009,8.44
Central African Republic,2010,11.72
Central African Republic,2011,12.17
Chad,1960,0
Chad,1961,0.52
Chad,1962,0.41
Chad,1963,0.46
Chad,1964,0.55
Chad,1965,1
Chad,1966,1.71
Chad,1967,1.74
Chad,1968,1.78
Chad,1969,2.2
Chad,1970,2.18
Chad,1971,3.81
Chad,1972,4.03
Chad,1973,4.12
Chad,1974,3.88
Chad,1975,4.69
Chad,1976,6.08
Chad,1977,7.12
Chad,1978,9.6
Chad,1979,11.42
Chad,1980,13.86
Chad,1981,12.01
Chad,1982,11.1
Chad,1983,10.93
Chad,1984,11.33
Chad,1985,7.35
Chad,1986,9.5
Chad,1987,6.57
Chad,1988,14.64
Chad,1989,10.44
Chad,1990,10.43
Chad,1991,3.61
Chad,1992,5.93
Chad,1993,6.28
Chad,1994,4.67
Chad,1995,5.37
Chad,1996,6.14
Chad,1997,6.42
Chad,1998,8.8
Chad,1999,6.3
Chad,2000,1.83
Chad,2001,1.56
Chad,2002,3.79
Chad,2003,4.4
Chad,2004,4.86
Chad,2005,5.59
Chad,2006,5.7
Chad,2007,6.55
Chad,2008,13.14
Chad,2009,12.49
Chad,2010,18.94
Chad,2011,14.65
Chad,2012,16.23
Chile,1853,1.09
Chile,1864,2.28
Chile,1867,1.46
Chile,1868,1.78
Chile,1869,1.69
Chile,1870,1.55
Chile,1871,1.57
Chile,1872,1.72
Chile,1873,1.96
Chile,1874,1.7
Chile,1875,1.8
Chile,1876,1.41
Chile,1882,0.85
Chile,1883,0.83
Chile,1884,0.81
Chile,1885,0.31
Chile,1886,0.26
Chile,1887,0.22
Chile,1888,0.28
Chile,1889,0.56
Chile,1890,0.42
Chile,1892,0.23
Chile,1893,0.22
Chile,1894,0.21
Chile,1895,1.79
Chile,1896,2.21
Chile,1897,2.55
Chile,1898,2.74
Chile,1899,2.99
Chile,1900,2.09
Chile,1902,2.91
Chile,1903,2.7
Chile,1905,2.97
Chile,1906,3.4
Chile,1907,3.75
Chile,1908,1.85
Chile,1909,6.39
Chile,1910,5.03
Chile,1911,5.41
Chile,1912,6.35
Chile,1913,7.03
Chile,1914,4.56
