Entity,Year,"Health expenditure per capita, PPP (World Bank (2016))"
Venezuela,2010,795.2
Venezuela,2011,800.96
Venezuela,2012,871.24
Venezuela,2013,655.87
Vietnam,1995,73.29
Vietnam,1996,78.29
Vietnam,1997,82.05
Vietnam,1998,87.86
Vietnam,1999,91.2
Vietnam,2000,98.71
Vietnam,2001,112.24
Vietnam,2002,110.14
Vietnam,2003,121.16
Vietnam,2004,139.4
Vietnam,2005,162
Vietnam,2006,196.31
Vietnam,2007,232.93
Vietnam,2008,210.86
Vietnam,2009,240.55
Vietnam,2010,273.22
Vietnam,2011,285.78
Vietnam,2012,291.87
Vietnam,2013,308.3
World,1995,480.97
World,1996,502.34
World,1997,526.3
World,1998,547.72
World,1999,573.62
World,2000,605.83
World,2001,648.27
World,2002,686.52
World,2003,730.45
World,2004,774.23
World,2005,828.96
World,2006,887.69
World,2007,942.52
World,2008,1001.33
World,2009,1066.12
World,2010,1086.18
World,2011,1132.94
World,2012,1177.37
World,2013,1223.35
Yemen,1995,125.22
Yemen,1996,128.28
Yemen,1997,131.56
Yemen,1998,168.41
Yemen,1999,147.1
Yemen,2000,148.75
Yemen,2001,162.68
Yemen,2002,163.06
Yemen,2003,199.93
Yemen,2004,198.95
Yemen,2005,199.33
Yemen,2006,228.56
Yemen,2007,201.95
Yemen,2008,217.51
Yemen,2009,231.51
Yemen,2010,135.77
Yemen,2011,189.6
Yemen,2012,217.75
Yemen,2013,200.11
Zambia,1995,80.13
Zambia,1996,95.17
Zambia,1997,100.83
Zambia,1998,100.8
Zambia,1999,122.85
Zambia,2000,120.59
Zambia,2001,120.07
Zambia,2002,118.56
Zambia,2003,142.9
Zambia,2004,165.4
Zambia,2005,150.46
Zambia,2006,143.29
Zambia,2007,124.28
Zambia,2008,146.14
Zambia,2009,145.77
Zambia,2010,140.36
Zambia,2011,157.56
Zambia,2012,175.19
Zambia,2013,191.73
