Entity,Year,cum_sum_regions,global_share_land_use_extent,foraging,extensive_agriculture,intensive_agriculture,pastoralism,urban,foraging_onset_date,foraging_decline_date,extensive_agriculture_onset,extensive_agriculture_decline,pastoralism_onset,pastoralism_decline,intensive_agriculture_onset,intensive_agriculture_decline,urban_onset,urban_decline
Urban,-4219,,0.0028106809999999998,,,,,,,,,,,,,,,
Urban,-4120,,0.0033197129999999997,,,,,,,,,,,,,,,
Urban,-4020,,0.003911829,,,,,,,,,,,,,,,
Urban,-3921,,0.0045977859999999995,,,,,,,,,,,,,,,
Urban,-3821,,0.00538994,,,,,,,,,,,,,,,
Urban,-3722,,0.006302261,,,,,,,,,,,,,,,
Urban,-3622,,0.007350158000000001,,,,,,,,,,,,,,,
Urban,-3523,,0.008550563,,,,,,,,,,,,,,,
Urban,-3423,,0.009922007,,,,,,,,,,,,,,,
Urban,-3324,,0.011484695,,,,,,,,,,,,,,,
Urban,-3224,,0.013260561,,,,,,,,,,,,,,,
Urban,-3125,,0.015273316,,,,,,,,,,,,,,,
Urban,-3025,,0.017548472,,,,,,,,,,,,,,,
Urban,-2926,,0.020113348,,,,,,,,,,,,,,,
Urban,-2826,,0.022997043999999998,,,,,,,,,,,,,,,
Urban,-2727,,0.026230387999999997,,,,,,,,,,,,,,,
Urban,-2627,,0.029845839,,,,,,,,,,,,,,,
Urban,-2528,,0.033877357000000004,,,,,,,,,,,,,,,
Urban,-2428,,0.038360214,,,,,,,,,,,,,,,
Urban,-2329,,0.043330764,,,,,,,,,,,,,,,
Urban,-2229,,0.048826145,,,,,,,,,,,,,,,
Urban,-2130,,0.054883931,,,,,,,,,,,,,,,
Urban,-2030,,0.06154170900000001,,,,,,,,,,,,,,,
Urban,-1931,,0.068844711,,,,,,,,,,,,,,,
Urban,-1831,,0.076934762,,,,,,,,,,,,,,,
Urban,-1732,,0.086057965,,,,,,,,,,,,,,,
Urban,-1632,,0.096538771,,,,,,,,,,,,,,,
Urban,-1533,,0.10879847599999999,,,,,,,,,,,,,,,
Urban,-1433,,0.123380037,,,,,,,,,,,,,,,
Urban,-1334,,0.14097865,,,,,,,,,,,,,,,
Urban,-1234,,0.162475893,,,,,,,,,,,,,,,
Urban,-1135,,0.18897052,,,,,,,,,,,,,,,
Urban,-1035,,0.221789533,,,,,,,,,,,,,,,
Urban,-936,,0.262408286,,,,,,,,,,,,,,,
Urban,-836,,0.311781505,,,,,,,,,,,,,,,
Urban,-737,,0.36996476100000003,,,,,,,,,,,,,,,
Urban,-637,,0.43601028299999994,,,,,,,,,,,,,,,
Urban,-538,,0.507749645,,,,,,,,,,,,,,,
Urban,-438,,0.581894934,,,,,,,,,,,,,,,
Urban,-339,,0.654552128,,,,,,,,,,,,,,,
Urban,-239,,0.7220131240000001,,,,,,,,,,,,,,,
Urban,-140,,0.7815032829999999,,,,,,,,,,,,,,,
Urban,-40,,0.8315787490000001,,,,,,,,,,,,,,,
Urban,59,,0.872081235,,,,,,,,,,,,,,,
Urban,159,,0.903766544,,,,,,,,,,,,,,,
Urban,258,,0.9279070629999999,,,,,,,,,,,,,,,
Urban,358,,0.9459470240000001,,,,,,,,,,,,,,,
Urban,457,,0.9592510870000001,,,,,,,,,,,,,,,
Urban,557,,0.968981781,,,,,,,,,,,,,,,
Urban,656,,0.976066566,,,,,,,,,,,,,,,
Urban,756,,0.981213729,,,,,,,,,,,,,,,
Urban,855,,0.98494818,,,,,,,,,,,,,,,
Urban,955,,0.98765062,,,,,,,,,,,,,,,
Urban,1054,,0.9895997329999999,,,,,,,,,,,,,,,
Urban,1154,,0.991108985,,,,,,,,,,,,,,,
Urban,1253,,0.992461968,,,,,,,,,,,,,,,
Urban,1353,,0.993811097,,,,,,,,,,,,,,,
Urban,1452,,0.9951958340000001,,,,,,,,,,,,,,,
Urban,1552,,0.9965621929999999,,,,,,,,,,,,,,,
Urban,1651,,0.997847237,,,,,,,,,,,,,,,
Urban,1751,,0.99890848,,,,,,,,,,,,,,,
Urban,1850,,0.999559344,,,,,,,,,,,,,,,
Urban Centers Present,-8000,0.18382352899999999,,,,,,,,,,,,,,,,
Urban Centers Present,-6000,0.18382352899999999,,,,,,,,,,,,,,,,
Urban Centers Present,-4000,0.919117647,,,,,,,,,,,,,,,,
Urban Centers Present,-2000,3.676470588,,,,,,,,,,,,,,,,
Urban Centers Present,-1000,4.9632352939999995,,,,,,,,,,,,,,,,
Urban Centers Present,0,10.47794118,,,,,,,,,,,,,,,,
Urban Centers Present,1000,16.72794118,,,,,,,,,,,,,,,,
Urban Centers Present,1550,18.93382353,,,,,,,,,,,,,,,,
Urban Centers Present,1800,20.22058824,,,,,,,,,,,,,,,,
Urban Centers Present,1900,23.71323529,,,,,,,,,,,,,,,,
Urban Centers Split,-8000,2.3809523809999997,,,,,,,,,,,,,,,,
Urban Centers Split,-6000,2.3809523809999997,,,,,,,,,,,,,,,,
Urban Centers Split,-4000,4.7619047619999995,,,,,,,,,,,,,,,,
Urban Centers Split,-2000,2.3809523809999997,,,,,,,,,,,,,,,,
Urban Centers Split,-1000,4.7619047619999995,,,,,,,,,,,,,,,,
Urban Centers Split,0,21.42857143,,,,,,,,,,,,,,,,
Urban Centers Split,1000,19.04761905,,,,,,,,,,,,,,,,
Urban Centers Split,1550,11.9047619,,,,,,,,,,,,,,,,
Urban Centers Split,1800,11.9047619,,,,,,,,,,,,,,,,
Urban Centers Split,1900,19.04761905,,,,,,,,,,,,,,,,
Uzbekistan,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Uzbekistan,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Uzbekistan,-4000,,,Widespread,None,None,Minimal,Absent,,,,,,,,,,
Uzbekistan,-2000,,,Common,Widespread,Common,Widespread,Absent,,,,,,,,,,
Uzbekistan,-1000,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Uzbekistan,0,,,Minimal,Common,Widespread,Widespread,Present,-8000.0,-2000.0,-2000.0,1900.0,-2000.0,1900.0,-2000.0,1900.0,-1000.0,1900.0
Uzbekistan,1000,,,Minimal,Common,Widespread,Widespread,Present,,,,,,,,,,
Uzbekistan,1500,,,Minimal,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Uzbekistan,1750,,,None,Widespread,Widespread,Widespread,Present,,,,,,,,,,
Uzbekistan,1850,,,None,Common,Widespread,Common,Present,,,,,,,,,,
Vietnam,-8000,,,Common,None,None,None,Absent,,,,,,,,,,
Vietnam,-6000,,,Common,None,None,None,Absent,,,,,,,,,,
Vietnam,-4000,,,Common,None,None,None,Absent,,,,,,,,,,
Vietnam,-2000,,,Common,Minimal,None,None,Absent,,,,,,,,,,
Vietnam,-1000,,,Common,Common,None,None,Absent,,,,,,,,,,
Vietnam,0,,,Minimal,Common,Common,None,Absent,,,,,,,,,,
Vietnam,1000,,,Minimal,Common,Common,None,Present,,,,,,,,,,
Vietnam,1500,,,Minimal,Widespread,Widespread,None,Present,,,,,,,,,,
Vietnam,1750,,,Minimal,Widespread,Widespread,None,Present,,,,,,,,,,
Vietnam,1850,,,Minimal,Widespread,Widespread,None,Present,,,,,,,,,,
Yemen,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Yemen,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Yemen,-4000,,,Common,None,None,Common,Absent,,,,,,,,,,
Yemen,-2000,,,Common,Minimal,None,Common,Absent,,,,,,,,,,
Yemen,-1000,,,Minimal,Minimal,Common,Common,Absent,,,,,,,,,,
Yemen,0,,,Minimal,Minimal,Common,Common,Absent,,,,,,,,,,
Yemen,1000,,,Minimal,None,Common,Common,Present,,,,,,,,,,
Yemen,1500,,,None,None,Common,Common,Present,,,,,,,,,,
Yemen,1750,,,Minimal,Minimal,Common,Common,Present,,,,,,,,,,
Yemen,1850,,,Minimal,Minimal,Common,Common,Present,,,,,,,,,,
Zambia,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Zambia,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Zambia,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Zambia,-2000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Zambia,-1000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Zambia,0,,,Widespread,Minimal,None,Minimal,Absent,-8000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1900.0,1900.0,1000.0,1900.0
Zambia,1000,,,Widespread,Common,Minimal,Common,Present,,,,,,,,,,
Zambia,1500,,,Widespread,Widespread,Minimal,Common,Present,,,,,,,,,,
Zambia,1750,,,Common,Widespread,Minimal,Common,Present,,,,,,,,,,
Zambia,1850,,,Common,Widespread,Common,Common,Present,,,,,,,,,,
Zimbabwe,-8000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Zimbabwe,-6000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Zimbabwe,-4000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Zimbabwe,-2000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Zimbabwe,-1000,,,Widespread,None,None,None,Absent,,,,,,,,,,
Zimbabwe,0,,,Widespread,Minimal,None,Minimal,Absent,-8000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1900.0,1900.0,1000.0,1900.0
Zimbabwe,1000,,,Widespread,Common,Minimal,Common,Present,,,,,,,,,,
Zimbabwe,1500,,,Widespread,Widespread,Minimal,Common,Present,,,,,,,,,,
Zimbabwe,1750,,,Common,Widespread,Minimal,Common,Present,,,,,,,,,,
Zimbabwe,1850,,,Common,Widespread,Common,Common,Present,,,,,,,,,,
