Entity,Year,age-standardized_death_rate_per_100k_both_sexes,age-standardized_death_rate_per_100k_female,age-standardized_death_rate_per_100k_male,crude_death_rate_per_100k_both_sexes,crude_death_rate_per_100k_female,crude_death_rate_per_100k_male
Belarus,1996,28.1,4.64,64.29,38.03,7.67,72.71
Belarus,1997,28.81,5.08,65.49,39.36,8.24,74.94
Belarus,1998,27.71,4.7,64.05,38.24,7.72,73.14
Belarus,1999,26.96,4.13,62.52,37.58,6.99,72.14
Belarus,2000,26.53,4.33,60.77,37.05,7.31,70.69
Belarus,2001,26.15,4.23,60.32,37.15,7.41,70.81
Belarus,2002,25.93,4.23,59.8,36.91,7.32,70.44
Belarus,2003,25.32,4.01,59.06,36.18,6.95,69.36
Belarus,2007,22.75,3.96,52.7,33.52,7.09,63.71
Belarus,2008,22.83,3.97,52.93,33.75,7.3,63.99
Belarus,2009,22.2,3.82,51.23,32.81,6.92,62.44
Belarus,2010,22.51,4.16,51.76,34.56,7.94,65.19
Belarus,2011,21.66,3.91,49.76,33.17,7.3,62.95
Belarus,2013,19.04,3.62,43.5,29.75,6.69,56.3
Belarus,2014,19.25,3.52,43.77,30.49,6.69,57.89
Belarus,2018,19.58,3.79,44.52,32.92,7.54,62.01
Belgium,1954,15.34,3.97,28.55,20.52,5.58,35.98
Belgium,1955,15.86,4.19,29.37,21.53,6.05,37.54
Belgium,1956,16.91,3.54,32.48,23.07,5.16,41.61
Belgium,1957,17.6,4.2,33.26,24.23,6.19,42.88
Belgium,1958,18.19,4.28,34.48,25.27,6.3,44.91
Belgium,1959,18.96,4.04,36.56,26.38,5.98,47.56
Belgium,1960,21.17,4.28,41.16,29.57,6.26,53.84
Belgium,1961,22.39,4.71,43.57,31.64,6.97,57.37
Belgium,1962,23.52,5.03,45.63,33.17,7.37,60.09
Belgium,1963,24.47,4.69,48.19,34.61,7.07,63.3
Belgium,1964,25.46,5.22,49.9,36.06,7.75,65.49
Belgium,1965,27.43,5.01,54.72,39.08,7.61,71.74
Belgium,1966,27.05,4.6,54.65,38.64,6.94,71.58
Belgium,1967,28.58,5.38,57.11,40.95,8.33,74.87
Belgium,1968,29.3,5.14,59.23,42.23,7.95,77.95
Belgium,1969,29.75,5.19,60.38,42.59,7.8,78.87
Belgium,1970,31.21,4.94,64.17,45.06,7.6,84.16
Belgium,1971,33.89,5.12,70.26,49.41,8.04,92.6
Belgium,1972,35.34,5.81,72.99,51.27,8.89,95.49
Belgium,1973,36.23,6.48,74.41,52.65,10.15,97.0
Belgium,1974,35.76,6.07,73.74,52.19,9.75,96.47
Belgium,1975,36.71,6.52,76.01,54.01,10.26,99.61
Belgium,1976,37.66,6.39,78.4,55.15,9.9,102.33
Belgium,1977,40.59,6.79,84.92,59.57,10.78,110.47
Belgium,1978,41.14,6.45,87.11,60.9,10.43,113.56
Belgium,1979,40.88,6.61,86.52,60.54,10.51,112.8
Belgium,1980,41.85,6.93,88.33,62.05,11.32,115.07
Belgium,1981,42.38,7.59,89.28,63.92,12.4,117.87
Belgium,1982,41.24,7.14,87.24,62.74,12.0,115.9
Belgium,1983,42.95,7.2,91.77,65.81,12.05,122.17
Belgium,1984,42.56,7.16,90.36,65.07,12.21,120.49
Belgium,1985,43.39,8.02,91.04,67.15,13.81,123.09
Belgium,1986,42.25,8.43,88.0,66.05,14.58,120.01
Belgium,1987,41.74,8.3,87.23,65.43,14.1,119.24
Belgium,1988,42.1,8.44,88.31,66.32,14.17,120.96
Belgium,1989,40.11,8.59,83.0,63.35,14.75,114.24
Belgium,1990,40.32,9.28,82.76,64.07,15.48,114.92
Belgium,1991,39.75,9.56,81.29,64.3,16.5,114.29
Belgium,1992,40.67,10.31,81.95,65.66,18.06,115.43
Belgium,1993,40.63,10.23,82.04,66.23,17.76,116.89
Belgium,1994,39.83,10.76,79.18,65.03,18.46,113.68
Belgium,1995,40.57,10.82,80.54,66.86,18.82,117.05
Belgium,1996,38.36,10.63,75.47,64.21,18.95,111.53
Belgium,1997,39.85,11.7,77.31,66.99,20.97,115.11
Belgium,1998,36.81,11.17,70.76,62.54,19.85,107.17
Belgium,1999,34.92,11.03,66.63,59.82,19.69,101.76
Belgium,2000,35.12,11.91,65.85,60.87,21.55,101.97
Belgium,2001,35.09,11.63,65.66,60.69,20.7,102.48
Belgium,2002,34.09,12.03,63.01,60.08,21.83,100.03
Belgium,2003,33.48,12.63,60.73,59.5,23.0,97.6
Belgium,2004,32.44,13.04,57.91,58.58,24.03,94.64
Belgium,2005,33.87,14.28,59.55,61.29,25.86,98.25
Belgium,2006,33.51,14.73,57.85,61.33,27.2,96.93
Belgium,2007,32.72,14.82,55.74,60.39,27.73,94.43
Belgium,2008,33.3,15.51,55.97,61.48,28.81,95.49
Belgium,2009,32.25,15.14,53.9,59.95,28.41,92.77
Belgium,2010,32.98,16.69,53.78,61.99,31.73,93.48
Belgium,2011,32.45,17.52,51.6,61.08,32.95,90.23
Belgium,2012,30.09,16.22,47.67,56.86,30.66,83.97
Belgium,2013,30.37,17.37,46.68,58.0,33.2,83.63
Belgium,2014,29.98,17.17,45.87,58.14,33.72,83.37
Belgium,2015,28.47,17.23,42.41,55.69,33.82,78.29
Belgium,2016,27.83,16.77,41.58,55.49,33.62,78.0
Belgium,2017,25.31,15.61,37.24,51.03,31.78,70.87
Belgium,2018,24.9,15.87,36.08,51.29,33.03,70.09
Belize,1964,10.48,10.17,10.81,5.82,5.76,5.88
Belize,1965,10.07,12.53,7.0,4.71,5.6,3.8
Belize,1966,11.61,10.28,13.05,5.49,5.44,5.54
Belize,1967,0.0,0.0,0.0,0.0,0.0,0.0
Belize,1968,4.47,0.0,9.25,2.58,0.0,5.21
Belize,1969,7.14,2.55,11.84,4.19,1.66,6.76
Belize,1970,4.41,0.0,9.15,2.46,0.0,4.94
Belize,1971,1.34,2.67,0.0,0.81,1.61,0.0
Belize,1972,9.71,5.69,13.62,5.48,3.13,7.81
Belize,1973,7.02,8.62,5.35,3.79,4.55,3.03
Belize,1974,0.0,0.0,0.0,0.0,0.0,0.0
Belize,1975,2.66,2.69,2.69,1.43,1.43,1.43
Belize,1976,2.51,0.0,5.08,1.39,0.0,2.77
Belize,1977,4.81,2.21,7.29,2.68,1.34,4.02
Belize,1978,5.57,0.0,11.29,4.58,0.0,9.13
Belize,1979,1.17,0.0,1.68,0.63,0.0,1.27
Belize,1980,1.42,2.67,0.0,0.69,1.38,0.0
Belize,1982,9.87,5.92,14.85,3.96,2.65,5.27
Belize,1983,4.24,2.69,5.98,2.57,2.57,2.56
Belize,1984,14.5,5.52,26.7,6.3,2.53,10.05
Belize,1986,4.96,3.26,6.66,3.59,2.39,4.79
Belize,1987,8.01,2.13,13.87,4.02,1.16,6.83
Belize,1989,6.39,1.81,11.24,3.27,1.1,5.41
Belize,1990,7.92,5.3,10.56,4.27,3.23,5.29
Belize,1991,1.95,0.0,4.0,1.04,0.0,2.06
Belize,1993,10.24,4.02,16.71,4.94,1.99,7.82
Belize,1994,8.51,5.41,11.49,4.46,3.0,5.91
Belize,1995,9.56,0.0,19.41,4.69,0.0,9.29
Belize,1996,10.25,3.83,17.3,5.15,1.89,8.36
Belize,1997,12.24,5.24,19.86,6.32,2.73,9.86
Belize,1998,11.45,1.77,21.33,5.65,0.87,10.35
Belize,1999,13.16,1.89,25.51,6.28,0.84,11.63
Belize,2000,11.81,8.08,15.78,5.66,4.07,7.23
Belize,2001,12.51,4.74,20.51,5.88,2.37,9.35
Belize,2002,19.83,8.02,32.32,8.77,3.84,13.63
Belize,2003,10.2,3.16,17.74,4.45,1.49,7.38
Belize,2004,9.13,3.16,15.59,3.98,1.46,6.47
Belize,2005,18.4,9.03,28.64,8.1,4.25,11.92
Belize,2006,16.0,14.11,17.88,6.87,6.21,7.52
Belize,2007,13.22,7.15,19.45,6.02,3.36,8.66
Belize,2008,12.81,8.73,16.49,6.19,3.92,8.45
Belize,2009,9.14,7.34,10.83,4.77,3.82,5.71
Belize,2010,8.99,7.58,10.39,4.96,4.34,5.58
Belize,2011,12.01,3.07,20.5,6.66,1.82,11.51
Belize,2012,8.23,5.02,11.16,4.73,2.96,6.51
Belize,2013,8.34,3.4,12.99,5.21,2.31,8.11
Belize,2014,7.78,2.98,12.17,4.24,1.7,6.8
Belize,2015,11.61,7.83,15.23,7.2,4.98,9.44
Belize,2016,8.55,2.94,13.88,5.16,1.62,8.71
Bosnia and Herzegovina,1985,30.74,10.09,58.31,26.22,9.36,43.21
Bosnia and Herzegovina,1986,29.33,9.85,55.42,25.55,9.5,41.77
Bosnia and Herzegovina,1987,30.78,10.73,57.44,27.47,10.52,44.55
Bosnia and Herzegovina,1988,32.04,8.58,62.94,29.43,8.62,50.38
Bosnia and Herzegovina,1989,32.9,8.72,64.9,30.57,8.81,52.46
Bosnia and Herzegovina,1990,31.19,8.28,61.3,29.23,8.33,50.24
Bosnia and Herzegovina,1991,34.01,10.33,64.49,31.87,10.34,53.49
Bosnia and Herzegovina,2011,29.98,10.69,53.74,46.54,17.77,76.66
Bosnia and Herzegovina,2014,28.56,11.04,50.32,48.55,19.96,78.36
Bosnia and Herzegovina,2016,29.79,13.4,50.49,49.72,24.32,76.11
Bosnia and Herzegovina,2017,28.8,13.44,48.07,52.69,25.92,80.56
Bosnia and Herzegovina,2018,29.01,12.31,49.58,54.81,25.18,85.67
Bosnia and Herzegovina,2019,29.86,14.39,49.13,57.41,29.63,86.34
Bosnia and Herzegovina,2020,27.03,12.09,45.76,53.55,25.39,82.91
Brazil,1979,8.94,4.09,14.12,5.03,2.35,7.71
Brazil,1980,9.59,4.4,15.14,5.35,2.54,8.17
Brazil,1981,9.64,4.26,15.39,5.36,2.44,8.27
Brazil,1982,10.22,4.51,16.32,5.68,2.56,8.8
Brazil,1983,10.14,4.53,16.15,5.9,2.71,9.1
Brazil,1984,10.26,4.61,16.33,5.96,2.76,9.17
Brazil,1985,10.44,4.83,16.49,6.06,2.89,9.24
Brazil,1986,10.56,4.66,17.35,6.41,2.98,9.94
Brazil,1987,11.4,5.41,18.42,6.45,3.25,9.67
Brazil,1988,11.81,5.57,19.16,6.72,3.39,10.09
Brazil,1989,11.57,5.34,18.93,6.64,3.27,10.05
Brazil,1990,11.73,5.58,19.06,6.81,3.47,10.18
Brazil,1991,11.82,5.82,18.97,6.98,3.69,10.31
Brazil,1992,12.01,5.92,19.28,7.18,3.81,10.6
Brazil,1993,11.77,5.75,18.98,7.14,3.76,10.56
Brazil,1994,12.1,6.09,19.33,7.46,4.07,10.9
Brazil,1995,12.11,6.22,19.29,7.56,4.2,10.96
Brazil,1996,12.01,6.24,18.98,7.66,4.32,11.03
Brazil,1997,12.3,6.51,19.38,7.98,4.6,11.41
Brazil,1998,12.1,6.44,19.01,8.0,4.63,11.41
Brazil,1999,12.16,6.73,18.83,8.2,4.95,11.5
Brazil,2000,12.32,6.95,19.04,8.42,5.21,11.69
Brazil,2001,12.26,6.95,18.88,8.58,5.32,11.89
Brazil,2002,12.17,6.89,18.77,8.72,5.42,12.08
Brazil,2003,12.33,7.3,18.66,9.05,5.88,12.29
Brazil,2004,12.67,7.52,19.16,9.51,6.19,12.89
Brazil,2005,12.65,7.63,19.06,9.71,6.45,13.05
Brazil,2006,12.6,7.98,18.52,9.95,6.93,13.03
Brazil,2007,12.89,8.22,18.9,10.44,7.32,13.64
Brazil,2008,12.89,8.41,18.66,10.72,7.68,13.83
Brazil,2009,12.72,8.42,18.26,10.87,7.92,13.89
Brazil,2010,12.75,8.57,18.19,11.17,8.26,14.17
Brazil,2011,12.56,8.78,17.54,11.35,8.71,14.07
Brazil,2012,12.69,8.95,17.6,11.79,9.13,14.53
Brazil,2013,12.75,9.04,17.62,12.18,9.49,14.95
Brazil,2014,12.76,9.28,17.34,12.54,10.01,15.15
Brazil,2015,12.81,9.52,17.18,12.96,10.57,15.41
Brazil,2016,12.7,9.44,17.03,13.23,10.79,15.74
Brazil,2017,12.53,9.51,16.56,13.44,11.17,15.78
Brazil,2018,12.42,9.59,16.19,13.71,11.6,15.89
Brazil,2019,12.06,9.34,15.65,13.97,11.75,16.28
Brunei,1996,22.61,15.04,29.84,7.88,5.47,10.11
Brunei,1997,20.12,23.15,18.48,7.05,7.94,6.22
Brunei,1998,26.29,19.85,32.1,8.77,7.06,10.41
Brunei,1999,25.54,28.73,22.51,9.5,10.6,8.44
Brunei,2000,35.11,33.86,36.3,10.81,10.34,11.26
Brunei,2001,29.57,29.51,29.66,11.42,10.98,11.84
Brunei,2002,35.08,36.02,33.95,11.91,12.22,11.63
Brunei,2003,24.88,16.02,35.97,7.44,5.39,9.32
Brunei,2004,28.02,24.44,32.5,10.29,8.81,11.62
Brunei,2005,34.27,19.68,48.47,13.78,8.58,18.43
Brunei,2006,22.51,19.69,25.63,10.18,8.9,11.31
Brunei,2007,30.97,26.03,36.56,13.33,10.41,16.11
Brunei,2008,28.91,22.31,36.02,13.18,10.31,15.89
Brunei,2009,19.34,15.3,23.53,9.64,7.52,11.62
Brunei,2010,22.8,18.38,27.53,10.86,9.22,12.32
Brunei,2011,23.69,19.53,28.86,11.83,11.03,12.54
Brunei,2012,21.19,19.72,22.98,11.01,10.36,11.61
Brunei,2013,28.88,25.7,32.01,15.83,14.4,17.14
Brunei,2014,27.25,23.07,31.64,15.13,12.71,17.37
Brunei,2015,21.25,20.33,21.23,12.53,13.06,12.05
Brunei,2016,19.45,13.87,25.33,16.09,12.15,19.83
Brunei,2017,18.94,14.51,25.02,12.11,11.16,12.98
Brunei,2018,16.22,16.39,15.9,10.62,10.53,10.71
Brunei,2019,20.38,21.6,19.15,13.62,15.36,12.0
Bulgaria,1964,23.07,8.79,39.13,24.77,9.86,39.7
Bulgaria,1965,23.05,7.38,40.87,25.42,8.44,42.4
Bulgaria,1966,23.49,7.38,41.47,26.27,8.53,44.0
Bulgaria,1967,22.6,7.77,39.17,25.74,9.03,42.45
Bulgaria,1968,22.55,7.29,39.59,25.95,8.65,43.25
Bulgaria,1969,22.0,7.07,38.74,25.78,8.58,42.97
Bulgaria,1970,20.87,6.66,36.54,24.97,8.15,41.8
Bulgaria,1971,22.55,6.45,40.42,27.14,8.03,46.26
Bulgaria,1972,22.32,7.11,39.2,27.28,9.0,45.59
Bulgaria,1973,23.36,7.19,41.12,28.94,9.16,48.76
Bulgaria,1974,22.48,7.07,39.46,27.9,9.25,46.58
Bulgaria,1975,21.37,6.42,37.8,27.13,8.2,46.12
Bulgaria,1976,21.77,6.56,38.63,28.04,8.91,47.23
Bulgaria,1977,22.12,6.95,38.85,28.44,9.36,47.59
Bulgaria,1978,21.21,6.07,37.91,27.56,8.26,46.95
Bulgaria,1979,22.69,7.11,39.82,29.69,9.74,49.75
Bulgaria,1980,20.78,6.39,36.63,27.42,8.86,46.11
Bulgaria,1981,22.46,6.44,40.07,30.01,9.19,51.0
Bulgaria,1982,22.8,5.86,41.52,30.67,8.33,53.22
Bulgaria,1983,24.13,6.99,43.21,32.5,10.08,55.15
Bulgaria,1984,24.44,7.5,43.23,33.14,10.87,55.69
Bulgaria,1985,23.71,7.61,41.39,33.37,11.23,55.79
Bulgaria,1986,24.15,7.12,42.9,34.04,10.68,57.68
Bulgaria,1987,24.66,7.3,44.06,34.55,10.76,58.86
Bulgaria,1988,24.03,6.95,43.14,33.78,10.28,57.83
Bulgaria,1989,24.44,6.68,44.39,34.38,10.04,59.34
Bulgaria,1990,23.84,6.44,43.45,33.71,9.83,58.24
Bulgaria,1991,24.2,7.64,42.77,34.44,11.68,57.85
Bulgaria,1992,25.36,7.09,46.04,37.31,11.22,64.27
Bulgaria,1993,25.38,7.55,45.65,37.78,12.06,64.44
Bulgaria,1994,25.89,7.46,46.79,38.89,11.97,66.87
Bulgaria,1995,25.61,7.98,45.83,38.84,13.2,65.56
Bulgaria,1996,25.16,7.63,45.28,38.26,12.76,64.91
Bulgaria,1997,23.93,6.86,43.61,36.72,11.6,63.01
Bulgaria,1998,23.09,7.11,41.8,35.79,12.06,60.68
Bulgaria,1999,23.91,7.58,43.0,37.34,13.07,62.86
Bulgaria,2000,22.39,7.19,40.38,35.61,12.55,59.89
Bulgaria,2001,22.51,7.03,40.88,36.86,12.49,62.54
Bulgaria,2002,23.45,7.01,42.84,38.2,12.77,65.03
Bulgaria,2003,24.02,6.95,44.29,39.44,12.46,67.96
Bulgaria,2004,24.01,7.44,43.94,40.6,13.69,69.09
Bulgaria,2005,26.51,8.8,48.0,44.81,16.11,75.25
Bulgaria,2006,25.55,7.76,47.19,43.34,14.12,74.41
Bulgaria,2007,25.97,8.45,47.37,44.6,15.75,75.3
Bulgaria,2008,26.46,8.16,48.88,45.62,15.28,77.96
Bulgaria,2009,24.9,8.07,45.65,43.28,14.97,73.48
Bulgaria,2010,24.81,7.6,46.06,43.72,14.63,74.77
Bulgaria,2011,25.14,8.85,45.16,45.27,17.08,75.17
Bulgaria,2012,26.43,9.32,47.39,49.19,18.8,81.24
Bulgaria,2013,26.3,8.69,48.02,49.88,17.83,83.71
Bulgaria,2014,25.19,9.78,44.26,48.24,19.92,78.16
Bulgaria,2015,25.15,9.77,44.01,48.09,19.93,77.86
Bulgaria,2016,23.96,9.21,42.34,47.06,19.16,76.57
Bulgaria,2017,23.85,9.55,41.62,47.51,20.41,76.22
Bulgaria,2018,23.74,10.49,40.34,47.54,22.12,74.51
Bulgaria,2019,24.36,10.68,41.75,49.89,22.57,78.9
Canada,1950,9.63,3.24,15.64,9.02,2.98,14.89
Canada,1951,10.14,3.73,16.2,9.52,3.42,15.48
Canada,1952,11.26,4.02,18.15,10.52,3.72,17.14
Canada,1953,11.93,3.77,19.78,11.09,3.47,18.5
Canada,1954,12.59,3.89,21.01,11.64,3.57,19.5
Canada,1955,13.67,4.74,22.4,12.57,4.37,20.56
Canada,1956,14.08,4.03,23.86,12.87,3.71,21.77
Canada,1957,14.29,3.88,24.5,12.89,3.54,21.97
Canada,1958,14.85,3.84,25.77,13.27,3.46,22.81
Canada,1959,15.29,4.11,26.5,13.75,3.78,23.45
Canada,1960,15.9,3.99,27.94,14.28,3.65,24.62
Canada,1961,16.79,4.36,29.41,15.21,4.02,26.15
Canada,1962,17.99,5.03,31.24,16.34,4.7,27.75
Canada,1963,18.88,4.78,33.46,17.18,4.45,29.67
Canada,1964,19.31,5.16,34.03,17.61,4.85,30.15
Canada,1965,20.04,5.61,35.25,18.35,5.3,31.2
Canada,1966,20.86,5.79,37.06,19.21,5.5,32.78
Canada,1967,22.85,6.33,40.8,21.16,6.08,36.11
Canada,1968,23.14,6.64,41.22,21.55,6.48,36.5
Canada,1969,23.85,6.66,42.88,22.35,6.5,38.1
Canada,1970,25.11,7.14,45.26,23.74,7.05,40.35
Canada,1971,25.81,7.29,46.95,24.97,7.41,42.49
Canada,1972,27.07,8.7,48.31,26.47,8.97,43.96
Canada,1973,28.2,9.27,50.26,27.84,9.67,46.01
Canada,1974,29.6,9.99,52.67,29.48,10.51,48.47
Canada,1975,29.41,10.34,52.25,29.63,10.97,48.33
Canada,1976,30.71,10.74,54.54,31.0,11.46,50.59
Canada,1977,31.64,11.9,55.66,32.89,12.98,53.0
Canada,1978,32.7,12.7,57.12,34.55,14.23,55.1
Canada,1979,33.92,13.88,58.57,36.29,15.67,57.18
Canada,1980,34.91,14.5,60.14,37.98,16.66,59.59
Canada,1981,34.68,15.26,58.98,38.27,17.68,59.22
Canada,1982,37.71,16.89,63.67,41.21,19.55,63.16
Canada,1983,37.08,16.78,62.69,42.25,20.19,64.74
Canada,1984,38.74,18.63,64.17,44.76,22.78,67.19
Canada,1985,38.47,20.01,62.19,45.12,24.68,66.01
Canada,1986,39.28,20.36,63.59,46.75,25.53,68.55
Canada,1987,39.76,21.55,63.33,47.93,27.33,69.08
Canada,1988,41.18,22.56,65.38,50.55,29.42,72.27
Canada,1989,41.33,22.67,65.45,51.28,29.92,73.26
Canada,1990,41.13,23.17,64.42,51.56,30.91,72.81
Canada,1991,41.35,24.61,63.0,52.22,32.96,72.04
Canada,1992,40.25,24.44,60.81,50.73,32.61,69.18
Canada,1993,40.88,25.79,60.54,52.21,35.14,69.57
Canada,1994,40.05,25.9,58.45,51.82,35.65,68.29
Canada,1995,38.66,25.23,56.19,50.92,35.52,66.62
Canada,1996,39.83,27.38,56.46,52.94,38.67,67.49
Canada,1997,38.16,26.11,54.07,51.45,37.71,65.45
Canada,1998,39.25,27.87,54.27,53.77,40.92,66.87
Canada,1999,39.41,27.97,54.37,54.78,41.79,68.02
Canada,2000,37.22,27.69,49.76,52.4,41.71,63.29
Canada,2001,37.23,27.56,49.87,53.42,42.42,64.64
Canada,2002,37.55,28.28,49.69,54.79,44.16,65.61
Canada,2003,36.79,28.23,48.08,54.86,44.86,65.05
Canada,2004,36.43,28.86,46.4,55.18,46.55,63.98
Canada,2005,36.11,28.59,45.88,55.46,46.79,64.29
Canada,2006,35.59,29.22,44.01,56.03,48.88,63.31
Canada,2007,35.21,28.71,43.58,56.36,48.93,63.92
Canada,2008,34.36,28.62,41.74,56.1,49.81,62.5
Canada,2009,34.11,28.51,41.3,56.63,50.22,63.15
Canada,2010,33.36,28.33,39.8,56.56,51.05,62.16
Canada,2011,32.23,27.37,38.42,55.65,50.03,61.37
Canada,2012,31.95,27.41,37.77,56.42,51.06,61.87
Canada,2013,30.84,27.17,35.53,55.66,51.82,59.56
Canada,2014,30.86,26.94,35.88,57.1,52.48,61.8
Canada,2015,29.45,26.12,33.79,55.76,51.92,59.67
Canada,2016,28.46,25.62,32.12,55.17,52.29,58.09
Canada,2017,27.71,24.76,31.51,54.96,51.59,58.39
Canada,2018,26.49,23.67,30.06,53.78,50.61,57.0
Canada,2019,25.28,22.53,28.75,52.66,49.43,55.93
Cape Verde,1980,4.43,3.94,4.86,3.52,2.62,4.57
Cape Verde,2011,10.11,5.55,17.52,6.01,4.01,8.01
Chile,1955,8.9,4.97,13.29,5.49,3.21,7.87
Chile,1956,9.14,4.46,14.59,5.59,2.87,8.42
Chile,1957,8.72,5.12,12.83,5.39,3.24,7.63
Chile,1958,8.76,5.12,12.79,5.39,3.25,7.61
Chile,1959,9.37,4.81,14.79,5.57,2.97,8.29
Chile,1960,9.95,5.41,15.17,6.04,3.42,8.78
Chile,1961,9.49,5.46,14.04,5.87,3.49,8.34
Chile,1962,9.54,5.26,14.28,5.92,3.39,8.54
Chile,1963,10.82,5.89,16.4,6.58,3.72,9.56
Chile,1964,10.12,5.48,15.38,6.14,3.48,8.91
Chile,1965,10.41,5.44,16.03,6.29,3.4,9.31
Chile,1966,11.11,6.14,16.95,6.56,3.76,9.47
Chile,1967,12.26,6.74,18.63,7.29,4.17,10.53
Chile,1968,11.81,5.51,19.0,7.18,3.46,11.04
Chile,1969,12.95,6.46,20.65,7.8,4.1,11.61
Chile,1970,12.31,6.2,19.54,7.6,4.02,11.36
Chile,1971,12.78,6.35,20.28,7.84,4.07,11.79
Chile,1972,12.5,5.42,20.88,7.58,3.45,11.91
Chile,1973,13.61,5.74,22.86,8.32,3.69,13.19
Chile,1974,11.59,5.26,19.54,7.64,3.8,11.6
Chile,1975,12.24,5.45,21.18,8.08,3.97,12.29
Chile,1976,12.98,6.09,21.56,8.72,4.48,13.04
Chile,1977,13.47,6.04,22.97,9.01,4.4,13.76
Chile,1978,12.68,5.33,21.84,8.55,3.9,13.32
Chile,1979,13.61,6.68,22.31,9.36,5.04,13.76
Chile,1980,13.89,6.34,23.45,9.65,4.82,14.58
Chile,1981,13.51,6.09,23.03,9.39,4.67,14.2
Chile,1982,14.46,6.22,24.9,10.11,4.81,15.51
Chile,1983,14.84,6.52,25.45,10.06,4.82,15.48
Chile,1984,14.21,6.53,23.9,10.12,5.12,15.22
Chile,1985,15.4,6.97,26.22,10.79,5.38,16.3
Chile,1986,14.5,7.01,24.15,10.31,5.52,15.2
Chile,1987,14.16,6.95,23.36,10.1,5.5,14.8
Chile,1988,13.97,6.42,23.77,10.26,5.3,15.35
Chile,1989,14.29,6.99,23.82,10.55,5.79,15.42
Chile,1990,14.37,7.14,23.54,10.78,5.89,15.8
Chile,1991,15.41,7.04,26.45,11.74,6.05,17.56
Chile,1992,15.07,7.33,24.98,11.57,6.26,17.01
Chile,1993,15.16,8.04,24.58,11.86,7.07,16.77
Chile,1994,14.25,7.36,23.28,11.28,6.57,16.08
Chile,1995,14.44,7.57,23.6,11.81,6.9,16.89
Chile,1996,14.83,7.77,24.37,12.41,7.31,17.69
Chile,1997,14.13,8.21,22.12,12.02,7.87,16.32
Chile,1998,13.84,7.48,22.37,12.0,7.27,16.88
Chile,1999,13.74,7.77,21.59,12.15,7.79,16.66
Chile,2000,13.64,7.81,21.52,12.34,7.95,16.87
Chile,2001,13.98,8.2,21.61,12.9,8.54,17.41
Chile,2002,13.79,8.21,21.14,13.08,8.81,17.48
Chile,2003,13.09,8.0,19.89,12.72,8.77,16.8
Chile,2004,13.94,8.32,21.36,13.87,9.37,18.53
Chile,2005,13.96,8.69,20.94,14.19,9.96,18.56
Chile,2006,14.14,8.92,21.17,14.74,10.49,19.14
Chile,2007,13.83,8.91,20.26,14.75,10.74,18.88
Chile,2008,13.03,8.76,18.61,14.18,10.76,17.71
Chile,2009,13.46,8.83,19.62,14.99,11.04,19.07
Chile,2010,13.65,8.66,20.17,15.67,11.34,20.14
Chile,2011,13.83,9.3,19.82,16.13,12.09,20.3
Chile,2012,13.68,9.81,18.69,16.37,13.22,19.62
Chile,2013,14.01,9.89,19.37,17.27,13.73,20.92
Chile,2014,13.65,9.61,18.91,17.2,13.6,20.92
Chile,2015,13.39,9.55,18.37,17.29,13.83,20.86
Chile,2016,13.12,9.42,17.96,17.39,13.98,20.91
Chile,2017,13.03,9.69,17.45,17.74,14.71,20.85
Chile,2018,12.76,9.21,17.39,17.66,14.19,21.23
Colombia,1953,4.5,3.14,6.06,2.1,1.56,2.65
Colombia,1954,3.59,3.02,4.27,1.64,1.5,1.79
Colombia,1955,3.78,3.28,4.35,1.8,1.63,1.97
Colombia,1956,4.2,2.84,5.68,2.01,1.47,2.56
Colombia,1957,4.34,3.13,5.7,2.05,1.59,2.51
Colombia,1958,3.79,3.12,4.52,1.69,1.42,1.98
Colombia,1959,4.24,2.84,5.86,1.87,1.36,2.4
Colombia,1960,4.27,2.54,6.23,1.89,1.21,2.59
Colombia,1961,4.49,3.31,5.81,2.01,1.51,2.51
Colombia,1962,4.99,3.37,6.74,2.18,1.55,2.83
Colombia,1963,5.07,3.19,7.16,2.27,1.49,3.07
Colombia,1964,5.61,3.43,8.03,2.38,1.51,3.27
Colombia,1965,5.37,3.77,7.14,2.41,1.74,3.09
Colombia,1966,5.99,4.08,8.07,2.64,1.9,3.41
Colombia,1967,6.25,4.13,8.62,2.76,1.9,3.64
Colombia,1968,5.84,3.51,8.45,2.55,1.6,3.53
Colombia,1969,5.78,3.51,8.3,2.52,1.6,3.46
Colombia,1972,6.74,4.67,9.12,2.94,2.13,3.77
Colombia,1974,6.73,4.27,9.71,3.06,2.1,4.05
Colombia,1975,6.95,4.56,9.91,3.12,2.22,4.05
Colombia,1976,8.01,5.08,11.61,3.7,2.55,4.87
Colombia,1977,7.8,5.23,10.94,3.67,2.69,4.68
Colombia,1984,10.56,6.65,15.43,5.28,3.62,6.92
Colombia,1985,11.73,7.56,16.93,5.82,4.08,7.55
Colombia,1986,12.04,7.55,17.66,5.89,4.01,7.75
Colombia,1987,11.46,7.28,16.55,6.08,4.2,8.02
Colombia,1988,10.81,6.85,15.6,5.81,3.95,7.72
Colombia,1989,11.2,7.28,15.95,6.09,4.27,7.97
Colombia,1990,10.77,6.82,15.62,5.94,4.09,7.84
Colombia,1991,11.59,7.85,16.17,6.48,4.77,8.24
Colombia,1992,11.9,8.26,16.26,6.54,4.87,8.23
