Entity,Year,Increase in life expectancy by hours per day (OWID calculations based on UN Population Division (2017 Revision)),Increase in life expectancy by months per year (OWID calculations based on UN Population Division (2017 Revision)),Increase in life expectancy (hours per day) between 1950-2015 (OWID calculations based on UN Population Division (2017 Revision))
Sierra Leone,2005,23.625603,11.812802,
Sierra Leone,2010,22.079994,11.039996,
Sierra Leone,2015,15.355206,7.6776032,8.4934158
Singapore,1950,,,0
Singapore,1955,19.022408,9.5112028,
Singapore,1960,14.990387,7.4951935,
Singapore,1965,6.7584229,3.3792114,
Singapore,1970,5.7839718,2.8919861,
Singapore,1975,9.465601,4.7328005,
Singapore,1980,9.0960197,4.5480103,
Singapore,1985,9.3551884,4.6775942,
Singapore,1990,10.296021,5.1480103,
Singapore,1995,6.2831912,3.1415954,
Singapore,2000,4.7087765,2.3543885,
Singapore,2005,9.0768318,4.5384154,
Singapore,2010,7.8047976,3.9023986,
Singapore,2015,4.7663822,2.3831909,9.0313835
Slovakia,1950,,,0
Slovakia,1955,22.315208,11.157605,
Slovakia,1960,14.918407,7.4592042,
Slovakia,1965,3.153589,1.5767944,
Slovakia,1970,-2.4047976,-1.2023987,
Slovakia,1975,.44157717,.22078857,
Slovakia,1980,1.488025,.74401248,
Slovakia,1985,.97921139,.48960572,
Slovakia,1990,2.2319822,1.1159912,
Slovakia,1995,4.392004,2.1960022,
Slovakia,2000,5.5248051,2.7624023,
Slovakia,2005,4.6751957,2.3375976,
Slovakia,2010,6.2303829,3.1151917,
Slovakia,2015,5.539197,2.7695985,5.3449841
Slovenia,1950,,,0
Slovenia,1955,11.644812,5.8224058,
Slovenia,1960,8.6111946,4.3055968,
Slovenia,1965,2.5296021,1.264801,
Slovenia,1970,.97441411,.48720703,
Slovenia,1975,4.7855711,2.3927855,
Slovenia,1980,3.1632204,1.5816101,
Slovenia,1985,3.9023802,1.9511902,
Slovenia,1990,6.2832279,3.1416137,
Slovenia,1995,6.0959835,3.047992,
Slovenia,2000,6.9744143,3.4872069,
Slovenia,2005,7.9439945,3.971997,
Slovenia,2010,9.254406,4.6272035,
Slovenia,2015,6.18717,3.0935853,6.0269527
Solomon Islands,1950,,,0
Solomon Islands,1955,10.939198,5.4695983,
Solomon Islands,1960,12.105597,6.0527983,
Solomon Islands,1965,12.129601,6.0648012,
Solomon Islands,1970,12.244793,6.1223969,
Solomon Islands,1975,12.801599,6.4007998,
Solomon Islands,1980,8.9232063,4.4616027,
Solomon Islands,1985,-7.7568054,-3.8784027,
Solomon Islands,1990,-2.5151916,-1.2575958,
Solomon Islands,1995,15.283192,7.6415954,
Solomon Islands,2000,15.74881,7.8744049,
Solomon Islands,2005,14.404778,7.2023897,
Solomon Islands,2010,11.846411,5.9232054,
Solomon Islands,2015,8.9184074,4.4592042,9.6210461
Somalia,1950,,,0
Somalia,1955,8.7167912,4.3583956,
Somalia,1960,9.5184078,4.7592039,
Somalia,1965,9.6239872,4.8119936,
Somalia,1970,9.484808,4.742404,
Somalia,1975,9.2111931,4.605597,
Somalia,1980,8.8656006,4.4328003,
Somalia,1985,6.8063965,3.4031982,
Somalia,1990,-3.681592,-1.8407959,
Somalia,1995,8.5103951,4.255197,
Somalia,2000,17.851208,8.9256039,
Somalia,2005,7.0896053,3.5448029,
Somalia,2010,7.8815918,3.9407959,
Somalia,2015,9.0719967,4.5359983,8.3807993
South Africa,1950,,,0
South Africa,1955,13.929603,6.9648008,
South Africa,1960,10.368,5.1839995,
South Africa,1965,8.2127934,4.1063967,
South Africa,1970,9.244812,4.622406,
South Africa,1975,5.8703976,2.935199,
South Africa,1980,3.0191896,1.5095947,
South Africa,1985,9.4272041,4.7136016,
South Africa,1990,11.491205,5.7456026,
South Africa,1995,-4.0127926,-2.0063965,
South Africa,2000,-23.448009,-11.724005,
South Africa,2005,-18.115192,-9.0575962,
South Africa,2010,15.940796,7.9703979,
South Africa,2015,29.246391,14.623197,5.4749537
South America,1950,,,0
South America,1955,10.636799,5.318399,
South America,1960,11.452808,5.7264037,
South America,1965,10.526386,5.2631927,
South America,1970,10.296001,5.1480012,
South America,1975,9.244812,4.622406,
South America,1980,8.3375969,4.1687989,
South America,1985,8.3232059,4.161603,
South America,1990,7.7711792,3.8855896,
South America,1995,9.2208252,4.6104126,
South America,2000,9.7727776,4.8863893,
South America,2005,7.9008179,3.9504089,
South America,2010,6.5759768,3.2879882,
South America,2015,5.6592045,2.829602,8.9014149
South Korea,1950,,,0
South Korea,1955,13.7328,6.8664002,
South Korea,1960,16.574394,8.2871981,
South Korea,1965,18.148811,9.0744047,
South Korea,1970,20.793602,10.396802,
South Korea,1975,14.865601,7.4328003,
South Korea,1980,9.249609,4.6248045,
South Korea,1985,13.113575,6.556787,
South Korea,1990,13.464001,6.7320008,
South Korea,1995,10.857605,5.4288025,
South Korea,2000,10.219189,5.1095948,
South Korea,2005,11.083227,5.5416136,
South Korea,2010,10.079992,5.0399961,
South Korea,2015,7.0464115,3.5232055,13.017601
South Sudan,1950,,,0
South Sudan,1955,12.604797,6.3023987,
South Sudan,1960,11.294403,5.6472015,
South Sudan,1965,10.228794,5.1143966,
South Sudan,1970,9.4992008,4.7496004,
South Sudan,1975,9.4079952,4.7039976,
South Sudan,1980,6.0768127,3.0384064,
South Sudan,1985,6.6719971,3.3359985,
South Sudan,1990,14.889606,7.4448028,
South Sudan,1995,16.003197,8.0015993,
South Sudan,2000,11.423986,5.7119932,
South Sudan,2005,9.3648014,4.6824007,
South Sudan,2010,11.832001,5.9160004,
South Sudan,2015,12.801599,6.4007998,10.930707
South-Central Asia,1950,,,0
South-Central Asia,1955,14.424005,7.2120028,
South-Central Asia,1960,15.460804,7.7304015,
South-Central Asia,1965,15.475196,7.7375975,
South-Central Asia,1970,13.963202,6.9816008,
South-Central Asia,1975,14.630402,7.3152008,
South-Central Asia,1980,13.084808,6.5424042,
South-Central Asia,1985,9.6287842,4.8143921,
South-Central Asia,1990,11.270416,5.6352081,
South-Central Asia,1995,11.38559,5.6927948,
South-Central Asia,2000,10.007996,5.0039978,
South-Central Asia,2005,9.3888054,4.6944032,
South-Central Asia,2010,9.5423946,4.7711973,
South-Central Asia,2015,7.8480105,3.924005,12.008493
South-Eastern Asia,1950,,,0
South-Eastern Asia,1955,16.459206,8.2296019,
South-Eastern Asia,1960,15.086407,7.5432038,
South-Eastern Asia,1965,13.636799,6.818399,
South-Eastern Asia,1970,9.0143929,4.5071959,
South-Eastern Asia,1975,4.7184086,2.3592041,
South-Eastern Asia,1980,13.276794,6.6383972,
South-Eastern Asia,1985,15.888007,7.9440031,
South-Eastern Asia,1990,8.5103951,4.255197,
South-Eastern Asia,1995,6.494421,3.2472107,
South-Eastern Asia,2000,5.72157,2.860785,
South-Eastern Asia,2005,5.6015987,2.8007996,
South-Eastern Asia,2010,5.81283,2.9064147,
South-Eastern Asia,2015,4.9823732,2.4911866,9.6310148
Southern Africa,1950,,,0
Southern Africa,1955,13.843194,6.9215975,
Southern Africa,1960,10.751989,5.3759947,
Southern Africa,1965,8.4192085,4.2096038,
Southern Africa,1970,9.0960026,4.5480013,
Southern Africa,1975,6.580792,3.2903962,
Southern Africa,1980,4.2671995,2.1335998,
Southern Africa,1985,9.71521,4.857605,
Southern Africa,1990,11.107197,5.5535979,
Southern Africa,1995,-5.4383974,-2.7191987,
Southern Africa,2000,-24.508797,-12.254397,
Southern Africa,2005,-16.200001,-8.1000004,
Southern Africa,2010,17.212791,8.6063967,
Southern Africa,2015,28.569597,14.2848,5.6473837
Southern Asia,1950,,,0
Southern Asia,1955,14.241596,7.1207976,
Southern Asia,1960,15.312012,7.6560059,
Southern Asia,1965,15.475196,7.7375975,
Southern Asia,1970,14.073597,7.036798,
Southern Asia,1975,14.903998,7.4519987,
Southern Asia,1980,13.329601,6.6648011,
Southern Asia,1985,9.6864071,4.8432035,
Southern Asia,1990,11.659185,5.8295927,
Southern Asia,1995,12.081611,6.0408049,
Southern Asia,2000,10.387188,5.1935945,
Southern Asia,2005,9.4415951,4.7207975,
Southern Asia,2010,9.484827,4.7424135,
Southern Asia,2015,7.8383789,3.9191895,12.147323
Southern Europe,1950,,,0
Southern Europe,1955,11.841614,5.9208069,
Southern Europe,1960,10.727966,5.3639832,
Southern Europe,1965,8.2848263,4.1424131,
Southern Europe,1970,7.2479739,3.6239867,
Southern Europe,1975,7.0848269,3.5424132,
Southern Europe,1980,6.647974,3.3239868,
Southern Europe,1985,6.2592044,3.129602,
Southern Europe,1990,4.9728146,2.4864075,
Southern Europe,1995,5.068799,2.5343995,
Southern Europe,2000,6.2255859,3.112793,
Southern Europe,2005,6.1728153,3.0864074,
Southern Europe,2010,5.6592045,2.829602,
Southern Europe,2015,4.6847897,2.3423951,6.9906454
Spain,1950,,,0
Spain,1955,15.484791,7.7423949,
Spain,1960,12.667199,6.3336,
Spain,1965,8.4095955,4.2047973,
Spain,1970,6.1535892,3.0767944,
Spain,1975,7.2144284,3.6072145,
Spain,1980,8.7695808,4.3847899,
Spain,1985,5.8656006,2.9328003,
Spain,1990,3.1728151,1.5864074,
Spain,1995,4.612793,2.3063965,
Spain,2000,5.5439939,2.771997,
Spain,2005,5.8703976,2.935199,
Spain,2010,6.494421,3.2472107,
Spain,2015,5.2079954,2.6039977,7.3436308
Sri Lanka,1950,,,0
Sri Lanka,1955,20.28479,10.142395,
Sri Lanka,1960,12.767999,6.3839998,
Sri Lanka,1965,10.607996,5.303998,
Sri Lanka,1970,12.086407,6.0432038,
Sri Lanka,1975,9.4560051,4.728003,
Sri Lanka,1980,10.099182,5.0495911,
Sri Lanka,1985,4.3584232,2.1792114,
Sri Lanka,1990,2.073596,1.0367981,
Sri Lanka,1995,-.96481937,-.48240966,
Sri Lanka,2000,8.1216068,4.0608034,
Sri Lanka,2005,13.891224,6.9456115,
Sri Lanka,2010,2.1887693,1.0943848,
Sri Lanka,2015,3.5328004,1.7664001,8.3464603
Sub-Saharan Africa,1950,,,0
Sub-Saharan Africa,1955,9.2640018,4.6320009,
Sub-Saharan Africa,1960,10.689587,5.3447938,
Sub-Saharan Africa,1965,10.022406,5.0112028,
Sub-Saharan Africa,1970,9.7248039,4.8624024,
Sub-Saharan Africa,1975,9.9695988,4.9847994,
Sub-Saharan Africa,1980,8.2656002,4.1328001,
Sub-Saharan Africa,1985,5.8703976,2.935199,
Sub-Saharan Africa,1990,1.1664002,.5832001,
Sub-Saharan Africa,1995,-.067199707,-.033599854,
Sub-Saharan Africa,2000,3.8832092,1.9416046,
Sub-Saharan Africa,2005,12.047993,6.0239959,
Sub-Saharan Africa,2010,18.412792,9.2063961,
Sub-Saharan Africa,2015,14.832001,7.4160004,8.775507
Sudan,1950,,,0
Sudan,1955,11.793604,5.8968019,
Sudan,1960,11.131201,5.5656004,
Sudan,1965,9.9023991,4.9511995,
Sudan,1970,9.4896049,4.744803,
Sudan,1975,6.7391968,3.3695984,
Sudan,1980,2.9519897,1.4759948,
Sudan,1985,2.4720154,1.2360077,
Sudan,1990,3.5135927,1.7567962,
Sudan,1995,5.8367977,2.9183991,
Sudan,2000,8.2272034,4.1136017,
Sudan,2005,9.5328007,4.7664003,
Sudan,2010,10.579193,5.2895966,
Sudan,2015,7.8576236,3.9288116,7.6944017
Suriname,1950,,,0
Suriname,1955,13.492805,6.7464018,
Suriname,1960,10.492804,5.2464018,
Suriname,1965,8.7888069,4.394403,
Suriname,1970,8.5296021,4.264801,
Suriname,1975,6.2495914,3.1247954,
Suriname,1980,6.2063961,3.1031983,
Suriname,1985,4.9872074,2.4936035,
Suriname,1990,2.3567872,1.1783936,
Suriname,1995,1.5792114,.78960574,
Suriname,2000,.55678713,.27839357,
Suriname,2005,4.4640017,2.2320008,
Suriname,2010,7.5216064,3.7608032,
Suriname,2015,4.5312014,2.2656007,6.135139
Swaziland,1950,,,0
Swaziland,1955,9.6864071,4.8432035,
Swaziland,1960,8.4767952,4.2383971,
Swaziland,1965,7.0896053,3.5448029,
Swaziland,1970,10.939198,5.4695983,
Swaziland,1975,14.476795,7.2383971,
Swaziland,1980,15.796803,7.8984008,
Swaziland,1985,18.528004,9.2640018,
Swaziland,1990,10.372797,5.1863985,
Swaziland,1995,-18.743996,-9.3719969,
Swaziland,2000,-38.126404,-19.063202,
Swaziland,2005,-11.212793,-5.6063967,
Swaziland,2010,25.982391,12.991196,
Swaziland,2015,26.443193,13.221598,6.1314459
Sweden,1950,,,0
Sweden,1955,5.3375978,2.6687989,
Sweden,1960,3.7680178,1.8840088,
Sweden,1965,2.7791748,1.3895874,
Sweden,1970,3.1200075,1.5600036,
Sweden,1975,2.7744141,1.387207,
Sweden,1980,3.9167726,1.9583862,
Sweden,1985,4.4496098,2.2248046,
Sweden,1990,4.1088133,2.0544066,
Sweden,1995,5.3087769,2.6543884,
Sweden,2000,4.7136106,2.3568053,
Sweden,2005,4.1808109,2.0904052,
Sweden,2010,4.2719975,2.1359985,
Sweden,2015,3.9024172,1.9512085,4.0486169
Switzerland,1950,,,0
Switzerland,1955,6.90238,3.4511902,
Switzerland,1960,5.1504269,2.5752137,
Switzerland,1965,4.2528076,2.1264038,
Switzerland,1970,5.0015993,2.5007997,
Switzerland,1975,6.5135746,3.2567871,
Switzerland,1980,5.7696171,2.8848083,
Switzerland,1985,4.857605,2.4288025,
Switzerland,1990,4.2815914,2.1407959,
Switzerland,1995,4.6512089,2.3256042,
Switzerland,2000,6.3407955,3.170398,
Switzerland,2005,6.2640018,3.1320007,
Switzerland,2010,5.3135738,2.6567872,
Switzerland,2015,4.171216,2.085608,5.3438768
Syria,1950,,,0
Syria,1955,12.547192,6.2735963,
Syria,1960,14.020806,7.0104036,
Syria,1965,15,7.5,
Syria,1970,17.846394,8.9231968,
Syria,1975,18.071999,9.0359983,
Syria,1980,15.336018,7.6680083,
Syria,1985,13.123206,6.5616026,
Syria,1990,9.8159904,4.9079957,
Syria,1995,6.7583866,3.3791931,
Syria,2000,5.5152102,2.7576051,
Syria,2005,6.3359985,3.1679993,
Syria,2010,-11.145594,-5.5727968,
Syria,2015,-10.579212,-5.2896056,8.6651077
Taiwan,1950,,,0
Taiwan,1955,26.011213,13.005606,
Taiwan,1960,15.470398,7.735199,
Taiwan,1965,8.4384155,4.2192078,
Taiwan,1970,10.694386,5.3471923,
Taiwan,1975,9.5856075,4.7928038,
Taiwan,1980,6.3216062,3.1608033,
Taiwan,1985,6.0575681,3.0287843,
Taiwan,1990,5.4720335,2.7360168,
Taiwan,1995,4.0319824,2.0159912,
Taiwan,2000,6.1008182,3.0504088,
Taiwan,2005,7.5743771,3.7871888,
Taiwan,2010,5.5200071,2.7600036,
Taiwan,2015,4.7711792,2.3855896,8.9268913
Tajikistan,1950,,,0
Tajikistan,1955,8.995203,4.4976015,
Tajikistan,1960,9.9407959,4.9703979,
Tajikistan,1965,10.123205,5.0616026,
Tajikistan,1970,8.8943844,4.4471922,
Tajikistan,1975,6.6480103,3.3240051,
Tajikistan,1980,5.6640015,2.8320007,
Tajikistan,1985,5.7119932,2.8559966,
Tajikistan,1990,-3.4560061,-1.7280029,
Tajikistan,1995,.17281494,.086407468,
Tajikistan,2000,11.039997,5.5199981,
Tajikistan,2005,10.185608,5.092804,
Tajikistan,2010,9.7775764,4.8887877,
Tajikistan,2015,5.9280033,2.9640014,6.8942757
Tanzania,1950,,,0
Tanzania,1955,8.7264042,4.3632021,
Tanzania,1960,7.0415955,3.5207977,
Tanzania,1965,6.4127927,3.2063966,
Tanzania,1970,8.1407967,4.0703979,
Tanzania,1975,10.430401,5.2152009,
Tanzania,1980,7.38241,3.6912048,
Tanzania,1985,2.2799926,1.1399963,
Tanzania,1990,-3.3503904,-1.6751953,
Tanzania,1995,-3.5808105,-1.7904053,
Tanzania,2000,9.7584038,4.8792024,
Tanzania,2005,22.574394,11.287198,
Tanzania,2010,22.545612,11.272806,
Tanzania,2015,19.473579,9.7367887,9.0642452
Thailand,1950,,,0
Thailand,1955,10.094385,5.0471926,
Thailand,1960,12.926403,6.463202,
Thailand,1965,11.678411,5.8392057,
Thailand,1970,10.804798,5.4023986,
Thailand,1975,12.475196,6.2375975,
Thailand,1980,11.745594,5.8727965,
Thailand,1985,16.69442,8.3472109,
Thailand,1990,11.227184,5.6135926,
Thailand,1995,-.27839357,-.13919678,
Thailand,2000,2.073596,1.0367981,
Thailand,2005,7.3200073,3.6600037,
Thailand,2010,8.515173,4.2575865,
Thailand,2015,5.6640015,2.8320007,9.3031368
Timor,1950,,,0
Timor,1955,10.900799,5.4503999,
Timor,1960,12.0144,6.0072007,
Timor,1965,12.206397,6.1031981,
Timor,1970,15.628803,7.8144011,
Timor,1975,-21.292805,-10.646402,
Timor,1980,-3.2304018,-1.6152008,
Timor,1985,43.497604,21.7488,
Timor,1990,23.942413,11.971207,
Timor,1995,25.089586,12.544794,
Timor,2000,27.187208,13.593603,
Timor,2005,23.112011,11.556005,
Timor,2010,15.062402,7.5312014,
Timor,2015,6.0287838,3.0143921,14.626707
Togo,1950,,,0
Togo,1955,14.755207,7.3776031,
Togo,1960,15.820807,7.9104033,
Togo,1965,15.244793,7.6223969,
Togo,1970,14.856007,7.4280028,
Togo,1975,14.25119,7.1255951,
Togo,1980,13.449609,6.7248049,
Togo,1985,11.203197,5.6015992,
Togo,1990,5.8320007,2.9160004,
Togo,1995,-5.4335995,-2.7168,
Togo,2000,-6.0816097,-3.0408051,
Togo,2005,5.3232059,2.6616027,
Togo,2010,13.761603,6.8808012,
Togo,2015,11.923206,5.9616027,9.6081238
Tonga,1950,,,0
Tonga,1955,7.8383975,3.9191985,
Tonga,1960,8.8464108,4.4232054,
Tonga,1965,8.5775948,4.2887969,
Tonga,1970,8.1023979,4.0511994,
Tonga,1975,6.7391968,3.3695984,
Tonga,1980,5.7407961,2.870398,
Tonga,1985,5.9520264,2.9760132,
Tonga,1990,4.2575684,2.1287842,
Tonga,1995,2.6928225,1.3464111,
Tonga,2000,3.1055784,1.5527893,
Tonga,2005,3.3264036,1.6632019,
Tonga,2010,3.211194,1.6055969,
Tonga,2015,3.3936033,1.6968018,5.5218453
Trinidad and Tobago,1950,,,0
Trinidad and Tobago,1955,11.467199,5.7335997,
Trinidad and Tobago,1960,16.060802,8.0304012,
Trinidad and Tobago,1965,9.5808105,4.7904053,
Trinidad and Tobago,1970,2.2079954,1.1039978,
Trinidad and Tobago,1975,4.7328005,2.3664002,
Trinidad and Tobago,1980,4.5840092,2.2920043,
Trinidad and Tobago,1985,2.4047976,1.2023987,
Trinidad and Tobago,1990,2.3232055,1.1616027,
Trinidad and Tobago,1995,1.6175904,.80879515,
Trinidad and Tobago,2000,.90238041,.45119017,
Trinidad and Tobago,2005,1.8960204,.94801027,
Trinidad and Tobago,2010,3.9791746,1.9895874,
Trinidad and Tobago,2015,3.8400145,1.9200073,5.045908
Tunisia,1950,,,0
Tunisia,1955,6.2687988,3.1343994,
Tunisia,1960,11.635199,5.8175993,
Tunisia,1965,18.235199,9.1175995,
Tunisia,1970,25.560005,12.780002,
Tunisia,1975,27.119987,13.559995,
Tunisia,1980,24.984009,12.492004,
Tunisia,1985,18.403198,9.2015991,
Tunisia,1990,14.179211,7.0896058,
Tunisia,1995,12.998402,6.4992003,
Tunisia,2000,7.9631839,3.9815917,
Tunisia,2005,5.0159912,2.5079956,
Tunisia,2010,2.8464112,1.4232056,
Tunisia,2015,3.5136108,1.7568054,13.747939
Turkey,1950,,,0
Turkey,1955,9.6912041,4.8456025,
Turkey,1960,15.235199,7.6175995,
Turkey,1965,17.596802,8.7984009,
Turkey,1970,15.604797,7.8023987,
Turkey,1975,14.884808,7.4424043,
Turkey,1980,15.743995,7.8719969,
Turkey,1985,14.471996,7.2359986,
Turkey,1990,12.355187,6.1775942,
Turkey,1995,12.993603,6.4968019,
Turkey,2000,14.616028,7.3080139,
Turkey,2005,11.870398,5.9351988,
Turkey,2010,8.0303841,4.0151916,
Turkey,2015,6.4512081,3.2256043,13.04197
Turkmenistan,1950,,,0
Turkmenistan,1955,9.2879887,4.6439943,
Turkmenistan,1960,10.147211,5.0736055,
Turkmenistan,1965,10.262402,5.1312013,
Turkmenistan,1970,8.9423943,4.4711976,
Turkmenistan,1975,5.9087954,2.9543977,
Turkmenistan,1980,6.2208066,3.1104035,
Turkmenistan,1985,6.8495908,3.4247956,
Turkmenistan,1990,1.8480102,.92400515,
Turkmenistan,1995,.18718871,.093594357,
Turkmenistan,2000,3.6624022,1.8312012,
Turkmenistan,2005,6.7391968,3.3695984,
Turkmenistan,2010,7.8719974,3.9359984,
Turkmenistan,2015,5.0256224,2.5128112,6.3810468
Uganda,1950,,,0
Uganda,1955,11.001598,5.5007997,
Uganda,1960,13.022407,6.5112028,
Uganda,1965,13.91999,6.9599943,
Uganda,1970,9.2928047,4.6464019,
Uganda,1975,2.4960022,1.2480011,
Uganda,1980,.12960204,.064801022,
Uganda,1985,-6.0960026,-3.0480011,
Uganda,1990,-12.456005,-6.228003,
Uganda,1995,-6.1871891,-3.0935943,
Uganda,2000,13.713593,6.8567963,
Uganda,2005,26.7024,13.351199,
Uganda,2010,21.662403,10.831202,
Uganda,2015,11.625605,5.8128023,7.6020927
Ukraine,1950,,,0
Ukraine,1955,28.017609,14.008804,
Ukraine,1960,18.456005,9.2280025,
Ukraine,1965,7.9872074,3.9936035,
Ukraine,1970,1.8239869,.91199338,
Ukraine,1975,-2.9904051,-1.4952027,
Ukraine,1980,-4.3343992,-2.1671996,
Ukraine,1985,3.3888063,1.6944031,
Ukraine,1990,-.59040523,-.29520264,
Ukraine,1995,-9.3072147,-4.6536074,
Ukraine,2000,-3.0623655,-1.5311829,
Ukraine,2005,.85437012,.42718506,
Ukraine,2010,9.705616,4.8528075,
Ukraine,2015,11.092785,5.5463929,4.695507
United Arab Emirates,1950,,,0
United Arab Emirates,1955,25.747192,12.873596,
United Arab Emirates,1960,26.198402,13.0992,
United Arab Emirates,1965,24.523207,12.261602,
United Arab Emirates,1970,20.865601,10.4328,
United Arab Emirates,1975,15.916809,7.9584045,
United Arab Emirates,1980,12.763184,6.3815918,
United Arab Emirates,1985,10.31521,5.1576052,
United Arab Emirates,1990,8.1407967,4.0703979,
United Arab Emirates,1995,6.7296023,3.3648009,
United Arab Emirates,2000,6.220789,3.1103942,
United Arab Emirates,2005,5.6783934,2.8391967,
United Arab Emirates,2010,4.4256229,2.2128112,
United Arab Emirates,2015,3.6335814,1.8167908,13.16603
United Kingdom,1950,,,0
United Kingdom,1955,6.8400149,3.4200072,
United Kingdom,1960,3.5135744,1.7567871,
United Kingdom,1965,2.4144287,1.2072144,
United Kingdom,1970,2.7743773,1.3871887,
United Kingdom,1975,2.9520264,1.4760132,
United Kingdom,1980,4.9343996,2.4671998,
United Kingdom,1985,5.1695805,2.58479,
United Kingdom,1990,4.8960209,2.4480102,
United Kingdom,1995,4.8335819,2.4167907,
United Kingdom,2000,5.1312008,2.5656006,
United Kingdom,2005,6.1680179,3.0840087,
United Kingdom,2010,6.3215694,3.160785,
United Kingdom,2015,4.9920044,2.4960022,4.6877537
United States,1950,,,0
United States,1955,5.0879879,2.5439942,
United States,1960,3.2304201,1.6152099,
United States,1965,1.1952026,.59760129,
United States,1970,2.8319826,1.4159912,
United States,1975,7.4640012,3.7320008,
United States,1980,7.5888062,3.7944031,
United States,1985,3.623987,1.8119934,
United States,1990,2.7984009,1.3992004,
United States,1995,3.926404,1.9632019,
United States,2000,3.5760133,1.7880065,
United States,2005,4.0895872,2.0447936,
United States,2010,4.1856079,2.092804,
United States,2015,3.3840086,1.6920044,4.0755701
United States Virgin Islands,1950,,,0
United States Virgin Islands,1955,13.91999,6.9599943,
United States Virgin Islands,1960,8.8608036,4.4304018,
United States Virgin Islands,1965,6.249609,3.1248047,
United States Virgin Islands,1970,7.1952024,3.5976014,
United States Virgin Islands,1975,6.897583,3.4487915,
United States Virgin Islands,1980,5.9184084,2.9592042,
United States Virgin Islands,1985,5.8416138,2.9208069,
United States Virgin Islands,1990,6.100781,3.0503907,
United States Virgin Islands,1995,6.0240231,3.0120118,
United States Virgin Islands,2000,5.5439939,2.771997,
United States Virgin Islands,2005,3.9072142,1.9536072,
United States Virgin Islands,2010,4.8479738,2.4239869,
United States Virgin Islands,2015,5.4047976,2.7023988,6.6701531
Upper-middle-income countries,1950,,,0
Upper-middle-income countries,1955,10.137598,5.068799,
Upper-middle-income countries,1960,3.7775939,1.888797,
Upper-middle-income countries,1965,22.185608,11.092804,
Upper-middle-income countries,1970,31.819191,15.909595,
Upper-middle-income countries,1975,16.464001,8.2320004,
Upper-middle-income countries,1980,10.247992,5.1239958,
Upper-middle-income countries,1985,8.3088131,4.1544065,
Upper-middle-income countries,1990,5.9280033,2.9640014,
Upper-middle-income countries,1995,3.7872069,1.8936036,
Upper-middle-income countries,2000,6.2351804,3.1175904,
Upper-middle-income countries,2005,7.5888062,3.7944031,
Upper-middle-income countries,2010,7.4735966,3.736798,
Upper-middle-income countries,2015,6.0288205,3.0144105,10.767878
Uruguay,1950,,,0
Uruguay,1955,3.623987,1.8119934,
Uruguay,1960,5.8656006,2.9328003,
Uruguay,1965,3.5472288,1.7736145,
Uruguay,1970,.46076658,.23038331,
Uruguay,1975,2.2560058,1.1280029,
Uruguay,1980,5.6063967,2.8031983,
Uruguay,1985,6.3792114,3.1896057,
Uruguay,1990,4.7375975,2.3687987,
Uruguay,1995,5.0015993,2.5007997,
Uruguay,2000,5.7216063,2.8608031,
Uruguay,2005,4.7375975,2.3687987,
Uruguay,2010,3.8207884,1.9103943,
Uruguay,2015,3.6144285,1.8072144,4.2594471
Uzbekistan,1950,,,0
Uzbekistan,1955,7.9967837,3.9983916,
Uzbekistan,1960,8.8608036,4.4304018,
Uzbekistan,1965,9.0528069,4.5264039,
Uzbekistan,1970,8.0159912,4.0079956,
Uzbekistan,1975,5.4671993,2.7335999,
Uzbekistan,1980,5.313611,2.6568055,
Uzbekistan,1985,6.8207889,3.4103942,
Uzbekistan,1990,2.0304198,1.0152099,
Uzbekistan,1995,-.40799558,-.20399781,
Uzbekistan,2000,3.6383791,1.8191894,
Uzbekistan,2005,5.8223877,2.9111938,
Uzbekistan,2010,7.862402,3.9312012,
Uzbekistan,2015,5.6976194,2.8488097,5.8593225
Vanuatu,1950,,,0
Vanuatu,1955,12.91679,6.4583955,
Vanuatu,1960,14.41441,7.2072053,
Vanuatu,1965,14.452789,7.2263947,
Vanuatu,1970,14.001598,7.0007997,
Vanuatu,1975,13.987206,6.9936037,
Vanuatu,1980,14.711994,7.3559966,
Vanuatu,1985,12.326405,6.1632018,
Vanuatu,1990,10.348791,5.1743956,
Vanuatu,1995,10.910412,5.4552064,
Vanuatu,2000,10.046412,5.0232058,
Vanuatu,2005,8.5583858,4.2791929,
Vanuatu,2010,7.2000003,3.5999999,
Vanuatu,2015,5.779211,2.8896058,11.511877
Venezuela,1950,,,0
Venezuela,1955,12.624004,6.3120027,
Venezuela,1960,14.140797,7.0703979,
Venezuela,1965,13.2672,6.6335998,
Venezuela,1970,12.24961,6.1248045,
Venezuela,1975,9.892786,4.946393,
Venezuela,1980,7.1232052,3.5616028,
Venezuela,1985,4.891223,2.4456115,
Venezuela,1990,3.2207887,1.6103942,
Venezuela,1995,5.2271852,2.6135926,
Venezuela,2000,6.6624026,3.3312011,
Venezuela,2005,4.0944214,2.0472107,
Venezuela,2010,2.3567872,1.1783936,
Venezuela,2015,3.5615845,1.7807922,7.6393843
Vietnam,1950,,,0
Vietnam,1955,17.553589,8.7767944,
Vietnam,1960,17.020805,8.5104036,
Vietnam,1965,14.049591,7.0247955,
Vietnam,1970,-11.505596,-5.7527986,
Vietnam,1975,9.0576057,4.5288024,
Vietnam,1980,29.256004,14.628003,
Vietnam,1985,6.8592038,3.4296021,
Vietnam,1990,7.4592037,3.7296021,
