Entity,Year,CO2 from gas (CDIAC & GCP (2018)),CO2 from coal (CDIAC & GCP (2018)),CO2 from oil (CDIAC & GCP (2018)),CO2 from cement (CDIAC & GCP (2018)),CO2 from flaring (CDIAC & GCP (2018))
Antarctic Fisheries,1995,0,0,3664,0,0
Antarctic Fisheries,1996,0,0,3664,0,0
Antarctic Fisheries,1997,0,0,3664,0,0
Antarctic Fisheries,1998,0,0,3664,0,0
Antarctic Fisheries,1999,0,0,3664,0,0
Antarctic Fisheries,2000,0,0,3664,0,0
Antarctic Fisheries,2001,0,0,3664,0,0
Antarctic Fisheries,2002,0,0,3664,0,0
Antarctic Fisheries,2003,0,0,3664,0,0
Antarctic Fisheries,2004,0,0,7328,0,0
Antarctic Fisheries,2005,0,0,7328,0,0
Antarctic Fisheries,2006,0,0,7328,0,0
Antarctic Fisheries,2007,0,0,10992,0,0
Antigua and Barbuda,1957,0,0,21984,0,0
Antigua and Barbuda,1958,0,0,29312,0,0
Antigua and Barbuda,1959,0,0,29312,0,0
Antigua and Barbuda,1960,0,0,36640,0,0
Antigua and Barbuda,1961,0,0,47632,0,0
Antigua and Barbuda,1962,0,0,102592,0,0
Antigua and Barbuda,1963,0,0,84272,0,0
Antigua and Barbuda,1964,0,0,91600,0,0
Antigua and Barbuda,1965,0,0,150224,0,0
Antigua and Barbuda,1966,0,0,348080,0,0
Antigua and Barbuda,1967,0,0,564256,0,0
Antigua and Barbuda,1968,0,0,989280,0,0
Antigua and Barbuda,1969,0,0,1256752,0,0
Antigua and Barbuda,1970,0,0,461664,0,0
Antigua and Barbuda,1971,0,0,425024,0,0
Antigua and Barbuda,1972,0,0,373728,0,0
Antigua and Barbuda,1973,0,0,329760,0,0
Antigua and Barbuda,1974,0,0,428688,0,0
Antigua and Barbuda,1975,0,0,707152,0,0
Antigua and Barbuda,1976,0,0,403040,0,0
Antigua and Barbuda,1977,0,0,465328,0,0
Antigua and Barbuda,1978,0,0,490976,0,0
Antigua and Barbuda,1979,0,0,406704,0,0
Antigua and Barbuda,1980,0,0,142896,0,0
Antigua and Barbuda,1981,0,0,106256,0,0
Antigua and Barbuda,1982,0,0,293120,0,0
Antigua and Barbuda,1983,0,0,84272,0,0
Antigua and Barbuda,1984,0,0,146560,0,0
Antigua and Barbuda,1985,0,0,249152,0,0
Antigua and Barbuda,1986,0,0,249152,0,0
Antigua and Barbuda,1987,0,0,274800,0,0
Antigua and Barbuda,1988,0,0,285792,0,0
Antigua and Barbuda,1989,0,0,285792,0,0
Antigua and Barbuda,1990,0,0,282128,0,0
Antigua and Barbuda,1991,0,0,267472,0,0
Antigua and Barbuda,1992,0,0,263808,0,0
Antigua and Barbuda,1993,0,0,271136,0,0
Antigua and Barbuda,1994,0,0,267472,0,0
Antigua and Barbuda,1995,0,0,274800,0,0
Antigua and Barbuda,1996,0,0,293120,0,0
Antigua and Barbuda,1997,0,0,307776,0,0
Antigua and Barbuda,1998,0,0,318768,0,0
Antigua and Barbuda,1999,0,0,329760,0,0
Antigua and Barbuda,2000,0,0,344416,0,0
Antigua and Barbuda,2001,0,0,348080,0,0
Antigua and Barbuda,2002,0,0,370064,0,0
Antigua and Barbuda,2003,0,0,403040,0,0
Antigua and Barbuda,2004,0,0,421360,0,0
Antigua and Barbuda,2005,0,0,428688,0,0
Antigua and Barbuda,2006,0,0,443344,0,0
Antigua and Barbuda,2007,0,0,468992,0,0
Antigua and Barbuda,2008,0,0,479984,0,0
Antigua and Barbuda,2009,0,0,509296,0,0
Antigua and Barbuda,2010,0,0,523952,0,0
Antigua and Barbuda,2011,0,0,512960,0,0
Antigua and Barbuda,2012,0,0,523952,0,0
Antigua and Barbuda,2013,0,0,523952,0,0
Antigua and Barbuda,2014,0,0,531280,0,0
Argentina,1887,0,1084544,0,0,
Argentina,1888,0,890352,0,0,
Argentina,1889,0,1755056,0,0,
Argentina,1890,0,1370336,0,0,
Argentina,1891,0,937984,0,0,
Argentina,1892,0,1384992,0,0,
Argentina,1893,0,1553536,0,0,
Argentina,1894,0,1993216,0,0,
Argentina,1895,0,2264352,0,0,
Argentina,1896,0,2304656,0,0,
Argentina,1897,0,2081152,0,0,
Argentina,1898,0,2348624,0,0,
Argentina,1899,0,2920208,0,0,
Argentina,1900,0,2070160,0,0,
Argentina,1901,0,2491520,0,0,
Argentina,1902,0,2813952,0,0,
Argentina,1903,0,2861584,0,0,
Argentina,1904,0,3795904,0,0,
Argentina,1905,0,3982768,0,0,
Argentina,1906,0,6254448,0,0,
Argentina,1907,0,6254448,0,0,
Argentina,1908,0,7610128,7328,0,
Argentina,1909,0,5928352,10992,0,
Argentina,1910,0,8899856,10992,0,
Argentina,1911,0,9936768,7328,0,
Argentina,1912,0,9456784,21984,0,
Argentina,1913,0,10083328,58624,0,
Argentina,1914,3664,8544448,120912,0,
Argentina,1915,10992,6697792,227168,0,
Argentina,1916,14656,4583664,384720,0,
Argentina,1917,25648,1663456,542272,0,
Argentina,1918,29312,1890624,600896,0,
Argentina,1919,29312,3103408,593568,0,
Argentina,1920,36640,5122272,732800,0,
Argentina,1921,47632,4565344,926992,0,
Argentina,1922,62288,5891712,1348352,0,
Argentina,1923,76944,6840688,1524224,0,
Argentina,1924,128240,8753296,2077488,0,
Argentina,1925,164880,8350256,2722352,0,
Argentina,1926,293120,7448912,3513776,0,
Argentina,1927,260144,9255264,3854528,0,
Argentina,1928,296784,8284304,4041392,117248,
Argentina,1929,458000,8320944,4176960,175872,
Argentina,1930,454336,8119424,4004752,190528,
Argentina,1931,564256,6946944,5067312,267472,
Argentina,1932,769440,6331392,5752480,249152,
Argentina,1933,1033248,5957664,5983312,256480,
Argentina,1934,1249424,6580544,6129872,282128,
Argentina,1935,1055232,6335056,6247120,359072,
Argentina,1936,912336,6987248,6785728,414032,
Argentina,1937,864704,8159728,7177776,516624,
Argentina,1938,839056,7393952,7496544,619216,
Argentina,1939,886688,7764016,8170720,560592,
Argentina,1940,916000,5367760,9042752,538608,
Argentina,1941,1014928,2685712,9661968,582576,
Argentina,1942,1154160,1384992,10405760,534944,
Argentina,1943,1157824,1549872,10900400,476320,
Argentina,1944,1132176,1648800,10636592,538608,
Argentina,1945,1040576,2044512,10043024,542272,
Argentina,1946,967296,3041120,9130688,567920,
Argentina,1947,996608,3253632,9588688,677840,
Argentina,1948,765776,5814768,10193248,622880,
Argentina,1949,1135840,3598048,9914784,721808,
Argentina,1950,0,3561408,25582048,784096,0
Argentina,1951,1417968,5470352,27304128,776768,0
Argentina,1952,1535216,4506720,29286352,773104,0
Argentina,1953,1194464,3114400,30008160,824400,0
Argentina,1954,1209120,3722624,30979120,850048,0
Argentina,1955,1227440,3209664,34199776,930656,0
Argentina,1956,1304384,3814224,38156896,1029584,0
Argentina,1957,1458272,3359888,41619376,1179808,0
Argentina,1958,1480256,3781248,37709888,1231104,0
Argentina,1959,1472928,3729952,42575680,1179808,0
Argentina,1960,2363280,3905824,41190688,1315376,0
Argentina,1961,4030400,3539424,42121344,1447280,0
Argentina,1962,5107616,2007872,45078192,1458272,0
Argentina,1963,5829424,2304656,40644752,1264080,0
Argentina,1964,6466960,2557472,45210096,1450944,0
Argentina,1965,7247392,2601440,47324224,1645136,0
Argentina,1966,7848288,2586784,48569984,1736736,2344960
Argentina,1967,8207360,2938528,49771776,1769712,2795632
Argentina,1968,9141680,2366944,52560080,2081152,2876240
Argentina,1969,9105040,2590448,60573248,2165424,2832272
Argentina,1970,10281184,3286608,63925808,2363280,2810288
Argentina,1971,11021312,2927536,69319216,2755328,2843264
Argentina,1972,12468592,2857920,69297232,2715024,2744336
Argentina,1973,14187008,2879904,71209840,2583120,3129056
Argentina,1974,14923472,3367216,71451664,2685712,3063104
Argentina,1975,15722224,3594384,68912512,2722352,3902160
Argentina,1976,16466016,3238976,71865696,2846928,5283488
Argentina,1977,16905696,2704032,72704752,2989824,5408064
Argentina,1978,16425712,3832544,72898944,3147376,6250784
Argentina,1979,18015888,3601712,79072784,3323248,6598864
Argentina,1980,19565760,2865248,76507984,3554080,6155520
Argentina,1981,20485424,2956848,70059344,3312256,5144256
Argentina,1982,23248080,2660064,69029760,2802960,5594928
Argentina,1983,26263552,2191072,68674352,2802960,5195552
Argentina,1984,27300464,2147104,67234400,2601440,7148464
Argentina,1985,28810032,2773648,60437680,2308320,6188496
Argentina,1986,30964464,3392864,62200064,2766320,4803504
Argentina,1987,36698624,3777584,66453968,3140048,4777856
Argentina,1988,42231264,4023072,66230464,3015472,5869728
Argentina,1989,44609200,4143984,59752512,2227712,6261776
Argentina,1990,43213216,3070432,59188256,1799024,4785184
Argentina,1991,47283920,2689376,61232768,1692768,4103680
Argentina,1992,48302512,2802960,63632688,2517168,3997424
Argentina,1993,40805968,2300992,67150128,2813952,4752208
Argentina,1994,42678272,3561408,67205088,3129056,5737824
Argentina,1995,53193952,3700640,62833936,2715024,5411728
Argentina,1996,57543120,3099744,65922688,2550144,5778128
Argentina,1997,61503904,2777312,66868000,3418512,3323248
Argentina,1998,61613824,2839600,69575696,3532096,2139776
Argentina,1999,67619120,2154432,72012256,3579728,1494912
Argentina,2000,69436464,1656128,66820368,3048448,1058896
Argentina,2001,64808832,1289728,63662000,2762656,1088208
Argentina,2002,62617760,1099200,57495488,1949248,1447280
Argentina,2003,69070064,1989552,59356800,2601440,1934592
Argentina,2004,82912656,2198400,67813312,3118064,1421632
Argentina,2005,81967344,3268288,71799744,3784912,1157824
Argentina,2006,83868960,3865520,81912384,4448096,1198128
Argentina,2007,87177552,3660336,77951600,4785184,1458272
Argentina,2008,90119744,3876512,88657808,4836480,1461936
Argentina,2009,87994624,3231648,82381376,4675264,1531552
Argentina,2010,86928400,3990096,90156384,5195552,1491248
Argentina,2011,92585616,4722896,86921072,5778128,1469264
Argentina,2012,95381248,4323520,85602032,5338448,1553536
Argentina,2013,90760944,2377936,88764064,5924688,1868640
Argentina,2014,96612352,5818432,94109840,5682864,1634144
Armenia,1992,3477136,373728,1773376,197856,0
Armenia,1993,1505904,7328,937984,98928,0
Armenia,1994,1615824,95264,941648,51296,0
Armenia,1995,2616096,7328,670512,113584,0
Armenia,1996,2040848,14656,366400,139232,0
Armenia,1997,2678384,14656,392048,146560,0
Armenia,1998,2791968,14656,406704,150224,0
Armenia,1999,2275344,7328,586240,142896,0
Armenia,2000,2564800,0,787760,109920,0
Armenia,2001,2612432,0,776768,150224,0
Armenia,2002,2004208,47632,817072,175872,0
Armenia,2003,2227712,73280,934320,190528,0
Armenia,2004,2473200,0,919664,249152,0
Armenia,2005,3063104,3664,981952,300448,0
Armenia,2006,3140048,3664,919664,311440,0
Armenia,2007,3759264,14656,923328,359072,0
Armenia,2008,4122000,18320,1033248,384720,0
Armenia,2009,3169360,0,952640,234496,0
Armenia,2010,2953184,10992,1007600,241824,0
Armenia,2011,3755600,7328,941648,208848,0
Armenia,2012,4565344,7328,894016,219840,0
Armenia,2013,4422448,3664,850048,216176,0
Armenia,2014,4455424,0,857376,212512,0
Aruba,1986,0,0,179536,0,0
Aruba,1987,0,0,447008,0,0
Aruba,1988,0,0,611888,0,0
Aruba,1989,0,0,648528,0,0
Aruba,1990,0,0,1637808,0,0
Aruba,1991,0,0,1681776,0,0
Aruba,1992,0,0,1461936,0,0
Aruba,1993,0,0,1593840,0,0
Aruba,1994,0,0,1612160,0,0
Aruba,1995,0,0,1667120,0,0
Aruba,1996,0,0,1689104,0,0
Aruba,1997,0,0,1744064,0,0
Aruba,1998,0,0,1795360,0,0
Aruba,1999,0,0,1806352,0,0
Aruba,2000,0,0,2377936,0,0
Aruba,2001,0,0,2407248,0,0
Aruba,2002,0,0,2436560,0,0
Aruba,2003,0,0,2561136,0,0
Aruba,2004,0,0,2616096,0,0
Aruba,2005,0,0,2718688,0,0
Aruba,2006,0,0,2715024,0,0
Aruba,2007,0,0,2821280,0,0
Aruba,2008,0,0,2656400,0,0
Aruba,2009,0,0,2627088,0,0
Aruba,2010,0,0,2506176,0,0
Aruba,2011,0,0,2498848,0,0
Aruba,2012,0,0,1348352,0,0
Aruba,2013,0,0,861040,0,0
Aruba,2014,0,0,872032,0,0
Asia,1751,0,0,0,0,0
Asia,1752,0,0,0,0,0
Asia,1753,0,0,0,0,0
Asia,1754,0,0,0,0,0
Asia,1755,0,0,0,0,0
Asia,1756,0,0,0,0,0
Asia,1757,0,0,0,0,0
Asia,1758,0,0,0,0,0
Asia,1759,0,0,0,0,0
Asia,1760,0,0,0,0,0
Asia,1761,0,0,0,0,0
Asia,1762,0,0,0,0,0
Asia,1763,0,0,0,0,0
Asia,1764,0,0,0,0,0
Asia,1765,0,0,0,0,0
Asia,1766,0,0,0,0,0
Asia,1767,0,0,0,0,0
Asia,1768,0,0,0,0,0
Asia,1769,0,0,0,0,0
Asia,1770,0,0,0,0,0
Asia,1771,0,0,0,0,0
Asia,1772,0,0,0,0,0
Asia,1773,0,0,0,0,0
Asia,1774,0,0,0,0,0
Asia,1775,0,0,0,0,0
Asia,1776,0,0,0,0,0
Asia,1777,0,0,0,0,0
Asia,1778,0,0,0,0,0
Asia,1779,0,0,0,0,0
Asia,1780,0,0,0,0,0
Asia,1781,0,0,0,0,0
Asia,1782,0,0,0,0,0
Asia,1783,0,0,0,0,0
Asia,1784,0,0,0,0,0
Asia,1785,0,0,0,0,0
Asia,1786,0,0,0,0,0
Asia,1787,0,0,0,0,0
Asia,1788,0,0,0,0,0
Asia,1789,0,0,0,0,0
Asia,1790,0,0,0,0,0
Asia,1791,0,0,0,0,0
Asia,1792,0,0,0,0,0
Asia,1793,0,0,0,0,0
Asia,1794,0,0,0,0,0
Asia,1795,0,0,0,0,0
Asia,1796,0,0,0,0,0
Asia,1797,0,0,0,0,0
Asia,1798,0,0,0,0,0
Asia,1799,0,0,0,0,0
Asia,1800,0,0,0,0,0
Asia,1801,0,0,0,0,0
Asia,1802,0,0,0,0,0
Asia,1803,0,0,0,0,0
Asia,1804,0,0,0,0,0
Asia,1805,0,0,0,0,0
Asia,1806,0,0,0,0,0
Asia,1807,0,0,0,0,0
Asia,1808,0,0,0,0,0
Asia,1809,0,0,0,0,0
Asia,1810,0,0,0,0,0
Asia,1811,0,0,0,0,0
Asia,1812,0,0,0,0,0
Asia,1813,0,0,0,0,0
Asia,1814,0,0,0,0,0
Asia,1815,0,0,0,0,0
Asia,1816,0,0,0,0,0
Asia,1817,0,0,0,0,0
Asia,1818,0,0,0,0,0
Asia,1819,0,0,0,0,0
Asia,1820,0,0,0,0,0
Asia,1821,0,0,0,0,0
Asia,1822,0,0,0,0,0
Asia,1823,0,0,0,0,0
Asia,1824,0,0,0,0,0
Asia,1825,0,0,0,0,0
Asia,1826,0,0,0,0,0
Asia,1827,0,0,0,0,0
Asia,1828,0,0,0,0,0
Asia,1829,0,0,0,0,0
Asia,1830,0,0,0,0,0
Asia,1831,0,0,0,0,0
Asia,1832,0,0,0,0,0
Asia,1833,0,0,0,0,0
Asia,1834,0,0,0,0,0
Asia,1835,0,0,0,0,0
Asia,1836,0,0,0,0,0
Asia,1837,0,0,0,0,0
Asia,1838,0,0,0,0,0
Asia,1839,0,0,0,0,0
Asia,1840,0,0,0,0,0
Asia,1841,0,0,0,0,0
Asia,1842,0,0,0,0,0
Asia,1843,0,0,0,0,0
Asia,1844,0,0,0,0,0
Asia,1845,0,0,0,0,0
Asia,1846,0,0,0,0,0
Asia,1847,0,0,0,0,0
Asia,1848,0,0,0,0,0
Asia,1849,0,0,0,0,0
Asia,1850,0,0,0,0,0
Asia,1851,0,0,0,0,0
Asia,1852,0,0,0,0,0
Asia,1853,0,0,0,0,0
Asia,1854,0,0,0,0,0
Asia,1855,0,0,0,0,0
Asia,1856,0,0,0,0,0
Asia,1857,0,0,0,0,0
Asia,1858,0,436016,0,0,0
Asia,1859,0,703488,0,0,0
Asia,1860,0,710816,0,0,0
Asia,1861,0,549600,0,0,0
Asia,1862,0,608224,0,0,0
Asia,1863,0,674176,0,0,0
Asia,1864,0,637536,0,0,0
Asia,1865,0,626544,0,0,0
Asia,1866,0,707152,0,0,0
Asia,1867,0,1952912,0,0,0
Asia,1868,0,1780704,73280,0,0
Asia,1869,0,1963904,109920,0,0
Asia,1870,0,1919936,98928,0,0
Asia,1871,0,2176416,227168,0,0
Asia,1872,0,2531824,150224,0,0
Asia,1873,0,2689376,296784,0,0
Asia,1874,0,2491520,205184,0,0
Asia,1875,0,2671056,355408,0,0
Asia,1876,0,3011808,344416,0,0
Asia,1877,0,3290272,436016,0,0
Asia,1878,0,3748272,633872,0,0
Asia,1879,0,4198944,655856,0,0
Asia,1880,0,4521376,718144,0,0
Asia,1881,0,5118608,820736,0,0
Asia,1882,0,5118608,1311712,0,0
Asia,1883,0,5730496,930656,0,0
Asia,1884,0,7258384,1300720,0,0
Asia,1885,0,7914240,1392320,0,0
Asia,1886,0,8401552,1846656,0,0
Asia,1887,0,9548384,1952912,0,0
Asia,1888,0,10497360,1817344,0,0
Asia,1889,0,12483248,1945584,0,0
Asia,1890,0,13534816,3326912,0,0
Asia,1891,0,15106672,2619760,0,0
Asia,1892,0,5331120,820736,0,0
Asia,1893,0,5781792,1311712,0,0
Asia,1894,0,6034608,930656,0,0
Asia,1895,0,7437920,1300720,0,0
Asia,1896,0,8276976,1392320,0,0
Asia,1897,0,8925504,1846656,0,0
Asia,1898,0,10204240,1952912,0,0
Asia,1899,0,11325424,1817344,0,0
Asia,1900,0,12996208,1945584,0,0
Asia,1901,0,14036784,3326912,0,0
Asia,1902,0,15597648,2619760,0,0
Asia,1903,0,17660480,4294208,0,0
Asia,1904,0,19573088,5008688,0,0
Asia,1905,0,20404816,5594928,0,0
Asia,1906,0,38072624,5979648,0,0
Asia,1907,0,40663072,6587872,0,0
Asia,1908,0,49881696,7027552,0,0
Asia,1909,0,46880880,8148736,0,0
Asia,1910,0,45796336,7181440,0,0
Asia,1911,0,56026224,7764016,0,0
Asia,1912,0,41886848,7152128,0,0
Asia,1913,0,46008848,7698064,0,0
Asia,1914,0,51508512,7544176,0,0
Asia,1915,0,54073312,7906912,0,0
Asia,1916,0,57191376,8529792,0,0
Asia,1917,0,61042240,8496816,0,0
Asia,1918,0,67948880,8416208,0,0
Asia,1919,0,76156240,8951152,0,0
Asia,1920,0,70678560,9394496,0,0
Asia,1921,142896,72543536,9911120,0,0
Asia,1922,150224,73851584,10442400,0,0
Asia,1923,333424,81619264,11673504,0,0
Asia,1924,421360,89097488,11589232,0,0
Asia,1925,655856,88093552,12318368,0,0
Asia,1926,553264,85140368,12223104,0,0
Asia,1927,531280,92314480,13681376,0,0
Asia,1928,714480,95102784,15597648,439680,0
Asia,1929,934320,99246768,18832960,578912,0
Asia,1930,802416,101796912,18287024,578912,0
Asia,1931,1256752,97433088,17330720,626544,0
Asia,1932,1315376,91713584,17418656,597232,0
Asia,1933,1645136,95011184,18521520,608224,0
Asia,1934,1795360,107717936,19847888,798752,0
Asia,1935,1784368,119431744,20459776,1066224,0
Asia,1936,1718416,128470832,22244144,1520560,0
Asia,1937,1916272,130782816,25409840,1652464,0
Asia,1938,2066496,135366480,26651936,322432,0
Asia,1939,2330304,150289952,30803248,1205456,0
Asia,1940,2458544,177495152,30700656,523952,0
Asia,1941,219840,199002832,29777328,2846928,0
Asia,1942,161216,195485392,15388800,2682048,0
Asia,1943,98928,172358224,23394640,2784640,0
Asia,1944,113584,172563408,13336960,2257024,0
Asia,1945,69616,110077552,5726832,1194464,0
Asia,1946,128240,92395088,2942192,1212784,0
Asia,1947,139232,97334160,9903792,1256752,0
Asia,1948,817072,92087312,11200848,1370336,0
Asia,1949,2344960,131643856,31125680,1927264,0
Asia,1950,1641472,151528384,28736752,2440224,0
Asia,1951,1930928,178264592,32693872,3334240,0
Asia,1952,2487856,210734960,38252160,4345504,0
Asia,1953,3066768,216846512,41590064,5191888,0
Asia,1954,3499120,246913296,50094208,6118880,0
Asia,1955,4246576,282666608,64120000,6151856,0
Asia,1956,4810832,308834896,70257200,7441584,0
Asia,1957,5283488,358720256,70290176,8405216,0
Asia,1958,5360432,633498272,78852944,10555984,0
Asia,1959,6111552,832772240,88884976,12966896,0
Asia,1960,8328272,903318896,93695808,14516768,0
Asia,1961,9632656,689018864,103434720,12552864,0
Asia,1962,9753568,597297952,108956368,13340624,43968
Asia,1963,9991728,604354816,119252208,15070032,135568
Asia,1964,10647584,600848368,131596224,16231520,476320
Asia,1965,12615152,652855184,149084496,17671472,751120
Asia,1966,13761984,695460176,176414272,18763344,831728
Asia,1967,15253232,616552272,192792352,18664416,1454608
Asia,1968,16561280,654009344,232169360,20991056,1370336
Asia,1969,17759408,745847504,271714912,23394640,1260416
Asia,1970,15916416,921730496,337831792,24688032,14483792
Asia,1971,19038144,1028389536,380191296,33609872,15469408
Asia,1972,22405360,1050080416,418128352,34793344,18997840
Asia,1973,27414048,1079780800,463954000,37860112,20415808
Asia,1974,32745168,1086485920,481951568,38285136,21379440
Asia,1975,38112928,1244734080,520079152,43733504,20247264
Asia,1976,42572016,1261258720,590164144,57480832,22013312
Asia,1977,49687504,1368346448,640932528,63607040,30638368
Asia,1978,55681808,1477973328,709969616,70638256,35434544
Asia,1979,57751968,1529294976,737456944,76277152,35214704
Asia,1980,63050112,1534435568,738530496,80820512,25930128
Asia,1981,62485856,1556067824,720859024,85858512,23368992
Asia,1982,67472560,1695178912,728850208,93622528,22665504
Asia,1983,69769888,1812437904,761683312,106061808,22694816
Asia,1984,86045376,1974236480,760983488,114012688,22262464
Asia,1985,95388576,2166409616,790398080,126822032,16883712
Asia,1986,100045520,2281799968,829972944,143324688,16418384
Asia,1987,114177568,2443895328,864564768,156830192,17971920
Asia,1988,122663392,2635057200,946242656,176703728,21104640
Asia,1989,133127776,2698059680,1013063024,184343168,22936640
Asia,1990,160003216,2702991424,1021464576,192700752,22104912
Asia,1991,175359040,2821562128,1100240576,218612560,23390976
Asia,1992,196888704,2891123168,1218891888,255604304,19730640
Asia,1993,222042064,3046271584,1308333792,294838416,22518944
Asia,1994,244396128,3226745568,1358395024,328972240,19913840
Asia,1995,285784672,3439517712,1459473792,365674528,19327600
Asia,1996,311854032,3580724608,1589413888,386409104,19778272
Asia,1997,336509088,3582256160,1689111328,397837120,19606064
Asia,1998,314352880,3414492592,1595305600,390860864,20650304
Asia,1999,361178800,3415045856,1675356672,415021280,13472528
Asia,2000,358456448,3514670016,1807682032,435349152,15048048
Asia,2001,396243280,3606046512,1800152512,478071392,20481760
Asia,2002,411877568,3999516144,1784122512,525908576,18558160
Asia,2003,457655584,4609048192,1851184704,605204864,16795776
Asia,2004,494094064,5224710112,1997949888,662605088,14238304
Asia,2005,520181744,5885955856,1992292672,724076016,23541200
Asia,2006,559001824,6477090960,2012719472,819193456,20152000
Asia,2007,601698416,6985837360,2086860512,889604544,18184432
Asia,2008,653016400,7588906112,2185348832,922104224,20104368
Asia,2009,709174528,7977389040,2284929024,1058610208,22438336
Asia,2010,799144048,8535632416,2410065616,1157703088,31235600
Asia,2011,856441680,9583540080,2431723520,1312939440,28733088
Asia,2012,890586496,9902260448,2511184688,1388139376,20921440
Asia,2013,957227328,9758261584,2640875632,1501375296,21046016
Asia,2014,979064768,9848502240,2752924416,1542690560,24882224
Australia,1851,0,0,0,0,
Australia,1852,0,0,0,0,
Australia,1853,0,0,0,0,
Australia,1854,0,0,0,0,
Australia,1855,0,0,0,0,
Australia,1856,0,0,0,0,
Australia,1857,0,0,0,0,
Australia,1858,0,0,0,0,
Australia,1859,0,0,0,0,
Australia,1860,0,278464,0,0,
Australia,1861,0,509296,0,0,
Australia,1862,0,355408,0,0,
Australia,1863,0,399376,0,0,
Australia,1864,0,267472,0,0,
Australia,1865,0,421360,0,0,
Australia,1866,0,696160,0,0,
Australia,1867,0,894016,0,0,
Australia,1868,0,732800,0,0,
Australia,1869,0,641200,0,0,
Australia,1870,0,600896,0,0,
Australia,1871,0,692496,0,0,
Australia,1872,0,707152,0,0,
Australia,1873,0,868368,0,0,
Australia,1874,0,890352,0,0,
Australia,1875,0,828064,0,0,
Australia,1876,0,930656,0,0,
Australia,1877,0,1066224,0,0,
Australia,1878,0,967296,0,0,
Australia,1879,0,1454608,0,0,
Australia,1880,0,2205728,0,0,
Australia,1881,0,1766048,0,0,
Australia,1882,0,2011536,0,0,
Australia,1883,0,2425568,0,0,
Australia,1884,0,2572128,0,0,
Australia,1885,0,2905552,0,0,
Australia,1886,0,2887232,0,0,
Australia,1887,0,3033792,0,0,
Australia,1888,0,3528432,0,0,
Australia,1889,0,3425840,0,0,
Australia,1890,0,3546752,0,0,
