Entity,Year,"GHG emissions per capita (tonnes CO2e) (EDGAR, 2019)","GHG emissions per capita per day (kgCO2e) (EDGAR, 2019)"
Bermuda,1973,8.78,24.04
Bermuda,1975,10.42,28.56
Bermuda,1977,9.63,26.37
Bermuda,1978,8.99,24.62
Bermuda,1980,8.61,23.58
Bermuda,1981,13.46,36.87
Bermuda,1982,13.99,38.32
Bermuda,1983,18.17,49.78
Bermuda,1984,17.21,47.16
Bermuda,1985,12.01,32.90
Bermuda,1986,10.06,27.57
Bermuda,1987,10.00,27.38
Bermuda,1988,13.58,37.20
Bermuda,1989,15.84,43.40
Bermuda,1990,11.01,30.15
Bermuda,1991,9.85,27.00
Bermuda,1992,7.95,21.77
Bermuda,1993,8.00,21.91
Bermuda,1994,8.28,22.69
Bermuda,1995,8.31,22.78
Bermuda,1996,8.38,22.97
Bermuda,1998,7.58,20.76
Bermuda,1999,8.03,22.00
Bermuda,2000,8.39,22.99
Bermuda,2001,8.16,22.36
Bermuda,2002,8.38,22.95
Bermuda,2003,8.58,23.49
Bermuda,2004,9.29,25.44
Bermuda,2005,9.11,24.97
Bermuda,2006,9.31,25.50
Bermuda,2009,8.55,23.43
Bermuda,2010,9.13,25.02
Bermuda,2011,9.52,26.09
Bermuda,2012,9.77,26.76
Bhutan,1970,2.89,7.92
Bhutan,1971,2.85,7.80
Bhutan,1972,2.80,7.68
Bhutan,1973,2.77,7.59
Bhutan,1974,2.73,7.48
Bhutan,1975,2.66,7.29
Bhutan,1976,2.61,7.16
Bhutan,1977,2.58,7.07
Bhutan,1978,2.58,7.07
Bhutan,1979,2.55,6.99
Bhutan,1980,2.53,6.93
Bhutan,1981,2.58,7.08
Bhutan,1982,2.54,6.96
Bhutan,1983,2.53,6.94
Bhutan,1984,2.51,6.89
Bhutan,1985,2.54,6.96
Bhutan,1986,2.49,6.82
Bhutan,1987,2.45,6.72
Bhutan,1988,2.30,6.29
Bhutan,1989,2.26,6.18
Bhutan,1990,2.38,6.53
Bhutan,1991,2.38,6.51
Bhutan,1992,3.00,8.22
Bhutan,1993,3.04,8.34
Bhutan,1994,3.13,8.56
Bhutan,1995,3.20,8.77
Bhutan,1996,3.20,8.78
Bhutan,1997,3.02,8.28
Bhutan,1998,3.58,9.82
Bhutan,1999,6.92,18.96
Bhutan,2000,4.03,11.04
Bhutan,2001,2.74,7.50
Bhutan,2002,2.82,7.71
Bhutan,2003,2.35,6.45
Bhutan,2004,2.54,6.95
Bhutan,2005,2.46,6.75
Bhutan,2006,2.93,8.01
Bhutan,2007,3.39,9.28
Bhutan,2008,2.72,7.46
Bhutan,2009,3.07,8.40
Bhutan,2010,4.43,12.13
Bhutan,2011,4.40,12.06
Bhutan,2012,4.38,12.00
Bolivia,1970,38.39,105.17
Bolivia,1971,26.62,72.93
Bolivia,1972,31.90,87.39
Bolivia,1973,26.17,71.69
Bolivia,1974,27.51,75.36
Bolivia,1975,30.50,83.57
Bolivia,1976,34.57,94.72
Bolivia,1977,26.28,72.01
Bolivia,1978,31.16,85.37
Bolivia,1979,32.10,87.94
Bolivia,1980,33.35,91.38
Bolivia,1981,29.67,81.28
Bolivia,1982,30.58,83.78
Bolivia,1983,30.71,84.14
Bolivia,1984,23.77,65.11
Bolivia,1985,24.65,67.53
Bolivia,1986,25.45,69.71
Bolivia,1987,30.30,83.01
Bolivia,1988,25.15,68.91
Bolivia,1989,25.05,68.64
Bolivia,1990,28.10,76.98
Bolivia,1991,26.19,71.76
Bolivia,1992,27.32,74.84
Bolivia,1993,29.42,80.60
Bolivia,1994,21.10,57.81
Bolivia,1995,22.52,61.69
Bolivia,1996,22.82,62.52
Bolivia,1997,22.75,62.33
Bolivia,1998,16.95,46.43
Bolivia,1999,27.60,75.63
Bolivia,2000,10.96,30.03
Bolivia,2001,7.32,20.06
Bolivia,2002,12.79,35.05
Bolivia,2003,14.14,38.75
Bolivia,2004,28.16,77.16
Bolivia,2005,33.91,92.91
Bolivia,2006,17.69,48.46
Bolivia,2007,24.10,66.03
Bolivia,2008,12.50,34.25
Bolivia,2009,7.83,21.46
Bolivia,2010,10.37,28.42
Bolivia,2011,61.62,168.81
Bolivia,2012,60.72,166.36
Bosnia and Herzegovina,1970,6.19,16.97
Bosnia and Herzegovina,1971,6.21,17.00
Bosnia and Herzegovina,1972,5.65,15.49
Bosnia and Herzegovina,1973,6.01,16.47
Bosnia and Herzegovina,1974,6.52,17.85
Bosnia and Herzegovina,1975,5.48,15.02
Bosnia and Herzegovina,1976,5.07,13.89
Bosnia and Herzegovina,1977,5.42,14.84
Bosnia and Herzegovina,1978,5.51,15.09
Bosnia and Herzegovina,1979,5.41,14.83
Bosnia and Herzegovina,1980,6.22,17.04
Bosnia and Herzegovina,1981,4.69,12.84
Bosnia and Herzegovina,1982,5.51,15.09
Bosnia and Herzegovina,1983,6.21,17.02
Bosnia and Herzegovina,1984,5.95,16.29
Bosnia and Herzegovina,1985,6.15,16.85
Bosnia and Herzegovina,1986,5.87,16.09
Bosnia and Herzegovina,1987,5.82,15.95
Bosnia and Herzegovina,1988,6.44,17.64
Bosnia and Herzegovina,1989,6.07,16.62
Bosnia and Herzegovina,1990,7.02,19.22
Bosnia and Herzegovina,1991,6.45,17.67
Bosnia and Herzegovina,1992,5.09,13.94
Bosnia and Herzegovina,1993,4.52,12.39
Bosnia and Herzegovina,1994,1.65,4.52
Bosnia and Herzegovina,1995,1.71,4.69
Bosnia and Herzegovina,1996,1.88,5.15
Bosnia and Herzegovina,1997,3.19,8.75
Bosnia and Herzegovina,1998,3.96,10.84
Bosnia and Herzegovina,1999,4.09,11.20
Bosnia and Herzegovina,2000,5.97,16.36
Bosnia and Herzegovina,2001,4.79,13.14
Bosnia and Herzegovina,2002,4.53,12.42
Bosnia and Herzegovina,2003,4.93,13.52
Bosnia and Herzegovina,2004,5.29,14.49
Bosnia and Herzegovina,2005,5.50,15.06
Bosnia and Herzegovina,2006,6.03,16.51
Bosnia and Herzegovina,2007,6.54,17.91
Bosnia and Herzegovina,2008,6.44,17.64
Bosnia and Herzegovina,2009,6.53,17.90
Bosnia and Herzegovina,2010,6.88,18.86
Bosnia and Herzegovina,2011,7.16,19.61
Bosnia and Herzegovina,2012,7.43,20.36
Botswana,1970,16.32,44.70
Botswana,1971,9.13,25.01
Botswana,1972,10.12,27.74
Botswana,1973,10.63,29.11
Botswana,1974,9.52,26.07
Botswana,1975,11.22,30.73
Botswana,1976,10.63,29.11
Botswana,1977,11.85,32.46
Botswana,1978,11.56,31.68
Botswana,1979,13.70,37.54
Botswana,1980,11.11,30.43
Botswana,1981,9.65,26.43
Botswana,1982,10.14,27.78
Botswana,1983,9.50,26.03
Botswana,1984,7.30,20.01
Botswana,1985,7.13,19.52
Botswana,1986,6.78,18.57
Botswana,1987,8.53,23.37
Botswana,1988,6.72,18.42
Botswana,1989,7.51,20.57
Botswana,1990,9.71,26.59
Botswana,1991,7.74,21.20
Botswana,1992,10.64,29.16
Botswana,1993,6.15,16.85
Botswana,1994,7.23,19.81
Botswana,1995,7.75,21.22
Botswana,1996,6.36,17.43
Botswana,1997,6.17,16.90
Botswana,1998,20.54,56.27
Botswana,1999,20.43,55.97
Botswana,2000,22.96,62.90
Botswana,2001,30.97,84.85
Botswana,2002,28.91,79.19
Botswana,2003,9.69,26.55
Botswana,2004,13.06,35.77
Botswana,2005,13.03,35.71
Botswana,2006,23.08,63.23
Botswana,2007,13.62,37.33
Botswana,2008,37.53,102.83
Botswana,2009,11.59,31.75
Botswana,2010,40.52,111.03
Botswana,2011,39.92,109.37
Botswana,2012,39.30,107.67
Brazil,1970,13.23,36.24
Brazil,1971,9.91,27.15
Brazil,1972,11.37,31.14
Brazil,1973,9.97,27.32
Brazil,1974,10.45,28.64
Brazil,1975,11.29,30.92
Brazil,1976,12.57,34.43
Brazil,1977,10.39,28.47
Brazil,1978,11.62,31.84
Brazil,1979,11.96,32.76
Brazil,1980,12.38,33.91
Brazil,1981,11.22,30.75
Brazil,1982,11.39,31.20
Brazil,1983,11.23,30.77
Brazil,1984,9.49,26.00
Brazil,1985,9.75,26.71
Brazil,1986,10.15,27.80
Brazil,1987,11.42,31.28
Brazil,1988,10.10,27.67
Brazil,1989,10.06,27.57
Brazil,1990,10.75,29.46
Brazil,1991,10.33,28.30
Brazil,1992,10.67,29.23
Brazil,1993,11.28,30.91
Brazil,1994,9.11,24.97
Brazil,1995,9.70,26.58
Brazil,1996,9.79,26.81
Brazil,1997,9.83,26.94
Brazil,1998,13.30,36.45
Brazil,1999,9.24,25.31
Brazil,2000,6.97,19.11
Brazil,2001,7.19,19.69
Brazil,2002,8.84,24.21
Brazil,2003,8.90,24.39
Brazil,2004,10.65,29.18
Brazil,2005,12.77,34.98
Brazil,2006,8.58,23.50
Brazil,2007,14.15,38.77
Brazil,2008,7.94,21.76
Brazil,2009,6.22,17.04
Brazil,2010,14.75,40.40
Brazil,2011,14.86,40.72
Brazil,2012,14.91,40.84
British Virgin Islands,1970,3.25,8.92
British Virgin Islands,1971,2.97,8.15
British Virgin Islands,1972,3.55,9.72
British Virgin Islands,1973,3.68,10.09
British Virgin Islands,1974,3.42,9.37
British Virgin Islands,1975,3.86,10.58
British Virgin Islands,1976,3.48,9.54
British Virgin Islands,1977,3.75,10.29
British Virgin Islands,1978,3.52,9.65
British Virgin Islands,1979,3.46,9.49
British Virgin Islands,1980,3.44,9.43
British Virgin Islands,1981,6.88,18.84
British Virgin Islands,1982,6.74,18.47
British Virgin Islands,1983,7.69,21.07
British Virgin Islands,1984,6.77,18.55
British Virgin Islands,1985,5.15,14.10
British Virgin Islands,1986,4.93,13.52
British Virgin Islands,1988,4.73,12.96
British Virgin Islands,1989,4.73,12.95
British Virgin Islands,1990,4.43,12.14
British Virgin Islands,1991,4.23,11.59
British Virgin Islands,1992,4.29,11.76
Brunei,1970,88.57,242.66
Brunei,1971,59.39,162.71
Brunei,1972,72.01,197.29
Brunei,1973,98.20,269.03
Brunei,1974,66.52,182.23
Brunei,1975,65.50,179.45
Brunei,1976,68.12,186.64
Brunei,1977,85.13,233.24
Brunei,1978,92.79,254.21
Brunei,1979,80.10,219.46
Brunei,1980,91.05,249.45
Brunei,1981,74.99,205.46
Brunei,1982,73.94,202.58
Brunei,1983,113.07,309.78
Brunei,1984,72.55,198.76
Brunei,1985,63.00,172.62
Brunei,1986,68.37,187.31
Brunei,1987,81.79,224.08
Brunei,1988,67.45,184.79
Brunei,1989,52.18,142.95
Brunei,1990,70.97,194.45
Brunei,1991,66.11,181.14
Brunei,1992,84.24,230.80
Brunei,1993,71.76,196.60
Brunei,1994,65.72,180.07
Brunei,1995,71.55,196.03
Brunei,1996,59.58,163.23
Brunei,1997,59.71,163.59
Brunei,1998,55.73,152.68
Brunei,1999,29.05,79.60
Brunei,2000,28.96,79.33
Brunei,2001,29.01,79.47
Brunei,2002,28.37,77.73
Brunei,2003,30.45,83.44
Brunei,2004,28.70,78.64
Brunei,2005,30.04,82.30
Brunei,2006,35.64,97.64
Brunei,2007,34.67,95.00
Brunei,2008,36.22,99.24
Brunei,2009,35.31,96.73
Brunei,2010,36.34,99.56
Brunei,2011,36.79,100.79
Brunei,2012,37.10,101.63
Bulgaria,1970,10.37,28.41
Bulgaria,1971,10.34,28.32
Bulgaria,1972,10.66,29.20
Bulgaria,1973,10.75,29.46
Bulgaria,1974,10.83,29.66
Bulgaria,1975,11.58,31.72
Bulgaria,1976,11.63,31.85
Bulgaria,1977,11.99,32.85
Bulgaria,1978,12.66,34.68
Bulgaria,1979,13.15,36.02
Bulgaria,1980,13.51,37.02
Bulgaria,1981,13.10,35.88
Bulgaria,1982,13.25,36.29
Bulgaria,1983,13.12,35.94
Bulgaria,1984,12.82,35.14
Bulgaria,1985,13.13,35.98
Bulgaria,1986,13.26,36.32
Bulgaria,1987,13.20,36.16
Bulgaria,1988,13.59,37.24
Bulgaria,1989,13.10,35.90
Bulgaria,1990,12.40,33.97
Bulgaria,1991,9.93,27.19
Bulgaria,1992,9.43,25.83
Bulgaria,1993,9.30,25.49
Bulgaria,1994,9.10,24.92
Bulgaria,1995,9.73,26.65
Bulgaria,1996,9.91,27.14
Bulgaria,1997,9.45,25.89
Bulgaria,1998,8.71,23.86
Bulgaria,1999,8.02,21.98
Bulgaria,2000,8.10,22.20
Bulgaria,2001,8.58,23.51
Bulgaria,2002,8.13,22.27
Bulgaria,2003,9.01,24.67
Bulgaria,2004,8.92,24.45
Bulgaria,2005,8.95,24.52
Bulgaria,2006,9.20,25.20
Bulgaria,2007,9.61,26.33
Bulgaria,2008,9.57,26.23
Bulgaria,2009,8.75,23.97
Bulgaria,2010,9.19,25.17
Bulgaria,2011,9.93,27.20
Bulgaria,2012,9.30,25.48
Burkina Faso,1970,1.31,3.59
Burkina Faso,1971,1.28,3.52
Burkina Faso,1972,1.21,3.31
Burkina Faso,1973,1.18,3.23
Burkina Faso,1974,1.09,2.97
Burkina Faso,1975,1.12,3.06
Burkina Faso,1976,1.13,3.10
Burkina Faso,1977,1.19,3.25
Burkina Faso,1978,1.14,3.11
Burkina Faso,1979,1.18,3.24
Burkina Faso,1980,1.27,3.48
Burkina Faso,1981,1.20,3.30
Burkina Faso,1982,1.26,3.44
Burkina Faso,1983,1.22,3.35
Burkina Faso,1984,1.22,3.35
Burkina Faso,1985,1.26,3.46
Burkina Faso,1986,1.28,3.50
Burkina Faso,1987,1.29,3.53
Burkina Faso,1988,1.28,3.50
Burkina Faso,1989,1.29,3.55
Burkina Faso,1990,1.38,3.78
Burkina Faso,1991,1.31,3.59
Burkina Faso,1992,1.36,3.72
Burkina Faso,1993,1.35,3.69
Burkina Faso,1994,1.36,3.72
Burkina Faso,1995,1.39,3.82
Burkina Faso,1996,1.40,3.83
Burkina Faso,1997,1.45,3.97
Burkina Faso,1998,4.14,11.33
Burkina Faso,1999,3.67,10.06
Burkina Faso,2000,4.00,10.97
Burkina Faso,2001,3.45,9.46
Burkina Faso,2002,4.07,11.16
Burkina Faso,2003,3.45,9.46
Burkina Faso,2004,3.32,9.10
Burkina Faso,2005,3.56,9.76
Burkina Faso,2006,2.99,8.19
Burkina Faso,2007,3.06,8.39
Burkina Faso,2008,2.77,7.59
Burkina Faso,2009,2.87,7.87
Burkina Faso,2010,2.78,7.62
Burkina Faso,2011,2.71,7.44
Burkina Faso,2012,2.65,7.26
Burundi,1970,0.64,1.75
Burundi,1971,0.63,1.72
Burundi,1972,0.64,1.76
Burundi,1973,0.66,1.80
Burundi,1974,0.65,1.78
Burundi,1975,0.67,1.82
Burundi,1976,0.66,1.80
Burundi,1977,0.65,1.78
Burundi,1978,0.64,1.75
Burundi,1979,0.64,1.75
Burundi,1980,0.58,1.59
Burundi,1981,0.52,1.43
Burundi,1982,0.51,1.41
Burundi,1983,0.51,1.40
Burundi,1984,0.51,1.39
Burundi,1985,0.49,1.36
Burundi,1986,0.52,1.41
Burundi,1987,0.50,1.37
Burundi,1988,0.52,1.41
Burundi,1989,0.51,1.38
Burundi,1990,0.52,1.42
Burundi,1991,0.52,1.43
Burundi,1992,0.52,1.41
Burundi,1993,0.52,1.43
Burundi,1994,0.51,1.39
Burundi,1995,0.50,1.38
Burundi,1996,0.50,1.38
Burundi,1997,0.50,1.37
Burundi,1998,1.01,2.76
Burundi,1999,0.44,1.21
Burundi,2000,0.53,1.45
Burundi,2001,0.52,1.42
Burundi,2002,0.75,2.04
Burundi,2003,0.76,2.07
Burundi,2004,0.75,2.05
Burundi,2005,0.71,1.96
Burundi,2006,0.72,1.98
Burundi,2007,0.69,1.89
Burundi,2008,0.70,1.91
Burundi,2009,0.70,1.91
Burundi,2010,0.69,1.89
Burundi,2011,0.68,1.86
Burundi,2012,0.67,1.84
Cambodia,1970,3.40,9.31
Cambodia,1971,2.64,7.23
Cambodia,1972,2.26,6.19
Cambodia,1973,1.93,5.28
Cambodia,1974,1.36,3.72
Cambodia,1975,1.51,4.14
Cambodia,1976,1.47,4.03
Cambodia,1977,1.67,4.57
Cambodia,1978,1.80,4.92
Cambodia,1979,1.50,4.12
Cambodia,1980,2.19,5.99
Cambodia,1981,2.00,5.47
Cambodia,1982,2.25,6.16
Cambodia,1983,2.79,7.63
Cambodia,1984,1.77,4.86
Cambodia,1985,1.97,5.40
Cambodia,1986,2.05,5.62
Cambodia,1987,2.11,5.78
Cambodia,1988,2.18,5.96
Cambodia,1989,1.98,5.44
Cambodia,1990,2.18,5.96
Cambodia,1991,1.96,5.37
Cambodia,1992,2.16,5.93
Cambodia,1993,2.01,5.50
Cambodia,1994,1.72,4.72
Cambodia,1995,1.95,5.35
Cambodia,1996,1.73,4.75
Cambodia,1997,1.73,4.74
Cambodia,1998,10.81,29.60
Cambodia,1999,4.61,12.62
Cambodia,2000,3.47,9.50
Cambodia,2001,5.16,14.14
Cambodia,2002,8.59,23.55
Cambodia,2003,8.25,22.59
Cambodia,2004,13.65,37.41
Cambodia,2005,7.63,20.90
Cambodia,2006,7.58,20.76
Cambodia,2007,14.41,39.49
Cambodia,2008,8.68,23.78
Cambodia,2009,6.22,17.05
Cambodia,2010,8.82,24.18
Cambodia,2011,8.72,23.90
Cambodia,2012,8.62,23.62
Cameroon,1970,10.07,27.59
Cameroon,1971,9.62,26.35
Cameroon,1972,9.23,25.29
Cameroon,1973,9.67,26.49
Cameroon,1974,7.57,20.73
Cameroon,1975,7.89,21.62
Cameroon,1976,7.89,21.60
Cameroon,1977,8.96,24.55
Cameroon,1978,7.55,20.68
Cameroon,1979,7.96,21.80
Cameroon,1980,9.46,25.93
Cameroon,1981,7.87,21.57
Cameroon,1982,8.66,23.72
Cameroon,1983,8.63,23.64
Cameroon,1984,8.44,23.12
Cameroon,1985,7.55,20.67
Cameroon,1986,7.74,21.21
Cameroon,1987,7.64,20.92
Cameroon,1988,6.39,17.51
Cameroon,1989,7.07,19.37
Cameroon,1990,8.33,22.81
Cameroon,1991,6.71,18.38
Cameroon,1992,7.35,20.14
Cameroon,1993,6.79,18.62
Cameroon,1994,6.35,17.39
Cameroon,1995,6.74,18.47
Cameroon,1996,6.46,17.69
Cameroon,1997,6.41,17.56
Cameroon,1998,10.86,29.75
Cameroon,1999,9.05,24.79
Cameroon,2000,10.68,29.26
Cameroon,2001,7.59,20.79
Cameroon,2002,7.97,21.84
Cameroon,2003,10.11,27.71
Cameroon,2004,5.75,15.76
Cameroon,2005,9.23,25.28
Cameroon,2006,6.92,18.96
Cameroon,2007,6.54,17.92
Cameroon,2008,6.40,17.52
Cameroon,2009,6.01,16.46
Cameroon,2010,5.00,13.69
Cameroon,2011,4.89,13.40
Cameroon,2012,4.79,13.12
Canada,1970,23.21,63.59
Canada,1971,23.67,64.86
Canada,1972,22.61,61.95
Canada,1973,23.27,63.74
Canada,1974,23.64,64.77
Canada,1975,22.83,62.55
Canada,1976,24.70,67.68
Canada,1977,24.15,66.16
Canada,1978,22.89,62.71
Canada,1979,27.04,74.10
Canada,1980,28.95,79.31
Canada,1981,28.09,76.96
Canada,1982,22.87,62.66
Canada,1983,22.52,61.69
Canada,1984,22.15,60.69
Canada,1985,22.23,60.91
Canada,1986,21.59,59.16
Canada,1987,21.51,58.93
Canada,1988,23.17,63.48
Canada,1989,29.00,79.46
Canada,1990,21.90,60.01
Canada,1991,22.23,60.89
Canada,1992,21.69,59.43
Canada,1993,22.74,62.29
Canada,1994,27.73,75.97
Canada,1995,28.48,78.03
Canada,1996,23.55,64.52
Canada,1997,23.01,63.05
Canada,1998,37.33,102.27
Canada,1999,26.94,73.80
Canada,2000,24.72,67.73
Canada,2001,23.12,63.34
Canada,2002,28.97,79.38
Canada,2003,30.03,82.29
Canada,2004,32.51,89.07
Canada,2005,26.30,72.05
Canada,2006,27.48,75.28
Canada,2007,27.12,74.31
Canada,2008,27.34,74.90
Canada,2009,22.30,61.09
Canada,2010,22.47,61.56
Canada,2011,30.09,82.45
Canada,2012,29.56,80.97
Cape Verde,1970,0.71,1.96
Cape Verde,1971,0.70,1.92
Cape Verde,1972,0.74,2.02
Cape Verde,1973,0.77,2.12
Cape Verde,1974,0.79,2.17
Cape Verde,1975,0.82,2.26
Cape Verde,1976,0.85,2.32
Cape Verde,1977,0.91,2.48
Cape Verde,1978,0.91,2.50
Cape Verde,1979,1.03,2.83
Cape Verde,1980,1.09,2.98
Cape Verde,1981,0.99,2.72
Cape Verde,1982,0.61,1.68
Cape Verde,1983,0.58,1.58
Cape Verde,1984,0.63,1.74
Cape Verde,1985,0.64,1.74
Cape Verde,1986,0.44,1.20
Cape Verde,1987,0.47,1.29
Cape Verde,1988,0.60,1.64
Cape Verde,1989,0.61,1.68
Cape Verde,1990,0.61,1.67
Cape Verde,1991,0.62,1.70
Cape Verde,1992,0.66,1.81
Cape Verde,1993,0.65,1.78
Cape Verde,1994,0.60,1.65
Cape Verde,1995,0.65,1.78
Cape Verde,1996,0.58,1.60
Cape Verde,1997,0.61,1.67
Cape Verde,1998,0.63,1.73
Cape Verde,1999,0.64,1.76
Cape Verde,2000,0.77,2.10
Cape Verde,2001,0.68,1.86
Cape Verde,2002,0.68,1.87
Cape Verde,2003,0.69,1.89
Cape Verde,2004,0.72,1.97
Cape Verde,2005,0.76,2.09
Cape Verde,2008,0.75,2.06
Cape Verde,2009,0.76,2.08
Caribbean small states,1970,7.27,19.91
Caribbean small states,1971,7.10,19.46
Caribbean small states,1972,7.78,21.31
Caribbean small states,1973,6.16,16.88
Caribbean small states,1974,6.16,16.87
Caribbean small states,1975,6.55,17.95
Caribbean small states,1976,6.55,17.96
Caribbean small states,1977,6.06,16.59
Caribbean small states,1978,4.98,13.64
Caribbean small states,1979,6.56,17.96
Caribbean small states,1980,5.24,14.34
Caribbean small states,1981,7.87,21.55
Caribbean small states,1982,7.55,20.69
Caribbean small states,1983,7.41,20.29
Caribbean small states,1984,6.69,18.33
Caribbean small states,1985,6.35,17.40
Caribbean small states,1986,6.35,17.39
Caribbean small states,1987,6.84,18.75
Caribbean small states,1988,6.34,17.38
Caribbean small states,1989,6.60,18.08
Caribbean small states,1990,7.15,19.59
Caribbean small states,1991,6.99,19.16
Caribbean small states,1992,7.22,19.78
Caribbean small states,1993,7.41,20.30
Caribbean small states,1994,6.46,17.70
Caribbean small states,1995,6.78,18.57
Caribbean small states,1996,6.91,18.94
Caribbean small states,1997,6.84,18.73
Caribbean small states,1998,8.67,23.77
Caribbean small states,1999,7.58,20.78
Caribbean small states,2000,7.84,21.48
Caribbean small states,2001,7.51,20.58
Caribbean small states,2002,4.31,11.80
Caribbean small states,2003,9.27,25.40
Caribbean small states,2004,9.95,27.25
Caribbean small states,2005,10.73,29.39
Caribbean small states,2006,11.91,32.63
Caribbean small states,2007,11.99,32.85
Caribbean small states,2008,12.29,33.67
Caribbean small states,2009,15.12,41.42
Caribbean small states,2010,12.37,33.90
Caribbean small states,2011,13.10,35.89
Caribbean small states,2012,13.57,37.17
Cayman Islands,1970,8.09,22.16
Cayman Islands,1971,7.78,21.31
Cayman Islands,1972,9.64,26.42
Cayman Islands,1973,9.45,25.88
Cayman Islands,1974,8.07,22.10
Cayman Islands,1975,9.18,25.16
Cayman Islands,1976,7.26,19.89
Cayman Islands,1977,7.76,21.27
Cayman Islands,1978,6.59,18.05
Cayman Islands,1979,6.30,17.27
Cayman Islands,1981,11.58,31.74
Cayman Islands,1982,11.17,30.61
Cayman Islands,1983,13.36,36.61
Cayman Islands,1984,12.38,33.91
Cayman Islands,1988,13.33,36.51
Cayman Islands,1989,12.63,34.60
Cayman Islands,1990,11.89,32.58
Cayman Islands,1991,11.72,32.12
Central African Republic,1970,58.01,158.95
Central African Republic,1971,54.70,149.87
Central African Republic,1972,52.64,144.21
Central African Republic,1973,57.37,157.17
Central African Republic,1974,39.84,109.15
Central African Republic,1975,43.19,118.34
Central African Republic,1976,44.18,121.04
Central African Republic,1977,53.64,146.95
Central African Republic,1978,41.51,113.73
Central African Republic,1979,45.68,125.15
Central African Republic,1980,58.98,161.60
Central African Republic,1981,44.55,122.05
Central African Republic,1982,52.43,143.65
Central African Republic,1983,45.91,125.79
Central African Republic,1984,43.87,120.18
Central African Republic,1985,37.09,101.62
Central African Republic,1986,37.00,101.38
Central African Republic,1987,38.57,105.68
Central African Republic,1988,33.96,93.04
Central African Republic,1989,37.73,103.37
Central African Republic,1990,49.74,136.28
Central African Republic,1991,35.19,96.42
Central African Republic,1992,42.13,115.43
Central African Republic,1993,36.97,101.29
Central African Republic,1994,35.51,97.27
Central African Republic,1995,39.93,109.41
Central African Republic,1996,37.70,103.29
Central African Republic,1997,37.62,103.07
Central African Republic,1998,152.59,418.04
Central African Republic,1999,118.92,325.79
Central African Republic,2000,133.06,364.54
Central African Republic,2001,118.43,324.47
Central African Republic,2002,89.82,246.07
Central African Republic,2003,133.84,366.68
Central African Republic,2004,85.18,233.38
Central African Republic,2005,110.35,302.34
Central African Republic,2006,141.71,388.25
Central African Republic,2007,162.65,445.61
Central African Republic,2008,138.88,380.48
Central African Republic,2009,97.24,266.41
Central African Republic,2010,114.97,314.98
Central African Republic,2011,114.67,314.17
Central African Republic,2012,114.72,314.30
Central Europe and the Baltics,1970,13.45,36.86
Central Europe and the Baltics,1971,13.46,36.88
Central Europe and the Baltics,1972,13.82,37.87
Central Europe and the Baltics,1973,14.31,39.20
Central Europe and the Baltics,1974,14.48,39.66
Central Europe and the Baltics,1975,14.87,40.74
Central Europe and the Baltics,1976,15.25,41.78
Central Europe and the Baltics,1977,15.67,42.94
Central Europe and the Baltics,1978,16.17,44.29
Central Europe and the Baltics,1979,16.30,44.66
Central Europe and the Baltics,1980,16.11,44.13
Central Europe and the Baltics,1981,15.81,43.33
Central Europe and the Baltics,1982,15.76,43.18
Central Europe and the Baltics,1983,15.84,43.40
Central Europe and the Baltics,1984,15.84,43.41
Central Europe and the Baltics,1985,15.76,43.19
Central Europe and the Baltics,1986,15.85,43.43
Central Europe and the Baltics,1987,15.72,43.06
Central Europe and the Baltics,1988,15.76,43.17
Central Europe and the Baltics,1989,15.30,41.91
Central Europe and the Baltics,1990,12.59,34.48
Central Europe and the Baltics,1991,11.48,31.46
Central Europe and the Baltics,1992,10.68,29.26
Central Europe and the Baltics,1993,10.27,28.13
Central Europe and the Baltics,1994,10.07,27.59
Central Europe and the Baltics,1995,10.21,27.98
Central Europe and the Baltics,1996,10.19,27.92
Central Europe and the Baltics,1997,9.97,27.30
Central Europe and the Baltics,1998,9.09,24.90
Central Europe and the Baltics,1999,8.71,23.87
Central Europe and the Baltics,2000,9.02,24.72
Central Europe and the Baltics,2001,9.05,24.80
Central Europe and the Baltics,2002,8.97,24.57
Central Europe and the Baltics,2003,9.26,25.38
Central Europe and the Baltics,2004,9.43,25.84
Central Europe and the Baltics,2005,9.43,25.83
Central Europe and the Baltics,2006,9.63,26.38
Central Europe and the Baltics,2007,9.72,26.62
Central Europe and the Baltics,2008,9.64,26.41
Central Europe and the Baltics,2009,9.06,24.82
Central Europe and the Baltics,2010,9.48,25.99
Central Europe and the Baltics,2011,9.59,26.28
Central Europe and the Baltics,2012,9.34,25.59
Chad,1970,3.94,10.80
Chad,1971,3.80,10.40
Chad,1972,3.79,10.39
Chad,1973,3.73,10.22
Chad,1974,2.69,7.37
Chad,1975,2.85,7.81
Chad,1976,2.94,8.06
Chad,1977,3.40,9.33
Chad,1978,2.98,8.17
Chad,1979,3.18,8.71
Chad,1980,3.72,10.20
Chad,1981,3.15,8.64
Chad,1982,3.48,9.53
Chad,1983,3.18,8.71
Chad,1984,2.78,7.62
Chad,1985,2.49,6.81
Chad,1986,2.53,6.92
Chad,1987,2.61,7.15
Chad,1988,2.43,6.66
Chad,1989,2.60,7.11
Chad,1990,3.08,8.43
Chad,1991,2.48,6.80
Chad,1992,2.72,7.46
Chad,1993,2.49,6.81
