Entity,Year,Cadmium (BGS (2016)),Cobalt (BGS (2016)),Diamond (BGS (2016)),Graphite (BGS (2016)),Lithium (BGS (2016)),Mercury (BGS (2016)),Platinum (BGS (2016)),Uranium (BGS (2016)),Silicon (BGS (2016))
South Korea,1994,909,,,4300,,,,,
South Korea,1995,1665,,,1938,,,,,
South Korea,1996,930,,,1113,,,,,
South Korea,1997,1000,,,83,,,,,
South Korea,1998,1178,,,62,,,,,
South Korea,1999,1791,,,62,,,,,
South Korea,2000,1911,,,65,,,,,
South Korea,2001,1879,,,238,,,,,
South Korea,2002,1827,,,94,,,,,
South Korea,2003,2175,,,58,,,,,
South Korea,2004,2362,,,247,,,,,
South Korea,2005,2582,,,39,,,,,
South Korea,2006,3320,,,68,,,,,
South Korea,2007,2846,,,52,,,,,
South Korea,2008,3090,,,73,,,,,
South Korea,2009,2500,,,48,,,,,
South Korea,2010,4166,,,34,,,,,
South Korea,2011,3005,,,,,,,,
South Korea,2012,3904,,,,,,,,
South Korea,2013,3904,,,,,,,,
South Korea,2014,5645,,,,,,,,
South Korea,2015,5600,,,,,,,,
Spain,1970,111,,,,,1542200,,71,
Spain,1971,102,,,,,1700115,,125,
Spain,1972,111,,,,,1861336,,116,38310
Spain,1973,136,,,,,2139712,,79,44157
Spain,1974,178,,,,,1897569,,62,54439
Spain,1975,205,,,,,1621569,,147,55442
Spain,1976,246,,,,,1384140,,192,56604
Spain,1977,303,,,,,931845,,163,68316
Spain,1978,253,,,,,1069949,,153,97647
Spain,1979,222,,,,,1147106,,162,124870
Spain,1980,309,,,,,1656000,,167,123433
Spain,1981,303,,,,,1560469,,151,85559
Spain,1982,286,,,,,1656000,,155,62847
Spain,1983,278,,,,,1416156,,175,50460
Spain,1984,290,,,,,1519898,,191,60000
Spain,1985,268,,,,,1552707,,201,61000
Spain,1986,247,,,,,1470379,,214,35000
Spain,1987,297,,,,,1570971,,223,40000
Spain,1988,438,,,,,1614586,,228,36000
Spain,1989,361,,,,,967083,,228,38000
Spain,1990,355,,,,,713300,,164,37500
Spain,1991,344,,,,,52100,,195,40000
Spain,1992,379,,,,,36363,,187,40000
Spain,1993,365,,,,,660882,,183,30000
Spain,1994,387,,,,,391575,,255,29100
Spain,1995,397,,,,,1503648,,254,33249
Spain,1996,307,,,,,861825,,254,35890
Spain,1997,334,,,,,389229,,254,38340
Spain,1998,196,,,,,672681,,255,39115
Spain,1999,,,,,,433000,,255,42000
Spain,2000,,,,,,236600,,251,50071
Spain,2001,,,,,,524000,,0,53427
Spain,2002,,,,,6800,726139,,0,56994
Spain,2003,,,,,6333,745260,,,60000
Spain,2004,,,,,3226,0,,,60000
Spain,2005,,,,,4008,,,,70000
Spain,2006,,,,,8339,,,,67000
Spain,2007,,,,,10326,,,,71000
Spain,2008,,,,,9342,,,,74000
Spain,2009,,,,,4270,,,,44000
Spain,2010,,,,,7824,,,,64400
Spain,2011,,,,,,,,,69700
Spain,2012,,,,,,,,,68600
Spain,2013,,,,,,,,,80500
Spain,2014,,,,,,,,,80000
Spain,2015,,,,,,,,,80000
Sri Lanka,1972,,,,7141,,,,,
Sri Lanka,1973,,,,7811,,,,,
Sri Lanka,1974,,,,10427,,,,,
Sri Lanka,1975,,,,7918,,,,,
Sri Lanka,1976,,,,8135,,,,,
Sri Lanka,1977,,,,8893,,,,,
Sri Lanka,1978,,,,10708,,,,,
Sri Lanka,1979,,,,9432,,,,,
Sri Lanka,1980,,,,7794,,,,,
Sri Lanka,1981,,,,7543,,,,,
Sri Lanka,1982,,,,8804,,,,,
Sri Lanka,1983,,,,5768,,,,,
Sri Lanka,1984,,,,5768,,,,,
Sri Lanka,1985,,,,7472,,,,,
Sri Lanka,1986,,,,7453,,,,,
Sri Lanka,1987,,,,6718,,,,,
Sri Lanka,1988,,,,6394,,,,,
Sri Lanka,1989,,,,3993,,,,,
Sri Lanka,1990,,,,5558,,,,,
Sri Lanka,1991,,,,6409,,,,,
Sri Lanka,1992,,,,3269,,,,,
Sri Lanka,1993,,,,3033,,,,,
Sri Lanka,1994,,,,2974,,,,,
Sri Lanka,1995,,,,4825,,,,,
Sri Lanka,1996,,,,5645,,,,,
Sri Lanka,1997,,,,5400,,,,,
Sri Lanka,1998,,,,5910,,,,,
Sri Lanka,1999,,,,4592,,,,,
Sri Lanka,2000,,,,5902,,,,,
Sri Lanka,2001,,,,6585,,,,,
Sri Lanka,2002,,,,3619,,,,,
Sri Lanka,2003,,,,3387,,,,,
Sri Lanka,2004,,,,5374,,,,,
Sri Lanka,2005,,,,4370,,,,,
Sri Lanka,2006,,,,5756,,,,,
Sri Lanka,2007,,,,9593,,,,,
Sri Lanka,2008,,,,6615,,,,,
Sri Lanka,2009,,,,3171,,,,,
Sri Lanka,2010,,,,3437,,,,,
Sri Lanka,2011,,,,3357,,,,,
Sri Lanka,2012,,,,4173,,,,,
Sri Lanka,2013,,,,3143,,,,,
Sri Lanka,2014,,,,3100,,,,,
Sri Lanka,2015,,,,3100,,,,,
Swaziland,1980,,,0,,,,,,
Swaziland,1981,,,0,,,,,,
Swaziland,1982,,,0,,,,,,
Swaziland,1983,,,0,,,,,,
Swaziland,1984,,,16837,,,,,,
Swaziland,1985,,,21128,,,,,,
Swaziland,1986,,,39144,,,,,,
Swaziland,1987,,,40000,,,,,,
Swaziland,1988,,,72676,,,,,,
Swaziland,1989,,,55264,,,,,,
Swaziland,1990,,,42488,,,,,,
Swaziland,1991,,,57420,,,,,,
Swaziland,1992,,,50547,,,,,,
Swaziland,1993,,,61686,,,,,,
Swaziland,1994,,,76100,,,,,,
Swaziland,1995,,,75000,,,,,,
Swaziland,1996,,,75000,,,,,,
Sweden,1972,,,,,,,,,57776
Sweden,1973,,,,,,,,,57885
Sweden,1974,,,,,,,,,51813
Sweden,1975,,,,,,,,,52102
Sweden,1976,,,,,,,,,37498
Sweden,1977,,,,,,,,,22383
Sweden,1978,,,,,,,,,652
Sweden,1979,,,,,,,,,0
Sweden,1980,,,,,,,,,7741
Sweden,1981,,,,,,,,,18619
Sweden,1982,,,,,,,,,14177
Sweden,1983,,,,,,,,,19406
Sweden,1984,,,,,,,,,23278
Sweden,1985,,,,,,,,,26564
Sweden,1986,,,,,,,,,20103
Sweden,1987,,,,,,,,,19949
Sweden,1988,,,,,,,,,20622
Sweden,1989,,,,,,,,,20996
Sweden,1990,,,,,,,,,18670
Sweden,1991,,,,,,,,,18627
Sweden,1992,,,,,,,,,15451
Sweden,1993,,,,,,,,,18073
Sweden,1994,,,,,,,,,18584
Sweden,1995,,,,0,,,,,21970
Sweden,1996,,,,500,,,,,21287
Sweden,1997,,,,1581,,,,,22410
Sweden,1998,,,,3277,,,,,20356
Sweden,1999,,,,4504,,,,,21440
Sweden,2000,,,,5602,,,,,18948
Sweden,2001,,,,1035,,,,,21197
Sweden,2002,,,,,,,,,21500
Sweden,2003,,,,,,,,,17100
Sweden,2004,,,,,,,,,18500
Sweden,2005,,,,,,,,,9800
Sweden,2006,,,,,,,,,4600
Sweden,2007,,,,,,,,,4300
Sweden,2011,,,,0,,,,,
Sweden,2012,,,,0,,,,,
Sweden,2013,,,,0,,,,,
Sweden,2014,,,,0,,,,,
Sweden,2015,,,,113,,,,,
Switzerland,1980,,,,,,,,,3000
Switzerland,1981,,,,,,,,,3000
Switzerland,1982,,,,,,,,,3000
Switzerland,1983,,,,,,,,,2000
Switzerland,1984,,,,,,,,,3000
Switzerland,1985,,,,,,,,,3000
Switzerland,1986,,,,,,,,,3000
Switzerland,1987,,,,,,,,,3000
Switzerland,1988,,,,,,,,,3000
Switzerland,1989,,,,,,,,,3000
Switzerland,1990,,,,,,,,,3000
Switzerland,1991,,,,,,,,,3000
Switzerland,1992,,,,,,,,,3000
Switzerland,1993,,,,,,,,,3000
Taiwan,1972,,,,,,,,,10806
Taiwan,1973,,,,,,,,,13400
Taiwan,1974,,,,,,,,,27180
Taiwan,1975,,,,,,,,,23177
Taiwan,1976,,,,,,,,,23342
Taiwan,1977,,,,,,,,,24672
Taiwan,1978,,,,,,,,,25419
Taiwan,1979,,,,,,,,,31245
Taiwan,1980,,,,,,,,,28390
Taiwan,1981,,,,,,,,,17523
Taiwan,1982,,,,,,,,,16930
Taiwan,1983,,,,,,,,,18304
Taiwan,1984,,,,,,,,,23714
Taiwan,1985,,,,,,,,,17272
Taiwan,1986,,,,,,,,,20456
Taiwan,1987,,,,,,,,,11266
Taiwan,1988,,,,,,,,,19601
Taiwan,1989,,,,,,,,,19277
Taiwan,1990,,,,,,,,,15501
Taiwan,1991,,,,,,,,,6252
Taiwan,1992,,,,,,,,,2606
Taiwan,1994,,,,,,,,,646
Taiwan,1995,,,,,,,,,288
Taiwan,1996,,,,,,,,,2481
Taiwan,1997,,,,,,,,,3391
Taiwan,1998,,,,,,,,,3775
Taiwan,1999,,,,,,,,,3212
Taiwan,2000,,,,,,,,,2975
Taiwan,2001,,,,,,,,,1181
Tajikistan,1992,,,,,,100000,,,
Tajikistan,1993,,,,,,80000,,,
Tajikistan,1994,,,,,,55000,,,
Tajikistan,1995,,,,,,50000,,,
Tajikistan,1996,,,,,,45000,,,
Tajikistan,1997,,,,,,40000,,,
Tajikistan,1998,,,,,,35000,,,
Tajikistan,1999,,,,,,35000,,,
Tajikistan,2000,,,,,,40000,,,
Tajikistan,2001,,,,,,40000,,,
Tajikistan,2002,,,,,,20000,,,
Tajikistan,2003,,,,,,30000,,,
Tajikistan,2004,,,,,,30000,,,
Tajikistan,2005,,,,,,30000,,,
Tajikistan,2006,,,,,,30000,,,
Tajikistan,2007,,,,,,30000,,,
Tajikistan,2008,,,,,,30000,,,
Tajikistan,2009,,,,,,19000,,,
Tajikistan,2010,,,,,,88000,,,
Tajikistan,2011,,,,,,100000,,,
Tajikistan,2012,,,,,,103000,,,
Tajikistan,2013,,,,,,130000,,,
Tajikistan,2014,,,,,,85000,,,
Tajikistan,2015,,,,,,100000,,,
Tanzania,1970,,,708145,,,,,,
Tanzania,1971,,,837190,,,,,,
Tanzania,1972,,,652045,,,,,,
Tanzania,1973,,,501459,,,,,,
Tanzania,1974,,,489569,,,,,,
Tanzania,1975,,,447800,,,,,,
Tanzania,1976,,,431601,,,,,,
Tanzania,1977,,,507294,,,,,,
Tanzania,1978,,,295117,,,,,,
Tanzania,1979,,,341912,,,,,,
Tanzania,1980,,,269876,,,,,,
Tanzania,1981,,,236500,,,,,,
Tanzania,1982,,,297000,,,,,,
Tanzania,1983,,,215000,,,,,,
Tanzania,1984,,,277000,,,,,,
Tanzania,1985,,,255736,,,,,,
Tanzania,1986,,,173972,,,,,,
Tanzania,1987,,,122824,,,,,,
Tanzania,1988,,,85892,,,,,,
Tanzania,1989,,,75885,,,,,,
Tanzania,1990,,,74480,,,,,,
Tanzania,1991,,,99762,,,,,,
Tanzania,1992,,,67304,0,,,,,
Tanzania,1993,,,40847,0,,,,,
Tanzania,1994,,,25500,0,,,,,
Tanzania,1995,,,49538,359,,,,,
Tanzania,1996,,,126700,6776,,,,,
Tanzania,1997,,,123090,,,,,,
Tanzania,1998,,,97830,,,,,,
Tanzania,1999,,,234800,,,,,,
Tanzania,2000,,,354388,,,,,,
Tanzania,2001,,,254271,,,,,,
Tanzania,2002,,,239761,,,,,,
Tanzania,2003,,,236382,,,,,,
Tanzania,2004,,,303920,,,,,,
Tanzania,2005,,,219640,,,,,,
Tanzania,2006,,,272204,,,,,,
Tanzania,2007,,,282786,,,,,,
Tanzania,2008,,,237676,,,,,,
Tanzania,2009,,,181874,,,,,,
Tanzania,2010,,,80498,,,,,,
Tanzania,2011,,,40691,,,,,,
Tanzania,2012,,,127174,,,,,,
Tanzania,2013,,,179633,,,,,,
Tanzania,2014,,,252875,,,,,,
Tanzania,2015,,,216482,,,,,,
Thailand,1975,,,,,,,,,393
Thailand,1976,,,,30,,,,,1159
Thailand,1977,,,,23,,,,,0
Thailand,1978,,,,23,,,,,1635
Thailand,1979,,,,0,,,,,3041
Thailand,1980,,,,2074,,,,,60
Thailand,1981,,,,1800,,,,,280
Thailand,1982,,,,630,,,,,
Thailand,1988,0,,,,,,,,
Thailand,1989,0,,,,,,,,
Thailand,1990,0,,,,,,,,
Thailand,1991,373,,,,,,,,
Thailand,1992,635,,,,,,,,
Thailand,1993,449,,,,,,,,
Thailand,1994,643,,,,,,,,
Thailand,1995,365,,,,,,,,
Thailand,1996,385,,,,,,,,
Thailand,1997,440,,,,,,,,
Togo,2003,,,87200,,,,,,
Togo,2004,,,123106,,,,,,
Togo,2005,,,11773,,,,,,
Togo,2006,,,25368,,,,,,
Togo,2007,,,13452,,,,,,
Togo,2008,,,8787,,,,,,
Togo,2009,,,125,,,,,,
Togo,2010,,,96,,,,,,
Togo,2011,,,71,,,,,,
Togo,2012,,,456,,,,,,
Togo,2013,,,24,,,,,,
Togo,2014,,,23,,,,,,
Togo,2015,,,46,,,,,,
Tunisia,1970,,,,,,3450,,,
Tunisia,1971,,,,,,11710,,,
Tunisia,1972,,,,,,8200,,,
Tunisia,1973,,,,,,3850,,,
Turkey,1970,,,,,,296000,,,
Turkey,1971,,,,,,357000,,,
Turkey,1972,,,,,,260400,,,
Turkey,1973,,,,,,322126,,,
Turkey,1974,,,,,,304497,,,
Turkey,1975,,,,,,183096,,,
Turkey,1976,0,,,,,168896,,,
Turkey,1977,20,,,,,161520,,,
Turkey,1978,15,,,1295,,173062,,,
Turkey,1979,12,,,1673,,162771,,,
Turkey,1980,10,,,1820,,153801,,,
Turkey,1981,10,,,3298,,204345,,,0
Turkey,1982,10,,,3360,,246262,,,4300
Turkey,1983,10,,,4805,,161667,,,4500
Turkey,1984,31,,,,,182125,,,6902
Turkey,1985,32,,,,,226328,,,6900
Turkey,1986,6,,,3586,,261649,,,4876
Turkey,1987,11,,,11760,,210519,,,4400
Turkey,1988,22,,,12911,,97359,,,5200
Turkey,1989,54,,,11873,,96000,,,4970
Turkey,1990,46,,,18712,,66000,,,5225
Turkey,1991,22,,,26570,,25000,,,1736
Turkey,1992,23,,,20978,,5000,,,1250
Turkey,1993,31,,,20000,,,,,4680
Turkey,1994,22,,,20000,,,,,4930
Turkey,1995,36,,,20000,,,,,11900
Turkey,1996,42,,,20000,,,,,4460
Turkey,1997,89,,,15000,,,,,4730
Turkey,1998,69,,,15000,,,,,4810
Turkey,1999,64,,,2078,,,,,620
Turkey,2002,,,,1393,,,,,
Turkey,2003,,,,942,,,,,
Turkey,2004,,,,1000,,,,,
Turkey,2005,,,,0,,,,,
Turkey,2006,,,,0,,,,,
Turkey,2007,,,,0,,,,,
Turkey,2008,,,,3236,,,,,
Turkey,2009,,,,2400,,,,,
Turkey,2010,0,,,0,,,,,
Turkey,2011,0,,,5250,,,,,
Turkey,2012,0,,,31500,,,,,
Turkey,2013,12,,,28740,,,,,
Turkey,2014,0,,,28500,,,,,
Turkey,2015,0,,,32000,,,,,
Uganda,2005,,638,,,,,,,
Uganda,2006,,674,,,,,,,
Uganda,2007,,698,,,,,,,
Uganda,2008,,663,,,,,,,
Uganda,2009,,673,,,,,,,
Uganda,2010,,568,,,,,,,
Uganda,2011,,673,,,,,,,
Uganda,2012,,556,,,,,,,
Uganda,2013,,181,,,,,,,
Uganda,2014,,0,,,,,,,
Uganda,2015,,0,,,,,,,
Ukraine,1992,5,,,26300,,100000,,500,500000
Ukraine,1993,7,,,10300,,40000,,500,400000
Ukraine,1994,10,,,6000,,50000,,500,277400
Ukraine,1995,15,,,8757,,40000,,500,321200
Ukraine,1996,,,,5367,,30000,,500,254400
Ukraine,1997,,,,4289,,,,500,288200
Ukraine,1998,,,,5104,,,,500,222511
Ukraine,1999,,,,7461,,,,500,243600
Ukraine,2000,,,,7431,,,,500,323417
Ukraine,2001,,,,6400,,,,750,231000
Ukraine,2002,,,,9400,,,,800,250617
Ukraine,2003,,,,11000,,,,800,286200
Ukraine,2004,,,,10960,,,,800,324700
Ukraine,2005,,,,10400,,,,800,227500
Ukraine,2006,,,,10700,,,,800,169000
Ukraine,2007,,,,10600,,,,846,218485
Ukraine,2008,,,,11300,,,,800,201706
Ukraine,2009,,,,4300,,,,840,193034
Ukraine,2010,,,,2800,,,,850,253801
Ukraine,2011,,,,600,,,,890,186306
Ukraine,2012,,,,4600,,,,960,150265
Ukraine,2013,,,,6900,,,,922,191207
Ukraine,2014,,,,13800,,,,926,167977
Ukraine,2015,,,,14500,,,,1200,114826
United Kingdom,1970,318,,,,,,,,
United Kingdom,1971,262,,,,,,,,
United Kingdom,1972,240,,,,,,,,
United Kingdom,1973,307,,,,,,,,
United Kingdom,1974,273,,,,,,,,
United Kingdom,1975,275,,,,,,,,
United Kingdom,1976,190,,,,,,,,
United Kingdom,1977,295,,,,,,,,
United Kingdom,1978,291,,,,,,,,
United Kingdom,1979,424,,,,,,,,
United Kingdom,1980,375,,,,,,,,
United Kingdom,1981,278,,,,,,,,
United Kingdom,1982,354,,,,,,,,
United Kingdom,1983,340,,,,,,,,
United Kingdom,1984,390,,,,,,,,
United Kingdom,1985,370,,,,,,,,
United Kingdom,1986,379,,,,,,,,
United Kingdom,1987,498,,,,,,,,
United Kingdom,1988,399,,,,,,,,
United Kingdom,1989,395,,,,,,,,
United Kingdom,1990,438,,,,,,,,
United Kingdom,1991,449,,,,,,,,
United Kingdom,1992,383,,,,,,,,
United Kingdom,1993,458,,,,,,,,
United Kingdom,1994,469,,,,,,,,
United Kingdom,1995,549,,,,,,,,
United Kingdom,1996,537,,,,,,,,
United Kingdom,1997,455,,,,,,,,
United Kingdom,1998,440,,,,,,,,
United Kingdom,1999,547,,,,,,,,
United Kingdom,2000,503,,,,,,,,
United Kingdom,2001,425,,,,,,,,
United Kingdom,2002,292,,,,,,,,
United Kingdom,2003,22,,,,,,,,
United Kingdom,2004,0,,,,,,,,
United States,1970,4293,,,,,940976,250,9825,
United States,1971,3597,,,,,616481,317,9932,
United States,1972,3760,,,,,253342,115,9924,763293
United States,1973,3403,,,,,76771,173,10182,796325
United States,1974,3024,,,,3500,75461,128,8868,845362
United States,1975,1989,,,,4000,253928,165,8900,717456
United States,1976,2047,,,,4000,797464,85,9750,664000
United States,1977,1999,,,,4000,973657,,11360,704000
United States,1978,1653,,,,4000,832972,,14250,638000
United States,1979,1823,,,,5000,1017609,,14400,646000
United States,1980,1578,,,,5000,1056839,,16800,507000
United States,1981,1603,,,,5000,961935,,14800,526245
United States,1982,1007,,,,3500,888025,,10300,271200
United States,1983,1052,,,,4500,864239,195,8200,284958
United States,1984,1686,,,,5000,656642,455,5700,444856
United States,1985,1603,,,,4500,569839,470,4300,400679
United States,1986,1486,,,,4000,483000,500,5200,307936
United States,1987,1515,,,,4000,74000,1030,5000,324096
United States,1988,1885,,,,4000,419000,1490,5051,449328
United States,1989,1550,,,,4500,454000,1680,5308,475255
United States,1990,1678,,,,4000,562000,2050,3430,433726
United States,1991,1676,,,,4000,58000,1730,3059,338154
United States,1992,1620,,,,3500,64000,1650,2171,346290
United States,1993,1094,,,,3500,29000,2050,1192,323351
United States,1994,1011,,,,3500,15000,1960,1289,359000
United States,1995,1266,,,,3500,15000,1590,2324,358000
United States,1996,1525,,,,4000,15000,1840,2420,362000
United States,1997,2059,,,,4000,15000,2610,2171,359000
United States,1998,1240,,,,1500,15000,3240,1810,334000
United States,1999,1185,,,,1500,15000,2920,1773,325000
United States,2000,1890,,,,1500,15000,3110,1522,250000
United States,2001,1449,,,,1500,15000,3760,1015,190827
United States,2002,1432,,,,1500,15000,4385,901,181832
United States,2003,1416,,,,1500,15000,4168,770,147964
United States,2004,1480,,,,1500,15000,4043,878,170592
United States,2005,1470,,,,1500,15000,3919,1034,164000
United States,2006,723,,,,1500,15000,4292,1581,194000
United States,2007,735,,,,1500,15000,3857,1746,220000
United States,2008,777,,,,1500,15000,3577,1503,248000
United States,2009,633,,,,1500,15000,3826,1428,194000
United States,2010,637,,,,1000,15000,3450,1628,246000
United States,2011,600,0,,,1000,15000,3700,1537,
United States,2012,600,0,,,1000,15000,3670,1596,
United States,2013,600,0,,,870,15000,3720,1794,
United States,2014,550,120,,,900,15000,3660,1884,
United States,2015,500,760,,,900,15000,3700,1287,
Uzbekistan,1992,,,,,,,,2680,
Uzbekistan,1993,,,,,,,,2600,
Uzbekistan,1994,100,,,,,,,2015,
Uzbekistan,1995,100,,,,,,,1800,
Uzbekistan,1996,100,,,,,,,1459,
Uzbekistan,1997,100,,,,,,,1764,
Uzbekistan,1998,100,,,,,,,2000,
Uzbekistan,1999,100,,,,,,,2130,
Uzbekistan,2000,,,,,,,,2350,
Uzbekistan,2001,,,,,,,,1962,
Uzbekistan,2002,,,,,,,,1860,
Uzbekistan,2003,,,,,,,,1770,
Uzbekistan,2004,,,,,,,,2035,
Uzbekistan,2005,,,,,,,,2629,
Uzbekistan,2006,,,,,,,,2270,
Uzbekistan,2007,,,,,,,,2320,
Uzbekistan,2008,,,,,,,,2338,
Uzbekistan,2009,,,,,,,,2429,
Uzbekistan,2010,,,,,,,,2400,
Uzbekistan,2011,,,,,,,,3000,
Uzbekistan,2012,,,,,,,,3000,
Uzbekistan,2013,,,,,,,,2400,
Uzbekistan,2014,,,,,,,,2400,
Uzbekistan,2015,,,,,,,,2385,
Venezuela,1970,,,508700,,,,,,
Venezuela,1971,,,499020,,,,,,
Venezuela,1972,,,456300,,,,,,
Venezuela,1973,,,780829,,,,,,
Venezuela,1974,,,1199973,,,,,,
Venezuela,1975,,,1060000,,,,,,
Venezuela,1976,,,851000,,,,,,
Venezuela,1977,,,687115,,,,,,
Venezuela,1978,,,755869,,,,,,3200
Venezuela,1979,,,802646,,,,,,6300
Venezuela,1980,,,665721,,,,,,59200
Venezuela,1981,,,490426,,,,,,43986
Venezuela,1982,,,435272,,,,,,42136
Venezuela,1983,,,278915,,,,,,46636
Venezuela,1984,,,272922,,,,,,40900
Venezuela,1985,,,215272,,,,,,60583
Venezuela,1986,,,211731,,,,,,50743
Venezuela,1987,,,112812,,,,,,52188
Venezuela,1988,,,128405,,,,,,51363
Venezuela,1989,,,213264,,,,,,54873
Venezuela,1990,,,336976,,,,,,53422
Venezuela,1991,,,337022,,,,,,54327
Venezuela,1992,,,486935,,,,,,44552
Venezuela,1993,,,410750,,,,,,47522
Venezuela,1994,,,582522,,,,,,41032
Venezuela,1995,,,296116,,,,,,50389
Venezuela,1996,,,172016,,,,,,63131
Venezuela,1997,,,284208,,,,,,58000
Venezuela,1998,,,96811,,,,,,35571
Venezuela,1999,,,95144,,,,,,55505
Venezuela,2000,,,109597,,,,,,86188
Venezuela,2001,,,52804,,,,,,85708
Venezuela,2002,,,141463,,,,,,87528
Venezuela,2003,,,38489,,,,,,90534
Venezuela,2004,,,40036,,,,,,92000
Venezuela,2005,,,55154,,,,,,92000
Venezuela,2006,,,27598,,,,,,92000
Venezuela,2007,,,14502,,,,,,94000
Venezuela,2008,,,9381,,,,,,88000
Venezuela,2009,,,7730,,,,,,52100
Venezuela,2010,,,2099,,,,,,91000
Venezuela,2011,,,,,,,,,84700
Venezuela,2012,,,,,,,,,72300
Venezuela,2013,,,,,,,,,74300
Venezuela,2014,,,,,,,,,80000
Venezuela,2015,,,,,,,,,80000
Vietnam,2011,,0,,,,,,,
Vietnam,2012,,0,,,,,,,
Vietnam,2013,,0,,,,,,,
Vietnam,2014,,223,,,,,,,
Vietnam,2015,,277,,,,,,,
Zambia,1970,12,2052,,,,,,,
Zambia,1971,10,2079,,,,,,,
Zambia,1972,16,5200,,,,,,,
Zambia,1973,15,4900,,,,,,,
Zambia,1974,13,3000,,,,,,,
Zambia,1975,6,4900,,,,,,,
Zambia,1976,7,2175,,,,,,,
Zambia,1977,,1704,,,,,,,
Zambia,1978,,2063,,,,,,,
Zambia,1979,,3176,,,,,,,
Zambia,1980,,3310,,,,,,,
Zambia,1981,,2570,,,,,,,
Zambia,1982,,2446,,,,,,,
Zambia,1983,,2407,,,,,,,
Zambia,1984,,3472,,,,,,,
Zambia,1985,,4415,,,,,,,
Zambia,1986,,4344,,,,,,,
Zambia,1987,,4479,,,,,,,
Zambia,1988,,5025,,,,,,,
Zambia,1989,,4488,,,,,,,
Zambia,1990,,4614,,,,,,,
Zambia,1991,,4817,,,,,,,
Zambia,1992,,4610,,,,,,,
Zambia,1993,,4211,,,,,,,
Zambia,1994,,2480,,,,,,,
Zambia,1995,,2934,,,,,,,
Zambia,1996,,4799,,,,,,,
Zambia,1997,,3949,,,,,,,
Zambia,1998,,5011,,,,,,,
Zambia,1999,,3946,,,,,,,
Zambia,2000,,3342,,,,,,,
Zambia,2001,,4665,,,,,,,
Zambia,2002,,6144,,,,,,,
Zambia,2003,,6620,,,,,,,
Zambia,2004,,5791,,,,,,,
Zambia,2005,,5422,,,,,,,
Zambia,2006,,4665,,,,,,,
Zambia,2007,,4335,,,,,,,
Zambia,2008,,4041,,,,,,,
Zambia,2009,,1535,,,,,,,
Zambia,2010,,5134,,,,,,,
Zambia,2011,,5956,,,,,,,
Zambia,2012,,5665,,,,,,,
Zambia,2013,,5658,,,,,,,
Zambia,2014,,4317,,,,,,,
Zambia,2015,,2997,,,,,,,
Zimbabwe,1972,,,,,0,,,,
Zimbabwe,1973,,,,,0,,,,
Zimbabwe,1974,,,,,3600,,,,
Zimbabwe,1975,,,,,883,,,,34449
Zimbabwe,1976,,0,,8064,40722,,,,
Zimbabwe,1977,,0,,8017,8050,,,,
Zimbabwe,1978,,17,,5655,16688,,0,,
Zimbabwe,1979,,205,,5737,13197,,0,,
Zimbabwe,1980,,115,,7385,21030,,93,,
Zimbabwe,1981,,94,,11218,16444,,72,,
Zimbabwe,1982,,98,,8225,9786,,53,,
Zimbabwe,1983,,73,,19862,19193,,53,,
Zimbabwe,1984,,77,,12334,22548,,24,,
Zimbabwe,1985,,91,,10450,27910,,19,,
Zimbabwe,1986,,76,,15004,32760,,26,,
Zimbabwe,1987,,111,,13530,14959,,18,,
Zimbabwe,1988,,122,0,11441,15073,,28,,
Zimbabwe,1989,,111,0,18147,20647,,25,,2290
Zimbabwe,1990,,121,0,16384,19053,,21,,1640
Zimbabwe,1991,,118,0,12903,9186,,19,,
Zimbabwe,1992,,100,40654,12346,12837,,9,,
Zimbabwe,1993,,113,43850,7142,18064,,4,,
Zimbabwe,1994,,126,173588,7890,25279,,7,,
Zimbabwe,1995,,109,204416,11381,33498,,6,,
Zimbabwe,1996,,106,437266,7691,30929,,7,,
Zimbabwe,1997,,126,421307,12779,49833,,345,,
Zimbabwe,1998,,100,28732,13806,28055,,2730,,
Zimbabwe,1999,,129,42578,12321,36671,,390,,
Zimbabwe,2000,,79,23028,11838,37914,,504,,
Zimbabwe,2001,,95,0,11837,36103,,519,,16848
Zimbabwe,2002,,74,0,9700,29320,,2053,,0
Zimbabwe,2003,,44,0,6280,12131,,2330,,0
Zimbabwe,2004,,59,44454,10267,13710,,4438,,987
Zimbabwe,2005,,304,243928,6177,37499,,,,4882
Zimbabwe,2006,,26,1046025,6588,,,,,1024
Zimbabwe,2007,,29,695016,5418,,,,,3097
Zimbabwe,2008,,28,797198,5134,,,,,1612
Zimbabwe,2009,,39,963502,2463,50000,,,,603
Zimbabwe,2010,,58,8435224,741,42000,,,,
Zimbabwe,2011,,174,8502648,7252,44000,,,,
Zimbabwe,2012,,195,12060163,7022,47000,,,,
Zimbabwe,2013,,319,10411818,6934,44000,,,,
Zimbabwe,2014,,358,4771637,6853,44000,,,,
Zimbabwe,2015,,380,3490881,7000,44000,,,,
