Entity,Year,Freedom of the Press Status 4 (Freedom House (2016))
Samoa,2011,3500
Samoa,2012,3500
Samoa,2013,3500
Samoa,2014,3500
San Marino,2002,3500
San Marino,2003,3500
San Marino,2004,3500
San Marino,2005,3500
San Marino,2006,3500
San Marino,2007,3500
San Marino,2008,3500
San Marino,2009,3500
San Marino,2010,3500
San Marino,2011,3500
San Marino,2012,3500
San Marino,2013,3500
San Marino,2014,3500
Sao Tome and Principe,1979,1500
Sao Tome and Principe,1980,1500
Sao Tome and Principe,1981,1500
Sao Tome and Principe,1983,1500
Sao Tome and Principe,1984,1500
Sao Tome and Principe,1985,1500
Sao Tome and Principe,1986,1500
Sao Tome and Principe,1987,1500
Sao Tome and Principe,1988,1500
Sao Tome and Principe,1989,1500
Sao Tome and Principe,1990,1500
Sao Tome and Principe,1991,2500
Sao Tome and Principe,1992,2500
Sao Tome and Principe,1993,2500
Sao Tome and Principe,1994,2500
Sao Tome and Principe,1995,2500
Sao Tome and Principe,1996,2500
Sao Tome and Principe,1997,3500
Sao Tome and Principe,1998,3500
Sao Tome and Principe,1999,3500
Sao Tome and Principe,2000,3500
Sao Tome and Principe,2001,3500
Sao Tome and Principe,2002,3500
Sao Tome and Principe,2003,3500
Sao Tome and Principe,2004,3500
Sao Tome and Principe,2005,3500
Sao Tome and Principe,2006,3500
Sao Tome and Principe,2007,3500
Sao Tome and Principe,2008,3500
Sao Tome and Principe,2009,3500
Sao Tome and Principe,2010,3500
Sao Tome and Principe,2011,3500
Sao Tome and Principe,2012,3500
Sao Tome and Principe,2013,3500
Sao Tome and Principe,2014,3500
Saudi Arabia,1979,1500
Saudi Arabia,1980,1500
Saudi Arabia,1981,1500
Saudi Arabia,1983,1500
Saudi Arabia,1984,1500
Saudi Arabia,1985,1500
Saudi Arabia,1986,1500
Saudi Arabia,1987,1500
Saudi Arabia,1988,1500
Saudi Arabia,1989,1500
Saudi Arabia,1990,1500
Saudi Arabia,1991,1500
Saudi Arabia,1992,1500
Saudi Arabia,1993,1500
Saudi Arabia,1994,1500
Saudi Arabia,1995,1500
Saudi Arabia,1996,1500
Saudi Arabia,1997,1500
Saudi Arabia,1998,1500
Saudi Arabia,1999,1500
Saudi Arabia,2000,1500
Saudi Arabia,2001,1500
Saudi Arabia,2002,1500
Saudi Arabia,2003,1500
Saudi Arabia,2004,1500
Saudi Arabia,2005,1500
Saudi Arabia,2006,1500
Saudi Arabia,2007,1500
Saudi Arabia,2008,1500
Saudi Arabia,2009,1500
Saudi Arabia,2010,1500
Saudi Arabia,2011,1500
Saudi Arabia,2012,1500
Saudi Arabia,2013,1500
Saudi Arabia,2014,1500
Senegal,1979,2500
Senegal,1980,2500
Senegal,1981,2500
Senegal,1983,2500
Senegal,1984,2500
Senegal,1985,2500
Senegal,1986,2500
Senegal,1987,2500
Senegal,1988,2500
Senegal,1989,2500
Senegal,1990,2500
Senegal,1991,2500
Senegal,1992,2500
Senegal,1993,2500
Senegal,1994,2500
Senegal,1995,2500
Senegal,1996,2500
Senegal,1997,2500
Senegal,1998,2500
Senegal,1999,2500
Senegal,2000,2500
Senegal,2001,2500
Senegal,2002,2500
Senegal,2003,2500
Senegal,2004,2500
Senegal,2005,2500
Senegal,2006,2500
Senegal,2007,2500
Senegal,2008,2500
Senegal,2009,2500
Senegal,2010,2500
Senegal,2011,2500
Senegal,2012,2500
Senegal,2013,2500
Senegal,2014,2500
Serbia,2006,2500
Serbia,2007,2500
Serbia,2008,2500
Serbia,2009,2500
Serbia,2010,2500
Serbia,2011,2500
Serbia,2012,2500
Serbia,2013,2500
Serbia,2014,2500
Seychelles,1979,1500
Seychelles,1980,1500
Seychelles,1981,1500
Seychelles,1983,1500
Seychelles,1984,1500
Seychelles,1985,1500
Seychelles,1986,1500
Seychelles,1987,1500
Seychelles,1988,1500
Seychelles,1989,1500
Seychelles,1990,1500
Seychelles,1991,1500
Seychelles,1992,2500
Seychelles,1993,2500
Seychelles,1994,2500
Seychelles,1995,2500
Seychelles,1996,2500
Seychelles,1997,2500
Seychelles,1998,2500
Seychelles,1999,2500
Seychelles,2000,2500
Seychelles,2001,2500
Seychelles,2002,2500
Seychelles,2003,2500
Seychelles,2004,2500
Seychelles,2005,2500
Seychelles,2006,2500
Seychelles,2007,2500
Seychelles,2008,2500
Seychelles,2009,2500
Seychelles,2010,2500
Seychelles,2011,2500
Seychelles,2012,2500
Seychelles,2013,2500
Seychelles,2014,2500
Sierra Leone,1979,1500
Sierra Leone,1980,1500
Sierra Leone,1981,1500
Sierra Leone,1983,2500
Sierra Leone,1984,2500
Sierra Leone,1985,2500
Sierra Leone,1986,2500
Sierra Leone,1987,2500
Sierra Leone,1988,1500
Sierra Leone,1989,1500
Sierra Leone,1990,2500
Sierra Leone,1991,2500
Sierra Leone,1992,1500
Sierra Leone,1993,1500
Sierra Leone,1994,1500
Sierra Leone,1995,1500
Sierra Leone,1996,1500
Sierra Leone,1997,1500
Sierra Leone,1998,1500
Sierra Leone,1999,1500
Sierra Leone,2000,1500
Sierra Leone,2001,1500
Sierra Leone,2002,1500
Sierra Leone,2003,2500
Sierra Leone,2004,2500
Sierra Leone,2005,2500
Sierra Leone,2006,2500
Sierra Leone,2007,2500
Sierra Leone,2008,2500
Sierra Leone,2009,2500
Sierra Leone,2010,2500
Sierra Leone,2011,2500
Sierra Leone,2012,2500
Sierra Leone,2013,2500
Sierra Leone,2014,2500
Singapore,1979,1500
Singapore,1980,1500
Singapore,1981,1500
Singapore,1983,1500
Singapore,1984,1500
Singapore,1985,2500
Singapore,1986,2500
Singapore,1987,2500
Singapore,1988,2500
Singapore,1989,2500
Singapore,1990,2500
Singapore,1991,2500
Singapore,1992,2500
Singapore,1993,2500
Singapore,1994,1500
Singapore,1995,1500
Singapore,1996,1500
Singapore,1997,1500
Singapore,1998,1500
Singapore,1999,1500
Singapore,2000,1500
Singapore,2001,1500
Singapore,2002,1500
Singapore,2003,1500
Singapore,2004,1500
Singapore,2005,1500
Singapore,2006,1500
Singapore,2007,1500
Singapore,2008,1500
Singapore,2009,1500
Singapore,2010,1500
Singapore,2011,1500
Singapore,2012,1500
Singapore,2013,1500
Singapore,2014,1500
Slovakia,1993,2500
Slovakia,1994,2500
Slovakia,1995,2500
Slovakia,1996,2500
Slovakia,1997,2500
Slovakia,1998,3500
Slovakia,1999,3500
Slovakia,2000,3500
Slovakia,2001,3500
Slovakia,2002,3500
Slovakia,2003,3500
Slovakia,2004,3500
Slovakia,2005,3500
Slovakia,2006,3500
Slovakia,2007,3500
Slovakia,2008,3500
Slovakia,2009,3500
Slovakia,2010,3500
Slovakia,2011,3500
Slovakia,2012,3500
Slovakia,2013,3500
Slovakia,2014,3500
Slovenia,1992,2500
Slovenia,1993,2500
Slovenia,1994,2500
Slovenia,1995,3500
Slovenia,1996,3500
Slovenia,1997,3500
Slovenia,1998,3500
Slovenia,1999,3500
Slovenia,2000,3500
Slovenia,2001,3500
Slovenia,2002,3500
Slovenia,2003,3500
Slovenia,2004,3500
Slovenia,2005,3500
Slovenia,2006,3500
Slovenia,2007,3500
Slovenia,2008,3500
Slovenia,2009,3500
Slovenia,2010,3500
Slovenia,2011,3500
Slovenia,2012,3500
Slovenia,2013,3500
Slovenia,2014,3500
Solomon Islands,1993,3500
Solomon Islands,1994,3500
Solomon Islands,1995,3500
Solomon Islands,1996,3500
Solomon Islands,1997,3500
Solomon Islands,1998,3500
Solomon Islands,1999,3500
Solomon Islands,2000,3500
Solomon Islands,2001,3500
Solomon Islands,2002,3500
Solomon Islands,2003,3500
Solomon Islands,2004,3500
Solomon Islands,2005,3500
Solomon Islands,2006,3500
Solomon Islands,2007,3500
Solomon Islands,2008,3500
Solomon Islands,2009,3500
Solomon Islands,2010,3500
Solomon Islands,2011,3500
Solomon Islands,2012,3500
Solomon Islands,2013,3500
Solomon Islands,2014,3500
Somalia,1979,1500
Somalia,1980,1500
Somalia,1981,1500
Somalia,1983,1500
Somalia,1984,1500
Somalia,1985,1500
Somalia,1986,1500
Somalia,1987,1500
Somalia,1988,1500
Somalia,1989,1500
Somalia,1990,1500
Somalia,1991,1500
Somalia,1992,1500
Somalia,1993,1500
Somalia,1994,1500
Somalia,1995,1500
Somalia,1996,1500
Somalia,1997,1500
Somalia,1998,1500
Somalia,1999,1500
Somalia,2000,1500
Somalia,2001,1500
Somalia,2002,1500
Somalia,2003,1500
Somalia,2004,1500
Somalia,2005,1500
Somalia,2006,1500
Somalia,2007,1500
Somalia,2008,1500
Somalia,2009,1500
Somalia,2010,1500
Somalia,2011,1500
Somalia,2012,1500
Somalia,2013,1500
Somalia,2014,1500
Somaliland,2014,2500
South Africa,1979,2500
South Africa,1980,2500
South Africa,1981,2500
South Africa,1983,2500
South Africa,1984,2500
South Africa,1985,2500
South Africa,1986,2500
South Africa,1987,2500
South Africa,1988,1500
South Africa,1989,2500
South Africa,1990,2500
South Africa,1991,2500
South Africa,1992,2500
South Africa,1993,2500
South Africa,1994,3500
South Africa,1995,3500
South Africa,1996,3500
South Africa,1997,3500
South Africa,1998,3500
South Africa,1999,3500
South Africa,2000,3500
South Africa,2001,3500
South Africa,2002,3500
South Africa,2003,3500
South Africa,2004,3500
South Africa,2005,3500
South Africa,2006,3500
South Africa,2007,3500
South Africa,2008,3500
South Africa,2009,2500
South Africa,2010,2500
South Africa,2011,2500
South Africa,2012,2500
South Africa,2013,2500
South Africa,2014,2500
South Korea,1979,2500
South Korea,1980,1500
South Korea,1981,2500
South Korea,1983,2500
South Korea,1984,2500
South Korea,1985,2500
South Korea,1986,2500
South Korea,1987,2500
South Korea,1988,3500
South Korea,1989,3500
South Korea,1990,3500
South Korea,1991,3500
South Korea,1992,3500
South Korea,1993,3500
South Korea,1994,3500
South Korea,1995,3500
South Korea,1996,3500
South Korea,1997,3500
South Korea,1998,3500
South Korea,1999,3500
South Korea,2000,3500
South Korea,2001,3500
South Korea,2002,3500
South Korea,2003,3500
South Korea,2004,3500
South Korea,2005,3500
South Korea,2006,3500
South Korea,2007,3500
South Korea,2008,3500
South Korea,2009,3500
South Korea,2010,2500
South Korea,2011,2500
South Korea,2012,2500
South Korea,2013,2500
South Korea,2014,2500
South Sudan,2011,2500
South Sudan,2012,2500
South Sudan,2013,1500
South Sudan,2014,1500
Spain,1979,3500
Spain,1980,3500
Spain,1981,3500
Spain,1983,3500
Spain,1984,3500
Spain,1985,3500
Spain,1986,3500
Spain,1987,3500
Spain,1988,3500
Spain,1989,3500
Spain,1990,3500
Spain,1991,3500
Spain,1992,3500
Spain,1993,3500
Spain,1994,3500
Spain,1995,3500
Spain,1996,3500
Spain,1997,3500
Spain,1998,3500
Spain,1999,3500
Spain,2000,3500
Spain,2001,3500
Spain,2002,3500
Spain,2003,3500
Spain,2004,3500
Spain,2005,3500
Spain,2006,3500
Spain,2007,3500
Spain,2008,3500
Spain,2009,3500
Spain,2010,3500
Spain,2011,3500
Spain,2012,3500
Spain,2013,3500
Spain,2014,3500
Sri Lanka,1979,3500
Sri Lanka,1980,3500
Sri Lanka,1981,3500
Sri Lanka,1983,2500
Sri Lanka,1984,2500
Sri Lanka,1985,2500
Sri Lanka,1986,2500
Sri Lanka,1987,2500
Sri Lanka,1988,2500
Sri Lanka,1989,2500
Sri Lanka,1990,2500
Sri Lanka,1991,2500
Sri Lanka,1992,2500
Sri Lanka,1993,2500
Sri Lanka,1994,2500
Sri Lanka,1995,2500
Sri Lanka,1996,2500
Sri Lanka,1997,2500
Sri Lanka,1998,2500
Sri Lanka,1999,1500
Sri Lanka,2000,1500
Sri Lanka,2001,1500
Sri Lanka,2002,2500
Sri Lanka,2003,2500
Sri Lanka,2004,2500
Sri Lanka,2005,2500
Sri Lanka,2006,1500
Sri Lanka,2007,1500
Sri Lanka,2008,1500
Sri Lanka,2009,1500
Sri Lanka,2010,1500
Sri Lanka,2011,1500
Sri Lanka,2012,1500
Sri Lanka,2013,1500
Sri Lanka,2014,1500
Sudan,1979,1500
Sudan,1980,1500
Sudan,1981,1500
Sudan,1983,1500
Sudan,1984,1500
Sudan,1985,1500
Sudan,1986,2500
Sudan,1987,2500
Sudan,1988,2500
Sudan,1989,1500
Sudan,1990,1500
Sudan,1991,1500
Sudan,1992,1500
Sudan,1993,1500
Sudan,1994,1500
Sudan,1995,1500
Sudan,1996,1500
Sudan,1997,1500
Sudan,1998,1500
Sudan,1999,1500
Sudan,2000,1500
Sudan,2001,1500
Sudan,2002,1500
Sudan,2003,1500
Sudan,2004,1500
Sudan,2005,1500
Sudan,2006,1500
Sudan,2007,1500
Sudan,2008,1500
Sudan,2009,1500
Sudan,2010,1500
Sudan,2011,1500
Sudan,2012,1500
Sudan,2013,1500
Sudan,2014,1500
Suriname,1979,3500
Suriname,1980,1500
Suriname,1981,1500
Suriname,1983,1500
Suriname,1984,1500
Suriname,1985,1500
Suriname,1986,1500
Suriname,1987,2500
Suriname,1988,3500
Suriname,1989,2500
Suriname,1990,2500
Suriname,1991,2500
Suriname,1992,2500
Suriname,1993,2500
Suriname,1994,2500
Suriname,1995,2500
Suriname,1996,2500
Suriname,1997,2500
Suriname,1998,2500
Suriname,1999,2500
Suriname,2000,3500
Suriname,2001,3500
Suriname,2002,3500
Suriname,2003,3500
Suriname,2004,3500
Suriname,2005,3500
Suriname,2006,3500
Suriname,2007,3500
Suriname,2008,3500
Suriname,2009,3500
Suriname,2010,3500
Suriname,2011,3500
Suriname,2012,3500
Suriname,2013,3500
Suriname,2014,3500
Swaziland,1979,1500
Swaziland,1980,1500
Swaziland,1981,1500
Swaziland,1983,1500
Swaziland,1984,1500
Swaziland,1985,1500
Swaziland,1986,1500
Swaziland,1987,1500
Swaziland,1988,1500
Swaziland,1989,1500
Swaziland,1990,1500
Swaziland,1991,2500
Swaziland,1992,2500
Swaziland,1993,1500
Swaziland,1994,1500
Swaziland,1995,1500
Swaziland,1996,1500
Swaziland,1997,1500
Swaziland,1998,1500
Swaziland,1999,1500
Swaziland,2000,1500
Swaziland,2001,1500
Swaziland,2002,1500
Swaziland,2003,1500
Swaziland,2004,1500
Swaziland,2005,1500
Swaziland,2006,1500
Swaziland,2007,1500
Swaziland,2008,1500
Swaziland,2009,1500
Swaziland,2010,1500
Swaziland,2011,1500
Swaziland,2012,1500
Swaziland,2013,1500
Swaziland,2014,1500
Sweden,1979,3500
Sweden,1980,3500
Sweden,1981,3500
Sweden,1983,3500
Sweden,1984,3500
Sweden,1985,3500
Sweden,1986,3500
Sweden,1987,3500
Sweden,1988,3500
Sweden,1989,3500
Sweden,1990,3500
Sweden,1991,3500
Sweden,1992,3500
Sweden,1993,3500
Sweden,1994,3500
Sweden,1995,3500
Sweden,1996,3500
Sweden,1997,3500
Sweden,1998,3500
Sweden,1999,3500
Sweden,2000,3500
Sweden,2001,3500
Sweden,2002,3500
Sweden,2003,3500
Sweden,2004,3500
Sweden,2005,3500
Sweden,2006,3500
Sweden,2007,3500
Sweden,2008,3500
Sweden,2009,3500
Sweden,2010,3500
Sweden,2011,3500
Sweden,2012,3500
Sweden,2013,3500
Sweden,2014,3500
Switzerland,1979,3500
Switzerland,1980,3500
Switzerland,1981,3500
Switzerland,1983,3500
Switzerland,1984,3500
Switzerland,1985,3500
Switzerland,1986,3500
Switzerland,1987,3500
Switzerland,1988,3500
Switzerland,1989,3500
Switzerland,1990,3500
Switzerland,1991,3500
Switzerland,1992,3500
Switzerland,1993,3500
Switzerland,1994,3500
Switzerland,1995,3500
Switzerland,1996,3500
Switzerland,1997,3500
Switzerland,1998,3500
Switzerland,1999,3500
Switzerland,2000,3500
Switzerland,2001,3500
Switzerland,2002,3500
Switzerland,2003,3500
Switzerland,2004,3500
Switzerland,2005,3500
Switzerland,2006,3500
Switzerland,2007,3500
Switzerland,2008,3500
Switzerland,2009,3500
Switzerland,2010,3500
Switzerland,2011,3500
Switzerland,2012,3500
Switzerland,2013,3500
Switzerland,2014,3500
Syria,1979,1500
Syria,1980,1500
Syria,1981,1500
Syria,1983,1500
Syria,1984,1500
Syria,1985,1500
Syria,1986,1500
Syria,1987,1500
Syria,1988,1500
Syria,1989,1500
Syria,1990,1500
Syria,1991,1500
Syria,1992,1500
Syria,1993,1500
Syria,1994,1500
Syria,1995,1500
Syria,1996,1500
Syria,1997,1500
Syria,1998,1500
Syria,1999,1500
Syria,2000,1500
Syria,2001,1500
Syria,2002,1500
Syria,2003,1500
Syria,2004,1500
Syria,2005,1500
Syria,2006,1500
Syria,2007,1500
Syria,2008,1500
Syria,2009,1500
Syria,2010,1500
Syria,2011,1500
Syria,2012,1500
Syria,2013,1500
Syria,2014,1500
Taiwan,1979,2500
Taiwan,1980,2500
Taiwan,1981,2500
Taiwan,1983,2500
Taiwan,1984,2500
Taiwan,1985,2500
Taiwan,1986,2500
Taiwan,1987,2500
Taiwan,1988,2500
Taiwan,1989,2500
Taiwan,1990,2500
Taiwan,1991,2500
Taiwan,1992,2500
Taiwan,1993,3500
Taiwan,1994,3500
Taiwan,1995,3500
Taiwan,1996,3500
Taiwan,1997,3500
Taiwan,1998,3500
Taiwan,1999,3500
Taiwan,2000,3500
Taiwan,2001,3500
Taiwan,2002,3500
Taiwan,2003,3500
Taiwan,2004,3500
Taiwan,2005,3500
Taiwan,2006,3500
Taiwan,2007,3500
Taiwan,2008,3500
Taiwan,2009,3500
Taiwan,2010,3500
Taiwan,2011,3500
Taiwan,2012,3500
Taiwan,2013,3500
Taiwan,2014,3500
Tajikistan,1992,1500
Tajikistan,1993,1500
Tajikistan,1994,1500
Tajikistan,1995,1500
Tajikistan,1996,1500
Tajikistan,1997,1500
Tajikistan,1998,1500
Tajikistan,1999,1500
Tajikistan,2000,1500
Tajikistan,2001,1500
Tajikistan,2002,1500
Tajikistan,2003,1500
Tajikistan,2004,1500
Tajikistan,2005,1500
Tajikistan,2006,1500
Tajikistan,2007,1500
Tajikistan,2008,1500
Tajikistan,2009,1500
Tajikistan,2010,1500
Tajikistan,2011,1500
Tajikistan,2012,1500
Tajikistan,2013,1500
Tajikistan,2014,1500
Tanzania,1979,1500
Tanzania,1980,1500
Tanzania,1981,1500
Tanzania,1983,1500
Tanzania,1984,1500
Tanzania,1985,1500
Tanzania,1986,1500
Tanzania,1987,1500
Tanzania,1988,1500
Tanzania,1989,1500
Tanzania,1990,1500
Tanzania,1991,1500
Tanzania,1992,2500
Tanzania,1993,2500
Tanzania,1994,2500
Tanzania,1995,2500
Tanzania,1996,2500
Tanzania,1997,2500
Tanzania,1998,2500
Tanzania,1999,2500
Tanzania,2000,2500
Tanzania,2001,2500
Tanzania,2002,2500
Tanzania,2003,2500
Tanzania,2004,2500
Tanzania,2005,2500
Tanzania,2006,2500
Tanzania,2007,2500
Tanzania,2008,2500
Tanzania,2009,2500
Tanzania,2010,2500
Tanzania,2011,2500
Tanzania,2012,2500
Tanzania,2013,2500
Tanzania,2014,2500
Thailand,1979,2500
Thailand,1980,2500
Thailand,1981,2500
Thailand,1983,2500
Thailand,1984,2500
Thailand,1985,2500
Thailand,1986,2500
Thailand,1987,2500
Thailand,1988,2500
Thailand,1989,2500
Thailand,1990,3500
Thailand,1991,2500
Thailand,1992,3500
Thailand,1993,2500
Thailand,1994,2500
Thailand,1995,2500
Thailand,1996,2500
Thailand,1997,2500
Thailand,1998,3500
Thailand,1999,3500
Thailand,2000,3500
Thailand,2001,3500
Thailand,2002,2500
Thailand,2003,2500
Thailand,2004,2500
Thailand,2005,2500
Thailand,2006,2500
Thailand,2007,2500
Thailand,2008,2500
Thailand,2009,2500
Thailand,2010,1500
Thailand,2011,2500
Thailand,2012,1500
Thailand,2013,1500
Thailand,2014,1500
Timor,2000,3500
Timor,2001,3500
Timor,2002,3500
Timor,2003,3500
Timor,2004,3500
Timor,2005,2500
Timor,2006,2500
Timor,2007,2500
Timor,2008,2500
Timor,2009,2500
Timor,2010,2500
Timor,2011,2500
Timor,2012,2500
Timor,2013,2500
Timor,2014,2500
Togo,1979,1500
Togo,1980,1500
Togo,1981,1500
Togo,1983,1500
Togo,1984,1500
Togo,1985,1500
Togo,1986,1500
Togo,1987,1500
Togo,1988,1500
Togo,1989,1500
Togo,1990,1500
Togo,1991,2500
Togo,1992,1500
Togo,1993,1500
Togo,1994,1500
Togo,1995,1500
Togo,1996,1500
Togo,1997,1500
Togo,1998,1500
Togo,1999,1500
Togo,2000,1500
Togo,2001,1500
Togo,2002,1500
Togo,2003,1500
Togo,2004,1500
Togo,2005,1500
Togo,2006,1500
Togo,2007,1500
Togo,2008,1500
Togo,2009,1500
Togo,2010,1500
Togo,2011,1500
Togo,2012,1500
Togo,2013,1500
Togo,2014,1500
Tonga,1979,1500
Tonga,1980,1500
Tonga,1981,1500
Tonga,1983,2500
Tonga,1984,2500
Tonga,1985,2500
Tonga,1986,2500
Tonga,1987,2500
Tonga,1988,1500
Tonga,1989,2500
Tonga,1990,2500
Tonga,1991,2500
Tonga,1992,2500
Tonga,1993,2500
Tonga,1994,2500
Tonga,1995,2500
Tonga,1996,2500
Tonga,1997,2500
Tonga,1998,2500
Tonga,1999,2500
Tonga,2000,2500
Tonga,2001,2500
Tonga,2002,2500
Tonga,2003,2500
Tonga,2004,2500
Tonga,2005,2500
Tonga,2006,2500
Tonga,2007,2500
Tonga,2008,2500
Tonga,2009,2500
Tonga,2010,2500
Tonga,2011,3500
Tonga,2012,3500
Tonga,2013,3500
Tonga,2014,3500
Transkei,1979,1500
Transkei,1980,1500
Transkei,1981,1500
Transkei,1983,1500
Transkei,1984,1500
Transkei,1985,1500
Transkei,1986,1500
Transkei,1987,1500
Trinidad and Tobago,1979,3500
Trinidad and Tobago,1980,3500
Trinidad and Tobago,1981,3500
Trinidad and Tobago,1983,3500
Trinidad and Tobago,1984,3500
Trinidad and Tobago,1985,3500
Trinidad and Tobago,1986,3500
Trinidad and Tobago,1987,3500
Trinidad and Tobago,1988,3500
Trinidad and Tobago,1989,3500
Trinidad and Tobago,1990,3500
Trinidad and Tobago,1991,3500
Trinidad and Tobago,1992,3500
Trinidad and Tobago,1993,3500
Trinidad and Tobago,1994,3500
Trinidad and Tobago,1995,3500
Trinidad and Tobago,1996,3500
Trinidad and Tobago,1997,3500
Trinidad and Tobago,1998,3500
Trinidad and Tobago,1999,3500
Trinidad and Tobago,2000,3500
Trinidad and Tobago,2001,3500
Trinidad and Tobago,2002,3500
Trinidad and Tobago,2003,3500
Trinidad and Tobago,2004,3500
Trinidad and Tobago,2005,3500
Trinidad and Tobago,2006,3500
Trinidad and Tobago,2007,3500
Trinidad and Tobago,2008,3500
Trinidad and Tobago,2009,3500
Trinidad and Tobago,2010,3500
Trinidad and Tobago,2011,3500
Trinidad and Tobago,2012,3500
Trinidad and Tobago,2013,3500
Trinidad and Tobago,2014,3500
Tunisia,1979,2500
Tunisia,1980,2500
Tunisia,1981,2500
Tunisia,1983,2500
Tunisia,1984,2500
Tunisia,1985,2500
Tunisia,1986,2500
Tunisia,1987,2500
Tunisia,1988,1500
Tunisia,1989,2500
Tunisia,1990,2500
Tunisia,1991,2500
Tunisia,1992,2500
Tunisia,1993,2500
Tunisia,1994,1500
Tunisia,1995,1500
Tunisia,1996,1500
Tunisia,1997,1500
Tunisia,1998,1500
Tunisia,1999,1500
Tunisia,2000,1500
Tunisia,2001,1500
Tunisia,2002,1500
Tunisia,2003,1500
Tunisia,2004,1500
Tunisia,2005,1500
Tunisia,2006,1500
Tunisia,2007,1500
Tunisia,2008,1500
Tunisia,2009,1500
Tunisia,2010,1500
Tunisia,2011,2500
Tunisia,2012,2500
Tunisia,2013,2500
Tunisia,2014,2500
Turkey,1979,3500
Turkey,1980,2500
Turkey,1981,2500
Turkey,1983,2500
Turkey,1984,2500
Turkey,1985,2500
Turkey,1986,2500
Turkey,1987,2500
Turkey,1988,2500
Turkey,1989,2500
Turkey,1990,2500
Turkey,1991,2500
Turkey,1992,2500
Turkey,1993,2500
Turkey,1994,1500
Turkey,1995,1500
Turkey,1996,1500
Turkey,1997,1500
Turkey,1998,1500
Turkey,1999,2500
Turkey,2000,2500
Turkey,2001,2500
Turkey,2002,2500
Turkey,2003,2500
Turkey,2004,2500
Turkey,2005,2500
Turkey,2006,2500
Turkey,2007,2500
Turkey,2008,2500
Turkey,2009,2500
Turkey,2010,2500
Turkey,2011,2500
Turkey,2012,2500
Turkey,2013,1500
Turkey,2014,1500
Turkmenistan,1992,1500
Turkmenistan,1993,1500
Turkmenistan,1994,1500
Turkmenistan,1995,1500
Turkmenistan,1996,1500
Turkmenistan,1997,1500
Turkmenistan,1998,1500
Turkmenistan,1999,1500
Turkmenistan,2000,1500
Turkmenistan,2001,1500
Turkmenistan,2002,1500
Turkmenistan,2003,1500
Turkmenistan,2004,1500
Turkmenistan,2005,1500
Turkmenistan,2006,1500
Turkmenistan,2007,1500
Turkmenistan,2008,1500
Turkmenistan,2009,1500
Turkmenistan,2010,1500
Turkmenistan,2011,1500
Turkmenistan,2012,1500
Turkmenistan,2013,1500
Turkmenistan,2014,1500
Tuvalu,2002,3500
Tuvalu,2003,3500
Tuvalu,2004,3500
Tuvalu,2005,3500
Tuvalu,2006,3500
Tuvalu,2007,3500
Tuvalu,2008,3500
Tuvalu,2009,3500
Tuvalu,2010,3500
Tuvalu,2011,3500
Tuvalu,2012,3500
Tuvalu,2013,3500
Tuvalu,2014,3500
Uganda,1979,1500
Uganda,1980,2500
Uganda,1981,1500
Uganda,1983,1500
Uganda,1984,2500
Uganda,1985,2500
Uganda,1986,2500
Uganda,1987,2500
Uganda,1988,1500
Uganda,1989,1500
Uganda,1990,1500
Uganda,1991,1500
Uganda,1992,1500
Uganda,1993,1500
Uganda,1994,2500
Uganda,1995,2500
Uganda,1996,2500
Uganda,1997,2500
Uganda,1998,2500
Uganda,1999,2500
Uganda,2000,2500
Uganda,2001,2500
Uganda,2002,2500
Uganda,2003,2500
Uganda,2004,2500
Uganda,2005,2500
Uganda,2006,2500
Uganda,2007,2500
Uganda,2008,2500
Uganda,2009,2500
Uganda,2010,2500
Uganda,2011,2500
Uganda,2012,2500
Uganda,2013,2500
Uganda,2014,2500
Ukraine,1992,2500
Ukraine,1993,2500
Ukraine,1994,2500
Ukraine,1995,2500
Ukraine,1996,2500
Ukraine,1997,2500
Ukraine,1998,2500
Ukraine,1999,2500
Ukraine,2000,2500
Ukraine,2001,2500
Ukraine,2002,1500
Ukraine,2003,1500
Ukraine,2004,2500
Ukraine,2005,2500
Ukraine,2006,2500
Ukraine,2007,2500
Ukraine,2008,2500
Ukraine,2009,2500
Ukraine,2010,2500
Ukraine,2011,2500
Ukraine,2012,2500
Ukraine,2013,1500
Ukraine,2014,2500
United Arab Emirates,1979,2500
United Arab Emirates,1980,2500
United Arab Emirates,1981,2500
United Arab Emirates,1983,2500
United Arab Emirates,1984,2500
United Arab Emirates,1985,2500
United Arab Emirates,1986,2500
United Arab Emirates,1987,2500
United Arab Emirates,1988,1500
United Arab Emirates,1989,1500
United Arab Emirates,1990,1500
United Arab Emirates,1991,1500
United Arab Emirates,1992,1500
United Arab Emirates,1993,1500
United Arab Emirates,1994,1500
United Arab Emirates,1995,1500
United Arab Emirates,1996,1500
United Arab Emirates,1997,1500
United Arab Emirates,1998,1500
United Arab Emirates,1999,1500
United Arab Emirates,2000,1500
United Arab Emirates,2001,1500
United Arab Emirates,2002,1500
United Arab Emirates,2003,1500
United Arab Emirates,2004,1500
United Arab Emirates,2005,1500
United Arab Emirates,2006,1500
United Arab Emirates,2007,1500
United Arab Emirates,2008,1500
United Arab Emirates,2009,1500
United Arab Emirates,2010,1500
United Arab Emirates,2011,1500
United Arab Emirates,2012,1500
United Arab Emirates,2013,1500
United Arab Emirates,2014,1500
United Kingdom,1979,3500
United Kingdom,1980,3500
United Kingdom,1981,3500
United Kingdom,1983,3500
