Entity,Year,Reported Smallpox cases (WHO),"World Region (World Bank, 2017)"
Chad,1921,,Sub-Saharan Africa
Chad,1922,,Sub-Saharan Africa
Chad,1923,,Sub-Saharan Africa
Chad,1924,,Sub-Saharan Africa
Chad,1925,,Sub-Saharan Africa
Chad,1926,,Sub-Saharan Africa
Chad,1927,,Sub-Saharan Africa
Chad,1928,9,Sub-Saharan Africa
Chad,1929,,Sub-Saharan Africa
Chad,1930,139,Sub-Saharan Africa
Chad,1931,20,Sub-Saharan Africa
Chad,1932,25,Sub-Saharan Africa
Chad,1933,129,Sub-Saharan Africa
Chad,1934,42,Sub-Saharan Africa
Chad,1935,14,Sub-Saharan Africa
Chad,1936,32,Sub-Saharan Africa
Chad,1937,12,Sub-Saharan Africa
Chad,1938,28,Sub-Saharan Africa
Chad,1939,1208,Sub-Saharan Africa
Chad,1940,590,Sub-Saharan Africa
Chad,1941,1067,Sub-Saharan Africa
Chad,1942,3,Sub-Saharan Africa
Chad,1943,198,Sub-Saharan Africa
Chad,1944,2388,Sub-Saharan Africa
Chad,1945,1670,Sub-Saharan Africa
Chad,1946,243,Sub-Saharan Africa
Chad,1947,41,Sub-Saharan Africa
Chad,1948,12,Sub-Saharan Africa
Chad,1949,400,Sub-Saharan Africa
Chad,1950,460,Sub-Saharan Africa
Chad,1951,495,Sub-Saharan Africa
Chad,1952,2789,Sub-Saharan Africa
Chad,1953,680,Sub-Saharan Africa
Chad,1954,518,Sub-Saharan Africa
Chad,1955,259,Sub-Saharan Africa
Chad,1956,51,Sub-Saharan Africa
Chad,1957,54,Sub-Saharan Africa
Chad,1958,15,Sub-Saharan Africa
Chad,1959,17,Sub-Saharan Africa
Chad,1960,2,Sub-Saharan Africa
Chad,1961,502,Sub-Saharan Africa
Chad,1962,769,Sub-Saharan Africa
Chad,1963,10,Sub-Saharan Africa
Chad,1964,5,Sub-Saharan Africa
Chad,1965,73,Sub-Saharan Africa
Chad,1966,0,Sub-Saharan Africa
Chad,1967,86,Sub-Saharan Africa
Chad,1968,5,Sub-Saharan Africa
Chad,1969,0,Sub-Saharan Africa
Chad,1970,0,Sub-Saharan Africa
Chad,1971,0,Sub-Saharan Africa
Chad,1972,0,Sub-Saharan Africa
Chad,1973,0,Sub-Saharan Africa
Chad,1974,0,Sub-Saharan Africa
Chad,1975,0,Sub-Saharan Africa
Chad,1976,0,Sub-Saharan Africa
Chad,1977,0,Sub-Saharan Africa
Chile,1920,15,Latin America and Caribbean
Chile,1921,11701,Latin America and Caribbean
Chile,1922,8494,Latin America and Caribbean
Chile,1923,3502,Latin America and Caribbean
Chile,1924,410,Latin America and Caribbean
Chile,1925,,Latin America and Caribbean
Chile,1926,,Latin America and Caribbean
Chile,1927,,Latin America and Caribbean
Chile,1928,,Latin America and Caribbean
Chile,1929,,Latin America and Caribbean
Chile,1930,,Latin America and Caribbean
Chile,1931,,Latin America and Caribbean
Chile,1932,0,Latin America and Caribbean
Chile,1933,0,Latin America and Caribbean
Chile,1934,0,Latin America and Caribbean
Chile,1935,7,Latin America and Caribbean
Chile,1936,0,Latin America and Caribbean
Chile,1937,5,Latin America and Caribbean
Chile,1938,0,Latin America and Caribbean
Chile,1939,0,Latin America and Caribbean
Chile,1940,0,Latin America and Caribbean
Chile,1941,0,Latin America and Caribbean
Chile,1942,0,Latin America and Caribbean
Chile,1943,0,Latin America and Caribbean
Chile,1944,38,Latin America and Caribbean
Chile,1945,0,Latin America and Caribbean
Chile,1946,0,Latin America and Caribbean
Chile,1947,0,Latin America and Caribbean
Chile,1948,6,Latin America and Caribbean
Chile,1949,9,Latin America and Caribbean
Chile,1950,3564,Latin America and Caribbean
Chile,1951,46,Latin America and Caribbean
Chile,1952,15,Latin America and Caribbean
Chile,1953,12,Latin America and Caribbean
Chile,1954,1,Latin America and Caribbean
Chile,1955,0,Latin America and Caribbean
Chile,1956,0,Latin America and Caribbean
Chile,1957,0,Latin America and Caribbean
Chile,1958,0,Latin America and Caribbean
Chile,1959,,Latin America and Caribbean
Chile,1960,,Latin America and Caribbean
Chile,1961,,Latin America and Caribbean
Chile,1962,,Latin America and Caribbean
Chile,1963,,Latin America and Caribbean
Chile,1964,,Latin America and Caribbean
Chile,1965,,Latin America and Caribbean
Chile,1966,,Latin America and Caribbean
China,1920,,East Asia and Pacific
China,1921,204,East Asia and Pacific
China,1922,230,East Asia and Pacific
China,1923,60,East Asia and Pacific
China,1924,262,East Asia and Pacific
China,1925,554,East Asia and Pacific
China,1926,513,East Asia and Pacific
China,1927,110,East Asia and Pacific
China,1928,853,East Asia and Pacific
China,1929,927,East Asia and Pacific
China,1930,547,East Asia and Pacific
China,1931,617,East Asia and Pacific
China,1932,2974,East Asia and Pacific
China,1933,2969,East Asia and Pacific
China,1934,2050,East Asia and Pacific
China,1935,502,East Asia and Pacific
China,1936,1189,East Asia and Pacific
China,1937,1444,East Asia and Pacific
China,1938,1621,East Asia and Pacific
China,1939,3551,East Asia and Pacific
China,1940,2563,East Asia and Pacific
China,1941,12720,East Asia and Pacific
China,1942,9863,East Asia and Pacific
China,1943,6466,East Asia and Pacific
China,1944,5681,East Asia and Pacific
China,1945,5464,East Asia and Pacific
China,1946,22790,East Asia and Pacific
China,1947,23164,East Asia and Pacific
China,1948,4806,East Asia and Pacific
China,1949,862,East Asia and Pacific
China,1950,50575,East Asia and Pacific
China,1951,61553,East Asia and Pacific
China,1952,10388,East Asia and Pacific
China,1953,3325,East Asia and Pacific
China,1954,856,East Asia and Pacific
China,1955,2576,East Asia and Pacific
China,1956,587,East Asia and Pacific
China,1957,315,East Asia and Pacific
China,1958,671,East Asia and Pacific
China,1959,476,East Asia and Pacific
China,1960,23,East Asia and Pacific
China,1961,28,East Asia and Pacific
China,1962,2,East Asia and Pacific
China,1963,283,East Asia and Pacific
China,1964,35,East Asia and Pacific
China,1965,4,East Asia and Pacific
China,1966,0,East Asia and Pacific
Colombia,1920,,Latin America and Caribbean
Colombia,1921,,Latin America and Caribbean
Colombia,1922,,Latin America and Caribbean
Colombia,1923,,Latin America and Caribbean
Colombia,1924,,Latin America and Caribbean
Colombia,1925,,Latin America and Caribbean
Colombia,1926,,Latin America and Caribbean
Colombia,1927,,Latin America and Caribbean
Colombia,1928,,Latin America and Caribbean
Colombia,1929,,Latin America and Caribbean
Colombia,1930,,Latin America and Caribbean
Colombia,1931,,Latin America and Caribbean
Colombia,1932,,Latin America and Caribbean
Colombia,1933,419,Latin America and Caribbean
Colombia,1934,742,Latin America and Caribbean
Colombia,1935,298,Latin America and Caribbean
Colombia,1936,640,Latin America and Caribbean
Colombia,1937,557,Latin America and Caribbean
Colombia,1938,453,Latin America and Caribbean
Colombia,1939,2787,Latin America and Caribbean
Colombia,1940,1992,Latin America and Caribbean
Colombia,1941,1334,Latin America and Caribbean
Colombia,1942,1443,Latin America and Caribbean
Colombia,1943,2659,Latin America and Caribbean
Colombia,1944,1445,Latin America and Caribbean
Colombia,1945,442,Latin America and Caribbean
Colombia,1946,396,Latin America and Caribbean
Colombia,1947,4903,Latin America and Caribbean
Colombia,1948,7356,Latin America and Caribbean
Colombia,1949,3040,Latin America and Caribbean
Colombia,1950,4818,Latin America and Caribbean
Colombia,1951,3844,Latin America and Caribbean
Colombia,1952,3235,Latin America and Caribbean
Colombia,1953,5526,Latin America and Caribbean
Colombia,1954,7203,Latin America and Caribbean
Colombia,1955,3404,Latin America and Caribbean
Colombia,1956,2572,Latin America and Caribbean
Colombia,1957,2145,Latin America and Caribbean
Colombia,1958,2009,Latin America and Caribbean
Colombia,1959,,Latin America and Caribbean
Colombia,1960,,Latin America and Caribbean
Colombia,1961,,Latin America and Caribbean
Colombia,1962,,Latin America and Caribbean
Colombia,1963,,Latin America and Caribbean
Colombia,1964,,Latin America and Caribbean
Colombia,1965,,Latin America and Caribbean
Colombia,1966,,Latin America and Caribbean
Costa Rica,1920,,Latin America and Caribbean
Costa Rica,1921,,Latin America and Caribbean
Costa Rica,1922,,Latin America and Caribbean
Costa Rica,1923,,Latin America and Caribbean
Costa Rica,1924,,Latin America and Caribbean
Costa Rica,1925,0,Latin America and Caribbean
Costa Rica,1926,0,Latin America and Caribbean
Costa Rica,1927,0,Latin America and Caribbean
Costa Rica,1928,5,Latin America and Caribbean
Costa Rica,1929,0,Latin America and Caribbean
Costa Rica,1930,36,Latin America and Caribbean
Costa Rica,1931,0,Latin America and Caribbean
Costa Rica,1932,0,Latin America and Caribbean
Costa Rica,1933,2,Latin America and Caribbean
Costa Rica,1934,1,Latin America and Caribbean
Costa Rica,1935,0,Latin America and Caribbean
Costa Rica,1936,0,Latin America and Caribbean
Costa Rica,1937,1,Latin America and Caribbean
Costa Rica,1938,0,Latin America and Caribbean
Costa Rica,1939,1,Latin America and Caribbean
Costa Rica,1940,0,Latin America and Caribbean
Costa Rica,1941,1,Latin America and Caribbean
Costa Rica,1942,1,Latin America and Caribbean
Costa Rica,1943,0,Latin America and Caribbean
Costa Rica,1944,0,Latin America and Caribbean
Costa Rica,1945,1,Latin America and Caribbean
Costa Rica,1946,0,Latin America and Caribbean
Costa Rica,1947,9,Latin America and Caribbean
Costa Rica,1948,1,Latin America and Caribbean
Costa Rica,1949,0,Latin America and Caribbean
Costa Rica,1950,0,Latin America and Caribbean
Costa Rica,1951,0,Latin America and Caribbean
Costa Rica,1952,0,Latin America and Caribbean
Costa Rica,1953,0,Latin America and Caribbean
Costa Rica,1954,0,Latin America and Caribbean
Costa Rica,1955,0,Latin America and Caribbean
Costa Rica,1956,0,Latin America and Caribbean
Costa Rica,1957,0,Latin America and Caribbean
Costa Rica,1958,0,Latin America and Caribbean
Costa Rica,1959,,Latin America and Caribbean
Costa Rica,1960,,Latin America and Caribbean
Costa Rica,1961,,Latin America and Caribbean
Costa Rica,1962,,Latin America and Caribbean
Costa Rica,1963,,Latin America and Caribbean
Costa Rica,1964,,Latin America and Caribbean
Costa Rica,1965,,Latin America and Caribbean
Costa Rica,1966,,Latin America and Caribbean
Cote d'Ivoire,1967,2,Sub-Saharan Africa
Cote d'Ivoire,1968,0,Sub-Saharan Africa
Cote d'Ivoire,1969,0,Sub-Saharan Africa
Cote d'Ivoire,1970,0,Sub-Saharan Africa
Cote d'Ivoire,1971,0,Sub-Saharan Africa
Cote d'Ivoire,1972,0,Sub-Saharan Africa
Cote d'Ivoire,1973,0,Sub-Saharan Africa
Cote d'Ivoire,1974,0,Sub-Saharan Africa
Cote d'Ivoire,1975,0,Sub-Saharan Africa
Cote d'Ivoire,1976,0,Sub-Saharan Africa
Cote d'Ivoire,1977,0,Sub-Saharan Africa
Czechoslovakia,1920,4529,Europe and Central Asia
Czechoslovakia,1921,1642,Europe and Central Asia
Czechoslovakia,1922,84,Europe and Central Asia
Czechoslovakia,1923,36,Europe and Central Asia
Czechoslovakia,1924,33,Europe and Central Asia
Czechoslovakia,1925,4,Europe and Central Asia
Czechoslovakia,1926,8,Europe and Central Asia
Czechoslovakia,1927,6,Europe and Central Asia
Czechoslovakia,1928,7,Europe and Central Asia
Czechoslovakia,1929,1,Europe and Central Asia
Czechoslovakia,1930,0,Europe and Central Asia
Czechoslovakia,1931,1,Europe and Central Asia
Czechoslovakia,1932,0,Europe and Central Asia
Czechoslovakia,1933,0,Europe and Central Asia
Czechoslovakia,1934,0,Europe and Central Asia
Czechoslovakia,1935,0,Europe and Central Asia
Czechoslovakia,1936,0,Europe and Central Asia
Czechoslovakia,1937,0,Europe and Central Asia
Czechoslovakia,1938,0,Europe and Central Asia
Czechoslovakia,1939,5,Europe and Central Asia
Czechoslovakia,1940,19,Europe and Central Asia
Czechoslovakia,1941,3,Europe and Central Asia
Czechoslovakia,1942,0,Europe and Central Asia
Czechoslovakia,1943,2,Europe and Central Asia
Czechoslovakia,1944,1,Europe and Central Asia
Czechoslovakia,1945,3,Europe and Central Asia
Czechoslovakia,1946,35,Europe and Central Asia
Czechoslovakia,1947,0,Europe and Central Asia
Czechoslovakia,1948,0,Europe and Central Asia
Czechoslovakia,1949,0,Europe and Central Asia
Czechoslovakia,1950,0,Europe and Central Asia
Czechoslovakia,1951,0,Europe and Central Asia
Czechoslovakia,1952,0,Europe and Central Asia
Czechoslovakia,1953,0,Europe and Central Asia
Czechoslovakia,1954,0,Europe and Central Asia
Czechoslovakia,1955,0,Europe and Central Asia
Czechoslovakia,1956,0,Europe and Central Asia
Czechoslovakia,1957,0,Europe and Central Asia
Czechoslovakia,1958,0,Europe and Central Asia
Czechoslovakia,1959,,Europe and Central Asia
Czechoslovakia,1960,,Europe and Central Asia
Czechoslovakia,1961,,Europe and Central Asia
Czechoslovakia,1962,,Europe and Central Asia
Czechoslovakia,1963,,Europe and Central Asia
Czechoslovakia,1964,,Europe and Central Asia
Czechoslovakia,1965,,Europe and Central Asia
Czechoslovakia,1966,,Europe and Central Asia
Democratic Republic of Congo,1920,507,Sub-Saharan Africa
Democratic Republic of Congo,1921,1497,Sub-Saharan Africa
Democratic Republic of Congo,1922,1040,Sub-Saharan Africa
Democratic Republic of Congo,1923,1956,Sub-Saharan Africa
Democratic Republic of Congo,1924,2371,Sub-Saharan Africa
Democratic Republic of Congo,1925,761,Sub-Saharan Africa
Democratic Republic of Congo,1926,9140,Sub-Saharan Africa
Democratic Republic of Congo,1927,2980,Sub-Saharan Africa
Democratic Republic of Congo,1928,1337,Sub-Saharan Africa
Democratic Republic of Congo,1929,1343,Sub-Saharan Africa
Democratic Republic of Congo,1930,1497,Sub-Saharan Africa
Democratic Republic of Congo,1931,1241,Sub-Saharan Africa
Democratic Republic of Congo,1932,2270,Sub-Saharan Africa
Democratic Republic of Congo,1933,3417,Sub-Saharan Africa
Democratic Republic of Congo,1934,3253,Sub-Saharan Africa
Democratic Republic of Congo,1935,2574,Sub-Saharan Africa
Democratic Republic of Congo,1936,2873,Sub-Saharan Africa
Democratic Republic of Congo,1937,3792,Sub-Saharan Africa
Democratic Republic of Congo,1938,3269,Sub-Saharan Africa
Democratic Republic of Congo,1939,6495,Sub-Saharan Africa
Democratic Republic of Congo,1940,6394,Sub-Saharan Africa
Democratic Republic of Congo,1941,4614,Sub-Saharan Africa
Democratic Republic of Congo,1942,2658,Sub-Saharan Africa
Democratic Republic of Congo,1943,4257,Sub-Saharan Africa
Democratic Republic of Congo,1944,2148,Sub-Saharan Africa
Democratic Republic of Congo,1945,6350,Sub-Saharan Africa
Democratic Republic of Congo,1946,4122,Sub-Saharan Africa
Democratic Republic of Congo,1947,2756,Sub-Saharan Africa
Democratic Republic of Congo,1948,2950,Sub-Saharan Africa
Democratic Republic of Congo,1949,2218,Sub-Saharan Africa
Democratic Republic of Congo,1950,4591,Sub-Saharan Africa
Democratic Republic of Congo,1951,2524,Sub-Saharan Africa
Democratic Republic of Congo,1952,2832,Sub-Saharan Africa
Democratic Republic of Congo,1953,4699,Sub-Saharan Africa
Democratic Republic of Congo,1954,5214,Sub-Saharan Africa
Democratic Republic of Congo,1955,6217,Sub-Saharan Africa
Democratic Republic of Congo,1956,4663,Sub-Saharan Africa
Democratic Republic of Congo,1957,1950,Sub-Saharan Africa
Democratic Republic of Congo,1958,1181,Sub-Saharan Africa
Democratic Republic of Congo,1959,3035,Sub-Saharan Africa
Democratic Republic of Congo,1960,1408,Sub-Saharan Africa
Democratic Republic of Congo,1961,3624,Sub-Saharan Africa
Democratic Republic of Congo,1962,3775,Sub-Saharan Africa
Democratic Republic of Congo,1963,5523,Sub-Saharan Africa
Democratic Republic of Congo,1964,3262,Sub-Saharan Africa
Democratic Republic of Congo,1965,3783,Sub-Saharan Africa
Democratic Republic of Congo,1966,1913,Sub-Saharan Africa
Democratic Republic of Congo,1967,1479,Sub-Saharan Africa
Democratic Republic of Congo,1968,3800,Sub-Saharan Africa
Democratic Republic of Congo,1969,1963,Sub-Saharan Africa
Democratic Republic of Congo,1970,716,Sub-Saharan Africa
Democratic Republic of Congo,1971,109,Sub-Saharan Africa
Democratic Republic of Congo,1972,0,Sub-Saharan Africa
Democratic Republic of Congo,1973,0,Sub-Saharan Africa
Democratic Republic of Congo,1974,0,Sub-Saharan Africa
Democratic Republic of Congo,1975,0,Sub-Saharan Africa
Democratic Republic of Congo,1976,0,Sub-Saharan Africa
Democratic Republic of Congo,1977,0,Sub-Saharan Africa
East Asia and Pacific,1920,17142,East Asia and Pacific
East Asia and Pacific,1921,12477,East Asia and Pacific
East Asia and Pacific,1922,8078,East Asia and Pacific
East Asia and Pacific,1923,14996,East Asia and Pacific
East Asia and Pacific,1924,12259,East Asia and Pacific
East Asia and Pacific,1925,15342,East Asia and Pacific
East Asia and Pacific,1926,9819,East Asia and Pacific
East Asia and Pacific,1927,5113,East Asia and Pacific
East Asia and Pacific,1928,11407,East Asia and Pacific
East Asia and Pacific,1929,16166,East Asia and Pacific
East Asia and Pacific,1930,11428,East Asia and Pacific
East Asia and Pacific,1931,6500,East Asia and Pacific
East Asia and Pacific,1932,22402,East Asia and Pacific
East Asia and Pacific,1933,19046,East Asia and Pacific
East Asia and Pacific,1934,14142,East Asia and Pacific
East Asia and Pacific,1935,10841,East Asia and Pacific
East Asia and Pacific,1936,10300,East Asia and Pacific
East Asia and Pacific,1937,11232,East Asia and Pacific
East Asia and Pacific,1938,11716,East Asia and Pacific
East Asia and Pacific,1939,10091,East Asia and Pacific
East Asia and Pacific,1940,17268,East Asia and Pacific
East Asia and Pacific,1941,25067,East Asia and Pacific
East Asia and Pacific,1942,16292,East Asia and Pacific
East Asia and Pacific,1943,13400,East Asia and Pacific
East Asia and Pacific,1944,10239,East Asia and Pacific
East Asia and Pacific,1945,50250,East Asia and Pacific
East Asia and Pacific,1946,98966,East Asia and Pacific
East Asia and Pacific,1947,38306,East Asia and Pacific
East Asia and Pacific,1948,17242,East Asia and Pacific
East Asia and Pacific,1949,30610,East Asia and Pacific
East Asia and Pacific,1950,163193,East Asia and Pacific
East Asia and Pacific,1951,212951,East Asia and Pacific
East Asia and Pacific,1952,28049,East Asia and Pacific
East Asia and Pacific,1953,12868,East Asia and Pacific
East Asia and Pacific,1954,7766,East Asia and Pacific
East Asia and Pacific,1955,8281,East Asia and Pacific
East Asia and Pacific,1956,9174,East Asia and Pacific
East Asia and Pacific,1957,5214,East Asia and Pacific
East Asia and Pacific,1958,5857,East Asia and Pacific
East Asia and Pacific,1959,5041,East Asia and Pacific
East Asia and Pacific,1960,5661,East Asia and Pacific
East Asia and Pacific,1961,5198,East Asia and Pacific
East Asia and Pacific,1962,3472,East Asia and Pacific
East Asia and Pacific,1963,17907,East Asia and Pacific
East Asia and Pacific,1964,17360,East Asia and Pacific
East Asia and Pacific,1965,56416,East Asia and Pacific
East Asia and Pacific,1966,35294,East Asia and Pacific
