Entity,Year,Renewable electricity (% electricity production) (World Bank (2015))
Russia,1999,18.99243743
Russia,2000,18.72960564
Russia,2001,19.56702383
Russia,2002,18.26085783
Russia,2003,17.07669458
Russia,2004,18.95623747
Russia,2005,18.20252976
Russia,2006,17.49382461
Russia,2007,17.52064093
Russia,2008,15.91410503
Russia,2009,17.64404648
Russia,2010,16.12058881
Russia,2011,15.80302393
Russia,2012,15.56373111
Russia,2013,17.17463022
Russia,2014,16.5682512
Rwanda,1990,97.66081871
Rwanda,1991,97.63313609
Rwanda,1992,97.72727273
Rwanda,1993,97.48427673
Rwanda,1994,97.5308642
Rwanda,1995,97.56097561
Rwanda,1996,97.4025974
Rwanda,1997,97.22222222
Rwanda,1998,96.92307692
Rwanda,1999,96.96969697
Rwanda,2000,96.46017699
Rwanda,2001,97.79789899
Rwanda,2002,98
Rwanda,2003,98.3277592
Rwanda,2004,58.66388309
Rwanda,2005,55.77249576
Rwanda,2006,22.49560633
Rwanda,2007,25.63172531
Rwanda,2008,37.06940874
Rwanda,2009,39.81481481
Rwanda,2010,39.84347207
Rwanda,2011,43.21273517
Rwanda,2012,46.18320611
Rwanda,2013,35.85088356
Rwanda,2014,39.02541483
Saint Kitts and Nevis,1990,0
Saint Kitts and Nevis,1991,0
Saint Kitts and Nevis,1992,0
Saint Kitts and Nevis,1993,0
Saint Kitts and Nevis,1994,0
Saint Kitts and Nevis,1995,0
Saint Kitts and Nevis,1996,0
Saint Kitts and Nevis,1997,0
Saint Kitts and Nevis,1998,0
Saint Kitts and Nevis,1999,0
Saint Kitts and Nevis,2000,0
Saint Kitts and Nevis,2001,0
Saint Kitts and Nevis,2002,0
Saint Kitts and Nevis,2003,0
Saint Kitts and Nevis,2004,0
Saint Kitts and Nevis,2005,0
Saint Kitts and Nevis,2006,0
Saint Kitts and Nevis,2007,0
Saint Kitts and Nevis,2008,0
Saint Kitts and Nevis,2009,0
Saint Kitts and Nevis,2010,2.632794457
Saint Kitts and Nevis,2011,2.471910112
Saint Kitts and Nevis,2012,3.581267218
Saint Kitts and Nevis,2013,4.090909091
Saint Kitts and Nevis,2014,4.090909091
Saint Lucia,1990,0
Saint Lucia,1991,0
Saint Lucia,1992,0
Saint Lucia,1993,0
Saint Lucia,1994,0
Saint Lucia,1995,0
Saint Lucia,1996,0
Saint Lucia,1997,0
Saint Lucia,1998,0
Saint Lucia,1999,0
Saint Lucia,2000,0
Saint Lucia,2001,0
Saint Lucia,2002,0
Saint Lucia,2003,0
Saint Lucia,2004,0
Saint Lucia,2005,0
Saint Lucia,2006,0
Saint Lucia,2007,0
Saint Lucia,2008,0
Saint Lucia,2009,0
Saint Lucia,2010,0
Saint Lucia,2011,0
Saint Lucia,2012,0
Saint Lucia,2013,0
Saint Lucia,2014,0
Saint Vincent and the Grenadines,1990,47.05882353
Saint Vincent and the Grenadines,1991,24.52830189
Saint Vincent and the Grenadines,1992,35.0877193
Saint Vincent and the Grenadines,1993,37.09677419
Saint Vincent and the Grenadines,1994,32.8125
Saint Vincent and the Grenadines,1995,29.36288089
Saint Vincent and the Grenadines,1996,27.63157895
Saint Vincent and the Grenadines,1997,27.680798
Saint Vincent and the Grenadines,1998,25.93896714
Saint Vincent and the Grenadines,1999,19.44134078
Saint Vincent and the Grenadines,2000,26.55246253
Saint Vincent and the Grenadines,2001,18.72469636
Saint Vincent and the Grenadines,2002,21.61100196
Saint Vincent and the Grenadines,2003,19.13123845
Saint Vincent and the Grenadines,2004,22.45236123
Saint Vincent and the Grenadines,2005,19.36218679
Saint Vincent and the Grenadines,2006,17.274758
Saint Vincent and the Grenadines,2007,16.08788094
Saint Vincent and the Grenadines,2008,17.02586207
Saint Vincent and the Grenadines,2009,17.14285714
Saint Vincent and the Grenadines,2010,17.14890614
Saint Vincent and the Grenadines,2011,21.50330396
Saint Vincent and the Grenadines,2012,21.50330396
Saint Vincent and the Grenadines,2013,22
Saint Vincent and the Grenadines,2014,21.99717381
Samoa,1990,40
Samoa,1991,40
Samoa,1992,41.66666667
Samoa,1993,41.66666667
Samoa,1994,39.0625
Samoa,1995,38.46153846
Samoa,1996,33.78378378
Samoa,1997,36.58536585
Samoa,1998,36.14457831
Samoa,1999,35.29411765
Samoa,2000,49.57081545
Samoa,2001,44.49499545
Samoa,2002,50.0393391
Samoa,2003,47.82608696
Samoa,2004,47.34848485
Samoa,2005,46.15384615
Samoa,2006,45.25862069
Samoa,2007,45.03816794
Samoa,2008,40.66390041
Samoa,2009,34.30851064
Samoa,2010,41.04991394
Samoa,2011,30.87719298
Samoa,2012,31.39931741
Samoa,2013,29.51907131
Samoa,2014,29.51907131
Sao Tome and Principe,1990,53.33333333
Sao Tome and Principe,1991,53.33333333
Sao Tome and Principe,1992,46.66666667
Sao Tome and Principe,1993,43.75
Sao Tome and Principe,1994,35.29411765
Sao Tome and Principe,1995,33.33333333
Sao Tome and Principe,1996,31.57894737
Sao Tome and Principe,1997,30
Sao Tome and Principe,1998,27.27272727
Sao Tome and Principe,1999,28.57142857
Sao Tome and Principe,2000,26.05363985
Sao Tome and Principe,2001,18.18181818
Sao Tome and Principe,2002,19.36507937
Sao Tome and Principe,2003,22.89855072
Sao Tome and Principe,2004,16.62198391
Sao Tome and Principe,2005,10.14492754
Sao Tome and Principe,2006,18.60465116
Sao Tome and Principe,2007,22.22222222
Sao Tome and Principe,2008,16.84210526
Sao Tome and Principe,2009,13.46153846
Sao Tome and Principe,2010,8.391608392
Sao Tome and Principe,2011,10
Sao Tome and Principe,2012,10.44776119
Sao Tome and Principe,2013,10.44776119
Sao Tome and Principe,2014,10.44776119
Saudi Arabia,1990,0
Saudi Arabia,1991,0
Saudi Arabia,1992,0
Saudi Arabia,1993,0
Saudi Arabia,1994,0
Saudi Arabia,1995,0
Saudi Arabia,1996,0
Saudi Arabia,1997,0
Saudi Arabia,1998,0
Saudi Arabia,1999,0
Saudi Arabia,2000,0
Saudi Arabia,2001,0
Saudi Arabia,2002,0
Saudi Arabia,2003,0
Saudi Arabia,2004,0
Saudi Arabia,2005,0
Saudi Arabia,2006,0
Saudi Arabia,2007,0
Saudi Arabia,2008,0
Saudi Arabia,2009,0
Saudi Arabia,2010,0
Saudi Arabia,2011,0
Saudi Arabia,2012,0.00036808
Saudi Arabia,2013,0.000352092
Saudi Arabia,2014,0.000320712
Senegal,1990,4.656084656
Senegal,1991,4.540763674
Senegal,1992,4.27756654
Senegal,1993,4.339440694
Senegal,1994,4.205607477
Senegal,1995,4.06360424
Senegal,1996,3.906899418
Senegal,1997,3.718048025
Senegal,1998,3.618906942
Senegal,1999,3.576537911
Senegal,2000,3.304239401
Senegal,2001,3.276955603
Senegal,2002,12.91585127
Senegal,2003,18.34264432
Senegal,2004,14.92932862
Senegal,2005,12.6572327
Senegal,2006,11.84911849
Senegal,2007,8.320783133
Senegal,2008,9.777138749
Senegal,2009,10.21693492
Senegal,2010,10.72821847
Senegal,2011,10.69501745
Senegal,2012,9.826086957
Senegal,2013,10.41842179
Senegal,2014,10.43175114
Serbia,1990,23.12933477
Serbia,1991,28.86610985
Serbia,1992,31.08693269
Serbia,1993,32.40740741
Serbia,1994,32.40740741
Serbia,1995,35.36663186
Serbia,1996,40.89219331
Serbia,1997,34.07822721
Serbia,1998,34.09860347
Serbia,1999,41.06554924
Serbia,2000,35.14938489
Serbia,2001,35.43979505
Serbia,2002,33.51397604
Serbia,2003,27.85443646
Serbia,2004,29.50963222
Serbia,2005,32.98788178
Serbia,2006,30.05674187
Serbia,2007,27.46101231
Serbia,2008,25.96725584
Serbia,2009,27.94612795
Serbia,2010,31.77457713
Serbia,2011,22.79349884
Serbia,2012,25.68908794
Serbia,2013,26.06368063
Serbia,2014,32.98451235
Seychelles,1990,0
Seychelles,1991,0
Seychelles,1992,0
Seychelles,1993,0
Seychelles,1994,0
Seychelles,1995,0
Seychelles,1996,0
Seychelles,1997,0
Seychelles,1998,0
Seychelles,1999,0
Seychelles,2000,0
Seychelles,2001,0
Seychelles,2002,0
Seychelles,2003,0
Seychelles,2004,0
Seychelles,2005,0
Seychelles,2006,0
Seychelles,2007,0
Seychelles,2008,0
Seychelles,2009,0
Seychelles,2010,0
Seychelles,2011,0
Seychelles,2012,0
Seychelles,2013,1.962057478
Seychelles,2014,2.149944873
Sierra Leone,1990,0
Sierra Leone,1991,0
Sierra Leone,1992,0
Sierra Leone,1993,0
Sierra Leone,1994,0
Sierra Leone,1995,0
Sierra Leone,1996,0
Sierra Leone,1997,0
Sierra Leone,1998,0
Sierra Leone,1999,0
Sierra Leone,2000,16.57866948
Sierra Leone,2001,10.95890411
Sierra Leone,2002,10.26785714
Sierra Leone,2003,11.14206128
Sierra Leone,2004,14.10684474
Sierra Leone,2005,22.48803828
Sierra Leone,2006,10.19417476
Sierra Leone,2007,30
Sierra Leone,2008,69.01481524
Sierra Leone,2009,66.66085757
Sierra Leone,2010,87.38205474
Sierra Leone,2011,87.37759053
Sierra Leone,2012,66.09951307
Sierra Leone,2013,64.10973904
Sierra Leone,2014,65.35694521
Singapore,1990,0.540918926
Singapore,1991,1.44790497
Singapore,1992,1.386217042
Singapore,1993,1.2920578
Singapore,1994,1.175116313
Singapore,1995,1.101420608
Singapore,1996,1.01659751
Singapore,1997,0.91084839
Singapore,1998,0.863436123
Singapore,1999,0.829945799
Singapore,2000,0.773724933
Singapore,2001,1.429478074
Singapore,2002,1.364528041
Singapore,2003,1.400996264
Singapore,2004,1.301241477
Singapore,2005,1.250883207
Singapore,2006,1.209370722
Singapore,2007,1.183964214
Singapore,2008,1.258479756
Singapore,2009,1.298260089
Singapore,2010,1.305085867
Singapore,2011,1.327741319
Singapore,2012,1.358284899
Singapore,2013,1.546832329
Singapore,2014,1.662616444
Sint Maarten (Dutch part),2012,0
Sint Maarten (Dutch part),2013,0
Sint Maarten (Dutch part),2014,0
Slovakia,1990,7.37341648
Slovakia,1991,5.803553027
Slovakia,1992,8.337637741
Slovakia,1993,14.41939777
Slovakia,1994,17.10660696
Slovakia,1995,18.46526411
Slovakia,1996,16.60642728
Slovakia,1997,16.22161019
Slovakia,1998,16.58246541
Slovakia,1999,15.91887564
Slovakia,2000,14.98473927
Slovakia,2001,15.94989955
Slovakia,2002,16.82602757
Slovakia,2003,11.55683212
Slovakia,2004,13.54563362
Slovakia,2005,14.91451901
Slovakia,2006,15.36910819
Slovakia,2007,17.68966012
Slovakia,2008,15.86578581
Slovakia,2009,18.94749026
Slovakia,2010,21.62831343
Slovakia,2011,17.6718043
Slovakia,2012,19.32363739
Slovakia,2013,22.28028337
Slovakia,2014,22.94459997
Slovenia,1990,23.70620379
Slovenia,1991,28.31136221
Slovenia,1992,27.73007129
Slovenia,1993,25.40599364
Slovenia,1994,26.3590539
Slovenia,1995,25.18392318
Slovenia,1996,28.13050471
Slovenia,1997,23.46690953
Slovenia,1998,25.1238345
Slovenia,1999,28.44216559
Slovenia,2000,28.65531415
Slovenia,2001,26.73855938
Slovenia,2002,23.38676531
Slovenia,2003,22.27930535
Slovenia,2004,27.60133587
Slovenia,2005,23.64887213
Slovenia,2006,24.49884221
Slovenia,2007,22.46227481
Slovenia,2008,26.26989451
Slovenia,2009,29.9152594
Slovenia,2010,29.21562596
Slovenia,2011,24.37951618
Slovenia,2012,27.84280936
Slovenia,2013,32.32336011
Slovenia,2014,38.51890695
Solomon Islands,1990,0
Solomon Islands,1991,0
Solomon Islands,1992,0
Solomon Islands,1993,0
Solomon Islands,1994,0
Solomon Islands,1995,0
Solomon Islands,1996,0
Solomon Islands,1997,0
Solomon Islands,1998,0
Solomon Islands,1999,0
Solomon Islands,2000,0
Solomon Islands,2001,0
Solomon Islands,2002,0
Solomon Islands,2003,0
Solomon Islands,2004,0
Solomon Islands,2005,0
Solomon Islands,2006,0
Solomon Islands,2007,0
Solomon Islands,2008,0
Solomon Islands,2009,0
Solomon Islands,2010,0
Solomon Islands,2011,0
Solomon Islands,2012,0
Solomon Islands,2013,0
Solomon Islands,2014,0
Somalia,1990,0
Somalia,1991,0
Somalia,1992,0
Somalia,1993,0
Somalia,1994,0
Somalia,1995,0
Somalia,1996,0
Somalia,1997,0
Somalia,1998,0
Somalia,1999,0
Somalia,2000,0
Somalia,2001,0
Somalia,2002,0
Somalia,2003,0
Somalia,2004,0
Somalia,2005,0
Somalia,2006,0
Somalia,2007,0
Somalia,2008,0
Somalia,2009,0
Somalia,2010,0
Somalia,2011,0
Somalia,2012,0
Somalia,2013,0
Somalia,2014,0
South Africa,1990,0.610696254
South Africa,1991,1.189103488
South Africa,1992,0.450955582
South Africa,1993,0.084217327
South Africa,1994,0.596093754
South Africa,1995,0.285358262
South Africa,1996,0.69124193
South Africa,1997,1.077235577
South Africa,1998,0.899711265
South Africa,1999,0.460528285
South Africa,2000,0.677453966
South Africa,2001,1.101007335
South Africa,2002,1.208799253
South Africa,2003,0.417733343
South Africa,2004,0.508031378
South Africa,2005,0.664724959
South Africa,2006,1.267286158
South Africa,2007,0.442610365
South Africa,2008,0.587431854
South Africa,2009,0.693231773
South Africa,2010,0.947991023
South Africa,2011,0.918420809
South Africa,2012,0.617465567
South Africa,2013,0.686040633
South Africa,2014,1.390141539
South Asia,1990,27.78885227
South Asia,1991,26.15613632
South Asia,1992,24.31774267
South Asia,1993,22.76626763
South Asia,1994,24.63525612
South Asia,1995,20.89126681
South Asia,1996,18.83407299
South Asia,1997,18.9550095
South Asia,1998,19.40491023
South Asia,1999,17.49088394
South Asia,2000,15.42246951
South Asia,2001,15.24930095
South Asia,2002,14.54301991
South Asia,2003,16.22257333
South Asia,2004,16.55131952
South Asia,2005,18.77667525
South Asia,2006,19.68432769
South Asia,2007,19.63285494
South Asia,2008,18.41713925
South Asia,2009,17.45449283
South Asia,2010,18.17933246
South Asia,2011,18.71975998
South Asia,2012,17.19476415
South Asia,2013,18.44019911
South Asia,2014,16.80210864
South Korea,1990,6.037714362
South Korea,1991,3.078892764
South Korea,1992,2.491077457
South Korea,1993,2.957318139
South Korea,1994,1.452115427
South Korea,1995,1.662811432
South Korea,1996,1.396806594
South Korea,1997,1.303384748
South Korea,1998,2.010006063
South Korea,1999,1.806906739
South Korea,2000,1.424828265
South Korea,2001,1.377382843
South Korea,2002,1.041224485
South Korea,2003,1.492754763
South Korea,2004,1.26318833
South Korea,2005,1.044669145
South Korea,2006,0.99883163
South Korea,2007,1.069956915
South Korea,2008,0.985504635
South Korea,2009,1.037690734
South Korea,2010,1.245374639
South Korea,2011,1.438122653
South Korea,2012,1.335945078
South Korea,2013,1.632858702
South Korea,2014,1.566687734
South Sudan,2012,0.449438202
South Sudan,2013,0.423728814
South Sudan,2014,0.409836066
Spain,1990,17.21624803
Spain,1991,17.97039076
Spain,1992,12.50925335
Spain,1993,16.16325375
Spain,1994,18.0606829
Spain,1995,14.72016232
Spain,1996,23.7908459
Spain,1997,19.54617308
Spain,1998,19.07369488
Spain,1999,13.2668082
Spain,2000,15.61372617
Spain,2001,21.15357387
Spain,2002,13.83061642
Spain,2003,21.67904459
Spain,2004,18.1346963
Spain,2005,14.60139232
Spain,2006,17.64281993
Spain,2007,19.30930065
Spain,2008,19.98308562
Spain,2009,25.38124981
Spain,2010,32.77554304
Spain,2011,30.0216442
Spain,2012,29.58474801
Spain,2013,39.58357761
Spain,2014,40.10525588
Sri Lanka,1990,99.84126984
Sri Lanka,1991,92.27124667
Sri Lanka,1992,81.92090395
Sri Lanka,1993,95.40085449
Sri Lanka,1994,93.2072031
Sri Lanka,1995,92.71137026
Sri Lanka,1996,71.78807947
Sri Lanka,1997,66.99708455
Sri Lanka,1998,68.88967095
Sri Lanka,1999,67.48059508
Sri Lanka,2000,45.80239863
Sri Lanka,2001,46.01091284
Sri Lanka,2002,38.18258784
Sri Lanka,2003,42.89787455
Sri Lanka,2004,36.13843352
Sri Lanka,2005,37.22651223
Sri Lanka,2006,49
Sri Lanka,2007,40.06665993
Sri Lanka,2008,41.53923038
Sri Lanka,2009,39.29501302
Sri Lanka,2010,53.11545227
Sri Lanka,2011,40.8474867
Sri Lanka,2012,29.24124023
Sri Lanka,2013,59.8769026
Sri Lanka,2014,39.20231121
Sub-Saharan Africa,1990,19.47787956
Sub-Saharan Africa,1991,21.01329402
Sub-Saharan Africa,1992,20.02438267
Sub-Saharan Africa,1993,19.06310064
Sub-Saharan Africa,1994,18.50224054
Sub-Saharan Africa,1995,18.64958978
Sub-Saharan Africa,1996,18.04940854
Sub-Saharan Africa,1997,17.81849584
Sub-Saharan Africa,1998,18.87967876
Sub-Saharan Africa,1999,19.88270255
Sub-Saharan Africa,2000,20.58786566
Sub-Saharan Africa,2001,21.93606697
Sub-Saharan Africa,2002,22.00064456
Sub-Saharan Africa,2003,20.61865838
Sub-Saharan Africa,2004,20.88395855
Sub-Saharan Africa,2005,21.28017481
Sub-Saharan Africa,2006,21.54126889
Sub-Saharan Africa,2007,20.61458037
Sub-Saharan Africa,2008,21.41011414
Sub-Saharan Africa,2009,22.63747544
Sub-Saharan Africa,2010,23.72966358
Sub-Saharan Africa,2011,23.75384244
Sub-Saharan Africa,2012,23.85183789
Sub-Saharan Africa,2013,24.39725527
Sub-Saharan Africa,2014,26.36978947
Sudan,1990,63.23432343
Sudan,1991,62.49247441
Sudan,1992,66.64626683
Sudan,1993,64.70937129
Sudan,1994,60.33369214
Sudan,1995,52.14592275
Sudan,1996,52.06010664
Sudan,1997,49.02325581
Sudan,1998,53.05188199
Sudan,1999,49.93809327
Sudan,2000,46.04904632
Sudan,2001,44.64788732
Sudan,2002,41.61008729
Sudan,2003,34.67501491
Sudan,2004,31.92962215
Sudan,2005,32.95870361
Sudan,2006,30.3030303
Sudan,2007,28.89862577
Sudan,2008,26.57101344
Sudan,2009,49.73039593
Sudan,2010,82.70436058
Sudan,2011,76.48728563
Sudan,2012,70.14624841
Sudan,2013,80.8537534
Sudan,2014,78.34915612
Suriname,2000,88.39590444
Suriname,2001,86.63967611
Suriname,2002,79.3768546
Suriname,2003,72.6109857
Suriname,2004,65.60056859
Suriname,2005,52.70092227
Suriname,2006,66.88396349
Suriname,2007,74.14790997
Suriname,2008,77.94544399
Suriname,2009,76.7816092
Suriname,2010,70.18561485
Suriname,2011,60.6355715
Suriname,2012,63.23529412
Suriname,2013,59.93589744
Suriname,2014,62.33944954
Swaziland,1990,42.30769231
Swaziland,1991,48.68735084
Swaziland,1992,48.68735084
Swaziland,1993,48.68735084
Swaziland,1994,48.68735084
Swaziland,1995,49.41176471
Swaziland,1996,49.41176471
Swaziland,1997,44.44444444
Swaziland,1998,44.29678848
Swaziland,1999,41.54015402
Swaziland,2000,40.94102619
Swaziland,2001,45.24985187
Swaziland,2002,43.09287074
Swaziland,2003,31.18661258
Swaziland,2004,29.19605078
Swaziland,2005,39.09313725
Swaziland,2006,35.73911453
Swaziland,2007,38.11663143
Swaziland,2008,37.05419176
Swaziland,2009,47.42128646
Swaziland,2010,51.47124506
Swaziland,2011,50.94431881
Swaziland,2012,43.79221615
Swaziland,2013,40.65785012
Swaziland,2014,53.2627866
Sweden,1990,51.0001096
Sweden,1991,44.30087773
Sweden,1992,52.33321456
Sweden,1993,52.9243289
Sweden,1994,43.0287316
Sweden,1995,47.57877985
Sweden,1996,38.40158718
Sweden,1997,48.27754916
Sweden,1998,49.1828882
Sweden,1999,48.27432542
Sweden,2000,57.24673107
Sweden,2001,51.5616201
Sweden,2002,48.49693252
Sweden,2003,43.38265167
Sweden,2004,44.94933179
Sweden,2005,51.29416222
Sweden,2006,49.6007984
Sweden,2007,52.02690444
Sweden,2008,54.30904506
Sweden,2009,58.41995842
Sweden,2010,55.30176479
Sweden,2011,55.94460048
Sweden,2012,59.06774977
Sweden,2013,54.03349648
Sweden,2014,55.83768577
Switzerland,1990,54.98254292
Switzerland,1991,57.16370157
Switzerland,1992,56.909384
Switzerland,1993,59.57279001
Switzerland,1994,60.5732192
Switzerland,1995,57.42995759
Switzerland,1996,52.20884962
Switzerland,1997,56.01690541
Switzerland,1998,54.85683102
Switzerland,1999,59.37559157
Switzerland,2000,57.00048394
Switzerland,2001,59.3979566
Switzerland,2002,55.22034675
Switzerland,2003,54.72477064
Switzerland,2004,54.41321538
Switzerland,2005,55.85838135
Switzerland,2006,51.72685722
Switzerland,2007,54.906004
Switzerland,2008,55.67903813
Switzerland,2009,55.5442233
Switzerland,2010,56.72954642
Switzerland,2011,54.09299071
Switzerland,2012,59.47461109
Switzerland,2013,59.19383003
Switzerland,2014,58.01546318
Syria,1990,23.49496167
Syria,1991,22.03793415
Syria,1992,21.01576182
Syria,1993,20.54122488
Syria,1994,16.80937953
Syria,1995,15.1022864
Syria,1996,13.90327681
Syria,1997,13.32513325
Syria,1998,12.76052744
Syria,1999,11.91989132
Syria,2000,12.81278503
Syria,2001,12.76579814
Syria,2002,8.749509156
Syria,2003,9.338705854
Syria,2004,13.01555632
Syria,2005,12.38013454
Syria,2006,10.58123005
Syria,2007,9.000569329
Syria,2008,6.993637715
Syria,2009,4.308672763
Syria,2010,5.584642234
Syria,2011,7.813875997
Syria,2012,9.746477177
Syria,2013,12.03224642
Syria,2014,13.80834024
Tajikistan,1990,90.92913039
Tajikistan,1991,93.27191037
Tajikistan,1992,94.68553085
Tajikistan,1993,96.4883603
Tajikistan,1994,98.28642092
Tajikistan,1995,98.45531197
Tajikistan,1996,98.42650378
Tajikistan,1997,97.91503035
Tajikistan,1998,98.10705866
Tajikistan,1999,97.65778312
Tajikistan,2000,98.44177722
Tajikistan,2001,98.77624809
Tajikistan,2002,99.0981571
Tajikistan,2003,98.95208674
Tajikistan,2004,99.07828513
Tajikistan,2005,99.28028087
Tajikistan,2006,98.61824624
Tajikistan,2007,97.82782668
Tajikistan,2008,97.85099399
Tajikistan,2009,98.65359558
Tajikistan,2010,99.78703985
Tajikistan,2011,99.76598103
Tajikistan,2012,99.56403912
Tajikistan,2013,99.74291557
Tajikistan,2014,97.13453133
Tanzania,1990,95.14742015
Tanzania,1991,94.73106476
Tanzania,1992,90.85903084
Tanzania,1993,88.84816754
Tanzania,1994,84.16619876
Tanzania,1995,79.98960499
Tanzania,1996,86.27838105
Tanzania,1997,75.50807712
Tanzania,1998,96.65116279
Tanzania,1999,93.7147811
Tanzania,2000,86.36731392
Tanzania,2001,94.7935368
Tanzania,2002,96.24911536
Tanzania,2003,95.86310643
Tanzania,2004,60.24565608
Tanzania,2005,50.0140647
Tanzania,2006,41.67633411
Tanzania,2007,60.37284895
Tanzania,2008,60.42378674
Tanzania,2009,55.78991774
Tanzania,2010,51.6875237
Tanzania,2011,39.79972511
Tanzania,2012,32.18822687
Tanzania,2013,29.50681703
Tanzania,2014,42.2897572
Thailand,1990,11.26403477
Thailand,1991,9.140181329
Thailand,1992,7.424077901
Thailand,1993,5.840049206
Thailand,1994,6.343341248
Thailand,1995,8.742179988
Thailand,1996,9.129360433
Thailand,1997,8.093235793
Thailand,1998,6.105361347
Thailand,1999,4.888992548
Thailand,2000,6.811006804
Thailand,2001,6.636399141
Thailand,2002,7.484428463
Thailand,2003,7.224981408
Thailand,2004,5.823729191
Thailand,2005,5.544755176
Thailand,2006,6.917155584
Thailand,2007,6.91389195
Thailand,2008,6.597886397
Thailand,2009,6.897179131
Thailand,2010,5.60988453
Thailand,2011,8.047900199
Thailand,2012,8.390870733
Thailand,2013,8.277930019
Thailand,2014,9.083055445
Timor,2002,0
Timor,2003,0
Timor,2004,0
Timor,2005,0
Timor,2006,0
Timor,2007,0
Timor,2008,0
Timor,2009,0
Timor,2010,0
Timor,2011,0
Timor,2012,0
Timor,2013,0
Timor,2014,0
Togo,1990,60.12658228
Togo,1991,68.19787986
Togo,1992,76.64670659
Togo,1993,79.58477509
Togo,1994,59.91902834
Togo,1995,82.52427184
Togo,1996,79.83193277
Togo,1997,64.58333333
Togo,1998,57.14285714
Togo,1999,48.13084112
Togo,2000,57.14285714
Togo,2001,40.6504065
Togo,2002,57.23684211
Togo,2003,70.45454545
Togo,2004,44.62365591
Togo,2005,40.21164021
Togo,2006,42.53393665
Togo,2007,52.04081633
Togo,2008,75.6097561
Togo,2009,75
Togo,2010,54.18994413
Togo,2011,86.71875
Togo,2012,84.68468468
Togo,2013,81.72043011
Togo,2014,88.02816901
Tonga,1990,0
Tonga,1991,0
Tonga,1992,0
Tonga,1993,0
Tonga,1994,0
Tonga,1995,0
Tonga,1996,0
Tonga,1997,0
Tonga,1998,0
Tonga,1999,0
Tonga,2000,0
Tonga,2001,0
Tonga,2002,0
Tonga,2003,0
Tonga,2004,0
Tonga,2005,0
Tonga,2006,0
Tonga,2007,0
Tonga,2008,0
Tonga,2009,0
Tonga,2010,0
Tonga,2011,0
Tonga,2012,0
Tonga,2013,3.845215989
Tonga,2014,4.578361834
Trinidad and Tobago,1990,0.866648029
Trinidad and Tobago,1991,0.672043011
Trinidad and Tobago,1992,0.754527163
Trinidad and Tobago,1993,0.733560388
Trinidad and Tobago,1994,0.786434013
Trinidad and Tobago,1995,0.766194567
Trinidad and Tobago,1996,0.37436688
Trinidad and Tobago,1997,0.360866079
Trinidad and Tobago,1998,0.348229832
Trinidad and Tobago,1999,0.343053173
Trinidad and Tobago,2000,0.366367467
Trinidad and Tobago,2001,0.513819986
Trinidad and Tobago,2002,0.460666194
Trinidad and Tobago,2003,0.186422246
Trinidad and Tobago,2004,0.357698289
Trinidad and Tobago,2005,0.311703032
Trinidad and Tobago,2006,0.625869263
Trinidad and Tobago,2007,0.247524752
Trinidad and Tobago,2008,0.258698745
Trinidad and Tobago,2009,0.242254239
Trinidad and Tobago,2010,0
Trinidad and Tobago,2011,0
Trinidad and Tobago,2012,0
Trinidad and Tobago,2013,0
Trinidad and Tobago,2014,0
Tunisia,1990,0.791602134
Tunisia,1991,1.824212272
Tunisia,1992,1.047927262
Tunisia,1993,0.966037736
Tunisia,1994,0.56753689
Tunisia,1995,0.508540879
Tunisia,1996,0.845212565
Tunisia,1997,0.518684428
Tunisia,1998,0.792515135
Tunisia,1999,0.900270081
Tunisia,2000,0.821064553
Tunisia,2001,0.684691011
Tunisia,2002,0.793851871
Tunisia,2003,1.762621789
Tunisia,2004,1.658291457
Tunisia,2005,1.476976542
Tunisia,2006,0.995329607
Tunisia,2007,0.66962661
Tunisia,2008,0.48040103
Tunisia,2009,1.153947023
Tunisia,2010,1.160517957
Tunisia,2011,1.000181851
Tunisia,2012,1.721942307
Tunisia,2013,2.333931777
Tunisia,2014,3.090832632
Turkey,1990,40.36633474
Turkey,1991,37.84815589
Turkey,1992,39.62608773
Turkey,1993,46.18063083
Turkey,1994,39.21808966
Turkey,1995,41.56550373
Turkey,1996,42.94132529
Turkey,1997,38.9105096
Turkey,1998,38.33474447
Turkey,1999,29.98282377
Turkey,2000,24.93876179
Turkey,2001,19.83784885
Turkey,2002,26.2488408
Turkey,2003,25.29431431
Turkey,2004,30.73099842
Turkey,2005,24.54246832
Turkey,2006,25.25368834
Turkey,2007,19.0318337
Turkey,2008,17.34772047
Turkey,2009,19.57836273
Turkey,2010,26.37778872
Turkey,2011,25.32684084
Turkey,2012,27.23051742
Turkey,2013,28.8231718
Turkey,2014,20.88719375
Turkmenistan,1990,4.791238877
Turkmenistan,1991,4.697986577
Turkmenistan,1992,0.030342107
Turkmenistan,1993,0.039566353
Turkmenistan,1994,0.038109756
Turkmenistan,1995,0.040816327
Turkmenistan,1996,0.04950495
Turkmenistan,1997,0.052642662
Turkmenistan,1998,0.063721325
Turkmenistan,1999,0.056433409
Turkmenistan,2000,0
Turkmenistan,2001,0
Turkmenistan,2002,0
Turkmenistan,2003,0
Turkmenistan,2004,0
Turkmenistan,2005,0
Turkmenistan,2006,0
Turkmenistan,2007,0
Turkmenistan,2008,0
Turkmenistan,2009,0
Turkmenistan,2010,0
Turkmenistan,2011,0
Turkmenistan,2012,0
