Entity,Year,UN Population Division (Median Age) (2015)
Moldova,1960,26.08
Moldova,1965,26.18
Moldova,1970,26.29
Moldova,1975,26.21
Moldova,1980,27.7
Moldova,1985,28.65
Moldova,1990,29.87
Moldova,1995,30.8
Moldova,2000,31.26
Moldova,2005,32.39
Moldova,2010,34.16
Moldova,2015,35.58
Moldova,2020,37.6
Moldova,2025,39.85
Moldova,2030,42.56
Moldova,2035,45.24
Moldova,2040,47.25
Moldova,2045,48.76
Moldova,2050,49.3
Moldova,2055,49.18
Moldova,2060,49.48
Moldova,2065,49.96
Moldova,2070,49.97
Moldova,2075,49.44
Moldova,2080,48.59
Moldova,2085,47.83
Moldova,2090,47.54
Moldova,2095,47.55
Moldova,2100,47.58
Mongolia,1950,25.04
Mongolia,1955,24.29
Mongolia,1960,23.03
Mongolia,1965,20.41
Mongolia,1970,18.26
Mongolia,1975,17.45
Mongolia,1980,17.78
Mongolia,1985,18.51
Mongolia,1990,19.27
Mongolia,1995,20.28
Mongolia,2000,21.99
Mongolia,2005,24.02
Mongolia,2010,25.69
Mongolia,2015,27.33
Mongolia,2020,28.99
Mongolia,2025,30.38
Mongolia,2030,31.18
Mongolia,2035,31.62
Mongolia,2040,32.48
Mongolia,2045,33.77
Mongolia,2050,35.36
Mongolia,2055,36.72
Mongolia,2060,37.89
Mongolia,2065,38.87
Mongolia,2070,39.62
Mongolia,2075,40.22
Mongolia,2080,40.81
Mongolia,2085,41.43
Mongolia,2090,42.15
Mongolia,2095,43
Mongolia,2100,43.88
Montenegro,1950,21.61
Montenegro,1955,22.23
Montenegro,1960,22.88
Montenegro,1965,23.53
Montenegro,1970,24.05
Montenegro,1975,24.93
Montenegro,1980,26.66
Montenegro,1985,28.32
Montenegro,1990,29.76
Montenegro,1995,32.19
Montenegro,2000,34.41
Montenegro,2005,35.01
Montenegro,2010,36.31
Montenegro,2015,37.56
Montenegro,2020,38.94
Montenegro,2025,40.48
Montenegro,2030,41.6
Montenegro,2035,42.67
Montenegro,2040,43.71
Montenegro,2045,44.69
Montenegro,2050,45.5
Montenegro,2055,46.36
Montenegro,2060,47.05
Montenegro,2065,47.52
Montenegro,2070,47.81
Montenegro,2075,48.02
Montenegro,2080,48.22
Montenegro,2085,48.43
Montenegro,2090,48.59
Montenegro,2095,48.67
Montenegro,2100,48.7
More developed regions,1950,28.45
More developed regions,1955,28.96
More developed regions,1960,29.54
More developed regions,1965,29.87
More developed regions,1970,30.58
More developed regions,1975,30.94
More developed regions,1980,31.9
More developed regions,1985,33.07
More developed regions,1990,34.37
More developed regions,1995,35.79
More developed regions,2000,37.34
More developed regions,2005,38.75
More developed regions,2010,40.01
More developed regions,2015,41.21
More developed regions,2020,42.17
More developed regions,2025,43.12
More developed regions,2030,44.09
More developed regions,2035,44.96
More developed regions,2040,45.43
More developed regions,2045,45.34
More developed regions,2050,45.14
More developed regions,2055,45.18
More developed regions,2060,45.28
More developed regions,2065,45.44
More developed regions,2070,45.56
More developed regions,2075,45.59
More developed regions,2080,45.6
More developed regions,2085,45.71
More developed regions,2090,45.95
More developed regions,2095,46.26
More developed regions,2100,46.58
Morocco,1950,19.53
Morocco,1955,19.23
Morocco,1960,18.07
Morocco,1965,16.29
Morocco,1970,16.09
Morocco,1975,16.73
Morocco,1980,17.74
Morocco,1985,18.65
Morocco,1990,19.76
Morocco,1995,21.08
Morocco,2000,22.68
Morocco,2005,24.54
Morocco,2010,26.4
Morocco,2015,27.96
Morocco,2020,29.61
Morocco,2025,31.41
Morocco,2030,33.11
Morocco,2035,34.64
Morocco,2040,35.86
Morocco,2045,37.18
Morocco,2050,38.64
Morocco,2055,40.27
Morocco,2060,41.78
Morocco,2065,43.13
Morocco,2070,44.25
Morocco,2075,45.12
Morocco,2080,45.8
Morocco,2085,46.44
Morocco,2090,47.11
Morocco,2095,47.76
Morocco,2100,48.31
Mozambique,1950,19.11
Mozambique,1955,19.02
Mozambique,1960,18.83
Mozambique,1965,18.58
Mozambique,1970,18.29
Mozambique,1975,18.05
Mozambique,1980,17.93
Mozambique,1985,17.38
Mozambique,1990,16.2
Mozambique,1995,17.42
Mozambique,2000,17.37
Mozambique,2005,17.14
Mozambique,2010,16.94
Mozambique,2015,17.14
Mozambique,2020,17.6
Mozambique,2025,18.2
Mozambique,2030,18.86
Mozambique,2035,19.58
Mozambique,2040,20.4
Mozambique,2045,21.36
Mozambique,2050,22.41
Mozambique,2055,23.52
Mozambique,2060,24.64
Mozambique,2065,25.83
Mozambique,2070,27.03
Mozambique,2075,28.21
Mozambique,2080,29.36
Mozambique,2085,30.52
Mozambique,2090,31.66
Mozambique,2095,32.78
Mozambique,2100,33.87
Myanmar,1950,22.44
Myanmar,1955,21.79
Myanmar,1960,20.65
Myanmar,1965,19.31
Myanmar,1970,18.59
Myanmar,1975,18.84
Myanmar,1980,19.21
Myanmar,1985,19.7
Myanmar,1990,20.8
Myanmar,1995,22.14
Myanmar,2000,23.5
Myanmar,2005,24.78
Myanmar,2010,26.45
Myanmar,2015,27.89
Myanmar,2020,29.34
Myanmar,2025,30.84
Myanmar,2030,32.38
Myanmar,2035,33.91
Myanmar,2040,35.5
Myanmar,2045,36.86
Myanmar,2050,37.96
Myanmar,2055,38.77
Myanmar,2060,39.46
Myanmar,2065,40.09
Myanmar,2070,40.72
Myanmar,2075,41.31
Myanmar,2080,41.79
Myanmar,2085,42.12
Myanmar,2090,42.33
Myanmar,2095,42.49
Myanmar,2100,42.7
Namibia,1950,20.91
Namibia,1955,20.15
Namibia,1960,19.34
Namibia,1965,18.8
Namibia,1970,18.38
Namibia,1975,17.82
Namibia,1980,16.65
Namibia,1985,16.4
Namibia,1990,17.83
Namibia,1995,18.62
Namibia,2000,19.49
Namibia,2005,19.57
Namibia,2010,20.17
Namibia,2015,21.21
Namibia,2020,22.17
Namibia,2025,23.05
Namibia,2030,23.91
Namibia,2035,24.86
Namibia,2040,26.21
Namibia,2045,27.54
Namibia,2050,28.85
Namibia,2055,30.15
Namibia,2060,31.45
Namibia,2065,32.72
Namibia,2070,33.96
Namibia,2075,35.16
Namibia,2080,36.36
Namibia,2085,37.52
Namibia,2090,38.62
Namibia,2095,39.64
Namibia,2100,40.55
Nepal,1950,20.51
Nepal,1955,20.2
Nepal,1960,19.93
Nepal,1965,19.62
Nepal,1970,19.23
Nepal,1975,19.4
Nepal,1980,19.27
Nepal,1985,18.97
Nepal,1990,18.68
Nepal,1995,18.96
Nepal,2000,19.27
Nepal,2005,19.95
Nepal,2010,21.15
Nepal,2015,23.11
Nepal,2020,24.84
Nepal,2025,27.04
Nepal,2030,29.33
Nepal,2035,31.79
Nepal,2040,34.27
Nepal,2045,36.65
Nepal,2050,38.89
Nepal,2055,40.9
Nepal,2060,42.9
Nepal,2065,44.84
Nepal,2070,46.64
Nepal,2075,48.21
Nepal,2080,49.5
Nepal,2085,50.38
Nepal,2090,50.9
Nepal,2095,51.25
Nepal,2100,51.53
Netherlands,1950,27.97
Netherlands,1955,28.49
Netherlands,1960,28.63
Netherlands,1965,28.53
Netherlands,1970,28.57
Netherlands,1975,29.36
Netherlands,1980,31.22
Netherlands,1985,33.02
Netherlands,1990,34.52
Netherlands,1995,35.95
Netherlands,2000,37.53
Netherlands,2005,39.13
Netherlands,2010,41.16
Netherlands,2015,42.69
Netherlands,2020,43.74
Netherlands,2025,44.25
Netherlands,2030,44.65
Netherlands,2035,45.11
Netherlands,2040,45.56
Netherlands,2045,45.9
Netherlands,2050,46.18
Netherlands,2055,46.2
Netherlands,2060,46.04
Netherlands,2065,46.01
Netherlands,2070,46.23
Netherlands,2075,46.62
Netherlands,2080,47.02
Netherlands,2085,47.33
Netherlands,2090,47.52
Netherlands,2095,47.68
Netherlands,2100,47.89
New Caledonia,1950,22.5
New Caledonia,1955,22.41
New Caledonia,1960,22
New Caledonia,1965,21.58
New Caledonia,1970,21.56
New Caledonia,1975,21.78
New Caledonia,1980,22.22
New Caledonia,1985,22.96
New Caledonia,1990,24.1
New Caledonia,1995,25.52
New Caledonia,2000,27.16
New Caledonia,2005,29.06
New Caledonia,2010,32.36
New Caledonia,2015,33.11
New Caledonia,2020,33.92
New Caledonia,2025,35.04
New Caledonia,2030,36.51
New Caledonia,2035,37.83
New Caledonia,2040,38.99
New Caledonia,2045,39.96
New Caledonia,2050,40.83
New Caledonia,2055,41.7
New Caledonia,2060,42.53
New Caledonia,2065,43.31
New Caledonia,2070,44.05
New Caledonia,2075,44.73
New Caledonia,2080,45.33
New Caledonia,2085,45.82
New Caledonia,2090,46.23
New Caledonia,2095,46.62
New Caledonia,2100,47.01
New Zealand,1950,29.41
New Zealand,1955,28.73
New Zealand,1960,27.43
New Zealand,1965,25.82
New Zealand,1970,25.61
New Zealand,1975,26.3
New Zealand,1980,27.87
New Zealand,1985,29.5
New Zealand,1990,31.11
New Zealand,1995,32.57
New Zealand,2000,34.32
New Zealand,2005,35.52
New Zealand,2010,36.55
New Zealand,2015,37.99
New Zealand,2020,38.57
New Zealand,2025,39.25
New Zealand,2030,39.96
New Zealand,2035,41.04
New Zealand,2040,41.87
New Zealand,2045,42.45
New Zealand,2050,42.99
New Zealand,2055,43.62
New Zealand,2060,44.24
New Zealand,2065,44.79
New Zealand,2070,45.43
New Zealand,2075,46.1
New Zealand,2080,46.75
New Zealand,2085,47.32
New Zealand,2090,47.84
New Zealand,2095,48.32
New Zealand,2100,48.79
Nicaragua,1950,18.25
Nicaragua,1955,17.35
Nicaragua,1960,16.35
Nicaragua,1965,15.48
Nicaragua,1970,15.88
Nicaragua,1975,16.3
Nicaragua,1980,16.44
Nicaragua,1985,16.45
Nicaragua,1990,16.93
Nicaragua,1995,17.98
Nicaragua,2000,19.36
Nicaragua,2005,21.18
Nicaragua,2010,23.12
Nicaragua,2015,25.18
Nicaragua,2020,27.34
Nicaragua,2025,29.5
Nicaragua,2030,31.68
Nicaragua,2035,33.81
Nicaragua,2040,35.91
Nicaragua,2045,38.02
Nicaragua,2050,40.11
Nicaragua,2055,42.1
Nicaragua,2060,43.97
Nicaragua,2065,45.68
Nicaragua,2070,47.14
Nicaragua,2075,48.35
Nicaragua,2080,49.31
Nicaragua,2085,50.06
Nicaragua,2090,50.63
Nicaragua,2095,51.06
Nicaragua,2100,51.37
Niger,1950,15.25
Niger,1955,15.61
Niger,1960,15.82
Niger,1965,15.72
Niger,1970,15.83
Niger,1975,15.99
Niger,1980,16.28
Niger,1985,16.08
Niger,1990,16.21
Niger,1995,16.25
Niger,2000,16.08
Niger,2005,15.48
Niger,2010,15.02
Niger,2015,14.82
Niger,2020,14.79
Niger,2025,14.92
Niger,2030,15.25
Niger,2035,15.73
Niger,2040,16.32
Niger,2045,17
Niger,2050,17.78
Niger,2055,18.65
Niger,2060,19.61
Niger,2065,20.71
Niger,2070,21.89
Niger,2075,23.08
Niger,2080,24.29
Niger,2085,25.55
Niger,2090,26.85
Niger,2095,28.14
Niger,2100,29.43
Nigeria,1950,19.11
Nigeria,1955,19.07
Nigeria,1960,19.03
Nigeria,1965,18.95
Nigeria,1970,18.74
Nigeria,1975,18.31
Nigeria,1980,18.01
Nigeria,1985,17.54
Nigeria,1990,17.47
Nigeria,1995,17.71
Nigeria,2000,17.98
Nigeria,2005,18.04
Nigeria,2010,17.96
Nigeria,2015,17.91
Nigeria,2020,18.16
Nigeria,2025,18.66
Nigeria,2030,19.3
Nigeria,2035,20.03
Nigeria,2040,20.83
Nigeria,2045,21.65
Nigeria,2050,22.51
Nigeria,2055,23.43
Nigeria,2060,24.39
Nigeria,2065,25.4
Nigeria,2070,26.45
Nigeria,2075,27.46
Nigeria,2080,28.46
Nigeria,2085,29.44
Nigeria,2090,30.43
Nigeria,2095,31.42
Nigeria,2100,32.43
North Korea,1950,18.01
North Korea,1955,19.11
North Korea,1960,19.86
North Korea,1965,21.14
North Korea,1970,20.98
North Korea,1975,19.57
North Korea,1980,21.9
North Korea,1985,23.64
North Korea,1990,25.09
North Korea,1995,27.4
North Korea,2000,29.5
North Korea,2005,31.59
North Korea,2010,33.1
North Korea,2015,33.86
North Korea,2020,35
North Korea,2025,36.1
North Korea,2030,37.34
North Korea,2035,38.6
North Korea,2040,39.74
North Korea,2045,40.61
North Korea,2050,41.01
North Korea,2055,41.38
North Korea,2060,41.9
North Korea,2065,42.57
North Korea,2070,43.32
North Korea,2075,43.97
North Korea,2080,44.41
North Korea,2085,44.72
North Korea,2090,45.06
North Korea,2095,45.5
North Korea,2100,45.99
Northern Africa,1950,19.94
Northern Africa,1955,19.66
Northern Africa,1960,18.84
Northern Africa,1965,17.9
Northern Africa,1970,17.67
Northern Africa,1975,17.88
Northern Africa,1980,18.19
Northern Africa,1985,18.56
Northern Africa,1990,19.06
Northern Africa,1995,19.84
Northern Africa,2000,21.28
Northern Africa,2005,22.81
Northern Africa,2010,24.15
Northern Africa,2015,25.15
Northern Africa,2020,26.05
Northern Africa,2025,26.85
Northern Africa,2030,27.65
Northern Africa,2035,28.54
Northern Africa,2040,29.57
Northern Africa,2045,30.98
Northern Africa,2050,32.24
Northern Africa,2055,33.37
Northern Africa,2060,34.35
Northern Africa,2065,35.21
Northern Africa,2070,36.08
Northern Africa,2075,36.99
Northern Africa,2080,37.95
Northern Africa,2085,38.92
Northern Africa,2090,39.88
Northern Africa,2095,40.77
Northern Africa,2100,41.56
Northern America,1950,29.8
Northern America,1955,29.91
Northern America,1960,29.27
Northern America,1965,28.23
Northern America,1970,28.09
Northern America,1975,28.77
Northern America,1980,29.87
Northern America,1985,31.36
Northern America,1990,32.83
Northern America,1995,34.13
Northern America,2000,35.43
Northern America,2005,36.49
Northern America,2010,37.41
Northern America,2015,38.28
Northern America,2020,38.86
Northern America,2025,39.65
Northern America,2030,40.36
Northern America,2035,41.2
Northern America,2040,41.64
Northern America,2045,41.87
Northern America,2050,42.07
Northern America,2055,42.22
Northern America,2060,42.42
Northern America,2065,42.76
Northern America,2070,43.15
Northern America,2075,43.5
Northern America,2080,43.78
Northern America,2085,44.04
Northern America,2090,44.31
Northern America,2095,44.63
Northern America,2100,44.99
Northern Europe,1950,33.64
Northern Europe,1955,33.95
Northern Europe,1960,34.4
Northern Europe,1965,34.07
Northern Europe,1970,33.49
Northern Europe,1975,33.42
Northern Europe,1980,34.02
Northern Europe,1985,35.08
Northern Europe,1990,35.6
Northern Europe,1995,36.39
Northern Europe,2000,37.58
Northern Europe,2005,38.74
Northern Europe,2010,39.5
Northern Europe,2015,40.27
Northern Europe,2020,40.72
Northern Europe,2025,41.34
Northern Europe,2030,42.1
Northern Europe,2035,42.85
Northern Europe,2040,43.32
Northern Europe,2045,43.33
Northern Europe,2050,43.31
Northern Europe,2055,43.6
Northern Europe,2060,43.94
Northern Europe,2065,44.33
Northern Europe,2070,44.71
Northern Europe,2075,44.98
Northern Europe,2080,45.16
Northern Europe,2085,45.42
Northern Europe,2090,45.8
Northern Europe,2095,46.25
Northern Europe,2100,46.71
Norway,1950,32.58
Norway,1955,33.58
Norway,1960,34.34
Norway,1965,34.09
Norway,1970,32.95
Norway,1975,32.44
Norway,1980,33.3
Norway,1985,34.58
Norway,1990,35.37
Norway,1995,36.09
Norway,2000,36.87
Norway,2005,37.92
Norway,2010,38.65
Norway,2015,39.13
Norway,2020,39.38
Norway,2025,40.09
Norway,2030,40.95
Norway,2035,41.81
Norway,2040,42.41
Norway,2045,42.66
Norway,2050,42.78
Norway,2055,42.96
Norway,2060,43.2
Norway,2065,43.55
Norway,2070,43.95
Norway,2075,44.32
Norway,2080,44.62
Norway,2085,44.89
Norway,2090,45.22
Norway,2095,45.64
Norway,2100,46.12
Oceania,1950,27.86
Oceania,1955,27.4
Oceania,1960,26.37
Oceania,1965,25.23
Oceania,1970,24.83
Oceania,1975,25.47
Oceania,1980,26.37
Oceania,1985,27.47
Oceania,1990,28.62
Oceania,1995,29.74
Oceania,2000,30.84
Oceania,2005,31.88
Oceania,2010,32.25
Oceania,2015,32.87
Oceania,2020,33.57
Oceania,2025,34.35
Oceania,2030,35.12
Oceania,2035,35.73
Oceania,2040,36.23
Oceania,2045,36.8
Oceania,2050,37.39
Oceania,2055,38.03
Oceania,2060,38.71
Oceania,2065,39.39
Oceania,2070,40.05
Oceania,2075,40.67
Oceania,2080,41.27
Oceania,2085,41.89
Oceania,2090,42.53
Oceania,2095,43.22
Oceania,2100,43.91
Oman,1950,18.77
Oman,1955,18.48
Oman,1960,18.02
Oman,1965,17.43
Oman,1970,16.85
Oman,1975,17.07
Oman,1980,17.61
Oman,1985,17.52
Oman,1990,17.86
Oman,1995,20.74
Oman,2000,20.96
Oman,2005,22.36
Oman,2010,26.01
Oman,2015,29
Oman,2020,31.08
Oman,2025,32.58
Oman,2030,34.2
Oman,2035,35.43
Oman,2040,37
Oman,2045,38.42
Oman,2050,40.05
Oman,2055,42.03
Oman,2060,43.95
Oman,2065,45.77
Oman,2070,47.13
Oman,2075,47.91
Oman,2080,48.04
Oman,2085,47.97
Oman,2090,48.2
Oman,2095,48.73
Oman,2100,49.32
Other non-specified areas,1950,19.14
Other non-specified areas,1955,18.8
Other non-specified areas,1960,18.14
Other non-specified areas,1965,18.43
Other non-specified areas,1970,18.75
Other non-specified areas,1975,20.37
Other non-specified areas,1980,22.73
Other non-specified areas,1985,24.74
Other non-specified areas,1990,27.12
Other non-specified areas,1995,29.46
Other non-specified areas,2000,31.75
Other non-specified areas,2005,34.37
Other non-specified areas,2010,37.07
Other non-specified areas,2015,39.74
Other non-specified areas,2020,42.62
Other non-specified areas,2025,45.46
Other non-specified areas,2030,48.15
Other non-specified areas,2035,50.7
Other non-specified areas,2040,52.73
Other non-specified areas,2045,54.46
Other non-specified areas,2050,56.15
Other non-specified areas,2055,57.55
Other non-specified areas,2060,58.54
Other non-specified areas,2065,58.69
Other non-specified areas,2070,58.03
Other non-specified areas,2075,57.3
Other non-specified areas,2080,56.38
Other non-specified areas,2085,55.7
Other non-specified areas,2090,55.26
Other non-specified areas,2095,54.61
Other non-specified areas,2100,53.78
Pakistan,1950,19.82
Pakistan,1955,20.19
Pakistan,1960,20.18
Pakistan,1965,19.97
Pakistan,1970,19.29
Pakistan,1975,18.55
Pakistan,1980,18.46
Pakistan,1985,18.6
Pakistan,1990,18.5
Pakistan,1995,18.58
Pakistan,2000,19.15
Pakistan,2005,20.21
Pakistan,2010,21.43
Pakistan,2015,22.46
Pakistan,2020,23.47
Pakistan,2025,24.51
Pakistan,2030,25.51
Pakistan,2035,26.77
Pakistan,2040,28.1
Pakistan,2045,29.46
Pakistan,2050,30.85
Pakistan,2055,32.18
Pakistan,2060,33.42
Pakistan,2065,34.56
Pakistan,2070,35.64
Pakistan,2075,36.73
Pakistan,2080,37.84
Pakistan,2085,38.95
Pakistan,2090,40.01
Pakistan,2095,40.96
Pakistan,2100,41.79
Palestine,1950,17.3
Palestine,1955,16.99
Palestine,1960,16.75
Palestine,1965,16.14
Palestine,1970,15.3
Palestine,1975,14.84
Palestine,1980,15.06
Palestine,1985,15.5
Palestine,1990,15.66
Palestine,1995,15.66
Palestine,2000,16.03
Palestine,2005,16.97
Palestine,2010,18.14
Palestine,2015,19.3
Palestine,2020,20.35
Palestine,2025,21.28
Palestine,2030,22.3
Palestine,2035,23.45
Palestine,2040,24.69
Palestine,2045,26.05
Palestine,2050,27.39
Palestine,2055,28.7
Palestine,2060,29.97
Palestine,2065,31.27
Palestine,2070,32.55
Palestine,2075,33.81
Palestine,2080,35.06
Palestine,2085,36.35
Palestine,2090,37.59
Palestine,2095,38.81
Palestine,2100,39.98
Panama,1950,18.83
Panama,1955,18.4
Panama,1960,18.03
Panama,1965,17.78
Panama,1970,17.84
Panama,1975,18.27
Panama,1980,19.13
Panama,1985,20.29
Panama,1990,21.66
Panama,1995,23.11
Panama,2000,24.49
Panama,2005,25.96
Panama,2010,27.37
Panama,2015,28.73
Panama,2020,30.11
Panama,2025,31.51
Panama,2030,32.96
Panama,2035,34.42
Panama,2040,35.79
Panama,2045,37.15
Panama,2050,38.48
Panama,2055,39.76
Panama,2060,40.96
Panama,2065,42.06
Panama,2070,43.08
Panama,2075,44.02
Panama,2080,44.89
Panama,2085,45.68
Panama,2090,46.37
Panama,2095,46.96
Panama,2100,47.47
Papua New Guinea,1950,20.26
Papua New Guinea,1955,19.37
Papua New Guinea,1960,18.76
Papua New Guinea,1965,18.29
Papua New Guinea,1970,17.99
Papua New Guinea,1975,17.45
Papua New Guinea,1980,17.3
Papua New Guinea,1985,17.53
Papua New Guinea,1990,18.26
Papua New Guinea,1995,19.1
Papua New Guinea,2000,19.59
Papua New Guinea,2005,20.03
Papua New Guinea,2010,20.47
Papua New Guinea,2015,21.21
Papua New Guinea,2020,22.19
Papua New Guinea,2025,23.24
Papua New Guinea,2030,24.27
Papua New Guinea,2035,25.3
Papua New Guinea,2040,26.3
Papua New Guinea,2045,27.27
Papua New Guinea,2050,28.25
Papua New Guinea,2055,29.22
Papua New Guinea,2060,30.19
Papua New Guinea,2065,31.19
Papua New Guinea,2070,32.16
Papua New Guinea,2075,33.1
Papua New Guinea,2080,34.01
Papua New Guinea,2085,34.89
Papua New Guinea,2090,35.76
Papua New Guinea,2095,36.62
Papua New Guinea,2100,37.46
Paraguay,1950,16.48
Paraguay,1955,16.19
Paraguay,1960,16.04
Paraguay,1965,16.17
Paraguay,1970,16.73
Paraguay,1975,17.65
Paraguay,1980,18.39
Paraguay,1985,18.92
Paraguay,1990,19.38
Paraguay,1995,19.74
Paraguay,2000,20.47
Paraguay,2005,21.89
Paraguay,2010,23.29
Paraguay,2015,24.86
Paraguay,2020,26.5
Paraguay,2025,28.12
Paraguay,2030,29.76
Paraguay,2035,31.23
Paraguay,2040,32.71
Paraguay,2045,34.14
Paraguay,2050,35.53
Paraguay,2055,36.96
Paraguay,2060,38.35
Paraguay,2065,39.65
Paraguay,2070,40.8
Paraguay,2075,41.83
Paraguay,2080,42.75
Paraguay,2085,43.57
Paraguay,2090,44.32
Paraguay,2095,45.03
Paraguay,2100,45.68
Peru,1950,19.13
Peru,1955,18.75
Peru,1960,18.28
Peru,1965,17.79
Peru,1970,17.72
Peru,1975,18.08
Peru,1980,18.52
Peru,1985,19.38
Peru,1990,20.38
Peru,1995,21.5
Peru,2000,22.78
Peru,2005,24.32
Peru,2010,25.9
Peru,2015,27.49
Peru,2020,29.12
Peru,2025,30.8
Peru,2030,32.42
Peru,2035,34.01
Peru,2040,35.58
Peru,2045,37.16
Peru,2050,38.73
Peru,2055,40.32
Peru,2060,41.83
Peru,2065,43.22
Peru,2070,44.46
Peru,2075,45.54
Peru,2080,46.47
Peru,2085,47.3
Peru,2090,48.05
Peru,2095,48.72
Peru,2100,49.3
Philippines,1950,18.17
Philippines,1955,17.17
Philippines,1960,16.53
Philippines,1965,16.27
Philippines,1970,16.72
Philippines,1975,17.41
Philippines,1980,18.05
Philippines,1985,18.7
Philippines,1990,19.25
Philippines,1995,19.82
Philippines,2000,20.51
Philippines,2005,21.25
Philippines,2010,23.27
Philippines,2015,24.2
Philippines,2020,25.39
Philippines,2025,26.58
Philippines,2030,27.67
Philippines,2035,28.71
Philippines,2040,29.73
Philippines,2045,30.85
Philippines,2050,31.97
Philippines,2055,33.07
Philippines,2060,34.16
Philippines,2065,35.22
Philippines,2070,36.26
Philippines,2075,37.24
Philippines,2080,38.17
Philippines,2085,39.06
Philippines,2090,39.92
Philippines,2095,40.74
Philippines,2100,41.5
Poland,1950,25.8
Poland,1955,26.01
Poland,1960,26.44
Poland,1965,27.25
Poland,1970,27.9
Poland,1975,28.4
Poland,1980,29.31
Poland,1985,30.55
Poland,1990,32.29
Poland,1995,33.8
Poland,2000,35.43
Poland,2005,36.81
Poland,2010,38.06
Poland,2015,39.59
Poland,2020,41.6
Poland,2025,43.78
Poland,2030,46.12
Poland,2035,48.24
Poland,2040,50.09
Poland,2045,51.28
Poland,2050,51.78
Poland,2055,51.74
Poland,2060,52.07
Poland,2065,52.63
Poland,2070,52.98
Poland,2075,52.83
Poland,2080,52.22
Poland,2085,51.43
Poland,2090,50.96
Poland,2095,50.95
Poland,2100,51.11
Polynesia,1950,17.16
Polynesia,1955,17.03
Polynesia,1960,16.61
Polynesia,1965,15.82
Polynesia,1970,15.72
Polynesia,1975,16.67
Polynesia,1980,18.01
Polynesia,1985,19.15
Polynesia,1990,20.38
Polynesia,1995,21.3
Polynesia,2000,22.34
Polynesia,2005,23.58
Polynesia,2010,25.2
Polynesia,2015,26.15
Polynesia,2020,27.46
Polynesia,2025,28.89
Polynesia,2030,30.2
Polynesia,2035,31.49
Polynesia,2040,32.63
Polynesia,2045,33.76
Polynesia,2050,35.07
Polynesia,2055,36.27
Polynesia,2060,37.41
Polynesia,2065,38.52
Polynesia,2070,39.64
Polynesia,2075,40.8
Polynesia,2080,41.94
Polynesia,2085,43.01
Polynesia,2090,43.97
Polynesia,2095,44.82
Polynesia,2100,45.6
Portugal,1950,26.09
Portugal,1955,27.23
Portugal,1960,27.95
Portugal,1965,28.93
Portugal,1970,29.73
Portugal,1975,29.91
Portugal,1980,30.73
Portugal,1985,32.19
Portugal,1990,34.28
Portugal,1995,36.01
Portugal,2000,37.85
Portugal,2005,39.44
Portugal,2010,41.66
Portugal,2015,43.97
Portugal,2020,46.23
Portugal,2025,48.3
Portugal,2030,50.15
Portugal,2035,51.34
Portugal,2040,51.98
Portugal,2045,52.26
Portugal,2050,52.54
Portugal,2055,52.9
Portugal,2060,53.23
Portugal,2065,53.35
Portugal,2070,53.16
Portugal,2075,52.71
Portugal,2080,52.33
Portugal,2085,52.24
Portugal,2090,52.31
Portugal,2095,52.37
Portugal,2100,52.34
Puerto Rico,1950,18.4
Puerto Rico,1955,18.47
Puerto Rico,1960,18.46
Puerto Rico,1965,21.13
Puerto Rico,1970,21.61
Puerto Rico,1975,22.67
Puerto Rico,1980,24.64
Puerto Rico,1985,26.32
Puerto Rico,1990,28.52
Puerto Rico,1995,30.37
Puerto Rico,2000,32.28
Puerto Rico,2005,33.41
Puerto Rico,2010,34.72
Puerto Rico,2015,36.29
Puerto Rico,2020,37.96
Puerto Rico,2025,39.67
Puerto Rico,2030,41.43
Puerto Rico,2035,43.24
Puerto Rico,2040,45.08
Puerto Rico,2045,46.77
Puerto Rico,2050,48.26
Puerto Rico,2055,49.5
Puerto Rico,2060,50.46
Puerto Rico,2065,51.26
Puerto Rico,2070,51.89
Puerto Rico,2075,52.33
Puerto Rico,2080,52.58
Puerto Rico,2085,52.65
Puerto Rico,2090,52.57
Puerto Rico,2095,52.42
Puerto Rico,2100,52.32
Qatar,1950,18.88
Qatar,1955,19.33
Qatar,1960,19.38
Qatar,1965,20.42
Qatar,1970,21.94
Qatar,1975,23.16
Qatar,1980,23.34
Qatar,1985,26.86
Qatar,1990,28.69
Qatar,1995,29.46
Qatar,2000,30.28
Qatar,2005,30.58
Qatar,2010,31.57
Qatar,2015,30.69
Qatar,2020,31.31
Qatar,2025,32.39
Qatar,2030,33.97
Qatar,2035,36.19
Qatar,2040,38.09
Qatar,2045,39.56
Qatar,2050,40.98
Qatar,2055,42.4
Qatar,2060,43.73
Qatar,2065,44.91
Qatar,2070,45.83
Qatar,2075,46.36
Qatar,2080,46.52
Qatar,2085,46.42
Qatar,2090,46.27
Qatar,2095,46.23
Qatar,2100,46.35
Reunion,1950,20.29
Reunion,1955,18.78
Reunion,1960,17.77
Reunion,1965,17.11
Reunion,1970,17.06
Reunion,1975,18.39
Reunion,1980,19.82
Reunion,1985,22.29
Reunion,1990,23.98
Reunion,1995,26.11
Reunion,2000,27.97
Reunion,2005,29.03
Reunion,2010,31.61
Reunion,2015,34.3
Reunion,2020,35.91
Reunion,2025,37.26
Reunion,2030,38.65
Reunion,2035,40.05
Reunion,2040,41.47
Reunion,2045,42.96
