Entity,Year,Medium Projection (UN Population Division (2015 revision))
Australia/New Zealand,2030,33350000
Australia/New Zealand,2031,33633000
Australia/New Zealand,2032,33912000
Australia/New Zealand,2033,34187000
Australia/New Zealand,2034,34459000
Australia/New Zealand,2035,34726000
Australia/New Zealand,2036,34988000
Australia/New Zealand,2037,35247000
Australia/New Zealand,2038,35502000
Australia/New Zealand,2039,35755000
Australia/New Zealand,2040,36005000
Australia/New Zealand,2041,36254000
Australia/New Zealand,2042,36501000
Australia/New Zealand,2043,36746000
Australia/New Zealand,2044,36990000
Australia/New Zealand,2045,37232000
Australia/New Zealand,2046,37473000
Australia/New Zealand,2047,37712000
Australia/New Zealand,2048,37950000
Australia/New Zealand,2049,38187000
Australia/New Zealand,2050,38422000
Australia/New Zealand,2051,38655000
Australia/New Zealand,2052,38887000
Australia/New Zealand,2053,39116000
Australia/New Zealand,2054,39345000
Australia/New Zealand,2055,39571000
Australia/New Zealand,2056,39795000
Australia/New Zealand,2057,40018000
Australia/New Zealand,2058,40240000
Australia/New Zealand,2059,40459000
Australia/New Zealand,2060,40677000
Australia/New Zealand,2061,40894000
Australia/New Zealand,2062,41109000
Australia/New Zealand,2063,41324000
Australia/New Zealand,2064,41537000
Australia/New Zealand,2065,41749000
Australia/New Zealand,2066,41960000
Australia/New Zealand,2067,42171000
Australia/New Zealand,2068,42381000
Australia/New Zealand,2069,42590000
Australia/New Zealand,2070,42798000
Australia/New Zealand,2071,43005000
Australia/New Zealand,2072,43212000
Australia/New Zealand,2073,43417000
Australia/New Zealand,2074,43622000
Australia/New Zealand,2075,43825000
Australia/New Zealand,2076,44028000
Australia/New Zealand,2077,44229000
Australia/New Zealand,2078,44429000
Australia/New Zealand,2079,44629000
Australia/New Zealand,2080,44828000
Australia/New Zealand,2081,45026000
Australia/New Zealand,2082,45223000
Australia/New Zealand,2083,45421000
Australia/New Zealand,2084,45619000
Australia/New Zealand,2085,45817000
Australia/New Zealand,2086,46017000
Australia/New Zealand,2087,46218000
Australia/New Zealand,2088,46419000
Australia/New Zealand,2089,46622000
Australia/New Zealand,2090,46826000
Australia/New Zealand,2091,47031000
Australia/New Zealand,2092,47238000
Australia/New Zealand,2093,47445000
Australia/New Zealand,2094,47652000
Australia/New Zealand,2095,47860000
Australia/New Zealand,2096,48067000
Australia/New Zealand,2097,48274000
Australia/New Zealand,2098,48479000
Australia/New Zealand,2099,48683000
Australia/New Zealand,2100,48885000
Austria,2020,9006000
Austria,2021,9043000
Austria,2022,9067000
Austria,2023,9081000
Austria,2024,9092000
Austria,2025,9104000
Austria,2026,9119000
Austria,2027,9134000
Austria,2028,9149000
Austria,2029,9164000
Austria,2030,9176000
Austria,2031,9186000
Austria,2032,9195000
Austria,2033,9202000
Austria,2034,9207000
Austria,2035,9212000
Austria,2036,9214000
Austria,2037,9216000
Austria,2038,9216000
Austria,2039,9214000
Austria,2040,9212000
Austria,2041,9208000
Austria,2042,9204000
Austria,2043,9198000
Austria,2044,9192000
Austria,2045,9184000
Austria,2046,9175000
Austria,2047,9166000
Austria,2048,9155000
Austria,2049,9143000
Austria,2050,9131000
Austria,2051,9117000
Austria,2052,9103000
Austria,2053,9088000
Austria,2054,9072000
Austria,2055,9056000
Austria,2056,9040000
Austria,2057,9024000
Austria,2058,9008000
Austria,2059,8992000
Austria,2060,8976000
Austria,2061,8961000
Austria,2062,8947000
Austria,2063,8932000
Austria,2064,8918000
Austria,2065,8905000
Austria,2066,8892000
Austria,2067,8880000
Austria,2068,8868000
Austria,2069,8857000
Austria,2070,8845000
Austria,2071,8833000
Austria,2072,8822000
Austria,2073,8811000
Austria,2074,8799000
Austria,2075,8788000
Austria,2076,8776000
Austria,2077,8764000
Austria,2078,8752000
Austria,2079,8741000
Austria,2080,8729000
Austria,2081,8718000
Austria,2082,8708000
Austria,2083,8697000
Austria,2084,8688000
Austria,2085,8680000
Austria,2086,8672000
Austria,2087,8666000
Austria,2088,8661000
Austria,2089,8656000
Austria,2090,8653000
Austria,2091,8652000
Austria,2092,8651000
Austria,2093,8651000
Austria,2094,8653000
Austria,2095,8655000
Austria,2096,8658000
Austria,2097,8662000
Austria,2098,8666000
Austria,2099,8671000
Austria,2100,8677000
Azerbaijan,2020,10139000
Azerbaijan,2021,10223000
Azerbaijan,2022,10300000
Azerbaijan,2023,10371000
Azerbaijan,2024,10435000
Azerbaijan,2025,10496000
Azerbaijan,2026,10552000
Azerbaijan,2027,10603000
Azerbaijan,2028,10651000
Azerbaijan,2029,10697000
Azerbaijan,2030,10740000
Azerbaijan,2031,10781000
Azerbaijan,2032,10820000
Azerbaijan,2033,10858000
Azerbaijan,2034,10893000
Azerbaijan,2035,10926000
Azerbaijan,2036,10957000
Azerbaijan,2037,10986000
Azerbaijan,2038,11012000
Azerbaijan,2039,11035000
Azerbaijan,2040,11055000
Azerbaijan,2041,11071000
Azerbaijan,2042,11084000
Azerbaijan,2043,11093000
Azerbaijan,2044,11099000
Azerbaijan,2045,11101000
Azerbaijan,2046,11100000
Azerbaijan,2047,11096000
Azerbaijan,2048,11088000
Azerbaijan,2049,11078000
Azerbaijan,2050,11065000
Azerbaijan,2051,11050000
Azerbaijan,2052,11032000
Azerbaijan,2053,11013000
Azerbaijan,2054,10992000
Azerbaijan,2055,10969000
Azerbaijan,2056,10944000
Azerbaijan,2057,10918000
Azerbaijan,2058,10891000
Azerbaijan,2059,10862000
Azerbaijan,2060,10832000
Azerbaijan,2061,10801000
Azerbaijan,2062,10768000
Azerbaijan,2063,10734000
Azerbaijan,2064,10699000
Azerbaijan,2065,10662000
Azerbaijan,2066,10625000
Azerbaijan,2067,10586000
Azerbaijan,2068,10546000
Azerbaijan,2069,10505000
Azerbaijan,2070,10462000
Azerbaijan,2071,10419000
Azerbaijan,2072,10376000
Azerbaijan,2073,10331000
Azerbaijan,2074,10286000
Azerbaijan,2075,10241000
Azerbaijan,2076,10195000
Azerbaijan,2077,10150000
Azerbaijan,2078,10104000
Azerbaijan,2079,10059000
Azerbaijan,2080,10014000
Azerbaijan,2081,9969000
Azerbaijan,2082,9926000
Azerbaijan,2083,9883000
Azerbaijan,2084,9840000
Azerbaijan,2085,9798000
Azerbaijan,2086,9757000
Azerbaijan,2087,9717000
Azerbaijan,2088,9677000
Azerbaijan,2089,9637000
Azerbaijan,2090,9598000
Azerbaijan,2091,9558000
Azerbaijan,2092,9519000
Azerbaijan,2093,9479000
Azerbaijan,2094,9439000
Azerbaijan,2095,9399000
Azerbaijan,2096,9359000
Azerbaijan,2097,9319000
Azerbaijan,2098,9277000
Azerbaijan,2099,9235000
Azerbaijan,2100,9192000
Bahamas,2020,393000
Bahamas,2021,397000
Bahamas,2022,401000
Bahamas,2023,404000
Bahamas,2024,408000
Bahamas,2025,411000
Bahamas,2026,414000
Bahamas,2027,418000
Bahamas,2028,421000
Bahamas,2029,424000
Bahamas,2030,427000
Bahamas,2031,430000
Bahamas,2032,432000
Bahamas,2033,435000
Bahamas,2034,438000
Bahamas,2035,440000
Bahamas,2036,442000
Bahamas,2037,445000
Bahamas,2038,447000
Bahamas,2039,449000
Bahamas,2040,450000
Bahamas,2041,452000
Bahamas,2042,454000
Bahamas,2043,455000
Bahamas,2044,457000
Bahamas,2045,458000
Bahamas,2046,459000
Bahamas,2047,461000
Bahamas,2048,462000
Bahamas,2049,462000
Bahamas,2050,463000
Bahamas,2051,464000
Bahamas,2052,465000
Bahamas,2053,465000
Bahamas,2054,466000
Bahamas,2055,466000
Bahamas,2056,467000
Bahamas,2057,467000
Bahamas,2058,468000
Bahamas,2059,468000
Bahamas,2060,468000
Bahamas,2061,469000
Bahamas,2062,469000
Bahamas,2063,469000
Bahamas,2064,469000
Bahamas,2065,469000
Bahamas,2066,470000
Bahamas,2067,470000
Bahamas,2068,470000
Bahamas,2069,470000
Bahamas,2070,470000
Bahamas,2071,470000
Bahamas,2072,470000
Bahamas,2073,470000
Bahamas,2074,470000
Bahamas,2075,470000
Bahamas,2076,470000
Bahamas,2077,470000
Bahamas,2078,469000
Bahamas,2079,469000
Bahamas,2080,469000
Bahamas,2081,468000
Bahamas,2082,468000
Bahamas,2083,468000
Bahamas,2084,467000
Bahamas,2085,467000
Bahamas,2086,466000
Bahamas,2087,466000
Bahamas,2088,465000
Bahamas,2089,465000
Bahamas,2090,464000
Bahamas,2091,464000
Bahamas,2092,463000
Bahamas,2093,463000
Bahamas,2094,462000
Bahamas,2095,462000
Bahamas,2096,462000
Bahamas,2097,461000
Bahamas,2098,461000
Bahamas,2099,460000
Bahamas,2100,460000
Bahrain,2020,1702000
Bahrain,2021,1748000
Bahrain,2022,1784000
Bahrain,2023,1812000
Bahrain,2024,1838000
Bahrain,2025,1865000
Bahrain,2026,1895000
Bahrain,2027,1926000
Bahrain,2028,1957000
Bahrain,2029,1986000
Bahrain,2030,2013000
Bahrain,2031,2038000
Bahrain,2032,2060000
Bahrain,2033,2081000
Bahrain,2034,2100000
Bahrain,2035,2119000
Bahrain,2036,2137000
Bahrain,2037,2154000
Bahrain,2038,2170000
Bahrain,2039,2185000
Bahrain,2040,2200000
Bahrain,2041,2214000
Bahrain,2042,2227000
Bahrain,2043,2240000
Bahrain,2044,2253000
Bahrain,2045,2265000
Bahrain,2046,2276000
Bahrain,2047,2287000
Bahrain,2048,2297000
Bahrain,2049,2307000
Bahrain,2050,2316000
Bahrain,2051,2325000
Bahrain,2052,2333000
Bahrain,2053,2341000
Bahrain,2054,2349000
Bahrain,2055,2356000
Bahrain,2056,2363000
Bahrain,2057,2369000
Bahrain,2058,2375000
Bahrain,2059,2381000
Bahrain,2060,2386000
Bahrain,2061,2391000
Bahrain,2062,2395000
Bahrain,2063,2399000
Bahrain,2064,2403000
Bahrain,2065,2406000
Bahrain,2066,2408000
Bahrain,2067,2411000
Bahrain,2068,2412000
Bahrain,2069,2414000
Bahrain,2070,2414000
Bahrain,2071,2415000
Bahrain,2072,2415000
Bahrain,2073,2414000
Bahrain,2074,2413000
Bahrain,2075,2412000
Bahrain,2076,2410000
Bahrain,2077,2407000
Bahrain,2078,2404000
Bahrain,2079,2401000
Bahrain,2080,2397000
Bahrain,2081,2393000
Bahrain,2082,2388000
Bahrain,2083,2383000
Bahrain,2084,2378000
Bahrain,2085,2372000
Bahrain,2086,2366000
Bahrain,2087,2359000
Bahrain,2088,2352000
Bahrain,2089,2344000
Bahrain,2090,2337000
Bahrain,2091,2329000
Bahrain,2092,2321000
Bahrain,2093,2312000
Bahrain,2094,2304000
Bahrain,2095,2295000
Bahrain,2096,2286000
Bahrain,2097,2278000
Bahrain,2098,2269000
Bahrain,2099,2260000
Bahrain,2100,2252000
Bangladesh,2020,164689000
Bangladesh,2021,166303000
Bangladesh,2022,167886000
Bangladesh,2023,169432000
Bangladesh,2024,170937000
Bangladesh,2025,172399000
Bangladesh,2026,173814000
Bangladesh,2027,175180000
Bangladesh,2028,176498000
Bangladesh,2029,177769000
Bangladesh,2030,178994000
Bangladesh,2031,180171000
Bangladesh,2032,181300000
Bangladesh,2033,182377000
Bangladesh,2034,183403000
Bangladesh,2035,184374000
Bangladesh,2036,185291000
Bangladesh,2037,186152000
Bangladesh,2038,186960000
Bangladesh,2039,187715000
Bangladesh,2040,188417000
Bangladesh,2041,189066000
Bangladesh,2042,189663000
Bangladesh,2043,190208000
Bangladesh,2044,190701000
Bangladesh,2045,191142000
Bangladesh,2046,191532000
Bangladesh,2047,191871000
Bangladesh,2048,192157000
Bangladesh,2049,192390000
Bangladesh,2050,192568000
Bangladesh,2051,192691000
Bangladesh,2052,192760000
Bangladesh,2053,192775000
Bangladesh,2054,192738000
Bangladesh,2055,192649000
Bangladesh,2056,192508000
Bangladesh,2057,192316000
Bangladesh,2058,192074000
Bangladesh,2059,191783000
Bangladesh,2060,191443000
Bangladesh,2061,191055000
Bangladesh,2062,190621000
Bangladesh,2063,190141000
Bangladesh,2064,189616000
Bangladesh,2065,189049000
Bangladesh,2066,188440000
Bangladesh,2067,187791000
Bangladesh,2068,187101000
Bangladesh,2069,186374000
Bangladesh,2070,185611000
Bangladesh,2071,184812000
Bangladesh,2072,183978000
Bangladesh,2073,183111000
Bangladesh,2074,182212000
Bangladesh,2075,181282000
Bangladesh,2076,180321000
Bangladesh,2077,179331000
Bangladesh,2078,178313000
Bangladesh,2079,177269000
Bangladesh,2080,176199000
Bangladesh,2081,175105000
Bangladesh,2082,173987000
Bangladesh,2083,172848000
Bangladesh,2084,171687000
Bangladesh,2085,170507000
Bangladesh,2086,169307000
Bangladesh,2087,168090000
Bangladesh,2088,166857000
Bangladesh,2089,165610000
Bangladesh,2090,164351000
Bangladesh,2091,163082000
Bangladesh,2092,161803000
Bangladesh,2093,160517000
Bangladesh,2094,159224000
Bangladesh,2095,157925000
Bangladesh,2096,156621000
Bangladesh,2097,155314000
Bangladesh,2098,154006000
Bangladesh,2099,152699000
Bangladesh,2100,151393000
Barbados,2020,287000
Barbados,2021,288000
Barbados,2022,288000
Barbados,2023,288000
Barbados,2024,289000
Barbados,2025,289000
Barbados,2026,289000
Barbados,2027,289000
Barbados,2028,289000
Barbados,2029,289000
Barbados,2030,289000
Barbados,2031,289000
Barbados,2032,289000
Barbados,2033,289000
Barbados,2034,289000
Barbados,2035,289000
Barbados,2036,289000
Barbados,2037,288000
Barbados,2038,288000
Barbados,2039,287000
Barbados,2040,287000
Barbados,2041,286000
Barbados,2042,285000
Barbados,2043,284000
Barbados,2044,283000
Barbados,2045,283000
Barbados,2046,282000
Barbados,2047,280000
Barbados,2048,279000
Barbados,2049,278000
Barbados,2050,277000
Barbados,2051,276000
Barbados,2052,275000
Barbados,2053,273000
Barbados,2054,272000
Barbados,2055,271000
Barbados,2056,270000
Barbados,2057,268000
Barbados,2058,267000
Barbados,2059,266000
Barbados,2060,265000
Barbados,2061,263000
Barbados,2062,262000
Barbados,2063,261000
Barbados,2064,260000
Barbados,2065,258000
Barbados,2066,257000
Barbados,2067,256000
Barbados,2068,255000
Barbados,2069,254000
Barbados,2070,252000
Barbados,2071,251000
Barbados,2072,250000
Barbados,2073,249000
Barbados,2074,247000
Barbados,2075,246000
Barbados,2076,245000
Barbados,2077,244000
Barbados,2078,242000
Barbados,2079,241000
Barbados,2080,240000
Barbados,2081,238000
Barbados,2082,237000
Barbados,2083,236000
Barbados,2084,235000
Barbados,2085,233000
Barbados,2086,232000
Barbados,2087,231000
Barbados,2088,229000
Barbados,2089,228000
Barbados,2090,227000
Barbados,2091,226000
Barbados,2092,224000
Barbados,2093,223000
Barbados,2094,222000
Barbados,2095,221000
Barbados,2096,219000
Barbados,2097,218000
Barbados,2098,217000
Barbados,2099,216000
Barbados,2100,215000
Belarus,2020,9449000
Belarus,2021,9443000
Belarus,2022,9433000
Belarus,2023,9419000
Belarus,2024,9404000
Belarus,2025,9385000
Belarus,2026,9365000
Belarus,2027,9343000
Belarus,2028,9319000
Belarus,2029,9293000
Belarus,2030,9265000
Belarus,2031,9235000
Belarus,2032,9204000
Belarus,2033,9172000
Belarus,2034,9139000
Belarus,2035,9106000
Belarus,2036,9072000
Belarus,2037,9038000
Belarus,2038,9004000
Belarus,2039,8971000
Belarus,2040,8938000
Belarus,2041,8905000
Belarus,2042,8873000
Belarus,2043,8842000
Belarus,2044,8811000
Belarus,2045,8781000
Belarus,2046,8751000
Belarus,2047,8722000
Belarus,2048,8692000
Belarus,2049,8663000
Belarus,2050,8634000
Belarus,2051,8605000
Belarus,2052,8576000
Belarus,2053,8547000
Belarus,2054,8518000
Belarus,2055,8488000
Belarus,2056,8458000
Belarus,2057,8427000
Belarus,2058,8396000
Belarus,2059,8365000
Belarus,2060,8333000
Belarus,2061,8300000
Belarus,2062,8268000
Belarus,2063,8234000
Belarus,2064,8201000
Belarus,2065,8168000
Belarus,2066,8134000
Belarus,2067,8101000
Belarus,2068,8067000
Belarus,2069,8034000
Belarus,2070,8002000
Belarus,2071,7970000
Belarus,2072,7939000
Belarus,2073,7909000
Belarus,2074,7879000
Belarus,2075,7851000
Belarus,2076,7824000
Belarus,2077,7798000
Belarus,2078,7773000
Belarus,2079,7750000
Belarus,2080,7728000
Belarus,2081,7707000
Belarus,2082,7688000
Belarus,2083,7670000
Belarus,2084,7653000
Belarus,2085,7637000
Belarus,2086,7622000
Belarus,2087,7608000
Belarus,2088,7594000
Belarus,2089,7582000
Belarus,2090,7569000
Belarus,2091,7557000
Belarus,2092,7544000
Belarus,2093,7532000
Belarus,2094,7519000
Belarus,2095,7506000
Belarus,2096,7493000
Belarus,2097,7478000
Belarus,2098,7463000
Belarus,2099,7447000
Belarus,2100,7430000
Belgium,2020,11590000
Belgium,2021,11632000
Belgium,2022,11668000
Belgium,2023,11699000
Belgium,2024,11728000
Belgium,2025,11758000
Belgium,2026,11787000
Belgium,2027,11817000
Belgium,2028,11847000
Belgium,2029,11876000
Belgium,2030,11904000
Belgium,2031,11930000
Belgium,2032,11956000
Belgium,2033,11981000
Belgium,2034,12004000
Belgium,2035,12026000
Belgium,2036,12048000
Belgium,2037,12068000
Belgium,2038,12087000
Belgium,2039,12104000
Belgium,2040,12121000
Belgium,2041,12137000
Belgium,2042,12151000
Belgium,2043,12165000
Belgium,2044,12177000
Belgium,2045,12187000
Belgium,2046,12197000
Belgium,2047,12204000
Belgium,2048,12211000
Belgium,2049,12216000
Belgium,2050,12221000
Belgium,2051,12224000
Belgium,2052,12226000
Belgium,2053,12228000
Belgium,2054,12229000
Belgium,2055,12229000
Belgium,2056,12230000
Belgium,2057,12230000
Belgium,2058,12230000
Belgium,2059,12230000
Belgium,2060,12230000
Belgium,2061,12230000
Belgium,2062,12230000
Belgium,2063,12231000
Belgium,2064,12232000
Belgium,2065,12234000
Belgium,2066,12236000
Belgium,2067,12239000
Belgium,2068,12243000
Belgium,2069,12247000
Belgium,2070,12251000
Belgium,2071,12256000
Belgium,2072,12261000
Belgium,2073,12266000
Belgium,2074,12272000
Belgium,2075,12278000
Belgium,2076,12284000
Belgium,2077,12290000
Belgium,2078,12297000
Belgium,2079,12304000
Belgium,2080,12310000
Belgium,2081,12317000
Belgium,2082,12324000
Belgium,2083,12331000
Belgium,2084,12339000
Belgium,2085,12346000
Belgium,2086,12355000
Belgium,2087,12363000
Belgium,2088,12372000
Belgium,2089,12381000
Belgium,2090,12390000
Belgium,2091,12400000
Belgium,2092,12410000
Belgium,2093,12420000
Belgium,2094,12430000
Belgium,2095,12441000
Belgium,2096,12451000
Belgium,2097,12462000
Belgium,2098,12472000
Belgium,2099,12483000
Belgium,2100,12493000
Belize,2020,398000
Belize,2021,405000
Belize,2022,412000
Belize,2023,419000
Belize,2024,427000
Belize,2025,434000
Belize,2026,441000
Belize,2027,448000
Belize,2028,454000
Belize,2029,461000
Belize,2030,468000
Belize,2031,474000
Belize,2032,480000
Belize,2033,487000
Belize,2034,493000
Belize,2035,499000
Belize,2036,504000
Belize,2037,510000
Belize,2038,516000
Belize,2039,521000
Belize,2040,526000
Belize,2041,531000
Belize,2042,536000
Belize,2043,541000
Belize,2044,546000
Belize,2045,550000
Belize,2046,555000
Belize,2047,559000
Belize,2048,563000
Belize,2049,567000
Belize,2050,571000
Belize,2051,575000
Belize,2052,578000
Belize,2053,582000
Belize,2054,585000
Belize,2055,589000
Belize,2056,592000
Belize,2057,595000
Belize,2058,598000
Belize,2059,601000
Belize,2060,603000
Belize,2061,606000
Belize,2062,608000
Belize,2063,611000
Belize,2064,613000
Belize,2065,615000
Belize,2066,617000
Belize,2067,619000
Belize,2068,620000
Belize,2069,622000
Belize,2070,624000
Belize,2071,625000
Belize,2072,626000
Belize,2073,627000
Belize,2074,628000
Belize,2075,629000
Belize,2076,630000
Belize,2077,630000
Belize,2078,631000
Belize,2079,631000
Belize,2080,631000
Belize,2081,632000
Belize,2082,632000
Belize,2083,632000
Belize,2084,631000
Belize,2085,631000
Belize,2086,631000
Belize,2087,631000
Belize,2088,630000
Belize,2089,630000
Belize,2090,629000
Belize,2091,628000
Belize,2092,628000
Belize,2093,627000
Belize,2094,626000
Belize,2095,625000
Belize,2096,624000
Belize,2097,623000
Belize,2098,622000
Belize,2099,621000
Belize,2100,620000
Benin,2020,12123000
Benin,2021,12451000
Benin,2022,12785000
Benin,2023,13124000
Benin,2024,13470000
Benin,2025,13822000
Benin,2026,14180000
Benin,2027,14544000
Benin,2028,14915000
Benin,2029,15291000
Benin,2030,15672000
Benin,2031,16060000
Benin,2032,16453000
Benin,2033,16851000
Benin,2034,17254000
Benin,2035,17663000
Benin,2036,18076000
Benin,2037,18494000
Benin,2038,18917000
