Entity,Year,Homicide Rate (Clio Infra)
Saint Vincent and the Grenadines,2007,33.9
Saint Vincent and the Grenadines,2008,8.2
Saint Vincent and the Grenadines,2009,13.39
San Marino,1995,0
San Marino,1996,0
San Marino,1997,0
San Marino,1998,0
San Marino,1999,0
San Marino,2000,0
San Marino,2002,3.55
San Marino,2005,0
Sao Tome and Principe,1984,0.93
Sao Tome and Principe,1985,1.85
Sao Tome and Principe,1987,2.68
Sao Tome and Principe,2004,5.4
Sao Tome and Principe,2008,1.9
Saudi Arabia,1999,0.9
Saudi Arabia,2000,0.9
Saudi Arabia,2001,1.1
Saudi Arabia,2002,1.3
Saudi Arabia,2003,1.1
Saudi Arabia,2004,1.3
Saudi Arabia,2005,1.2
Saudi Arabia,2006,1
Saudi Arabia,2007,1
Senegal,2004,14.2
Senegal,2008,8.7
Serbia,1998,3.45
Serbia,1999,3.22
Serbia,2000,2.69
Serbia,2001,2.37
Serbia,2002,2.08
Serbia,2003,2.38
Serbia,2004,1.85
Serbia,2005,2.18
Serbia,2006,2.08
Serbia,2007,2.71
Serbia,2008,1.93
Serbia,2009,1.91
Seychelles,1981,0
Seychelles,1982,7.78
Seychelles,1985,7.67
Seychelles,1986,4.57
Seychelles,1987,4.52
Seychelles,2001,2.43
Seychelles,2002,6.01
Seychelles,2003,11.9
Seychelles,2004,7.07
Seychelles,2005,3.51
Seychelles,2008,2.3
Sierra Leone,2004,34
Sierra Leone,2008,14.9
Singapore,1955,3.14
Singapore,1956,3.6
Singapore,1957,2.4
Singapore,1958,2.9
Singapore,1959,3.9
Singapore,1960,3.1
Singapore,1961,3.6
Singapore,1962,2.8
Singapore,1963,2.5
Singapore,1964,4.2
Singapore,1965,2.34
Singapore,1966,1.72
Singapore,1967,1.73
Singapore,1968,1.4
Singapore,1969,1.62
Singapore,1970,1.69
Singapore,1971,2.04
Singapore,1972,2.37
Singapore,1973,1.73
Singapore,1974,2.15
Singapore,1975,1.86
Singapore,1976,1.61
Singapore,1977,1.64
Singapore,1978,1.66
Singapore,1979,1.65
Singapore,1980,2.32
Singapore,1981,1.8
Singapore,1982,1.5
Singapore,1983,2.32
Singapore,1984,2.73
Singapore,1985,2.42
Singapore,1986,2.36
Singapore,1987,1.72
Singapore,1988,1.92
Singapore,1989,2.57
Singapore,1990,1.5
Singapore,1991,1.18
Singapore,1992,1.19
Singapore,1993,1.17
Singapore,1994,0.88
Singapore,1995,0.9
Singapore,1996,0.52
Singapore,1997,0.86
Singapore,1998,0.75
Singapore,1999,0.96
Singapore,2000,1.07
Singapore,2001,0.75
Singapore,2002,0.62
Singapore,2003,0.79
Singapore,2004,0.57
Singapore,2005,0.59
Singapore,2006,0.33
Singapore,2007,0.41
Singapore,2008,0.4
Singapore,2009,0.36
Slovenia,1985,2.08
Slovenia,1986,1.66
Slovenia,1987,1.5
Slovenia,1988,1.55
Slovenia,1989,2.35
Slovenia,1990,2.1
Slovenia,1991,2.5
Slovenia,1992,2.4
Slovenia,1993,1.4
Slovenia,1994,2
Slovenia,1995,2.4
Slovenia,1996,2.1
Slovenia,1997,2.3
Slovenia,1998,1
Slovenia,1999,1.5
Slovenia,2000,1.02
Slovenia,2001,0.8
Slovenia,2002,1.4
Slovenia,2003,1.35
Slovenia,2004,1.9
Slovenia,2005,1.15
Slovenia,2006,0.65
Slovenia,2007,1.04
Slovenia,2008,0.64
Slovenia,2009,0.98
South Africa,1820,5.2
South Africa,1995,64.9
South Africa,1996,60.4
South Africa,1997,57.1
South Africa,1998,57.7
South Africa,1999,51.2
South Africa,2000,48.6
South Africa,2001,47.8
South Africa,2002,47.4
South Africa,2003,42.7
South Africa,2004,40.3
South Africa,2005,39.6
South Africa,2006,40.5
South Africa,2007,38.6
South Africa,2008,37.3
South Africa,2009,34.1
South Africa,2010,31.9
Spain,1800,8.8
Spain,1801,8.8
Spain,1802,8.8
Spain,1803,8.8
Spain,1804,8.8
Spain,1805,8.8
Spain,1806,8.8
Spain,1807,8.8
Spain,1808,8.8
Spain,1809,8.8
Spain,1810,8.8
Spain,1811,8.8
Spain,1812,8.8
Spain,1813,8.8
Spain,1814,8.8
Spain,1815,8.8
Spain,1816,8.8
Spain,1817,8.8
Spain,1818,8.8
Spain,1819,8.8
Spain,1820,8.8
Spain,1821,8.8
Spain,1822,8.8
Spain,1823,8.8
Spain,1824,8.8
Spain,1825,8.8
Spain,1826,8.8
Spain,1827,8.8
Spain,1828,8.8
Spain,1829,8.8
Spain,1830,8.8
Spain,1831,8.8
Spain,1832,8.8
Spain,1833,8.8
Spain,1834,8.8
Spain,1835,8.8
Spain,1836,8.8
Spain,1837,8.8
Spain,1838,8.8
Spain,1839,8.8
Spain,1840,8.8
Spain,1841,8.8
Spain,1842,8.8
Spain,1843,8.8
Spain,1844,8.8
Spain,1845,8.8
Spain,1846,8.8
Spain,1847,8.8
Spain,1848,8.8
Spain,1849,8.8
Spain,1850,8.3
Spain,1851,8.3
Spain,1852,8.3
Spain,1853,8.3
Spain,1854,8.3
Spain,1855,8.3
Spain,1856,8.3
Spain,1857,8.3
Spain,1858,8.3
Spain,1859,8.3
Spain,1860,8.3
Spain,1861,8.3
Spain,1862,8.3
Spain,1863,8.3
Spain,1864,8.3
Spain,1865,8.3
Spain,1866,8.3
Spain,1867,8.3
Spain,1868,8.3
Spain,1869,8.3
Spain,1870,8.3
Spain,1871,8.3
Spain,1872,8.3
Spain,1873,8.3
Spain,1874,8.3
Spain,1875,5.5
Spain,1876,5.5
Spain,1877,5.5
Spain,1878,5.5
Spain,1879,5.5
Spain,1880,5.5
Spain,1881,5.5
Spain,1882,5.5
Spain,1883,5.5
Spain,1884,5.5
Spain,1885,5.5
Spain,1886,5.5
Spain,1887,5.5
Spain,1888,5.5
Spain,1889,5.5
Spain,1890,5.5
Spain,1891,5.5
Spain,1892,5.5
Spain,1893,5.5
Spain,1894,5.5
Spain,1895,5.5
Spain,1896,5.5
Spain,1897,5.5
Spain,1898,5.5
Spain,1899,5.5
Spain,1900,4.5
Spain,1901,4.5
Spain,1902,4.5
Spain,1903,4.5
Spain,1904,4.5
Spain,1905,4.5
Spain,1906,4.5
Spain,1907,4.5
Spain,1908,4.5
Spain,1909,4.5
Spain,1910,4.5
Spain,1911,4.5
Spain,1912,4.5
Spain,1913,4.5
Spain,1914,4.5
Spain,1915,4.5
Spain,1916,4.5
Spain,1917,4.5
Spain,1918,4.5
Spain,1919,4.5
Spain,1920,4.5
Spain,1921,4.5
Spain,1922,4.5
Spain,1923,4.5
Spain,1924,4.5
Spain,1925,1.4
Spain,1926,1.4
Spain,1927,1.4
Spain,1928,1.4
Spain,1929,1.4
Spain,1930,1.4
Spain,1931,1.4
Spain,1932,1.4
Spain,1933,1.4
Spain,1934,1.4
Spain,1935,1.4
Spain,1936,1.4
Spain,1937,1.4
Spain,1938,1.4
Spain,1939,1.4
Spain,1940,1.4
Spain,1941,1.4
Spain,1942,1.4
Spain,1943,1.4
Spain,1944,1.4
Spain,1945,1.4
Spain,1946,1.4
Spain,1947,1.4
Spain,1948,1.4
Spain,1949,1.4
Spain,1950,0.3
Spain,1951,0.49
Spain,1952,0.43
Spain,1953,0.32
Spain,1954,0.34
Spain,1955,0.31
Spain,1956,0.44
Spain,1957,0.51
Spain,1958,0.51
Spain,1959,0.44
Spain,1960,0.28
Spain,1961,0.18
Spain,1962,0.1
Spain,1963,0.13
Spain,1964,0.09
Spain,1965,0.14
Spain,1966,0.17
Spain,1967,0.12
Spain,1968,0.1
Spain,1969,0.25
Spain,1970,0.63
Spain,1971,0.24
Spain,1972,0.3
Spain,1973,0.29
Spain,1974,0.35
Spain,1975,0.63
Spain,1976,0.52
Spain,1977,0.66
Spain,1978,0.92
Spain,1979,1.06
Spain,1980,1
Spain,1981,0.85
Spain,1982,0.81
Spain,1983,1.02
Spain,1984,1.18
Spain,1985,1.05
Spain,1986,1.05
Spain,1987,1.18
Spain,1988,0.9
Spain,1989,0.88
Spain,1990,1.1
Spain,1991,1.1
Spain,1992,0.9
Spain,1993,1
Spain,1994,0.9
Spain,1995,0.9
Spain,1996,0.9
Spain,1997,0.9
Spain,1998,0.9
Spain,1999,0.88
Spain,2000,1.02
Spain,2001,1.03
Spain,2002,1.05
Spain,2003,1.06
Spain,2004,1.37
Spain,2005,0.9
Spain,2006,0.84
Spain,2007,0.77
Spain,2008,0.82
Spain,2009,0.73
Sri Lanka,1881,1.1
Sri Lanka,1882,1.1
Sri Lanka,1883,1.1
Sri Lanka,1884,1.7
Sri Lanka,1885,1.7
Sri Lanka,1886,1.7
Sri Lanka,1887,2
Sri Lanka,1888,2
Sri Lanka,1889,2
Sri Lanka,1890,2.2
Sri Lanka,1891,2.2
Sri Lanka,1892,2.2
Sri Lanka,1893,2.6
Sri Lanka,1894,2.6
Sri Lanka,1895,2.6
Sri Lanka,1896,3.7
Sri Lanka,1897,3.7
Sri Lanka,1898,3.7
Sri Lanka,1899,3.5
Sri Lanka,1900,4.14
Sri Lanka,1901,4.47
Sri Lanka,1902,4.03
Sri Lanka,1903,3.65
Sri Lanka,1904,3.87
Sri Lanka,1905,4.51
Sri Lanka,1906,4.9
Sri Lanka,1907,4.42
Sri Lanka,1908,4.57
Sri Lanka,1909,3.96
Sri Lanka,1910,4.64
Sri Lanka,1911,3.84
Sri Lanka,1912,4.19
Sri Lanka,1913,4.21
Sri Lanka,1914,5.66
Sri Lanka,1915,4.8
Sri Lanka,1916,3.68
Sri Lanka,1917,3.75
Sri Lanka,1918,3.87
Sri Lanka,1919,4.5
Sri Lanka,1920,3.92
Sri Lanka,1921,4.85
Sri Lanka,1922,4.36
Sri Lanka,1923,4.02
Sri Lanka,1924,4.55
Sri Lanka,1925,3.8
Sri Lanka,1926,4.53
Sri Lanka,1927,4.15
Sri Lanka,1928,4.87
Sri Lanka,1929,4.7
Sri Lanka,1930,6.36
Sri Lanka,1931,5.2
Sri Lanka,1932,5.45
Sri Lanka,1933,6.72
Sri Lanka,1934,4.61
Sri Lanka,1935,5.27
Sri Lanka,1936,5.57
Sri Lanka,1937,5.68
Sri Lanka,1938,6.71
Sri Lanka,1939,6.1
Sri Lanka,1940,7.35
Sri Lanka,1941,4.53
Sri Lanka,1942,7.51
Sri Lanka,1943,8.34
Sri Lanka,1944,9.58
Sri Lanka,1945,8.9
Sri Lanka,1946,7.92
Sri Lanka,1947,7.97
Sri Lanka,1948,6.38
Sri Lanka,1949,5.41
Sri Lanka,1950,3.8
Sri Lanka,1951,3.6
Sri Lanka,1952,3.66
Sri Lanka,1953,3.79
Sri Lanka,1954,4.99
Sri Lanka,1955,4.13
Sri Lanka,1956,3.93
Sri Lanka,1957,3.64
Sri Lanka,1958,4.77
Sri Lanka,1959,4.24
Sri Lanka,1960,3.25
Sri Lanka,1961,2.63
Sri Lanka,1962,3.18
Sri Lanka,1963,2.4
Sri Lanka,1964,2.46
Sri Lanka,1965,2.89
Sri Lanka,1966,3.4
Sri Lanka,1967,2.61
Sri Lanka,1968,2.16
Sri Lanka,1977,6.64
Sri Lanka,1980,2.29
Sri Lanka,1981,2.81
Sri Lanka,1982,3.48
Sri Lanka,1983,6.91
Sri Lanka,1984,5.35
Sri Lanka,1985,6.86
Sri Lanka,1986,6.83
Sri Lanka,1987,13.14
Sri Lanka,1988,13.56
Sri Lanka,1989,36.75
Sri Lanka,1991,24.08
Sri Lanka,1992,19.98
Sri Lanka,1993,14.22
Sri Lanka,1994,14.73
Sri Lanka,1995,29.26
Sri Lanka,1996,61.68
Sri Lanka,1997,4.88
Sri Lanka,1998,4.3
Sri Lanka,1999,4.71
Sri Lanka,2000,5.13
Sri Lanka,2001,4.05
Sri Lanka,2002,4.44
Sri Lanka,2003,3.69
Sri Lanka,2004,6.9
Sri Lanka,2005,3.44
Sri Lanka,2006,3.21
Suriname,1963,0.95
Suriname,1964,0.92
Suriname,1965,2.98
Suriname,1966,1.45
Suriname,1971,3.48
Suriname,1972,2.14
Suriname,1973,5.14
Suriname,1975,5.49
Suriname,1976,2.2
Suriname,1977,3.03
Suriname,1978,3.57
Suriname,1979,5.71
Suriname,1980,4
Suriname,1981,4.29
Suriname,1982,1.94
Suriname,1984,5.94
Suriname,1985,5.33
Suriname,1986,2.58
Suriname,1987,3.57
Suriname,1988,4.54
Suriname,1989,5.01
Suriname,1990,3.75
Suriname,1991,2.22
Suriname,1992,1.47
Suriname,1995,4.81
Suriname,1996,3.34
Suriname,1997,4.72
Suriname,1998,7.94
Suriname,1999,6.94
Suriname,2000,4.58
Suriname,2001,4.9
Suriname,2002,3.1
Suriname,2003,4.1
Suriname,2004,1.6
Suriname,2005,2.2
Suriname,2006,3.77
Suriname,2007,7.84
Suriname,2008,3.48
Suriname,2009,6.87
Sweden,1800,0.9
Sweden,1801,0.7
Sweden,1802,0.6
Sweden,1803,0.7
Sweden,1804,0.8
Sweden,1805,0.6
Sweden,1806,0.7
Sweden,1807,0.7
Sweden,1808,1.2
Sweden,1809,1.1
Sweden,1810,1
Sweden,1811,1.2
Sweden,1812,0.6
Sweden,1813,0.6
Sweden,1814,0.6
Sweden,1815,0.9
Sweden,1816,1
Sweden,1817,0.8
Sweden,1818,1.1
Sweden,1819,1.6
Sweden,1820,1
Sweden,1821,1.3
Sweden,1822,1.6
Sweden,1823,1.2
Sweden,1824,1.2
Sweden,1825,1.2
Sweden,1826,1
Sweden,1827,0.9
Sweden,1828,1
Sweden,1829,1.2
Sweden,1830,1.2
Sweden,1831,1
Sweden,1832,1.4
Sweden,1833,1.4
Sweden,1834,1.7
Sweden,1835,1.2
Sweden,1836,1.3
Sweden,1837,1.3
Sweden,1838,1.3
Sweden,1839,1.1
Sweden,1840,1.7
Sweden,1841,1.6
Sweden,1842,1.6
Sweden,1843,1.7
Sweden,1844,2.1
Sweden,1845,1.7
Sweden,1846,1.6
Sweden,1847,1.6
Sweden,1848,1.6
Sweden,1849,1.6
Sweden,1850,1.6
Sweden,1851,1.2
Sweden,1852,1.2
Sweden,1853,1.2
Sweden,1854,1.2
Sweden,1855,1.2
Sweden,1856,0.9
Sweden,1857,0.9
Sweden,1858,0.9
Sweden,1859,0.9
Sweden,1860,0.9
Sweden,1861,0.8
Sweden,1862,1
Sweden,1863,0.7
Sweden,1864,1
Sweden,1865,0.9
Sweden,1866,1.3
Sweden,1867,1.4
Sweden,1868,1.3
Sweden,1869,1.4
Sweden,1870,1.2
Sweden,1876,1.3
Sweden,1877,1.3
Sweden,1878,0.9
Sweden,1879,1
Sweden,1880,0.9
Sweden,1881,0.9
Sweden,1882,0.8
Sweden,1883,0.8
Sweden,1884,0.9
Sweden,1885,1
Sweden,1886,0.9
Sweden,1887,0.8
Sweden,1888,0.9
Sweden,1889,1.1
Sweden,1890,0.9
Sweden,1891,0.8
Sweden,1892,1
Sweden,1893,0.9
Sweden,1894,0.9
Sweden,1895,0.8
Sweden,1896,0.7
Sweden,1897,0.8
Sweden,1898,1.1
Sweden,1899,0.9
Sweden,1900,1.1
Sweden,1901,1
Sweden,1902,0.7
Sweden,1903,1.3
Sweden,1904,0.8
Sweden,1905,0.7
Sweden,1906,0.9
Sweden,1907,1
Sweden,1908,1
Sweden,1909,0.8
Sweden,1910,0.8
Sweden,1911,0.6
Sweden,1912,0.8
Sweden,1913,1
Sweden,1914,0.6
Sweden,1915,0.8
Sweden,1916,0.7
Sweden,1917,0.5
Sweden,1918,0.6
Sweden,1919,0.7
Sweden,1920,0.6
Sweden,1921,0.5
Sweden,1922,0.5
Sweden,1923,0.5
Sweden,1924,0.4
Sweden,1925,0.6
Sweden,1926,0.4
Sweden,1927,0.4
Sweden,1928,0.4
Sweden,1929,0.6
Sweden,1930,0.5
Sweden,1931,0.6
Sweden,1932,0.7
Sweden,1933,0.4
Sweden,1934,0.5
Sweden,1935,0.3
Sweden,1936,0.5
Sweden,1937,0.6
Sweden,1938,0.4
Sweden,1939,0.4
Sweden,1940,0.5
Sweden,1941,0.4
Sweden,1942,0.6
Sweden,1943,0.6
Sweden,1944,0.4
Sweden,1945,0.5
Sweden,1946,0.5
Sweden,1947,0.5
Sweden,1948,0.5
Sweden,1949,0.5
Sweden,1950,0.64
Sweden,1951,0.61
Sweden,1952,0.67
Sweden,1953,0.65
Sweden,1954,0.77
Sweden,1955,0.66
Sweden,1956,0.89
Sweden,1957,0.73
Sweden,1958,0.69
Sweden,1959,0.7
Sweden,1960,0.6
Sweden,1961,0.52
Sweden,1962,0.51
Sweden,1963,0.83
Sweden,1964,0.81
Sweden,1965,0.72
Sweden,1966,0.83
Sweden,1967,0.89
Sweden,1968,0.68
Sweden,1969,0.89
Sweden,1970,0.82
Sweden,1971,0.94
Sweden,1972,1.06
Sweden,1973,0.99
Sweden,1974,1.25
Sweden,1975,1.15
Sweden,1976,1.24
Sweden,1977,1.16
Sweden,1978,0.98
Sweden,1979,1.35
Sweden,1980,1.15
Sweden,1981,1.43
Sweden,1982,1.2
Sweden,1983,1.21
Sweden,1984,1.1
Sweden,1985,1.23
Sweden,1986,1.42
Sweden,1987,1.18
Sweden,1988,1.38
Sweden,1989,1.49
Sweden,1990,1.3
Sweden,1991,1.5
Sweden,1992,1.3
Sweden,1993,1.3
Sweden,1994,1.2
Sweden,1995,1
Sweden,1996,1.2
Sweden,1997,1.1
Sweden,1998,1.1
Sweden,1999,1.2
Sweden,2000,1.01
Sweden,2001,0.97
Sweden,2002,1.12
Sweden,2003,0.9
Sweden,2004,1.08
Sweden,2005,0.91
Sweden,2006,0.87
Sweden,2007,1.15
Sweden,2008,0.76
Sweden,2009,0.91
Sweden,2010,0.93
Switzerland,1800,4.7
Switzerland,1801,4.7
Switzerland,1802,4.7
Switzerland,1803,4.7
Switzerland,1804,4.7
Switzerland,1805,4.7
Switzerland,1806,4.7
Switzerland,1807,4.7
Switzerland,1808,4.7
Switzerland,1809,4.7
Switzerland,1810,4.7
Switzerland,1811,4.7
Switzerland,1812,4.7
Switzerland,1813,4.7
Switzerland,1814,4.7
Switzerland,1815,4.7
Switzerland,1816,4.7
Switzerland,1817,4.7
Switzerland,1818,4.7
Switzerland,1819,4.7
Switzerland,1820,4.7
Switzerland,1821,4.7
Switzerland,1822,4.7
Switzerland,1823,4.7
Switzerland,1824,4.7
Switzerland,1825,4.7
Switzerland,1826,4.7
Switzerland,1827,4.7
Switzerland,1828,4.7
Switzerland,1829,4.7
Switzerland,1830,4.7
Switzerland,1831,4.7
Switzerland,1832,4.7
Switzerland,1833,4.7
Switzerland,1834,4.7
Switzerland,1835,4.7
Switzerland,1836,4.7
Switzerland,1837,4.7
Switzerland,1838,4.7
Switzerland,1839,4.7
Switzerland,1840,4.7
Switzerland,1841,4.7
Switzerland,1842,4.7
Switzerland,1843,4.7
Switzerland,1844,4.7
Switzerland,1845,4.7
Switzerland,1846,4.7
Switzerland,1847,4.7
Switzerland,1848,4.7
Switzerland,1849,4.7
Switzerland,1850,1.7
Switzerland,1851,1.7
Switzerland,1852,1.7
Switzerland,1853,1.7
Switzerland,1854,1.7
Switzerland,1855,1.7
Switzerland,1856,1.7
Switzerland,1857,1.7
Switzerland,1858,1.7
Switzerland,1859,1.7
Switzerland,1860,1.7
Switzerland,1861,1.7
Switzerland,1862,1.7
Switzerland,1863,1.7
Switzerland,1864,1.7
Switzerland,1865,1.7
Switzerland,1866,1.7
Switzerland,1867,1.7
Switzerland,1868,1.7
Switzerland,1869,1.7
Switzerland,1870,1.7
Switzerland,1871,1.7
Switzerland,1872,1.7
Switzerland,1873,1.7
Switzerland,1874,1.7
Switzerland,1875,3
Switzerland,1876,3
Switzerland,1877,3
Switzerland,1878,3
Switzerland,1879,3
Switzerland,1880,3
Switzerland,1881,3
Switzerland,1882,3
Switzerland,1883,3
Switzerland,1884,3
Switzerland,1885,3
Switzerland,1886,3
Switzerland,1887,3
Switzerland,1888,3
Switzerland,1889,3
Switzerland,1890,3
Switzerland,1891,3
Switzerland,1892,3
Switzerland,1893,3
Switzerland,1894,3
Switzerland,1895,3
Switzerland,1896,3
Switzerland,1897,3
Switzerland,1898,3
Switzerland,1899,3
Switzerland,1900,2.1
Switzerland,1901,2.1
Switzerland,1902,2.1
Switzerland,1903,2.1
Switzerland,1904,2.1
Switzerland,1905,2.1
Switzerland,1906,2.1
Switzerland,1907,2.1
Switzerland,1908,2.1
Switzerland,1909,2.1
Switzerland,1910,2.1
Switzerland,1911,2.1
Switzerland,1912,2.1
Switzerland,1913,2.1
Switzerland,1914,2.1
Switzerland,1915,2.1
Switzerland,1916,2.1
Switzerland,1917,2.1
Switzerland,1918,2.1
Switzerland,1919,2.1
Switzerland,1920,2.1
Switzerland,1921,2.1
Switzerland,1922,2.1
Switzerland,1923,2.1
Switzerland,1924,2.1
Switzerland,1925,1.4
Switzerland,1926,1.4
Switzerland,1927,1.4
Switzerland,1928,1.4
Switzerland,1929,1.4
Switzerland,1930,1.4
Switzerland,1931,1.4
Switzerland,1932,1.4
Switzerland,1933,1.4
Switzerland,1934,1.4
Switzerland,1935,1.4
Switzerland,1936,1.4
Switzerland,1937,1.4
Switzerland,1938,1.4
Switzerland,1939,1.4
Switzerland,1940,1.4
Switzerland,1941,1.4
Switzerland,1942,1.4
Switzerland,1943,1.4
Switzerland,1944,1.4
Switzerland,1945,1.4
Switzerland,1946,1.4
Switzerland,1947,1.4
Switzerland,1948,1.4
Switzerland,1949,1.4
Switzerland,1950,0.8
Switzerland,1951,1.27
Switzerland,1952,1.17
Switzerland,1953,1.11
Switzerland,1954,1.06
Switzerland,1955,1.13
Switzerland,1956,0.66
Switzerland,1957,0.77
Switzerland,1958,0.66
Switzerland,1959,0.92
Switzerland,1960,0.59
Switzerland,1961,0.72
Switzerland,1962,1.04
Switzerland,1963,0.68
Switzerland,1964,0.79
Switzerland,1965,0.58
Switzerland,1966,0.66
Switzerland,1967,0.82
Switzerland,1968,0.74
Switzerland,1969,0.54
Switzerland,1970,0.71
Switzerland,1971,0.96
Switzerland,1972,0.93
Switzerland,1973,0.68
Switzerland,1974,0.96
Switzerland,1975,0.94
Switzerland,1976,0.88
Switzerland,1977,0.85
Switzerland,1978,0.73
Switzerland,1979,0.92
Switzerland,1980,0.95
Switzerland,1981,1.2
Switzerland,1982,1.37
Switzerland,1983,1.41
Switzerland,1984,0.94
Switzerland,1985,1.44
Switzerland,1986,0.99
Switzerland,1987,1.21
Switzerland,1988,1.22
Switzerland,1989,1.28
Switzerland,1990,1.5
Switzerland,1991,1.38
Switzerland,1992,1.48
Switzerland,1993,1.61
Switzerland,1994,1.35
Switzerland,1995,1
Switzerland,1996,1.1
Switzerland,1997,1.4
Switzerland,1998,0.8
Switzerland,1999,1
Switzerland,2000,0.79
Switzerland,2001,1.13
Switzerland,2002,1.03
Switzerland,2003,0.68
Switzerland,2004,0.91
Switzerland,2005,0.86
Switzerland,2006,0.57
Switzerland,2007,0.6
Taiwan,1981,6.61
Taiwan,1982,6.68
Taiwan,1983,7.66
Taiwan,1984,7.9
Taiwan,1985,7.04
Taiwan,1986,8.27
Taiwan,1987,7.96
Taiwan,1988,7.96
Taiwan,1989,8.41
Taiwan,1990,8.56
Taiwan,1991,8.71
Taiwan,1992,7.44
Taiwan,1993,7.77
Taiwan,1994,7.15
Taiwan,1995,8.29
Taiwan,1996,8.38
Taiwan,1997,7.91
Taiwan,1998,6.14
Taiwan,1999,5.77
Taiwan,2000,5.1
Taiwan,2001,4.8
Taiwan,2002,5.15
Taiwan,2003,4.69
Taiwan,2004,4.02
Taiwan,2005,3.98
Taiwan,2006,4.04
Taiwan,2007,3.85
Taiwan,2008,3.5
Taiwan,2009,3.62
Taiwan,2010,3.23
Tanzania,2003,26.1
Tanzania,2007,24.5
Thailand,1955,6.41
Thailand,1956,7.29
Thailand,1957,9.21
Thailand,1958,11.36
Thailand,1959,7.8
Thailand,1960,8.45
Thailand,1961,9.53
Thailand,1962,10.71
Thailand,1963,11.5
Thailand,1964,13.6
Thailand,1965,14.38
Thailand,1966,13.9
Thailand,1967,15.35
Thailand,1968,15.6
Thailand,1969,16.12
Thailand,1970,16.19
Thailand,1971,15.17
Thailand,1972,11.9
Thailand,1973,15.46
Thailand,1974,18.1
Thailand,1975,28.41
Thailand,1976,19.8
Thailand,1977,18.11
Thailand,1978,20.23
Thailand,1979,25.86
Thailand,1980,25.99
Thailand,1981,25.73
Thailand,1982,21.99
Thailand,1983,16.6
Thailand,1984,14.59
Thailand,1985,11.86
Thailand,1986,10.3
Thailand,1987,9.75
Thailand,1990,8.78
Thailand,1991,8.45
Thailand,1992,8.91
Thailand,1994,7.2
Thailand,1995,6.2
Thailand,1996,9.7
Thailand,1997,6.1
Thailand,1998,8.1
Thailand,1999,11.4
Thailand,2000,8.7
Thailand,2002,7.8
Thailand,2003,7.4
Thailand,2004,4.6
Thailand,2005,5.1
Thailand,2006,5
Togo,2004,13.7
Togo,2008,10.9
Tunisia,2004,1.7
Tunisia,2008,1.1
Turkey,1978,0.84
Turkey,1979,0.69
Turkey,1981,0.78
Turkey,1982,0.42
Turkey,1983,0.25
Turkey,1984,0.24
Turkey,1987,0.28
Turkey,1988,0.58
Turkey,1989,0.9
Turkey,1990,1.03
Turkey,1991,1.29
Turkey,1992,1.67
Turkey,1993,2.05
Turkey,1994,1.98
Turkey,1995,2.01
Turkey,1996,1.96
Turkey,1997,1.41
Turkey,1998,0.75
Turkey,1999,0.57
Turkey,2000,0.71
Turkey,2001,0.69
Turkey,2002,0.46
Turkey,2003,0.8
Turkey,2004,0.53
Turkey,2005,0.42
Turkey,2006,0.52
Turkey,2007,0.49
Turkey,2008,0.47
Turkmenistan,1981,6.68
Turkmenistan,1982,5.02
Turkmenistan,1985,4.43
Turkmenistan,1986,3.84
Turkmenistan,1987,3.33
Turkmenistan,1988,5.61
Turkmenistan,1989,6.4
Turkmenistan,1990,6.7
Turkmenistan,1991,5.2
Turkmenistan,1992,5.1
Turkmenistan,1993,5.5
Turkmenistan,1994,4.4
Turkmenistan,1995,3.62
Turkmenistan,1996,5.63
Turkmenistan,1997,5.08
Turkmenistan,1998,7.07
Turkmenistan,2008,11.8
Turks and Caicos Islands,1979,28.57
Turks and Caicos Islands,1980,0
Turks and Caicos Islands,1981,0
Turks and Caicos Islands,1984,0
Turks and Caicos Islands,1985,0
Turks and Caicos Islands,1986,0
Turks and Caicos Islands,1987,0
Turks and Caicos Islands,1988,0
Turks and Caicos Islands,1989,0
Turks and Caicos Islands,1990,0
Turks and Caicos Islands,1991,0
Turks and Caicos Islands,1992,7.72
Turks and Caicos Islands,1993,7.27
Turks and Caicos Islands,1994,13.73
Turks and Caicos Islands,1995,6.52
Turks and Caicos Islands,1996,6.25
Turks and Caicos Islands,1997,12.03
Turks and Caicos Islands,1998,0
Turks and Caicos Islands,1999,0
Turks and Caicos Islands,2000,0
Turks and Caicos Islands,2001,0
Turks and Caicos Islands,2002,9.45
Turks and Caicos Islands,2003,0
Turks and Caicos Islands,2004,0
Turks and Caicos Islands,2005,0
Turks and Caicos Islands,2006,0
Turks and Caicos Islands,2007,9.2
Turks and Caicos Islands,2008,8.95
Turks and Caicos Islands,2009,8.72
Uganda,1960,8.31
Uganda,1961,8.73
Uganda,1962,9.32
Uganda,1963,10.87
Uganda,1964,10.05
Uganda,2004,25.2
Uganda,2008,36.3
Ukraine,1981,6.23
Ukraine,1982,6.29
Ukraine,1985,4.94
Ukraine,1986,4.15
Ukraine,1987,4.63
Ukraine,1988,5.44
Ukraine,1989,7.2
Ukraine,1990,8
Ukraine,1991,8.7
Ukraine,1992,11.4
Ukraine,1993,11.9
Ukraine,1994,13.7
Ukraine,1995,14.9
Ukraine,1996,15
Ukraine,1997,13.1
Ukraine,1998,12.2
Ukraine,1999,12.6
Ukraine,2000,12.7
Ukraine,2001,12.17
Ukraine,2002,11.38
