Entity,Year,Total government spending (%GDP) (IFPRI (2015) and SPEED),Total government spending (per capita) (IFPRI (2015) and SPEED),Total government spending (regional averages) (IFPRI (2015) and SPEED)
South Asia,2000,,,21.77
South Asia,2001,,,22.78
South Asia,2002,,,21.16
South Asia,2003,,,19.19
South Asia,2004,,,18.7
South Asia,2005,,,20.87
South Asia,2006,,,21.46
South Asia,2007,,,21.07
South Asia,2008,,,22.6
South Asia,2009,,,23.06
South Asia,2010,,,20.91
South Asia,2011,,,18.01
South Asia,2012,,,19.99
South Korea,1980,16.78,828.68,
South Korea,1981,16.32,851.86,
South Korea,1982,17.85,992.84,
South Korea,1983,16.02,983.67,
South Korea,1984,15.52,1,
South Korea,1985,15.56,1,
South Korea,1986,14.91,1,
South Korea,1987,14.37,1,
South Korea,1988,13.84,1,
South Korea,1989,14.99,1,
South Korea,1990,15.15,1,
South Korea,1991,12.53,1,
South Korea,1992,13.49,1,
South Korea,1993,13.65,1,
South Korea,1994,12.86,1,
South Korea,1995,13.15,2,
South Korea,1996,13.52,2,
South Korea,1997,14.34,2,
South Korea,1998,15.77,2,
South Korea,1999,16.42,2,
South Korea,2000,16.63,3,
South Korea,2001,16.82,3,
South Korea,2002,17.4,3,
South Korea,2003,16.84,3,
South Korea,2004,15.74,3,
South Korea,2005,15.31,3,
South Korea,2006,15.63,3,
South Korea,2007,20.07,5,
South Korea,2008,20.79,5,
South Korea,2009,21.75,5,
South Korea,2010,21.12,5,
South Korea,2011,19.95,5,
South Korea,2012,24.48,6,
Spain,1980,31.99,4,
Spain,1981,32.74,4,
Spain,1982,36.66,5,
Spain,1983,37.52,5,
Spain,1984,38.16,5,
Spain,1985,40.63,6,
Spain,1986,40.35,6,
Spain,1987,40.62,7,
Spain,1988,40.04,7,
Spain,1989,40.76,7,
Spain,1990,41.76,8,
Spain,1991,43.45,8,
Spain,1992,43.28,8,
Spain,1993,46.94,9,
Spain,1994,45.87,9,
Spain,1995,44.44,9,
Spain,1996,43.21,9,
Spain,1997,41.63,9,
Spain,1998,41.06,9,
Spain,1999,39.91,9,
Spain,2000,39.19,9,
Spain,2001,38.66,9,
Spain,2002,38.91,10,
Spain,2003,38.41,10,
Spain,2004,38.89,10,
Spain,2005,38.44,10,
Spain,2006,38.35,10,
Spain,2007,39.15,11,
Spain,2008,41.4,11,
Spain,2009,46.2,12,
Spain,2010,46.31,12,
Spain,2011,45.73,12,
Spain,2012,47.76,12,
Sri Lanka,1980,38.94,862.32,
Sri Lanka,1981,29.64,681.93,
Sri Lanka,1982,33.49,798.53,
Sri Lanka,1983,30.72,756.49,
Sri Lanka,1984,29.24,745.72,
Sri Lanka,1985,33.21,876.95,
Sri Lanka,1986,32.08,870.83,
Sri Lanka,1987,31.95,868.81,
Sri Lanka,1988,30.51,840.84,
Sri Lanka,1989,30.25,838.78,
Sri Lanka,1990,27.78,807.1,
Sri Lanka,1991,28.53,859.55,
Sri Lanka,1992,26.28,817.01,
Sri Lanka,1993,26.08,857.75,
Sri Lanka,1994,26.3,905.31,
Sri Lanka,1995,28.6,1,
Sri Lanka,1996,26.68,990.48,
Sri Lanka,1997,24.83,975.51,
Sri Lanka,1998,24.27,993.53,
Sri Lanka,1999,23.51,997.09,
Sri Lanka,2000,25.02,1,
Sri Lanka,2001,25.89,1,
Sri Lanka,2002,23.77,1,
Sri Lanka,2003,22.49,1,
Sri Lanka,2004,22.65,1,
Sri Lanka,2005,23.78,1,
Sri Lanka,2006,24.15,1,
Sri Lanka,2007,23.81,1,
Sri Lanka,2008,22.14,1,
Sri Lanka,2009,23.93,1,
Sri Lanka,2010,22.11,1,
Sri Lanka,2011,20.92,1,
Sub-Saharan Africa,1980,,,23.12
Sub-Saharan Africa,1981,,,22.6
Sub-Saharan Africa,1982,,,23.58
Sub-Saharan Africa,1983,,,25.06
Sub-Saharan Africa,1984,,,25.35
Sub-Saharan Africa,1985,,,25.32
Sub-Saharan Africa,1986,,,25.42
Sub-Saharan Africa,1987,,,26.35
Sub-Saharan Africa,1988,,,26.05
Sub-Saharan Africa,1989,,,24.6
Sub-Saharan Africa,1990,,,22.58
Sub-Saharan Africa,1991,,,23.92
Sub-Saharan Africa,1992,,,23.51
Sub-Saharan Africa,1993,,,24.71
Sub-Saharan Africa,1994,,,24.45
Sub-Saharan Africa,1995,,,23.53
Sub-Saharan Africa,1996,,,23.02
Sub-Saharan Africa,1997,,,23.71
Sub-Saharan Africa,1998,,,23.08
Sub-Saharan Africa,1999,,,23.27
Sub-Saharan Africa,2000,,,24.47
Sub-Saharan Africa,2001,,,24.89
Sub-Saharan Africa,2002,,,25.33
Sub-Saharan Africa,2003,,,25.33
Sub-Saharan Africa,2004,,,24.36
Sub-Saharan Africa,2005,,,24.41
Sub-Saharan Africa,2006,,,24.18
Sub-Saharan Africa,2007,,,25.35
Sub-Saharan Africa,2008,,,25.73
Sub-Saharan Africa,2009,,,28.58
Sub-Saharan Africa,2010,,,26.5
Sub-Saharan Africa,2011,,,26.98
Sub-Saharan Africa,2012,,,27.48
Sudan,1980,8.46,180.31,
Sudan,1981,7,154.94,
Sudan,1982,5.99,130.7,
Sudan,1983,53.07,1,
Sudan,1984,75.06,1,
Sudan,1985,66.64,1,
Sudan,1986,59.92,1,
Sudan,1987,47.98,962.04,
Sudan,1988,38.52,820.2,
Sudan,1989,28.53,559.4,
Sudan,1990,16.04,328.84,
Sudan,1991,8.08,171.47,
Sudan,1992,4.34,93.47,
Sudan,1993,1.82,38.45,
Sudan,1994,1.15,24.99,
Sudan,1995,0.58,12.84,
Sudan,1996,0.44,10.14,
Sudan,1997,0.31,7.27,
Sudan,1998,0.25,6.15,
Sudan,1999,0.31,7.89,
Swaziland,1980,22.68,830.46,
Swaziland,1981,26.94,1,
Swaziland,1982,26.85,1,
Swaziland,1983,26.45,953.82,
Swaziland,1984,25.7,919.41,
Swaziland,1985,26.47,930.44,
Swaziland,1986,22.78,907.34,
Swaziland,1987,20.25,849.62,
Swaziland,1988,17.99,777.84,
Swaziland,1989,18.41,836.95,
Swaziland,1990,18.37,879.46,
Swaziland,1991,20.64,978.03,
Swaziland,1992,21.05,1,
Swaziland,1993,21.11,1,
Swaziland,1994,21.65,1,
Swaziland,1995,21.45,1,
Swaziland,1996,23.07,1,
Swaziland,1997,24.27,1,
Swaziland,1998,26.57,1,
Swaziland,1999,29.55,1,
Swaziland,2000,27.41,1,
Swaziland,2001,26.97,1,
Swaziland,2002,30.06,1,
Swaziland,2003,30.44,1,
Swaziland,2004,28.68,1,
Swaziland,2005,33.64,1,
Swaziland,2006,30.3,1,
Swaziland,2007,33.33,1,
Swaziland,2008,36.68,2,
Swaziland,2009,38.61,2,
Swaziland,2010,34.87,2,
Swaziland,2011,29.59,1,
Swaziland,2012,32.86,1,
Sweden,1980,59.19,12,
Sweden,1981,63.67,13,
Sweden,1982,64.84,13,
Sweden,1983,67.87,14,
Sweden,1984,65.79,14,
Sweden,1985,67.38,15,
Sweden,1986,64.68,14,
Sweden,1987,62.16,14,
Sweden,1988,59.92,14,
Sweden,1989,58.75,14,
Sweden,1990,52.13,12,
Sweden,1991,53.64,12,
Sweden,1992,56.96,13,
Sweden,1993,63.12,14,
Sweden,1994,57.37,13,
Sweden,1995,64.95,16,
Sweden,1996,62.92,15,
Sweden,1997,60.66,15,
Sweden,1998,58.78,15,
Sweden,1999,58.11,16,
Sweden,2000,55.09,16,
Sweden,2001,54.52,16,
Sweden,2002,55.6,16,
Sweden,2003,55.67,17,
Sweden,2004,54.18,17,
Sweden,2005,53.85,17,
Sweden,2006,52.71,17,
Sweden,2007,50.95,17,
Sweden,2008,51.74,17,
Sweden,2009,54.94,17,
Sweden,2010,52.33,17,
Sweden,2011,51.49,17,
Sweden,2012,51.97,18,
Switzerland,1980,58.57,17,
Switzerland,1981,56.24,16,
Switzerland,1982,58.82,17,
Switzerland,1983,60.22,17,
Switzerland,1984,60.75,18,
Switzerland,1985,55.48,17,
Switzerland,1986,51.14,16,
Switzerland,1987,47.59,15,
Switzerland,1988,43.26,14,
Switzerland,1989,38.63,13,
Switzerland,1990,34.28,11,
Switzerland,1991,31.54,10,
Switzerland,1992,32.98,11,
Switzerland,1993,32.94,10,
Switzerland,1994,33.65,11,
Switzerland,1995,33.55,11,
Switzerland,1996,35.21,11,
Switzerland,1997,33.45,11,
Switzerland,1998,35.68,12,
Switzerland,1999,35.38,12,
Switzerland,2000,34.42,12,
Switzerland,2001,34.26,12,
Switzerland,2002,35.11,12,
Switzerland,2003,35.03,12,
Switzerland,2004,34.86,12,
Switzerland,2005,35.21,13,
Switzerland,2006,33.24,12,
Switzerland,2007,32.07,12,
Switzerland,2008,32.08,12,
Switzerland,2009,34.14,13,
Switzerland,2010,33.85,13,
Switzerland,2011,33.66,13,
Switzerland,2012,34.07,13,
Syria,1980,48.18,1,
Syria,1981,38.55,1,
Syria,1982,39.51,1,
Syria,1983,39.57,1,
Syria,1984,40.9,1,
Syria,1985,39.22,1,
Syria,1986,34.48,955.09,
Syria,1987,27.75,759.1,
Syria,1988,22.58,678.47,
Syria,1989,25.4,614.5,
Syria,1990,21.79,535.26,
Syria,1991,24.64,634.36,
Syria,1992,23.08,655.21,
Syria,1993,23.05,669.26,
Syria,1994,26.08,789.73,
Syria,1995,24.86,783.58,
Syria,1996,22.52,758,
Syria,1997,24.37,837.51,
Syria,1998,28.15,1,
Syria,1999,27.6,926.18,
Syria,2000,28.28,933.42,
Syria,2001,29.82,1,
Syria,2002,31.6,1,
Syria,2003,32.92,1,
Syria,2004,31.98,1,
Syria,2005,28.64,1,
Syria,2006,28.6,1,
Syria,2007,25.76,1,
Syria,2008,22.4,882.4,
Syria,2009,25.97,1,
Tanzania,1980,20.2,172.92,
Tanzania,1981,18.75,154.77,
Tanzania,1982,22.24,179.01,
Tanzania,1983,19.23,146.4,
Tanzania,1984,16.97,129.46,
Tanzania,1985,14.55,112.53,
Tanzania,1986,17.5,133.83,
Tanzania,1987,22.53,175.33,
Tanzania,1988,18.03,141.63,
Tanzania,1989,15.32,121.4,
Tanzania,1990,14.64,117.4,
Tanzania,1991,13.85,113.59,
Tanzania,1992,13.46,110.47,
Tanzania,1993,13.85,114.53,
Tanzania,1994,14.55,120.09,
Tanzania,1995,15.1,125.28,
Tanzania,1996,16.6,140.15,
Tanzania,1997,18.77,159.87,
Tanzania,1998,16.9,145.64,
Tanzania,1999,15.81,139.33,
Tanzania,2000,17.73,159.95,
Tanzania,2001,18.78,175.1,
Tanzania,2002,20.28,197.47,
Tanzania,2003,18.24,184.92,
Tanzania,2004,15.71,167.09,
Tanzania,2005,19.49,216.59,
Tanzania,2006,25.58,294.93,
Tanzania,2007,28.97,347.56,
Tanzania,2008,29.11,364.34,
Tanzania,2009,33.72,434.25,
Thailand,1980,18.18,604.15,
Thailand,1981,18.4,634.89,
Thailand,1982,19.5,695.76,
Thailand,1983,18.92,699.6,
Thailand,1984,18.71,718.28,
Thailand,1985,19.85,783.27,
Thailand,1986,18.85,770.39,
Thailand,1987,16.9,742.64,
Thailand,1988,14.64,715.97,
Thailand,1989,13.87,748.88,
Thailand,1990,13.61,806.07,
Thailand,1991,14.12,897.04,
Thailand,1992,14.52,999.59,
Thailand,1993,15.49,1,
Thailand,1994,16.06,1,
Thailand,1995,15.69,1,
Thailand,1996,16.37,1,
Thailand,1997,20.37,1,
Thailand,1998,22.41,1,
Thailand,1999,24.27,1,
Thailand,2000,17.5,1,
Thailand,2001,18.99,1,
Thailand,2002,23.08,2,
Thailand,2003,16.1,1,
Thailand,2004,17.85,1,
Thailand,2005,18.17,1,
Thailand,2006,17.14,1,
Thailand,2007,18.24,2,
Thailand,2008,18.66,2,
Thailand,2009,20.46,2,
Thailand,2010,19.78,2,
Thailand,2011,21.58,2,
Thailand,2012,20.56,2,
Togo,1980,40.02,655.95,
Togo,1981,33.6,499.92,
Togo,1982,38.3,529.27,
Togo,1983,35.37,446.54,
Togo,1984,36.06,464.47,
Togo,1985,36.36,468.97,
Togo,1986,36.66,472.21,
Togo,1987,32.81,399.1,
Togo,1988,26.4,343.07,
Togo,1989,26.2,344.32,
Togo,1990,26.11,353.5,
Togo,1991,23.09,305.31,
Togo,1992,20.14,251.27,
Togo,1993,23.3,237.43,
Togo,1994,22.38,253.68,
Togo,1995,20.42,241.15,
Togo,1996,18.66,231.47,
Togo,1997,17.16,215.46,
Togo,1998,23.57,282.23,
Togo,1999,18.57,222.44,
Togo,2000,19.44,224.71,
Togo,2001,15.49,172.31,
Togo,2002,13.18,141.05,
Togo,2003,15.81,172.81,
Togo,2004,16.2,176.91,
Togo,2005,19.75,212.65,
Togo,2006,21.05,229.49,
Togo,2007,19.1,207.1,
Togo,2008,17.84,192.94,
Togo,2009,21.85,238.02,
Togo,2010,21.78,240.42,
Togo,2011,24.16,272.52,
Togo,2012,26.74,311.11,
Tonga,1980,24.77,564.64,
Tonga,1981,31.28,808.97,
Tonga,1982,31.13,921.7,
Tonga,1983,24.89,778.99,
Tonga,1984,26.89,855.68,
Tonga,1985,36.25,1,
Tonga,1986,28.95,999.15,
Tonga,1987,28.22,1,
Tonga,1988,23.77,824.19,
Tonga,1989,28.32,982.96,
Tonga,1990,27.72,940.45,
Tonga,1991,24.14,837.09,
Tonga,1992,24.99,892.91,
Tonga,1993,26.17,929.85,
Tonga,1994,28.5,1,
Tonga,1995,30.08,1,
Tonga,1996,30.4,1,
Tonga,1997,32.58,1,
Tonga,1998,32.95,1,
Tonga,1999,31.64,1,
Tonga,2000,31.54,1,
Tonga,2001,32.36,1,
Tonga,2002,30.81,1,
Tonga,2003,32.8,1,
Tonga,2004,40.47,1,
Tonga,2005,46.28,2,
Tonga,2006,38.87,1,
Tonga,2007,28.34,1,
Tonga,2008,40.9,1,
Tonga,2009,34.59,1,
Tonga,2010,47.03,2,
Tonga,2011,38.53,1,
Tonga,2012,41.57,1,
Trinidad and Tobago,1980,30.36,4,
Trinidad and Tobago,1981,29.35,4,
Trinidad and Tobago,1982,48.44,7,
Trinidad and Tobago,1983,47.12,6,
Trinidad and Tobago,1984,44.45,5,
Trinidad and Tobago,1985,42.52,5,
Trinidad and Tobago,1986,38.06,4,
Trinidad and Tobago,1987,36.98,4,
Trinidad and Tobago,1988,35.06,3,
Trinidad and Tobago,1989,31.87,3,
Trinidad and Tobago,1990,28.62,3,
Trinidad and Tobago,1991,28.77,3,
Trinidad and Tobago,1992,29.56,3,
Trinidad and Tobago,1993,29.37,3,
Trinidad and Tobago,1994,26.7,2,
Trinidad and Tobago,1995,28.13,3,
Trinidad and Tobago,1996,27.75,3,
Trinidad and Tobago,1997,28.81,3,
Trinidad and Tobago,1998,29.22,3,
Trinidad and Tobago,1999,27.91,4,
Trinidad and Tobago,2000,25.09,3,
Trinidad and Tobago,2001,25.22,4,
Trinidad and Tobago,2002,26.14,4,
Trinidad and Tobago,2003,23.41,4,
Trinidad and Tobago,2004,24.24,5,
Trinidad and Tobago,2005,24.92,5,
Trinidad and Tobago,2006,32.92,8,
Trinidad and Tobago,2007,29.78,7,
Trinidad and Tobago,2008,31.51,8,
Trinidad and Tobago,2009,39.26,10,
Tunisia,1980,31.08,1,
Tunisia,1981,29.08,1,
Tunisia,1982,31.39,1,
Tunisia,1983,32.14,1,
Tunisia,1984,35.02,1,
Tunisia,1985,30.02,1,
Tunisia,1986,28.8,1,
Tunisia,1987,26.93,1,
Tunisia,1988,28.25,1,
Tunisia,1989,29.79,1,
Tunisia,1990,29.16,1,
Tunisia,1991,27.79,1,
Tunisia,1992,26.84,1,
Tunisia,1993,27.27,1,
Tunisia,1994,26.64,1,
Tunisia,1995,26.7,1,
Tunisia,1996,25.53,1,
Tunisia,1997,25.62,1,
Tunisia,1998,25.32,1,
Tunisia,1999,25.17,1,
Tunisia,2000,26.65,1,
Tunisia,2001,26.64,1,
Tunisia,2002,26.7,1,
Tunisia,2003,25.81,1,
Tunisia,2004,25.5,1,
Tunisia,2005,25.16,1,
Tunisia,2006,24.45,1,
Tunisia,2007,24.27,1,
Tunisia,2008,25.07,2,
Tunisia,2009,25.45,2,
Tunisia,2010,24.68,2,
Tunisia,2011,29.86,2,
Tunisia,2012,30.34,2,
Turkey,1980,14.69,816.28,
Turkey,1981,12.65,732.46,
Turkey,1982,13.7,804.13,
Turkey,1983,13.55,812.75,
Turkey,1984,14.45,888.36,
Turkey,1985,13.36,827.84,
Turkey,1986,9.89,668.81,
Turkey,1987,10.7,779.3,
Turkey,1988,10.68,779.84,
Turkey,1989,11.28,792.09,
Turkey,1990,13.9,1,
Turkey,1991,16.5,1,
Turkey,1992,16.3,1,
Turkey,1993,19.7,1,
Turkey,1994,18.42,1,
Turkey,1995,17.47,1,
Turkey,1996,20.85,1,
Turkey,1997,23.19,2,
Turkey,1998,24.65,2,
Turkey,1999,26.27,2,
Turkey,2000,28.79,2,
Turkey,2001,36.07,3,
Turkey,2002,29.97,2,
Turkey,2003,27.35,2,
Turkey,2004,26.07,2,
Turkey,2005,26.29,2,
Turkey,2006,26.2,2,
Turkey,2007,27.43,3,
Turkey,2008,27.22,3,
Turkey,2009,31.07,3,
Turkey,2010,30.22,3,
Turkey,2011,27.71,3,
Turkey,2012,29.28,3,
Uganda,1980,4.61,26.12,
Uganda,1981,4.17,23.41,
Uganda,1982,9.34,54.84,
Uganda,1983,9.52,57.62,
Uganda,1984,10.39,58.12,
Uganda,1985,8.02,43.26,
Uganda,1986,6.71,35.51,
Uganda,1987,29.3,159.04,
Uganda,1988,19.99,112.82,
Uganda,1989,15.97,92.89,
Uganda,1990,15.56,92.8,
Uganda,1991,13.97,84.89,
Uganda,1992,8.43,51.8,
Uganda,1993,9.35,59.45,
Uganda,1994,9.16,62.44,
Uganda,1995,8.89,64.16,
Uganda,1996,10.65,79.16,
Uganda,1997,11.83,89.87,
Uganda,1998,15.05,121.63,
Uganda,1999,15.62,130.32,
Uganda,2000,17.66,148.97,
Uganda,2001,23.62,209.67,
Uganda,2002,24.36,223.85,
Uganda,2003,22.67,213.82,
Uganda,2004,19.74,190.35,
Uganda,2005,17.98,184.42,
Uganda,2006,17.29,183.55,
Uganda,2007,16.94,187.9,
Uganda,2008,15.32,181.46,
Uganda,2009,14.73,175.64,
Uganda,2010,18.14,222.06,
Uganda,2011,19.18,240.94,
Uganda,2012,16.58,210.2,
Ukraine,1999,20,674.91,
Ukraine,2000,24.33,896.02,
Ukraine,2001,21.95,931.59,
Ukraine,2002,21.76,988.67,
Ukraine,2003,22.8,1,
Ukraine,2004,24.97,1,
Ukraine,2005,28.53,1,
Ukraine,2006,28.15,1,
Ukraine,2007,26.53,1,
Ukraine,2008,28.06,1,
Ukraine,2009,28.61,1,
Ukraine,2010,30.36,1,
Ukraine,2011,28.61,1,
Ukraine,2012,31.51,2,
United Arab Emirates,1980,8.11,13,
United Arab Emirates,1981,10.05,16,
United Arab Emirates,1982,11.38,16,
United Arab Emirates,1983,10.09,12,
United Arab Emirates,1984,9.96,12,
United Arab Emirates,1985,10.61,12,
United Arab Emirates,1986,10.56,9,
United Arab Emirates,1987,9.74,8,
United Arab Emirates,1988,9.71,7,
United Arab Emirates,1989,8.5,7,
United Arab Emirates,1990,7.6,7,
United Arab Emirates,1991,7.88,7,
United Arab Emirates,1992,7.65,7,
United Arab Emirates,1993,7.45,6,
United Arab Emirates,1994,7.15,6,
United Arab Emirates,1995,7.2,6,
United Arab Emirates,1996,6.11,5,
United Arab Emirates,1997,6.07,5,
United Arab Emirates,1998,6.65,6,
United Arab Emirates,1999,6.27,5,
United Arab Emirates,2000,5.29,5,
United Arab Emirates,2001,5.4,5,
United Arab Emirates,2002,5.2,5,
United Arab Emirates,2003,4.71,4,
United Arab Emirates,2004,4.03,4,
United Arab Emirates,2005,3.4,3,
United Arab Emirates,2006,3.4,3,
United Arab Emirates,2007,2.83,2,
United Arab Emirates,2008,2.55,1,
United Arab Emirates,2009,3.41,1,
United Arab Emirates,2010,3.3,1,
United Arab Emirates,2011,2.95,1,
United Arab Emirates,2012,2.87,1,
United Kingdom,1980,45.86,7,
United Kingdom,1981,48.62,8,
United Kingdom,1982,48.91,8,
United Kingdom,1983,48.14,8,
United Kingdom,1984,47.89,8,
United Kingdom,1985,47.14,9,
United Kingdom,1986,45.79,9,
United Kingdom,1987,43.89,9,
United Kingdom,1988,41.28,9,
United Kingdom,1989,40.14,8,
United Kingdom,1990,41.13,9,
United Kingdom,1991,42.76,9,
United Kingdom,1992,44.64,9,
United Kingdom,1993,44.53,10,
United Kingdom,1994,43.76,10,
United Kingdom,1995,43.16,10,
United Kingdom,1996,41.51,10,
United Kingdom,1997,39.81,10,
United Kingdom,1998,38.93,10,
United Kingdom,1999,38.54,10,
United Kingdom,2000,36.4,10,
United Kingdom,2001,39.85,11,
United Kingdom,2002,40.92,12,
United Kingdom,2003,41.83,13,
United Kingdom,2004,42.65,13,
United Kingdom,2005,43.38,14,
United Kingdom,2006,43.59,14,
United Kingdom,2007,43.31,15,
United Kingdom,2008,47.06,16,
United Kingdom,2009,50.85,16,
United Kingdom,2010,49.87,16,
United Kingdom,2011,47.98,15,
United Kingdom,2012,47.9,15,
United States,1980,20.64,5,
United States,1981,21.12,5,
United States,1982,22.29,5,
United States,1983,22.22,5,
United States,1984,21.08,5,
United States,1985,21.77,6,
United States,1986,21.58,6,
United States,1987,20.62,6,
United States,1988,20.26,6,
United States,1989,20.22,6,
United States,1990,20.95,6,
United States,1991,21.45,6,
United States,1992,21.13,6,
United States,1993,20.49,6,
United States,1994,20,6,
United States,1995,19.78,6,
United States,1996,19.26,6,
United States,1997,18.6,6,
United States,1998,18.18,6,
United States,1999,17.61,6,
United States,2000,17.39,7,
United States,2001,17.53,7,
United States,2002,18.31,7,
United States,2003,18.76,7,
United States,2004,18.68,8,
United States,2005,18.88,8,
United States,2006,19.16,8,
United States,2007,18.84,8,
United States,2008,20.26,9,
United States,2009,24.4,10,
United States,2010,23.11,10,
United States,2011,23.19,10,
United States,2012,21.77,9,
Uruguay,1980,13.46,1,
Uruguay,1981,16.33,1,
Uruguay,1982,23,1,
Uruguay,1983,18.84,1,
Uruguay,1984,18.53,1,
Uruguay,1985,17.28,1,
Uruguay,1986,16.38,1,
Uruguay,1987,15.97,1,
Uruguay,1988,16.95,1,
Uruguay,1989,17.17,1,
Uruguay,1990,23.5,2,
Uruguay,1991,24.79,2,
Uruguay,1992,23.63,2,
Uruguay,1993,27.72,2,
Uruguay,1994,29.5,3,
Uruguay,1995,26.15,2,
Uruguay,1996,26.53,2,
Uruguay,1997,27.56,3,
Uruguay,1998,27.34,3,
Uruguay,1999,27.97,3,
Uruguay,2000,27.7,3,
Uruguay,2001,28.85,3,
Uruguay,2002,29.17,2,
Uruguay,2003,23.1,2,
Uruguay,2004,22.05,2,
Uruguay,2005,21.16,2,
Uruguay,2006,21.37,2,
Uruguay,2007,21.48,2,
Uruguay,2008,20.68,2,
Uruguay,2009,23.07,3,
Uruguay,2010,22.7,3,
Uruguay,2011,22.19,3,
Uruguay,2012,22.83,3,
Vanuatu,1980,25.56,403.17,
Vanuatu,1981,25.65,410.89,
Vanuatu,1982,26.37,456.57,
Vanuatu,1983,25.78,575.29,
Vanuatu,1984,23.02,536.68,
Vanuatu,1985,26.05,600.29,
Vanuatu,1986,29.97,661.11,
Vanuatu,1987,34.36,743.99,
Vanuatu,1988,36.71,780.77,
Vanuatu,1989,39.37,844.91,
Vanuatu,1990,33.43,732.28,
Vanuatu,1991,27.11,647.67,
Vanuatu,1992,23.42,539.42,
Vanuatu,1993,19.24,449.9,
Vanuatu,1994,19.02,443.84,
Vanuatu,1995,24.3,579.27,
Vanuatu,1996,22.79,545.63,
Vanuatu,1997,21.05,506.42,
Vanuatu,1998,27.56,665.72,
Vanuatu,1999,21.77,518.07,
Vanuatu,2000,19.39,478.9,
Vanuatu,2001,19.46,453.65,
Vanuatu,2002,20.28,440.94,
Vanuatu,2003,19.72,433.67,
Vanuatu,2004,17.9,400.91,
Vanuatu,2005,16.83,386.84,
Vanuatu,2006,14.93,359.22,
Vanuatu,2007,13.35,333.84,
Venezuela,1990,20.2,2,
Venezuela,1991,19.53,2,
Venezuela,1992,19.36,2,
Venezuela,1993,17.95,2,
Venezuela,1994,18.66,2,
Venezuela,1995,18.22,2,
Venezuela,1996,16.77,2,
Venezuela,1997,20.2,2,
Venezuela,1998,21.2,2,
Venezuela,1999,19.77,2,
Venezuela,2000,21.84,2,
Venezuela,2001,25.14,3,
Venezuela,2002,26.12,3,
Venezuela,2003,27.78,2,
Venezuela,2004,25.91,3,
Venezuela,2005,25.91,3,
Venezuela,2006,29.79,4,
Venezuela,2007,25.57,3,
Venezuela,2008,25.7,4,
Venezuela,2009,42.5,6,
Vietnam,1990,14.93,180.03,
Vietnam,1991,11.94,149.37,
Vietnam,1992,13.1,174.23,
Vietnam,1993,15.5,218.46,
Vietnam,1994,15.1,227.26,
Vietnam,1995,20.37,330.23,
Vietnam,1996,18.93,330.52,
Vietnam,1997,20.26,377.53,
Vietnam,1998,17.88,348.21,
Vietnam,1999,19.59,395.45,
Vietnam,2000,24.67,526.07,
Vietnam,2001,26.96,608.25,
Vietnam,2002,27.66,661.59,
Vietnam,2003,29.54,750.9,
Vietnam,2004,29.94,812.75,
Vietnam,2005,28.74,865.97,
Vietnam,2006,29.02,926.63,
Vietnam,2007,32.03,1,
Vietnam,2008,30.61,1,
Vietnam,2009,32.32,1,
Vietnam,2010,31.11,1,
World,1980,,,28.01
World,1981,,,28.71
World,1982,,,30.18
World,1983,,,30.29
World,1984,,,30.2
World,1985,,,30.01
World,1986,,,29.85
World,1987,,,29.6
World,1988,,,28.88
World,1989,,,28.36
World,1990,,,26.52
World,1991,,,28.11
World,1992,,,27.38
World,1993,,,28.15
World,1994,,,27.76
World,1995,,,27.99
World,1996,,,27.39
World,1997,,,27.51
World,1998,,,27.67
World,1999,,,27.49
World,2000,,,27.35
World,2001,,,27.93
World,2002,,,28.56
World,2003,,,28.37
World,2004,,,27.96
World,2005,,,28.24
World,2006,,,28.52
World,2007,,,67.57
World,2008,,,29.87
World,2009,,,32.21
World,2010,,,31.6
World,2011,,,31.82
World,2012,,,33
Yemen,1989,17.47,421.58,
Yemen,1990,25.29,699.43,
Yemen,1991,25.84,707.73,
Yemen,1992,25.73,701.74,
Yemen,1993,24.38,665.05,
Yemen,1994,24.5,663.2,
Yemen,1995,19.06,570.05,
Yemen,1996,26.46,894.34,
Yemen,1997,29.46,1,
Yemen,1998,32.06,1,
Yemen,1999,23.34,847.47,
Yemen,2000,21.77,826.53,
Yemen,2001,24.42,954.11,
Yemen,2002,26.03,1,
Yemen,2003,29.31,1,
Yemen,2004,29.17,1,
Yemen,2005,30.69,1,
Yemen,2006,29.9,1,
Yemen,2007,32.88,1,
Yemen,2008,35.96,1,
Yemen,2009,30.58,1,
Yemen,2010,29.45,1,
Zambia,1980,33.5,911.08,
Zambia,1981,36.65,957.2,
Zambia,1982,35.51,920.42,
Zambia,1983,26.86,694.44,
Zambia,1984,24.86,619.71,
Zambia,1985,28.49,689.05,
Zambia,1986,28.36,683.72,
Zambia,1987,26.41,635.82,
Zambia,1988,25.65,612.61,
Zambia,1989,24.8,582.14,
Zambia,1990,26.86,619.33,
Zambia,1991,58.47,1,
Zambia,1992,30.06,636.6,
Zambia,1993,26.39,583.07,
Zambia,1994,21.97,433.18,
Zambia,1995,24.26,455.06,
Zambia,1996,21.33,415.61,
Zambia,1997,25.55,500.68,
Zambia,1998,28.48,532.99,
Zambia,1999,25.06,466.59,
Zambia,2000,30.99,582.11,
Zambia,2001,17.81,341.81,
Zambia,2002,19.46,376.36,
Zambia,2003,20.94,416.53,
Zambia,2004,22.41,456.69,
Zambia,2005,29.54,617.66,
Zambia,2006,18.98,410.49,
