Entity,Year,Iron and steel production (Correlates of War: National Material Capabilities (v4.0)),"Military expenditure (1816-1913, current prices) (Correlates of War: National Material Capabilities (v4.0))","Military expenditure (1914-2007, current prices) (Correlates of War: National Material Capabilities (v4.0))",Military personnel (Correlates of War: National Material Capabilities (v4.0))
Bahrain,1994,,,261000,8
Bahrain,1995,,,273000,8
Bahrain,1996,,,295000,9
Bahrain,1997,,,364000,9
Bahrain,1998,,,410000,9
Bahrain,1999,,,441000,9
Bahrain,2000,,,322000,11
Bahrain,2001,,,364000,11
Bahrain,2002,,,332000,11
Bahrain,2003,,,461000,11
Bahrain,2004,,,474000,11
Bahrain,2005,,,500000,11
Bahrain,2006,,,532000,11
Bahrain,2007,,,539000,11
Bangladesh,1972,107,,,47
Bangladesh,1973,68,,41204,86
Bangladesh,1974,74,,69518,100
Bangladesh,1975,76,,75630,100
Bangladesh,1976,90,,91614,126
Bangladesh,1977,108,,108162,126
Bangladesh,1978,117,,112564,129
Bangladesh,1979,126,,127186,120
Bangladesh,1980,137,,162840,71
Bangladesh,1981,139,,153432,77
Bangladesh,1982,109,,240008,77
Bangladesh,1983,47,,177906,77
Bangladesh,1984,73,,262040,81
Bangladesh,1985,101,,169700,91
Bangladesh,1986,96,,216750,91
Bangladesh,1987,82,,326000,102
Bangladesh,1988,70,,315972,102
Bangladesh,1989,86,,289000,103
Bangladesh,1990,75,,326900,103
Bangladesh,1991,58,,303310,107
Bangladesh,1992,36,,355000,107
Bangladesh,1993,32,,355000,107
Bangladesh,1994,34,,475000,113
Bangladesh,1995,36,,500000,115
Bangladesh,1996,37,,554000,113
Bangladesh,1997,40,,593000,110
Bangladesh,1998,40,,631000,110
Bangladesh,1999,,,667000,110
Bangladesh,2000,,,691000,137
Bangladesh,2001,,,639000,137
Bangladesh,2002,,,607000,137
Bangladesh,2003,,,645000,126
Bangladesh,2004,,,775000,125
Bangladesh,2005,,,889000,125
Bangladesh,2006,,,938000,126
Bangladesh,2007,,,998000,127
Barbados,1971,,,600,
Barbados,1972,,,800,
Barbados,1973,,,1000,
Barbados,1974,,,1000,
Barbados,1975,,,1000,
Barbados,1976,,,800,
Barbados,1977,,,1000,
Barbados,1978,,,1000,
Barbados,1979,,,3000,2
Barbados,1980,,,10000,1
Barbados,1981,,,11000,1
Barbados,1982,,,8000,1
Barbados,1983,,,9000,1
Barbados,1984,,,11000,1
Barbados,1985,,,10000,1
Barbados,1986,,,9000,1
Barbados,1987,,,8000,1
Barbados,1988,,,11000,
Barbados,1989,,,10000,
Barbados,1990,,,21300,
Barbados,1993,,,12000,
Barbados,1994,,,13000,
Barbados,1995,,,14000,
Barbados,1996,,,14000,
Barbados,1997,,,12000,
Barbados,1998,,,13000,
Barbados,1999,,,12000,
Barbados,2000,,,13000,1
Barbados,2001,,,13000,1
Barbados,2002,,,13000,1
Barbados,2003,,,24000,1
Barbados,2004,,,24000,1
Barbados,2005,,,26000,1
Barbados,2006,,,27000,1
Barbados,2007,,,28000,1
Bavaria,1816,10,549,,
Bavaria,1817,10,604,,
Bavaria,1818,10,712,,
Bavaria,1819,10,760,,
Bavaria,1820,10,722,,
Bavaria,1821,10,660,,
Bavaria,1822,10,675,,
Bavaria,1823,10,661,,
Bavaria,1824,10,655,,
Bavaria,1825,10,642,,
Bavaria,1826,10,638,,
Bavaria,1827,10,635,,
Bavaria,1828,10,631,,54
Bavaria,1829,10,630,,
Bavaria,1830,10,629,,54
Bavaria,1831,10,627,,54
Bavaria,1832,10,622,,
Bavaria,1833,10,611,,
Bavaria,1834,10,623,,
Bavaria,1835,10,622,,
Bavaria,1836,10,617,,
Bavaria,1837,10,619,,
Bavaria,1838,10,616,,
Bavaria,1839,10,625,,
Bavaria,1840,10,613,,56
Bavaria,1841,10,613,,
Bavaria,1842,20,,,
Bavaria,1843,20,603,,
Bavaria,1844,20,606,,
Bavaria,1845,20,605,,
Bavaria,1846,20,605,,58
Bavaria,1847,20,610,,
Bavaria,1848,20,605,,58
Bavaria,1849,20,800,,58
Bavaria,1850,20,796,,58
Bavaria,1851,20,811,,58
Bavaria,1852,20,845,,70
Bavaria,1853,20,843,,72
Bavaria,1854,20,843,,
Bavaria,1855,20,843,,88
Bavaria,1856,30,762,,88
Bavaria,1857,30,763,,87
Bavaria,1858,30,762,,88
Bavaria,1859,30,756,,104
Bavaria,1860,20,767,,
Bavaria,1861,20,960,,105
Bavaria,1862,30,957,,104
Bavaria,1863,30,961,,103
Bavaria,1864,30,958,,
Bavaria,1865,30,959,,103
Bavaria,1866,30,962,,73
Bavaria,1867,30,960,,74
Bavaria,1868,30,,,50
Bavaria,1869,30,1363,,50
Bavaria,1870,30,1247,,
Bavaria,1871,30,1247,,30
Belarus,1991,1123,,,
Belarus,1992,1105,,1647000,102
Belarus,1993,946,,931000,115
Belarus,1994,880,,430000,75
Belarus,1995,744,,496000,75
Belarus,1996,886,,501000,75
Belarus,1997,1219,,451000,
Belarus,1998,1412,,471000,
Belarus,1999,1448,,466000,81
Belarus,2000,1502,,2100000,83
Belarus,2001,1486,,1960000,83
Belarus,2002,1484,,2400000,80
Belarus,2003,1591,,2400000,73
Belarus,2004,1792,,219000,72
Belarus,2005,2027,,324000,72
Belarus,2006,2324,,466000,73
Belarus,2007,2410,,572000,73
Belgium,1830,90,2964,,62
Belgium,1831,90,2906,,54
Belgium,1832,93,2847,,46
Belgium,1833,95,1978,,38
Belgium,1834,100,1669,,30
Belgium,1835,115,1622,,30
Belgium,1836,135,1452,,30
Belgium,1837,150,1626,,46
Belgium,1838,132,1644,,48
Belgium,1839,100,1946,,50
Belgium,1840,95,1275,,45
Belgium,1841,90,1244,,41
Belgium,1842,96,1210,,36
Belgium,1843,98,1193,,32
Belgium,1844,107,1138,,32
Belgium,1845,135,1154,,32
Belgium,1846,189,1156,,32
Belgium,1847,248,1206,,32
Belgium,1848,162,1442,,33
Belgium,1849,149,1126,,34
Belgium,1850,145,1116,,35
Belgium,1851,168,1554,,36
Belgium,1852,179,1589,,37
Belgium,1853,230,1538,,38
Belgium,1854,285,1543,,39
Belgium,1855,294,1546,,40
Belgium,1856,322,1587,,40
Belgium,1857,302,1431,,40
Belgium,1858,324,1443,,40
Belgium,1859,319,1755,,40
Belgium,1860,320,1457,,40
Belgium,1861,312,1501,,40
Belgium,1862,357,1533,,40
Belgium,1863,392,1606,,40
Belgium,1864,450,1606,,40
Belgium,1865,471,1516,,40
Belgium,1866,482,1665,,40
Belgium,1867,423,1596,,40
Belgium,1868,436,1579,,40
Belgium,1869,534,1588,,40
Belgium,1870,565,2469,,40
Belgium,1871,609,1885,,40
Belgium,1872,656,1697,,40
Belgium,1873,607,1664,,40
Belgium,1874,533,1860,,40
Belgium,1875,542,1958,,43
Belgium,1876,491,2018,,46
Belgium,1877,471,2059,,46
Belgium,1878,465,1993,,46
Belgium,1879,453,1977,,46
Belgium,1880,608,2037,,46
Belgium,1881,625,2037,,46
Belgium,1882,727,2064,,46
Belgium,1883,783,2078,,45
Belgium,1884,751,2096,,47
Belgium,1885,713,2046,,46
Belgium,1886,702,1991,,45
Belgium,1887,756,1939,,45
Belgium,1888,827,1980,,48
Belgium,1889,832,1996,,48
Belgium,1890,788,2023,,45
Belgium,1891,684,2025,,49
Belgium,1892,753,2049,,51
Belgium,1893,745,2034,,47
Belgium,1894,819,2043,,47
Belgium,1895,829,2074,,47
Belgium,1896,959,2069,,48
Belgium,1897,1035,2102,,49
Belgium,1898,980,2259,,47
Belgium,1899,1025,2272,,49
Belgium,1900,655,2387,,51
Belgium,1901,516,2471,,48
Belgium,1902,769,2523,,49
Belgium,1903,969,2521,,46
Belgium,1904,1091,2540,,44
Belgium,1905,1227,2487,,44
Belgium,1906,1395,2717,,44
Belgium,1907,1467,2849,,44
Belgium,1908,1198,2581,,46
Belgium,1909,1580,2636,,46
Belgium,1910,1892,2606,,48
Belgium,1911,2028,2704,,47
Belgium,1912,2442,3058,,47
Belgium,1913,2467,3410,,48
Belgium,1914,1396,,9847,115
Belgium,1915,99,,11642,156
Belgium,1916,99,,19716,189
Belgium,1917,10,,23977,194
Belgium,1918,11,,28120,209
Belgium,1919,334,,35107,212
Belgium,1920,1253,,38050,156
Belgium,1921,789,,39382,100
Belgium,1922,1565,,39752,117
Belgium,1923,2297,,30321,133
Belgium,1924,2875,,25652,82
Belgium,1925,2549,,28872,82
Belgium,1926,3339,,17975,83
Belgium,1927,3680,,17767,66
Belgium,1928,3905,,24395,65
Belgium,1929,4110,,27063,67
Belgium,1930,3354,,39217,69
Belgium,1931,3105,,38851,66
Belgium,1932,2790,,33474,67
Belgium,1933,2731,,47928,66
Belgium,1934,2944,,66961,68
Belgium,1935,3023,,43984,68
Belgium,1936,3168,,52691,67
Belgium,1937,3863,,55382,72
Belgium,1938,2279,,63225,90
Belgium,1939,3104,,63255,85
Belgium,1940,1894,,289421,82
Belgium,1945,749,,561299,80
Belgium,1946,2297,,865450,79
Belgium,1947,2882,,572702,75
Belgium,1948,3920,,440764,71
Belgium,1949,3849,,174317,70
Belgium,1950,3777,,166920,74
Belgium,1951,5054,,267099,77
Belgium,1952,5067,,395346,81
Belgium,1953,4497,,392921,86
Belgium,1954,4973,,399539,91
Belgium,1955,5852,,341340,94
Belgium,1956,6312,,341573,98
Belgium,1957,6233,,365511,101
Belgium,1958,5980,,366093,106
Belgium,1959,6410,,374919,108
Belgium,1960,7141,,383680,110
Belgium,1961,6960,,393581,110
Belgium,1962,7297,,424086,110
Belgium,1963,7279,,446834,115
Belgium,1964,8796,,498756,115
Belgium,1965,9229,,504453,115
Belgium,1966,8917,,530076,115
Belgium,1967,9716,,568072,115
Belgium,1968,11573,,606689,115
Belgium,1969,12837,,628002,115
Belgium,1970,12609,,701953,110
Belgium,1971,12444,,831880,110
Belgium,1972,14532,,1026536,105
Belgium,1973,15523,,1296483,107
Belgium,1974,16224,,1482312,105
Belgium,1975,11584,,1927703,103
Belgium,1976,12145,,2109675,103
Belgium,1977,11256,,2496443,107
Belgium,1978,12624,,3166709,109
Belgium,1979,13464,,3631502,107
Belgium,1980,12344,,3958349,108
Belgium,1981,12299,,3385496,110
Belgium,1982,10182,,2891634,109
Belgium,1983,10266,,2676841,109
Belgium,1984,11414,,2452687,107
Belgium,1985,10781,,1796000,107
Belgium,1986,9803,,2870000,107
Belgium,1987,9844,,3510000,109
Belgium,1988,11240,,2800000,110
Belgium,1989,10956,,2580000,110
Belgium,1990,11424,,3070000,106
Belgium,1991,11340,,3250000,101
Belgium,1992,10332,,3160000,79
Belgium,1993,10176,,4000000,70
Belgium,1994,11331,,4014000,53
Belgium,1995,11606,,4449000,47
Belgium,1996,10818,,4333000,45
Belgium,1997,10739,,3769000,46
Belgium,1998,11425,,3737000,43
Belgium,1999,10931,,3442000,42
Belgium,2000,11636,,3212000,39
Belgium,2001,10762,,3017000,39
Belgium,2002,11343,,3155000,39
Belgium,2003,11114,,3902000,41
Belgium,2004,11698,,4311000,38
Belgium,2005,10422,,4250000,36
Belgium,2006,11631,,4294000,37
Belgium,2007,10692,,5000000,40
Belize,1981,,,2000,1
Belize,1982,,,2000,1
Belize,1983,,,3000,1
Belize,1984,,,4000,1
Belize,1985,,,3432,1
Belize,1986,,,3500,1
Belize,1987,,,11320,1
Belize,1988,,,8960,1
Belize,1989,,,9940,1
Belize,1990,,,9680,1
Belize,1991,,,8000,1
Belize,1992,,,,1
Belize,1993,,,6900,1
Belize,1994,,,11000,1
Belize,1995,,,13000,1
Belize,1996,,,15000,1
Belize,1997,,,16000,1
Belize,1998,,,17000,1
Belize,1999,,,17000,1
Belize,2000,,,18000,1
Belize,2001,,,18000,1
Belize,2002,,,14000,1
Belize,2003,,,15000,1
Belize,2004,,,16000,1
Belize,2005,,,16000,1
Belize,2006,,,18000,1
Belize,2007,,,18000,1
Benin,1961,,,1945,
Benin,1962,,,2653,1
Benin,1963,,,3099,2
Benin,1964,,,3666,2
Benin,1965,,,4031,2
Benin,1966,,,3646,2
Benin,1967,,,4051,3
Benin,1968,,,4051,3
Benin,1969,,,4456,2
Benin,1970,,,4321,2
Benin,1971,,,4691,2
Benin,1972,,,5273,2
Benin,1973,,,6183,3
Benin,1974,,,6420,3
Benin,1975,,,7890,3
Benin,1976,,,7360,3
Benin,1977,,,10909,2
Benin,1978,,,11922,4
Benin,1979,,,17000,4
Benin,1980,,,23000,4
Benin,1981,,,24000,6
Benin,1982,,,24000,6
Benin,1983,,,25000,6
Benin,1984,,,21267,6
Benin,1985,,,20500,6
Benin,1986,,,30000,4
Benin,1987,,,30883,4
Benin,1988,,,38360,5
Benin,1989,,,33000,5
Benin,1990,,,34722,6
Benin,1991,,,20470,7
Benin,1992,,,27200,7
Benin,1993,,,,8
Benin,1994,,,20000,8
Benin,1995,,,24000,8
Benin,1996,,,27000,8
Benin,1997,,,27000,8
Benin,1998,,,33000,8
Benin,1999,,,34000,8
Benin,2000,,,37000,5
Benin,2001,,,41000,5
Benin,2002,,,49000,5
Benin,2003,,,60000,5
Benin,2004,,,68000,4
Benin,2005,,,70000,4
Benin,2006,,,49000,5
Benin,2007,,,55000,5
Bhutan,1971,,,,5
Bhutan,1972,,,,5
Bhutan,1973,,,,5
Bhutan,1974,,,,5
Bhutan,1975,,,,5
Bhutan,1976,,,,5
Bhutan,1977,,,,4
Bhutan,1978,,,,4
Bhutan,1979,,,,4
Bhutan,1980,,,,4
Bhutan,1981,,,,4
Bhutan,1982,,,,4
Bhutan,1983,,,,4
Bhutan,1984,,,,4
Bhutan,1985,,,,4
Bhutan,1986,,,,4
Bhutan,1987,,,,4
Bhutan,1988,,,,5
Bhutan,1989,,,,4
Bhutan,1990,,,,5
Bhutan,1991,,,,5
Bhutan,1992,,,,5
Bhutan,1993,,,,5
Bhutan,1994,,,,5
Bhutan,1995,,,,5
Bhutan,1996,,,,8
Bhutan,1997,,,,8
Bhutan,1998,,,19000,8
Bhutan,1999,,,20000,8
Bhutan,2000,,,21000,6
Bhutan,2001,,,19000,
Bhutan,2002,,,20000,
Bhutan,2003,,,22000,
Bolivia,1848,,,,17
Bolivia,1849,,,,17
Bolivia,1850,,,,16
Bolivia,1851,,,,16
Bolivia,1852,,,,16
Bolivia,1853,,,,15
Bolivia,1854,,,,15
Bolivia,1855,,,,15
Bolivia,1856,,,,14
Bolivia,1857,,,,3
Bolivia,1858,,,,3
Bolivia,1859,,,,2
Bolivia,1860,,,,2
Bolivia,1861,,,,2
Bolivia,1862,,,,2
Bolivia,1863,,,,2
Bolivia,1864,,,,2
Bolivia,1865,,,,2
Bolivia,1866,,,,2
Bolivia,1867,,,,2
Bolivia,1868,,,,3
Bolivia,1869,,,,2
Bolivia,1870,,,,2
Bolivia,1871,,,,2
Bolivia,1872,,,,4
Bolivia,1873,,169,,4
Bolivia,1874,,169,,3
Bolivia,1875,,,,3
Bolivia,1876,,,,3
Bolivia,1877,,,,3
Bolivia,1878,,,,3
Bolivia,1879,,,,7
Bolivia,1880,,431,,3
Bolivia,1881,,430,,3
Bolivia,1882,,,,3
Bolivia,1883,,,,3
Bolivia,1884,,,,2
Bolivia,1885,,,,2
Bolivia,1886,,,,2
Bolivia,1887,,,,1
Bolivia,1888,,,,1
Bolivia,1889,,,,1
Bolivia,1890,,,,1
Bolivia,1891,,,,1
Bolivia,1892,,,,2
Bolivia,1893,,182,,2
Bolivia,1894,,118,,1
Bolivia,1895,,131,,1
Bolivia,1896,,,,3
Bolivia,1897,,153,,2
Bolivia,1898,,133,,2
Bolivia,1899,,,,2
Bolivia,1900,,,,3
Bolivia,1901,,248,,3
Bolivia,1902,,215,,3
Bolivia,1903,,198,,3
Bolivia,1904,,203,,3
Bolivia,1905,,181,,3
Bolivia,1906,,191,,2
Bolivia,1907,,238,,3
Bolivia,1908,,,,3
Bolivia,1909,,,,3
Bolivia,1910,,239,,3
Bolivia,1911,,240,,3
Bolivia,1912,,399,,3
Bolivia,1913,,478,,3
Bolivia,1914,,,2317,5
Bolivia,1915,,,2998,5
Bolivia,1916,,,1630,5
Bolivia,1917,,,,5
Bolivia,1918,,,2898,5
Bolivia,1919,,,2760,4
Bolivia,1920,,,2220,4
Bolivia,1921,,,1714,4
Bolivia,1922,,,1459,4
Bolivia,1923,,,1798,4
Bolivia,1924,,,2399,4
Bolivia,1925,,,2545,4
Bolivia,1926,,,3452,8
Bolivia,1927,,,3915,8
Bolivia,1928,,,3828,8
Bolivia,1929,,,3340,8
Bolivia,1930,,,3132,8
Bolivia,1931,,,3274,7
Bolivia,1932,,,2907,7
Bolivia,1933,,,15299,20
Bolivia,1934,,,26826,23
Bolivia,1935,,,38760,42
Bolivia,1936,,,4221,10
Bolivia,1937,,,2453,10
Bolivia,1938,,,4297,10
Bolivia,1939,,,2961,10
Bolivia,1940,,,,10
Bolivia,1941,,,3342,10
Bolivia,1942,,,6086,10
Bolivia,1943,,,5347,
Bolivia,1944,,,,10
Bolivia,1945,,,,10
Bolivia,1946,,,7052,9
Bolivia,1947,,,4642,9
Bolivia,1948,,,6486,9
Bolivia,1949,,,,9
Bolivia,1950,,,13325,9
Bolivia,1951,,,,9
Bolivia,1952,,,19505,9
Bolivia,1953,,,28053,9
Bolivia,1954,,,902,9
Bolivia,1955,,,1103,12
Bolivia,1956,,,1252,17
Bolivia,1957,,,2003,17
Bolivia,1958,,,2228,12
Bolivia,1959,,,2953,12
Bolivia,1960,,,4114,12
Bolivia,1961,,,4872,18
Bolivia,1962,,,5133,18
Bolivia,1963,,,11527,13
Bolivia,1964,,,12374,13
Bolivia,1965,,,14983,16
Bolivia,1966,,,14731,25
Bolivia,1967,,,15067,20
Bolivia,1968,,,14141,17
Bolivia,1969,,,15825,20
Bolivia,1970,,,19192,17
Bolivia,1971,,,15657,17
Bolivia,1972,,,20459,17
Bolivia,1973,,,20900,18
Bolivia,1974,,,39350,18
Bolivia,1975,,,57850,20
Bolivia,1976,,,66250,22
Bolivia,1977,,,68700,20
Bolivia,1978,,,80800,20
Bolivia,1979,,,102977,20
Bolivia,1980,,,139996,24
Bolivia,1981,,,186007,26
Bolivia,1982,,,207089,26
Bolivia,1983,,,196873,27
Bolivia,1984,,,230065,28
Bolivia,1985,,,129160,28
Bolivia,1986,,,93910,30
Bolivia,1987,,,182600,30
Bolivia,1988,,,164450,28
Bolivia,1989,,,179530,30
Bolivia,1990,,,187052,30
Bolivia,1991,,,122880,33
Bolivia,1992,,,117000,32
Bolivia,1993,,,126000,32
Bolivia,1994,,,145000,28
Bolivia,1995,,,146000,28
Bolivia,1996,,,159000,33
Bolivia,1997,,,155000,33
Bolivia,1998,,,209000,33
Bolivia,1999,,,149000,33
Bolivia,2000,,,128000,32
Bolivia,2001,,,135000,32
Bolivia,2002,,,145000,32
Bolivia,2003,,,151000,32
Bolivia,2004,,,148000,31
Bolivia,2005,,,147000,31
Bolivia,2006,,,156000,33
Bolivia,2007,,,162000,46
Bosnia and Herzegovina,1992,261,,850000,60
Bosnia and Herzegovina,1993,174,,876000,60
Bosnia and Herzegovina,1994,116,,916000,70
Bosnia and Herzegovina,1995,78,,600000,100
Bosnia and Herzegovina,1996,52,,255000,90
Bosnia and Herzegovina,1997,72,,327000,40
Bosnia and Herzegovina,1998,75,,405000,30
Bosnia and Herzegovina,1999,60,,365000,30
Bosnia and Herzegovina,2000,77,,164000,30
Bosnia and Herzegovina,2001,84,,141000,24
Bosnia and Herzegovina,2002,70,,185000,20
Bosnia and Herzegovina,2003,70,,155000,19
Bosnia and Herzegovina,2004,76,,204000,21
Bosnia and Herzegovina,2005,269,,175000,24
Bosnia and Herzegovina,2006,490,,179000,12
Bosnia and Herzegovina,2007,533,,196000,12
Botswana,1974,,,,1
Botswana,1975,,,,1
Botswana,1976,,,,1
Botswana,1977,,,3000,1
Botswana,1978,,,7000,1
Botswana,1979,,,13000,2
Botswana,1980,,,37000,3
Botswana,1981,,,31000,3
Botswana,1982,,,27000,3
Botswana,1983,,,26000,3
Botswana,1984,,,22000,3
Botswana,1985,,,20290,3
Botswana,1986,,,22590,4
Botswana,1987,,,27260,4
Botswana,1988,,,38100,4
Botswana,1989,,,110010,6
Botswana,1990,,,130940,6
Botswana,1991,,,61000,7
Botswana,1992,,,,7
Botswana,1993,,,166000,7
Botswana,1994,,,234000,7
Botswana,1995,,,225000,7
Botswana,1996,,,234000,7
Botswana,1997,,,241000,8
Botswana,1998,,,261000,8
Botswana,1999,,,259000,8
Botswana,2000,,,275000,9
Botswana,2001,,,203000,9
Botswana,2002,,,229000,9
Botswana,2003,,,323000,9
Botswana,2004,,,312000,9
Botswana,2005,,,305000,9
Botswana,2006,,,289000,9
Botswana,2007,,,317000,9
Brazil,1826,,,,18
Brazil,1827,,,,18
Brazil,1828,,,,18
Brazil,1829,,,,18
Brazil,1830,,,,18
Brazil,1831,,,,18
Brazil,1832,,996,,17
Brazil,1833,,1087,,15
Brazil,1834,,906,,14
Brazil,1835,,906,,12
Brazil,1836,,906,,15
Brazil,1837,,996,,15
Brazil,1838,,1268,,15
Brazil,1839,,1450,,15
Brazil,1840,,2356,,17
Brazil,1841,,1903,,19
Brazil,1842,,2358,,22
Brazil,1843,,3190,,24
Brazil,1844,,1812,,26
Brazil,1845,,1812,,23
Brazil,1846,,1676,,20
Brazil,1847,,,,20
Brazil,1848,,,,20
Brazil,1849,,,,20
Brazil,1850,,,,20
Brazil,1851,,,,20
Brazil,1852,,2431,,23
Brazil,1853,,2430,,27
Brazil,1854,,2493,,27
Brazil,1855,,2783,,27
Brazil,1856,,3160,,27
Brazil,1857,,2541,,26
Brazil,1858,,1802,,26
Brazil,1859,,1878,,26
Brazil,1860,,3502,,21
Brazil,1861,,,,20
Brazil,1862,,,,18
Brazil,1863,,2167,,17
Brazil,1864,,2413,,19
Brazil,1865,,2044,,35
Brazil,1866,,2609,,77
Brazil,1867,,6598,,74
Brazil,1868,,2562,,73
Brazil,1869,,2444,,73
Brazil,1870,,2530,,73
Brazil,1871,,2419,,30
Brazil,1872,,2763,,31
Brazil,1873,,4729,,33
Brazil,1874,,3182,,34
Brazil,1875,,3075,,24
Brazil,1876,,3035,,22
Brazil,1877,,2844,,23
Brazil,1878,,2610,,22
Brazil,1879,,2611,,21
Brazil,1880,,2622,,20
Brazil,1881,,2415,,18
Brazil,1882,,2657,,18
Brazil,1883,,2657,,20
Brazil,1884,,2154,,20
Brazil,1885,,2098,,21
Brazil,1886,,1966,,21
Brazil,1887,,2182,,21
Brazil,1888,,2935,,20
Brazil,1889,,3032,,22
Brazil,1890,,2980,,22
Brazil,1891,,,,39
Brazil,1892,,2708,,38
Brazil,1893,,2312,,38
Brazil,1894,,2092,,40
Brazil,1895,,,,32
Brazil,1896,,2749,,36
Brazil,1897,,2774,,36
Brazil,1898,,2147,,30
Brazil,1899,,2047,,23
Brazil,1900,,2723,,21
Brazil,1901,,2293,,22
Brazil,1902,,2293,,24
Brazil,1903,,3550,,24
Brazil,1904,,,,32
Brazil,1905,,3927,,19
Brazil,1906,,5000,,33
Brazil,1907,,6035,,22
Brazil,1908,,6530,,26
Brazil,1909,,8138,,29
Brazil,1910,,7368,,31
Brazil,1911,,9179,,31
Brazil,1912,,8813,,31
Brazil,1913,,8382,,31
Brazil,1914,,,29499,25
Brazil,1915,,,32679,25
Brazil,1916,,,31803,25
Brazil,1917,,,32193,25
Brazil,1918,,,37825,54
Brazil,1919,,,40556,64
Brazil,1920,,,9600,56
Brazil,1921,,,47119,55
Brazil,1922,,,62111,53
Brazil,1923,,,44140,54
Brazil,1924,,,29111,58
Brazil,1925,8,,49057,60
Brazil,1926,10,,42544,57
Brazil,1927,8,,36991,52
Brazil,1928,21,,48151,48
Brazil,1929,27,,52919,57
Brazil,1930,21,,54335,57
Brazil,1931,23,,36100,57
Brazil,1932,34,,55552,71
Brazil,1933,54,,46193,64
Brazil,1934,62,,68301,97
Brazil,1935,64,,48576,97
Brazil,1936,74,,43402,96
Brazil,1937,76,,75705,98
Brazil,1938,98,,56615,97
Brazil,1939,114,,63495,93
Brazil,1940,141,,74888,103
Brazil,1941,155,,77959,
Brazil,1942,160,,127278,105
Brazil,1943,186,,109019,
Brazil,1944,221,,144000,
Brazil,1945,206,,171180,
Brazil,1946,343,,309848,119
Brazil,1947,387,,281624,131
Brazil,1948,483,,254957,131
Brazil,1949,615,,315171,231
Brazil,1950,789,,336538,231
Brazil,1951,843,,405983,231
Brazil,1952,893,,496795,231
Brazil,1953,1016,,603632,231
Brazil,1954,1148,,236364,231
Brazil,1955,1162,,234210,107
Brazil,1956,1375,,392509,107
Brazil,1957,1299,,527037,113
Brazil,1958,1362,,450829,229
Brazil,1959,1608,,316922,235
Brazil,1960,2260,,268931,241
Brazil,1961,2443,,339280,180
Brazil,1962,2396,,357928,185
Brazil,1963,2737,,408421,305
Brazil,1964,2938,,625806,315
Brazil,1965,2983,,501622,320
Brazil,1966,3782,,521200,325
Brazil,1967,3734,,930600,330
Brazil,1968,4453,,948100,340
Brazil,1969,4925,,911700,360
Brazil,1970,5390,,802800,375
Brazil,1971,6011,,763994,375
Brazil,1972,6518,,847650,410
Brazil,1973,7149,,1100229,420
Brazil,1974,7507,,1287187,435
Brazil,1975,8308,,1380583,455
Brazil,1976,9169,,1783004,450
Brazil,1977,11164,,1829004,450
Brazil,1978,12107,,2040952,450
Brazil,1979,13891,,1785118,450
Brazil,1980,15337,,2019334,450
Brazil,1981,13226,,1559003,450
Brazil,1982,12995,,1838775,460
Brazil,1983,14671,,1305220,460
Brazil,1984,18386,,1055113,459
Brazil,1985,20456,,1242000,496
Brazil,1986,21233,,1600000,527
Brazil,1987,22227,,1680000,541
Brazil,1988,24657,,1410000,319
Brazil,1989,25005,,5839000,319
Brazil,1990,20567,,1180000,295
Brazil,1991,22617,,2300000,295
Brazil,1992,23898,,4300000,296
Brazil,1993,25155,,5852000,296
Brazil,1994,25747,,7215000,296
Brazil,1995,25076,,9824000,296
Brazil,1996,25237,,14248000,296
Brazil,1997,26153,,18546000,296
Brazil,1998,25760,,18781000,296
Brazil,1999,24996,,15978000,300
Brazil,2000,27865,,14378000,288
Brazil,2001,26717,,10511000,288
Brazil,2002,29604,,9665000,288
Brazil,2003,31147,,9148000,288
Brazil,2004,32909,,9612000,295
Brazil,2005,31610,,13281000,302
Brazil,2006,30901,,16206000,287
Brazil,2007,33782,,20559000,288
Brunei,1984,,,300509,4
Brunei,1985,,,202450,4
Brunei,1986,,,232420,4
Brunei,1987,,,193210,4
Brunei,1988,,,229025,4
Brunei,1989,,,316637,4
Brunei,1990,,,,4
Brunei,1991,,,,4
Brunei,1992,,,395600,4
Brunei,1993,,,255000,4
Brunei,1994,,,263000,5
Brunei,1995,,,268000,5
Brunei,1996,,,344000,5
Brunei,1997,,,378000,5
Brunei,1998,,,386000,5
Brunei,1999,,,402000,5
Brunei,2000,,,353000,5
Brunei,2001,,,279000,6
Brunei,2002,,,268000,7
Brunei,2003,,,273000,7
Brunei,2004,,,298000,7
Brunei,2005,,,309000,7
Brunei,2006,,,328000,7
Brunei,2007,,,346000,7
Bulgaria,1908,,1203,,59
Bulgaria,1909,,1556,,60
Bulgaria,1910,,1592,,58
Bulgaria,1911,,1586,,61
Bulgaria,1912,,1620,,61
Bulgaria,1913,,1620,,592
Bulgaria,1914,,,10483,52
Bulgaria,1915,,,11911,49
Bulgaria,1916,,,13298,800
Bulgaria,1917,,,13394,38
