Entity,Year,IIASA rates of no education projections (IIASA (2015)),Total number of people aged 15+ with no education (millions) (IIASA (2015)),"No education, 1970-2050 (IIASA (2015))","Primary education, 1970-2050 (IIASA (2015))","Secondary education, 1970-2050 (IIASA (2015))","Tertiary education, 1970-2050 (IIASA (2015))","Aged 0-14, 1970-2050 (IIASA (2015))","Tertiary education for those aged 15+ (proportion), 1970-2050 (IIASA (2015))"
Cameroon,1970,0.618579227,,2435352.604,1050203.467,430643.0117,20810.91768,2901000,0.528597024
Cameroon,1975,0.547421494,,2416011.919,1317617.058,641547.6768,38263.34629,3417300,0.866973297
Cameroon,1980,0.480479354,,2419549.885,1638307.116,919414.4814,58428.51718,4060210,1.160285902
Cameroon,1985,0.41607865,,2393280.233,1967794.285,1298252.581,92662.90166,4759160,1.610971188
Cameroon,1990,0.358532332,,2397756.678,2382596.75,1769781.339,137565.2326,5504300,2.05698869
Cameroon,1995,0.304626142,,2372047.612,2860169.907,2353559.166,200973.3146,6193030,2.580965288
Cameroon,2000,0.253342626,,2292664.633,3359640.914,3083986.213,313368.2385,6713150,3.462762563
Cameroon,2005,0.209020697,,2165923.021,3775214.548,3993761.031,427343.288,7300040,4.124042776
Cameroon,2010,0.171116578,,2014716.676,4136074.455,5051869.29,571281.6509,7953730,4.852084777
Cameroon,2015,0.140079038,,1856025.443,4427021.105,6215888.242,750909.5252,8568590,5.667308289
Cameroon,2020,0.113566648,,1698969.707,4693936.262,7603329.972,963875.5208,8880870,6.442970183
Cameroon,2025,0.092301146,,1538143.822,4861310.098,9041112.263,1223840.392,8871070,7.344038245
Cameroon,2030,0.07525517,,1380573.089,4941685.586,10491365.55,1531601.659,8820680,8.348775146
Cameroon,2035,0.061502775,,1229388.229,4987673.441,11894340.5,1877748.352,8808820,9.393837671
Cameroon,2040,0.050236461,,1085059.412,4965449.012,13285423.55,2263109.827,8805780,10.47782512
Cameroon,2045,0.04085827,,946723.3472,4880200.754,14653412.91,2690574.31,8658880,11.61186227
Cameroon,2050,0.032984196,,813915.9691,4733304.474,15964330.95,3164386.765,8407400,12.8237749
Canada,1970,0.02400129,,364334.5357,6106833.821,7060626.931,1647994.713,6537080,10.85650535
Canada,1975,0.020091046,,343258.9307,5727090.783,8623815.405,2391004.881,6057130,13.99462154
Canada,1980,0.016449593,,311581.4434,5307545.098,10003823.55,3318639.909,5574700,17.5203872
Canada,1985,0.013496501,,274512.0726,4809390.155,10819429.53,4436168.245,5503110,21.81060619
Canada,1990,0.010895644,,239358.2371,4316692.207,11831906.07,5580293.49,5732610,25.40162958
Canada,1995,0.008472026,,197643.6432,3743323.316,12768510.22,6619492.826,5973130,28.37456101
Canada,2000,0.006486386,,161062.2953,3176108.134,13651714.3,7841935.276,5855880,31.58145915
Canada,2005,0.004903165,,130311.2592,2917303.063,14617596.08,8911757.799,5692620,33.53188268
Canada,2010,0.00369564,,104514.0133,2644317.813,15529724.48,10001801.88,5585250,35.36660255
Canada,2015,0.002798925,,83091.24421,2370630.61,16131832.99,11101284.32,5640110,37.39463221
Canada,2020,0.002113434,,65368.64088,2139892.534,16612482.61,12112318.5,5952350,39.16034307
Canada,2025,0.001579856,,50651.98919,1958790.332,17052869.8,12998831.38,6193270,40.54387947
Canada,2030,0.001158735,,38343.66331,1822573.902,17424437.52,13805602.96,6449120,41.720167
Canada,2035,0.000824971,,28036.13978,1740050.639,17668209.34,14548104.55,6556460,42.80818335
Canada,2040,0.00056247,,19514.88685,1670221.63,17774569.59,15230682.61,6617230,43.89879684
Canada,2045,0.000361705,,12735.6136,1602829.616,17745865.3,15848560.55,6751380,45.01154378
Canada,2050,0.000215852,,7679.517771,1528582.902,17638357.16,16403014.65,6996820,46.10484931
Cape Verde,1970,,,,,,,132210,
Cape Verde,1975,,,,,,,142670,
Cape Verde,1980,,,,,,,138090,
Cape Verde,1985,,,,,,,146340,
Cape Verde,1990,,,,,,,158150,
Cape Verde,1995,,,,,,,175770,
Cape Verde,2000,,,,,,,182520,
Cape Verde,2005,,,,,,,174760,
Cape Verde,2010,,,,,,,157730,
Cape Verde,2015,,,,,,,151150,
Cape Verde,2020,,,,,,,146810,
Cape Verde,2025,,,,,,,142010,
Cape Verde,2030,,,,,,,134830,
Cape Verde,2035,,,,,,,126590,
Cape Verde,2040,,,,,,,118790,
Cape Verde,2045,,,,,,,112000,
Cape Verde,2050,,,,,,,106080,
Central African Republic,1970,0.785433913,,872719.1834,205853.8514,30085.40539,2471.55974,742640,0.222436595
Central African Republic,1975,0.723036908,,872213.8834,274882.7008,55558.60181,3664.814,841170,0.303801147
Central African Republic,1980,0.65306626,,877270.4371,368035.5313,91582.34216,6421.689358,960280,0.478049695
Central African Republic,1985,0.588073868,,906721.6927,472982.5676,151079.325,11066.41471,1113160,0.717736142
Central African Republic,1990,0.526371358,,895573.4924,569997.6364,218080.6958,17758.17539,1267450,1.043732868
Central African Republic,1995,0.467130291,,919723.4874,715287.6632,307778.6974,26090.1515,1414990,1.325126544
Central African Republic,2000,0.412802473,,911707.2864,844716.5715,414508.1445,37647.99755,1555580,1.70462458
Central African Republic,2005,0.359768759,,864642.4556,953786.8718,533827.782,51071.23696,1670440,2.125021204
Central African Republic,2010,0.308968491,,831490.0973,1087724.261,702635.4308,69331.09287,1777390,2.576233108
Central African Republic,2015,0.264067446,,796887.9637,1194976.222,932112.2316,93767.6369,1863320,3.107209731
Central African Republic,2020,0.225264944,,754163.8911,1272183.781,1197671.342,123878.2584,1929600,3.700180989
Central African Republic,2025,0.191514459,,707594.6202,1324235.059,1502132.427,160769.9929,1974060,4.35133018
Central African Republic,2030,0.162306611,,659420.2045,1351086.785,1847839.691,204458.8886,1990720,5.032455654
Central African Republic,2035,0.137509655,,609229.9043,1393746.553,2171146.409,256328.9886,1979340,5.785617291
Central African Republic,2040,0.116542891,,558008.1164,1415948.515,2496433.134,317616.7123,1957250,6.633589863
Central African Republic,2045,0.098687426,,506777.9672,1419860.622,2821135.15,387408.9915,1916010,7.544210437
Central African Republic,2050,0.083314605,,456066.7817,1407550.111,3145145.617,465269.1288,1864020,8.499569595
Chad,1970,0.902826194,,1925312.972,183171.5096,21960.18033,2095.337858,1534430,0.098255501
Chad,1975,0.865388077,,2050961.088,271215.7044,43867.40809,3945.799511,1760660,0.166490133
Chad,1980,0.83091846,,2139756.292,359716.0609,68813.32013,6884.327089,2004730,0.267334859
Chad,1985,0.790784208,,2260678.079,473715.1152,113284.1095,11102.69633,2326910,0.388371834
Chad,1990,0.741191317,,2451030.741,639798.27,199763.7375,16287.25134,2751650,0.492526228
Chad,1995,0.691406286,,2664271.896,842962.9072,323380.2302,22794.96613,3212510,0.591553095
Chad,2000,0.640281895,,2918372.863,1123928.67,483360.3659,32288.1011,3772390,0.708390858
Chad,2005,0.581945656,,3174311.491,1495028.278,732101.0728,53211.94067,4485110,0.97553305
Chad,2010,0.529414769,,3351610.141,1888040.576,1020622.927,70509.57927,5101080,1.1137576
Chad,2015,0.477128445,,3511633.674,2298077.364,1453355.575,96866.99171,5725650,1.316139478
Chad,2020,0.426553236,,3668330.021,2754719.758,2043581.671,133303.3523,6294060,1.550050732
Chad,2025,0.379423655,,3823780.616,3239528.864,2830110.511,184445.659,6844260,1.830205576
Chad,2030,0.335943469,,3949135.213,3719794.972,3832393.855,254032.3778,7284370,2.160992562
Chad,2035,0.296176617,,4036220.329,4318317.574,4926751.089,346459.1184,7602710,2.542306444
Chad,2040,0.260268832,,4077293.525,4903175.475,6218271.345,466959.991,7734050,2.980779544
Chad,2045,0.228207727,,4065669.766,5441143.92,7687548.693,621290.9862,7757460,3.48733203
Chad,2050,0.199732832,,3998335.073,5910118.234,9295903.077,814060.4076,7713480,4.066557391
Chile,1970,0.12318066,,710882.9772,2437339.653,2257392.151,365445.2189,3793450,6.332376009
Chile,1975,0.101869162,,668520.4472,2619532.028,2763190.507,511297.0178,3845730,7.791145163
Chile,1980,0.084111742,,629519.1895,2846347.523,3309395.33,699057.9577,3686530,9.340300224
Chile,1985,0.069981381,,585408.9479,3059270.545,3782257.878,938272.6291,3736840,11.2163667
Chile,1990,0.058207726,,537628.0928,3190412.402,4278485.854,1229843.652,3945340,13.31522722
Chile,1995,0.048337905,,489410.1696,3281011.338,4768063.588,1586284.904,4272170,15.6673673
Chile,2000,0.040132224,,446747.0974,3298488.207,5205002.906,2181641.788,4280810,19.59814325
Chile,2005,0.033347799,,408204.2108,3303897.158,5883453.097,2645259.653,4053460,21.61016112
Chile,2010,0.027385551,,364754.918,3259600.581,6501094.284,3193797.097,3785040,23.97881146
Chile,2015,0.022505922,,319084.0202,3141397.639,6926229.839,3791068.767,3647180,26.73950855
Chile,2020,0.018421282,,274102.369,2982054.264,7270335.848,4353164.779,3584170,29.25581351
Chile,2025,0.014928018,,231673.7255,2792341.545,7606233.193,4889141.389,3505960,31.50343818
Chile,2030,0.011982442,,192795.4414,2573862.664,7884759.993,5438411.162,3404100,33.80030374
Chile,2035,0.009538408,,157935.6386,2343881.339,8056494.355,5999550.693,3261940,36.23384881
Chile,2040,0.007512168,,127075.0555,2096075.974,8140356.028,6552389.61,3097830,38.73510071
Chile,2045,0.00583116,,99968.69462,1837810.734,8117687.27,7088409.854,2943710,41.34659878
Chile,2050,0.004423989,,76305.15363,1578323.564,8003495.2,7589918.118,2793790,44.00452006
China,1970,0.407423762,,203971218.5,156316068.3,135162732.6,5186510.489,322326270,1.035983229
China,1975,0.339346393,,190519252,191569983.2,172025675.1,7315109.739,356381070,1.302942393
China,1980,0.272937507,,175838479.4,216546540.1,241777095.1,10082355.39,349066380,1.564989047
China,1985,0.214882773,,159370571.8,237420135.9,330885608.8,13986543.58,323533920,1.88583578
China,1990,0.171681793,,142580867,265031008.6,402612733,20270371.44,320861770,2.440757853
China,1995,0.140276744,,124908568,279891173,455051213.7,30592925.24,331238260,3.435693807
China,2000,0.113575003,,108258280.2,283653097.2,517999978.6,43276203.96,323410700,4.540156185
China,2005,0.089755719,,92376607.19,287772896.3,596064608.7,52986119.63,285784180,5.148280966
China,2010,0.070553413,,76649746.11,282033805.4,662112903.1,65610889.78,260958390,6.039253151
China,2015,0.054916837,,62142909.4,271306110.5,720462730.2,77670349.1,237388020,6.863872198
China,2020,0.042889335,,49386318.3,255197763.8,757109945,89788463.85,220624050,7.797640395
China,2025,0.03317853,,38641390.91,235788282,790531520.8,99689302.1,201076750,8.559589547
China,2030,0.025463119,,29829651.63,213698658.2,817802841,110153465.5,185661470,9.40289475
China,2035,0.019411845,,22694840.18,189738148.3,835264146.7,121426136.2,170556790,10.38608495
China,2040,0.01468448,,16965873.71,164965281.1,840443932.8,132985820.3,157040110,11.51032715
China,2045,0.010999632,,12420102.93,140490248.9,832033131.1,144194509,145112160,12.77031771
China,2050,0.008107788,,8842216.354,117037228.3,810285429.7,154418258.1,134491820,14.15923771
Colombia,1970,0.228157864,,2777657.723,5905997.81,3237425.619,253198.8479,9762020,2.079784989
Colombia,1975,0.189989533,,2712909.937,6779770.332,4353948.941,432630.7904,10410350,3.029784389
Colombia,1980,0.156124583,,2622363.733,7684890.536,5759941.226,729414.5054,10957090,4.342629289
Colombia,1985,0.128141218,,2511728.057,8609877.791,7367316.297,1112327.855,11424050,5.674780205
Colombia,1990,0.105854412,,2356137.149,9449568.909,8840432.931,1612141.011,12131310,7.242882249
Colombia,1995,0.087160517,,2185541.25,10080080.6,10473287.16,2335990.991,12688740,9.316053069
Colombia,2000,0.071809084,,2020339.255,10530802.43,12194608.67,3389119.643,13050270,12.04597584
Colombia,2005,0.058955684,,1846711.097,10782447.19,14439315.19,4255242.608,13238270,13.58473113
Colombia,2010,0.04809201,,1665674.858,10939720.99,16784435.4,5245337.064,13304990,15.14454042
Colombia,2015,0.039159933,,1479926.672,10928129.54,19006579.9,6377222.652,13240950,16.87459379
Colombia,2020,0.031797911,,1293862.725,10746687.7,21062963.53,7586665.686,13148320,18.644955
Colombia,2025,0.025753985,,1112149.037,10394732.95,22830148.38,8846540.643,12921000,20.48589414
Colombia,2030,0.020671576,,939090.3741,9909411.102,24472460.54,10108103.7,12711800,22.25030064
Colombia,2035,0.016368833,,775365.5224,9301794.052,25874996.56,11416248.8,12392480,24.10097788
Colombia,2040,0.012756346,,624629.5963,8588763.18,26990602.18,12762190.38,12064100,26.06327262
Colombia,2045,0.0097552,,489297.1641,7794115.628,27755195.33,14118967.43,11754010,28.14922228
Colombia,2050,0.007302307,,372058.2319,6954113.579,28169825.76,15454780.43,11430760,30.33276632
Comoros,1970,0.902190049,,131719.7472,9616.191009,3626.802805,1037.259011,109160,0.710451377
Comoros,1975,0.86214564,,143211.0122,15623.78679,5897.422008,1377.778959,124240,0.829437697
Comoros,1980,0.790152654,,159018.2216,28611.51991,11613.82965,2006.428888,152900,0.996983298
Comoros,1985,0.696223161,,164615.0042,41900.28837,26825.12683,3099.580551,183170,1.310937469
Comoros,1990,0.60399552,,168593.2696,58608.06005,47407.19193,4521.478391,202400,1.619846807
Comoros,1995,0.521063051,,173352.4665,82921.55762,69773.36007,6642.615827,216380,1.99663826
Comoros,2000,0.446281818,,177633.552,112247.3827,97617.18236,10531.88296,232330,2.646002302
Comoros,2005,0.385078095,,178318.3975,138142.8342,130948.2737,15661.23248,268090,3.382038897
Comoros,2010,,,,,,,313070,
Comoros,2015,0.282543822,,174931.5609,187938.6843,225455.9142,30804.56338,344420,4.975453849
Comoros,2020,0.239457786,,170841.6738,207604.6289,293996.3714,41009.48381,352660,5.74803557
Comoros,2025,0.202500772,,164473.5874,222209.3247,371840.3357,53688.90389,344930,6.610206924
Comoros,2030,0.171109669,,155811.1208,231418.1451,453875.2033,69487.67597,340710,7.63104276
Comoros,2035,0.144420336,,145424.4953,245947.9367,527327.3669,88253.23018,345110,8.764384001
Comoros,2040,0.121580969,,134050.9215,256572.4152,602438.7877,109502.8794,351340,9.931648384
Comoros,2045,0.10199346,,122144.1449,262999.384,679534.8188,132890.0515,348530,11.09665649
Comoros,2050,0.085345069,,110055.4005,264733.0617,756231.3533,158514.5608,334370,12.29238737
Costa Rica,1970,0.16396032,,164811.2739,583915.1214,211158.4817,45305.12308,813760,4.507120353
Costa Rica,1975,0.133276284,,160238.0765,683740.9194,291498.4178,66822.5863,846120,5.557896224
Costa Rica,1980,0.108064863,,157878.4423,801007.6049,401777.3822,100296.5705,878150,6.865114069
Costa Rica,1985,0.089730525,,155118.056,914429.3506,512970.5319,146192.0614,963290,8.456714047
Costa Rica,1990,0.07678109,,151376.9894,1024095.199,594110.2095,201957.6024,1099410,10.24364722
Costa Rica,1995,0.065036912,,148084.4953,1154254.913,698171.6292,276418.9623,1191780,12.13998508
Costa Rica,2000,0.05434021,,145715.4455,1300291.058,839279.463,396254.0336,1232260,14.77710695
Costa Rica,2005,0.047430605,,147042.0687,1415715.467,1046084.322,491309.7839,1202160,15.84792748
Costa Rica,2010,0.040339435,,139740.3339,1491832.652,1229286.073,603253.3067,1160050,17.4143689
Costa Rica,2015,0.034316256,,130283.3075,1536093.508,1409993.211,720177.7873,1124800,18.96928006
Costa Rica,2020,0.029094391,,119369.3881,1556481.656,1586791.956,840188.6345,1104400,20.47826256
Costa Rica,2025,0.02453721,,107804.011,1556281.38,1765268.685,964136.8375,1103220,21.94466442
Costa Rica,2030,0.020657186,,96136.96674,1533164.523,1929008.153,1095613.993,1093290,23.54172691
Costa Rica,2035,0.017368901,,84723.92723,1493097.756,2069793.097,1230294.751,1075120,25.22176238
Costa Rica,2040,0.014540787,,73709.69421,1433069.699,2196533.232,1365855.431,1057150,26.94437067
Costa Rica,2045,0.012079726,,63083.99044,1354623.819,2300724.882,1503870.359,1038370,28.79707179
Costa Rica,2050,0.009889041,,52778.37163,1260602.565,2381422.333,1642253.408,1025210,30.7707695
Cote d'Ivoire,1970,0.875413246,,2576034.789,258779.6611,94366.8269,13468.7226,2438330,0.457707257
Cote d'Ivoire,1975,0.819557436,,2974575.52,431252.369,196281.1893,27380.92183,3072200,0.754401357
Cote d'Ivoire,1980,0.763623933,,3491395.528,649958.3387,382492.3702,48293.7631,3900370,1.056261687
Cote d'Ivoire,1985,0.717736653,,4070284.559,939012.1992,582600.8467,79102.39498,4820070,1.394857961
Cote d'Ivoire,1990,0.65703426,,4526880.637,1284466.712,962114.2195,116408.4316,5649060,1.689559188
Cote d'Ivoire,1995,0.601508251,,4935940.618,1774738.162,1319809.154,175452.0656,6342960,2.13811051
Cote d'Ivoire,2000,0.5529553,,5358595.813,2345584.462,1702858.45,283791.2737,6935940,2.928451678
Cote d'Ivoire,2005,0.506310088,,5482484.257,2800312.473,2160181.001,385335.5681,7527040,3.558592714
Cote d'Ivoire,2010,0.459611858,,5633239.457,3330768.906,2769719.886,522786.3789,8079840,4.265375556
Cote d'Ivoire,2015,0.414863159,,5752391.069,3848452.355,3565541.506,699370.4317,8482780,5.043868245
Cote d'Ivoire,2020,0.372841745,,5800365.139,4327097.128,4518210.656,911504.3786,8650000,5.859060168
Cote d'Ivoire,2025,0.333932732,,5778922.734,4733858.121,5632132.909,1160735.499,8615830,6.707263517
Cote d'Ivoire,2030,0.298247258,,5696556.163,5055541.783,6895745.926,1452268.598,8517410,7.60345574
Cote d'Ivoire,2035,0.265992992,,5555089.705,5377744.423,8160394.614,1791117.39,8414780,8.576363268
Cote d'Ivoire,2040,0.23698556,,5360502.1,5617118.06,9464506.214,2177404.159,8285930,9.626212869
Cote d'Ivoire,2045,0.210742264,,5119773.933,5775076.925,10791124.12,2608031.553,8050990,10.73528794
Cote d'Ivoire,2050,0.186779986,,4836679.773,5853050.636,12124163.6,3081170.476,7735790,11.89867852
Croatia,1970,0.12814494,,412593.3893,1822512.787,872606.7195,112027.1038,949490,3.479383546
Croatia,1975,0.101983386,,341307.7985,1805493.516,1057600.74,142297.946,916600,4.251888308
Croatia,1980,0.080556312,,278219.7502,1760289.501,1240525.671,174695.0783,922890,5.058156784
Croatia,1985,0.062201245,,219595.2765,1685199.973,1418271.883,207332.8675,941000,5.872786866
Croatia,1990,0.047437574,,170348.3289,1600380.183,1582828.16,237443.3282,926200,6.612178452
Croatia,1995,0.03647732,,138521.1637,1577529.168,1804031.897,277377.7711,871580,7.304297375
Croatia,2000,0.028062175,,104919.703,1412755.116,1926871.32,294283.861,766280,7.871014756
Croatia,2005,0.021792199,,83792.35972,1316535.322,2109011.955,335722.4794,706990,8.731262832
Croatia,2010,0.016438887,,63740.92486,1194243.887,2242602.023,376860.8026,659550,9.719300886
Croatia,2015,0.012080573,,46333.64594,1008986.37,2366881.687,413183.2459,619300,10.77292766
Croatia,2020,0.0086879,,32634.6036,830549.5417,2445167.539,447976.336,605170,11.92591099
Croatia,2025,0.006166557,,22681.48785,678487.6426,2497030.446,479944.6651,579740,13.04855475
Croatia,2030,0.004429779,,15933.30697,538130.0224,2535436.821,507362.7263,554250,14.1057011
Croatia,2035,0.00328769,,11520.65865,445052.4819,2511239.067,536368.5719,526610,15.30653256
Croatia,2040,0.002530345,,8595.123615,363396.7132,2457906.236,566920.2768,502380,16.68974371
Croatia,2045,0.001988185,,6516.390102,292441.9348,2380515.676,598084.0015,483900,18.24785407
Croatia,2050,0.001561483,,4921.155023,231800.2303,2285692.836,629176.2793,469630,19.96377002
Cuba,1970,0.057089355,,310241.2545,2964510.321,2035232.692,124325.7324,3270930,2.287792423
Cuba,1975,0.040807054,,240736.3205,2956806.747,2518122.472,183714.4606,3526350,3.114131665
Cuba,1980,0.027515805,,184546.578,2932298.189,3323659.817,266425.4161,3110890,3.972389992
Cuba,1985,0.018215852,,136205.9367,2869402.079,4103753.781,367968.2033,2669980,4.921117609
Cuba,1990,0.011880185,,97660.46762,2791922.083,4846207.159,484660.29,2452380,5.895787822
Cuba,1995,0.007276429,,61888.71982,2590660.968,5247000.449,605819.8631,2467150,7.122792578
Cuba,2000,0.004822124,,42711.96764,2462528.453,5640404.262,711855.3167,2406850,8.036752095
Cuba,2005,0.003009537,,27371.48799,2252110.786,6031208.892,784224.1316,2192550,8.622665587
Cuba,2010,0.001871634,,17443.76823,2008814.033,6428221.157,865593.6353,1949580,9.287413018
Cuba,2015,0.001194826,,11333.48899,1783315.702,6727860.91,962961.7476,1744180,10.15196464
Cuba,2020,0.000797529,,7664.359208,1578485.265,6959371.423,1064608.769,1561720,11.07798531
Cuba,2025,0.000560285,,5402.544081,1387424.621,7087874.86,1161789.977,1446890,12.04864859
Cuba,2030,0.000410551,,3942.688387,1208834.533,7142492.131,1248138.676,1340770,12.99683063
