Entity,Year,Bottom decile income/consumption per day,Difference between top and bottom decile income/consumption per day,World Bank region (including Advanced Industrialized category),pop
Thailand (cons),1998,2.349706,25.97828,East Asia and Pacific,61.6
Thailand (cons),1999,2.128339,26.41151,East Asia and Pacific,62.31
Thailand (cons),2000,2.116229,25.73368,East Asia and Pacific,62.96
Thailand (cons),2002,2.448444,28.55895,East Asia and Pacific,64.07
Thailand (cons),2004,2.668353,32.96945,East Asia and Pacific,65
Thailand (cons),2006,2.920068,35.49006,East Asia and Pacific,65.82
Thailand (cons),2007,3.168569,33.15808,East Asia and Pacific,66.2
Thailand (cons),2008,3.34863,35.40336,East Asia and Pacific,66.55
Thailand (cons),2009,3.489084,35.90796,East Asia and Pacific,66.88
Thailand (cons),2010,3.626936,37.18606,East Asia and Pacific,67.21
Thailand (cons),2011,4.072383,36.24691,East Asia and Pacific,67.53
Thailand (cons),2012,4.012148,40.22324,East Asia and Pacific,67.84
Thailand (cons),2013,4.253152,38.91339,East Asia and Pacific,68.14
Thailand (cons),2014,4.378447,37.90231,East Asia and Pacific,68.42
Thailand (cons),2015,4.891527,38.93162,East Asia and Pacific,68.66
Timor-Leste (cons),2001,0.7938648,6.572887,East Asia and Pacific,0.89
Timor-Leste (cons),2007,0.9504533,4.302293,East Asia and Pacific,1.06
Timor-Leste (cons),2014,1.138948,5.62426,East Asia and Pacific,1.21
Togo (cons),2006,0.6161997,7.559718,Sub-Saharan Africa,5.84
Togo (cons),2011,0.5015398,8.565565,Sub-Saharan Africa,6.68
Togo (cons),2015,0.5100414,8.052143,Sub-Saharan Africa,7.42
Tonga (cons),2001,2.418802,26.45374,East Asia and Pacific,0.1
Tonga (cons),2009,2.613973,25.49838,East Asia and Pacific,0.1
Trinidad and Tobago (inc),1988,2.637184,41.51439,Latin America and Caribbean,1.2
Trinidad and Tobago (inc),1992,2.059406,27.67762,Latin America and Caribbean,1.24
Tunisia (cons),1985,1.325685,18.66518,Middle East and North Africa,7.32
Tunisia (cons),1990,1.438611,17.92585,Middle East and North Africa,8.23
Tunisia (cons),1995,1.478604,18.93256,Middle East and North Africa,9.11
Tunisia (cons),2000,1.85579,22.1554,Middle East and North Africa,9.7
Tunisia (cons),2005,2.101887,22.15322,Middle East and North Africa,10.1
Tunisia (cons),2010,2.463347,23.14599,Middle East and North Africa,10.64
Turkey (cons),1987,2.41366,33.3635,Eastern Europe and Central Asia,51.1
Turkey (cons),1994,2.241997,28.64345,Eastern Europe and Central Asia,57.56
Turkey (cons),2002,2.391264,31.0235,Eastern Europe and Central Asia,65.14
Turkey (cons),2003,2.032086,29.32978,Eastern Europe and Central Asia,66.09
Turkey (cons),2004,2.38234,33.62136,Eastern Europe and Central Asia,67.01
Turkey (cons),2005,2.316792,37.62959,Eastern Europe and Central Asia,67.9
Turkey (cons),2006,2.548792,33.67346,Eastern Europe and Central Asia,68.76
Turkey (cons),2007,2.777847,33.69593,Eastern Europe and Central Asia,69.6
Turkey (cons),2008,2.973112,39.10786,Eastern Europe and Central Asia,70.44
Turkey (cons),2009,3.1258,38.1885,Eastern Europe and Central Asia,71.34
Turkey (cons),2010,3.178767,38.96507,Eastern Europe and Central Asia,72.33
Turkey (cons),2011,3.398645,44.59148,Eastern Europe and Central Asia,73.41
Turkey (cons),2012,3.578832,46.26335,Eastern Europe and Central Asia,74.57
Turkey (cons),2013,3.758356,48.24641,Eastern Europe and Central Asia,75.79
Turkey (cons),2014,3.907489,52.21827,Eastern Europe and Central Asia,77.03
Turkey (cons),2015,3.807887,55.73038,Eastern Europe and Central Asia,78.27
Turkey (cons),2016,4.123897,55.75657,Eastern Europe and Central Asia,79.51
Turkmenistan (cons),1998,0.6498368,7.373246,Eastern Europe and Central Asia,4.41
Tuvalu (cons),2010,2.065743,21.5252,East Asia and Pacific,0.01
Uganda (cons),1989,0.4528573,7.454548,Sub-Saharan Africa,16.85
Uganda (cons),1992,0.5196148,6.589564,Sub-Saharan Africa,18.65
Uganda (cons),1996,0.5893295,6.054407,Sub-Saharan Africa,21.2
Uganda (cons),2000,0.4842838,6.736512,Sub-Saharan Africa,24.04
Uganda (cons),2002,0.5366058,7.983149,Sub-Saharan Africa,25.72
Uganda (cons),2005,0.6175272,8.121496,Sub-Saharan Africa,28.54
Uganda (cons),2009,0.728569,10.71499,Sub-Saharan Africa,32.77
Uganda (cons),2012,0.8336226,10.08318,Sub-Saharan Africa,36.31
Uganda (cons),2017,0.8047982,10.12066,Sub-Saharan Africa,41.49
Ukraine (cons),1992,2.160963,13.76743,Eastern Europe and Central Asia,52.15
Ukraine (cons),1993,2.55163,13.68347,Eastern Europe and Central Asia,52.18
Ukraine (cons),1995,1.738346,20.55943,Eastern Europe and Central Asia,51.51
Ukraine (cons),1996,1.722492,15.17754,Eastern Europe and Central Asia,51.06
Ukraine (cons),2002,2.397888,12.94992,Eastern Europe and Central Asia,48.2
Ukraine (cons),2003,2.818205,14.49892,Eastern Europe and Central Asia,47.81
Ukraine (cons),2004,2.980546,16.22281,Eastern Europe and Central Asia,47.45
Ukraine (cons),2005,3.59208,19.21025,Eastern Europe and Central Asia,47.11
Ukraine (cons),2006,3.89781,21.77875,Eastern Europe and Central Asia,46.79
Ukraine (cons),2007,4.059746,18.2638,Eastern Europe and Central Asia,46.51
Ukraine (cons),2008,4.729402,20.65636,Eastern Europe and Central Asia,46.26
Ukraine (cons),2009,4.584927,18.12496,Eastern Europe and Central Asia,46.05
Ukraine (cons),2010,5.062195,18.96605,Eastern Europe and Central Asia,45.87
Ukraine (cons),2011,5.225712,19.47441,Eastern Europe and Central Asia,45.71
Ukraine (cons),2012,5.467288,20.28228,Eastern Europe and Central Asia,45.59
Ukraine (cons),2013,5.750491,21.84925,Eastern Europe and Central Asia,45.49
Ukraine (cons),2014,5.653709,20.24758,Eastern Europe and Central Asia,45.27
Ukraine (cons),2015,4.788741,19.711,Eastern Europe and Central Asia,45.15
Ukraine (cons),2016,4.956335,19.42285,Eastern Europe and Central Asia,45
Ukraine (inc),1999,1.59156,8.524657,Eastern Europe and Central Asia,49.67
United Kingdom (inc),2004,11.52411,116.3474,Advanced industrial economies,59.99
United Kingdom (inc),2005,11.72765,107.2829,Advanced industrial economies,60.4
United Kingdom (inc),2006,13.12234,117.6604,Advanced industrial economies,60.85
United Kingdom (inc),2007,13.63692,129.6021,Advanced industrial economies,61.32
United Kingdom (inc),2008,12.96412,111.2086,Advanced industrial economies,61.81
United Kingdom (inc),2009,13.34479,111.2223,Advanced industrial economies,62.28
United Kingdom (inc),2010,13.37499,111.2873,Advanced industrial economies,62.77
United Kingdom (inc),2011,13.22074,101.3741,Advanced industrial economies,63.26
United Kingdom (inc),2012,13.66976,95.73284,Advanced industrial economies,63.7
United Kingdom (inc),2013,13.49919,102.4377,Advanced industrial economies,64.13
United Kingdom (inc),2014,13.64761,109.275,Advanced industrial economies,64.61
United Kingdom (inc),2015,13.53521,105.7438,Advanced industrial economies,65.13
United States (inc),1986,9.956636,129.5927,Advanced industrial economies,240.13
United States (inc),1991,10.14219,137.0263,Advanced industrial economies,252.98
United States (inc),1994,10.01078,154.2545,Advanced industrial economies,263.13
United States (inc),1997,10.6212,168.1788,Advanced industrial economies,272.66
United States (inc),2000,11.61973,178.1067,Advanced industrial economies,282.16
United States (inc),2004,10.80594,180.0991,Advanced industrial economies,292.81
United States (inc),2007,10.94152,187.8946,Advanced industrial economies,301.23
United States (inc),2010,10.36326,173.0539,Advanced industrial economies,309.35
United States (inc),2013,10.78306,179.2763,Advanced industrial economies,316.2
United States (inc),2016,11.37393,199.2162,Advanced industrial economies,323.13
Uruguay (inc),1981,3.607177,59.98601,Latin America and Caribbean,2.94
Uruguay (inc),1989,3.903951,61.29001,Latin America and Caribbean,3.09
Uruguay (inc),2006,3.364038,57.71154,Latin America and Caribbean,3.33
Uruguay (inc),2007,3.568651,63.49933,Latin America and Caribbean,3.34
Uruguay (inc),2008,4.084474,67.23832,Latin America and Caribbean,3.35
Uruguay (inc),2009,4.138862,72.98638,Latin America and Caribbean,3.36
Uruguay (inc),2010,4.414673,70.72395,Latin America and Caribbean,3.37
Uruguay (inc),2011,4.956295,70.94446,Latin America and Caribbean,3.39
Uruguay (inc),2012,5.091552,64.99498,Latin America and Caribbean,3.4
Uruguay (inc),2013,5.25886,69.98521,Latin America and Caribbean,3.41
Uruguay (inc),2014,5.563554,72.92979,Latin America and Caribbean,3.42
Uruguay (inc),2015,5.671939,73.97487,Latin America and Caribbean,3.43
Uruguay (inc),2016,5.800951,71.88476,Latin America and Caribbean,3.44
Uruguay-Urban (inc),1992,4.439351,61.20728,Latin America and Caribbean,2.83
Uruguay-Urban (inc),1995,4.071575,65.77159,Latin America and Caribbean,2.92
Uruguay-Urban (inc),1996,3.882148,65.68946,Latin America and Caribbean,2.95
Uruguay-Urban (inc),1997,3.969554,65.65033,Latin America and Caribbean,2.98
Uruguay-Urban (inc),1998,3.921534,71.96482,Latin America and Caribbean,3.01
Uruguay-Urban (inc),2000,4.145096,66.67245,Latin America and Caribbean,3.06
Uruguay-Urban (inc),2001,3.924438,68.7208,Latin America and Caribbean,3.07
Uruguay-Urban (inc),2002,3.52455,62.24779,Latin America and Caribbean,3.08
Uruguay-Urban (inc),2003,3.201469,51.62368,Latin America and Caribbean,3.09
Uruguay-Urban (inc),2004,2.968511,53.25476,Latin America and Caribbean,3.09
Uruguay-Urban (inc),2005,3.119283,52.92773,Latin America and Caribbean,3.1
Uzbekistan (cons),1998,0.334438,9.876861,Eastern Europe and Central Asia,24.05
Uzbekistan (cons),2000,0.5531504,5.233654,Eastern Europe and Central Asia,24.65
Uzbekistan (cons),2002,0.7121307,5.176394,Eastern Europe and Central Asia,25.27
Uzbekistan (cons),2003,0.5889403,5.204351,Eastern Europe and Central Asia,25.57
Vanuatu (cons),2010,1.308075,13.0417,East Asia and Pacific,0.24
"Venezuela, Republica Bolivariana de (inc)",1981,1.814885,65.01288,Latin America and Caribbean,15.76
"Venezuela, Republica Bolivariana de (inc)",1987,1.801594,53.85674,Latin America and Caribbean,18.44
"Venezuela, Republica Bolivariana de (inc)",1989,0.9615077,38.23477,Latin America and Caribbean,19.39
"Venezuela, Republica Bolivariana de (inc)",1992,1.644386,33.86094,Latin America and Caribbean,20.8
"Venezuela, Republica Bolivariana de (inc)",1995,0.9724352,30.99303,Latin America and Caribbean,22.19
"Venezuela, Republica Bolivariana de (inc)",1998,0.4755051,32.92873,Latin America and Caribbean,23.57
"Venezuela, Republica Bolivariana de (inc)",1999,0.7902503,29.99552,Latin America and Caribbean,24.03
"Venezuela, Republica Bolivariana de (inc)",2001,0.7710155,30.85834,Latin America and Caribbean,24.95
"Venezuela, Republica Bolivariana de (inc)",2002,0.2875266,26.2368,Latin America and Caribbean,25.41
"Venezuela, Republica Bolivariana de (inc)",2003,0.1134878,21.44322,Latin America and Caribbean,25.87
"Venezuela, Republica Bolivariana de (inc)",2004,0.1205221,23.77633,Latin America and Caribbean,26.33
"Venezuela, Republica Bolivariana de (inc)",2005,0.0413178,31.15363,Latin America and Caribbean,26.78
"Venezuela, Republica Bolivariana de (inc)",2006,0.5485457,34.71362,Latin America and Caribbean,27.24
Vietnam (cons),1993,0.7850795,6.11206,East Asia and Pacific,69.64
Vietnam (cons),1999,1.009687,7.772168,East Asia and Pacific,76.6
Vietnam (cons),2002,0.9618388,8.095223,East Asia and Pacific,79.54
Vietnam (cons),2004,1.04448,9.24651,East Asia and Pacific,81.44
Vietnam (cons),2006,1.158888,9.91848,East Asia and Pacific,83.31
Vietnam (cons),2008,1.282552,10.8218,East Asia and Pacific,85.12
Vietnam (cons),2010,1.925989,21.57412,East Asia and Pacific,86.93
Vietnam (cons),2012,2.192101,19.48621,East Asia and Pacific,88.81
Vietnam (cons),2014,2.259383,20.11768,East Asia and Pacific,90.73
Vietnam (cons),2016,2.515772,23.23055,East Asia and Pacific,92.7
West Bank and Gaza (cons),2004,2.928723,22.92214,Middle East and North Africa,3.24
West Bank and Gaza (cons),2005,2.981568,24.2087,Middle East and North Africa,3.32
West Bank and Gaza (cons),2006,3.26379,24.41723,Middle East and North Africa,3.41
West Bank and Gaza (cons),2007,2.6093,23.30537,Middle East and North Africa,3.49
West Bank and Gaza (cons),2009,3.432615,26.019,Middle East and North Africa,3.7
West Bank and Gaza (cons),2010,3.311748,26.85231,Middle East and North Africa,3.81
West Bank and Gaza (cons),2011,3.402762,26.06256,Middle East and North Africa,3.93
West Bank and Gaza (cons),2017,3.044094,23.39754,Middle East and North Africa,4.67
"Yemen, Republic of (cons)",1998,1.612179,13.56493,Middle East and North Africa,16.9
"Yemen, Republic of (cons)",2005,1.551235,11.9116,Middle East and North Africa,20.58
"Yemen, Republic of (cons)",2014,1.216011,10.71306,Middle East and North Africa,26.25
Zambia (cons),1991,0.0552723,13.12718,Sub-Saharan Africa,8.24
Zambia (cons),1993,0.2969382,10.60375,Sub-Saharan Africa,8.67
Zambia (cons),1996,0.6172774,12.7798,Sub-Saharan Africa,9.39
Zambia (cons),1998,0.5650293,12.99568,Sub-Saharan Africa,9.95
Zambia (cons),2003,0.6557471,8.481357,Sub-Saharan Africa,11.42
Zambia (cons),2005,0.3838271,11.93038,Sub-Saharan Africa,12.05
Zambia (cons),2007,0.3533938,11.11463,Sub-Saharan Africa,12.38
Zambia (cons),2010,0.3852283,11.30865,Sub-Saharan Africa,13.85
Zambia (cons),2015,0.3046922,12.9524,Sub-Saharan Africa,16.1
Zimbabwe (cons),2011,1.201652,15.19024,Sub-Saharan Africa,14.39
