Entity,Year,age-standardized_death_rate_per_100k_both_sexes,age-standardized_death_rate_per_100k_female,age-standardized_death_rate_per_100k_male
Mexico,2006,8.81,5.39,12.94
Mexico,2007,8.08,4.98,11.82
Mexico,2008,8.02,4.93,11.75
Mexico,2009,7.62,4.75,11.08
Mexico,2010,7.45,4.74,10.71
Mexico,2011,7.16,4.71,10.11
Mexico,2012,6.59,4.22,9.47
Mexico,2013,6.55,4.37,9.2
Mexico,2014,6.53,4.41,9.1
Mexico,2015,6.45,4.41,8.95
Mexico,2016,6.37,4.43,8.74
Mexico,2017,6.21,4.36,8.47
Mexico,2018,5.94,4.32,7.92
Mexico,2019,5.7,4.07,7.7
Mexico,2020,5.5,3.98,7.36
Moldova,1981,17.95,6.72,33.59
Moldova,1982,17.95,5.32,35.81
Moldova,1985,21.36,6.59,42.35
Moldova,1986,22.13,6.58,43.83
Moldova,1987,23.58,8.41,44.75
Moldova,1988,24.36,7.47,48.15
Moldova,1989,26.44,8.92,50.69
Moldova,1990,24.61,7.04,49.21
Moldova,1991,23.78,7.83,46.04
Moldova,1992,22.4,5.62,45.63
Moldova,1993,23.07,7.47,44.46
Moldova,1994,24.13,6.9,47.67
Moldova,1995,22.21,6.16,44.09
Moldova,1996,22.62,6.39,45.03
Moldova,1997,23.57,7.96,44.88
Moldova,1998,20.83,6.92,39.66
Moldova,1999,19.16,6.9,35.72
Moldova,2000,18.36,5.91,35.21
Moldova,2001,20.34,7.13,38.17
Moldova,2002,18.76,6.39,35.61
Moldova,2003,20.65,7.37,38.78
Moldova,2004,19.41,6.85,36.9
Moldova,2005,19.57,6.24,38.05
Moldova,2006,20.18,6.3,38.54
Moldova,2007,20.28,7.22,38.44
Moldova,2008,20.69,7.04,39.13
Moldova,2009,20.11,6.98,37.46
Moldova,2010,21.06,7.02,39.84
Moldova,2011,20.05,6.64,38.3
Moldova,2012,20.24,7.02,38.42
Moldova,2013,19.93,7.05,37.48
Moldova,2014,20.27,7.36,37.81
Moldova,2015,20.05,6.59,38.56
Moldova,2016,20.24,6.31,39.36
Moldova,2017,18.11,6.17,34.55
Moldova,2018,19.41,6.65,36.74
Mongolia,1994,25.64,11.62,42.15
Mongolia,2016,20.05,6.5,39.72
Montenegro,2000,33.01,14.65,55.66
Montenegro,2001,31.67,13.41,53.61
Montenegro,2002,32.67,14.51,54.42
Montenegro,2003,36.38,16.35,60.66
Montenegro,2004,34.72,16.87,57.17
Montenegro,2005,37.21,17.56,61.2
Montenegro,2006,32.05,14.98,53.09
Montenegro,2007,34.15,12.89,60.05
Montenegro,2008,31.79,14.58,53.04
Montenegro,2009,30.9,14.59,51.29
Montenegro,2017,29.28,15.19,46.53
Montenegro,2019,26.2,14.26,40.5
Netherlands,1950,13.72,3.37,24.77
Netherlands,1951,15.62,4.09,27.96
Netherlands,1952,15.54,3.15,28.86
Netherlands,1953,16.25,3.54,29.91
Netherlands,1954,18.01,3.76,33.36
Netherlands,1955,17.7,3.18,33.41
Netherlands,1956,19.84,3.76,37.29
Netherlands,1957,20.16,3.62,38.18
Netherlands,1958,20.67,3.34,39.67
Netherlands,1959,22.53,3.52,43.43
Netherlands,1960,23.42,3.73,45.16
Netherlands,1961,25.56,4.22,49.23
Netherlands,1962,26.16,3.62,51.32
Netherlands,1963,27.74,4.02,54.4
Netherlands,1964,28.73,3.97,56.7
Netherlands,1965,28.94,3.86,57.58
Netherlands,1966,30.57,3.75,61.39
Netherlands,1967,32.39,4.14,65.21
Netherlands,1968,33.65,4.48,67.71
Netherlands,1969,33.51,3.73,68.67
Netherlands,1970,34.77,4.17,71.16
Netherlands,1971,36.46,4.42,74.93
Netherlands,1972,36.34,4.74,74.71
Netherlands,1973,37.52,4.39,78.05
Netherlands,1974,37.99,5.04,78.74
Netherlands,1975,38.99,4.91,81.57
Netherlands,1976,40.22,5.24,84.46
Netherlands,1977,39.91,5.71,83.54
Netherlands,1978,41.95,6.13,88.22
Netherlands,1979,40.88,6.06,86.26
Netherlands,1980,42.25,6.83,88.79
Netherlands,1981,42.29,7.3,88.7
Netherlands,1982,42.66,7.73,89.32
Netherlands,1983,41.65,8.0,87.15
Netherlands,1984,42.93,9.04,88.75
Netherlands,1985,42.69,9.12,88.31
Netherlands,1986,43.21,9.78,89.15
Netherlands,1987,42.21,9.8,86.79
Netherlands,1988,42.69,10.84,86.9
Netherlands,1989,41.46,11.5,83.13
Netherlands,1990,39.28,11.29,78.49
Netherlands,1991,39.51,11.73,78.69
Netherlands,1992,39.52,12.79,76.88
Netherlands,1993,39.46,13.7,75.59
Netherlands,1994,38.84,14.51,73.11
Netherlands,1995,38.54,15.1,71.59
Netherlands,1996,37.46,15.22,68.88
Netherlands,1997,37.35,16.08,67.25
Netherlands,1998,36.95,16.37,65.53
Netherlands,1999,36.78,17.53,63.59
Netherlands,2000,35.4,18.4,59.47
Netherlands,2001,35.62,18.71,59.18
Netherlands,2002,35.77,19.9,57.8
Netherlands,2003,34.77,20.78,54.37
Netherlands,2004,36.11,21.69,56.02
Netherlands,2005,35.58,22.61,53.67
Netherlands,2006,35.0,22.93,51.63
Netherlands,2007,35.43,24.16,51.18
Netherlands,2008,35.13,24.62,49.77
Netherlands,2009,34.45,24.13,48.65
Netherlands,2010,34.53,24.35,48.11
Netherlands,2011,34.82,25.82,46.99
Netherlands,2012,33.23,25.5,43.76
Netherlands,2013,32.24,25.22,41.91
Netherlands,2014,31.78,25.42,40.44
Netherlands,2015,31.07,25.3,38.95
Netherlands,2016,31.05,25.27,38.79
Netherlands,2017,29.43,23.83,36.79
Netherlands,2018,27.97,23.78,33.45
Netherlands,2019,26.62,22.75,31.67
Netherlands,2020,25.82,22.43,30.23
New Zealand,1950,10.35,2.9,18.26
New Zealand,1951,12.21,3.87,20.98
New Zealand,1952,13.56,3.91,23.99
New Zealand,1953,13.12,3.4,23.56
New Zealand,1954,13.54,2.88,25.11
New Zealand,1955,15.43,3.44,28.56
New Zealand,1956,16.44,5.1,29.01
New Zealand,1957,17.45,3.79,32.51
New Zealand,1958,17.07,4.51,31.15
New Zealand,1959,17.68,4.46,32.62
New Zealand,1960,16.95,5.09,30.53
New Zealand,1961,19.42,5.87,35.0
New Zealand,1962,20.08,4.78,37.87
New Zealand,1963,21.6,6.03,39.89
New Zealand,1964,21.75,5.9,40.24
New Zealand,1965,21.36,5.14,40.68
New Zealand,1966,23.3,5.37,44.52
New Zealand,1967,22.18,6.58,41.26
New Zealand,1968,26.31,6.88,49.81
New Zealand,1969,27.21,8.01,50.68
New Zealand,1970,29.0,9.84,52.48
New Zealand,1971,27.99,8.88,51.41
New Zealand,1972,26.71,10.69,46.47
New Zealand,1973,29.31,11.91,50.75
New Zealand,1974,30.95,12.21,54.47
New Zealand,1975,31.31,11.94,55.9
New Zealand,1976,31.68,11.35,57.34
New Zealand,1977,32.37,13.02,56.78
New Zealand,1978,31.66,13.75,54.85
New Zealand,1979,32.91,14.17,56.78
New Zealand,1980,32.8,14.46,56.27
New Zealand,1981,33.81,15.77,57.18
New Zealand,1982,31.65,15.36,53.32
New Zealand,1983,34.02,14.97,58.27
New Zealand,1984,34.33,15.15,59.34
New Zealand,1985,31.9,16.61,52.51
New Zealand,1986,33.03,15.83,55.37
New Zealand,1987,34.4,18.89,54.43
New Zealand,1988,32.51,18.35,51.01
New Zealand,1989,32.66,19.58,50.16
New Zealand,1990,32.71,20.01,49.49
New Zealand,1991,30.5,19.06,45.44
New Zealand,1992,31.56,18.9,48.61
New Zealand,1993,29.94,18.76,44.73
New Zealand,1994,30.66,20.04,44.87
New Zealand,1995,30.39,20.71,42.82
New Zealand,1996,29.75,19.78,42.6
New Zealand,1997,29.57,21.19,40.71
New Zealand,1998,28.11,20.23,38.72
New Zealand,1999,28.54,21.23,38.34
New Zealand,2000,27.15,19.51,36.79
New Zealand,2001,27.27,21.43,35.11
New Zealand,2002,26.88,20.63,35.05
New Zealand,2003,26.56,21.63,33.39
New Zealand,2004,27.78,21.38,35.86
New Zealand,2005,24.94,19.07,32.29
New Zealand,2006,24.97,21.32,29.48
New Zealand,2007,24.7,20.35,30.27
New Zealand,2008,25.73,22.59,30.06
New Zealand,2009,24.43,20.98,28.85
New Zealand,2010,24.57,21.21,28.64
New Zealand,2011,24.17,21.19,27.96
New Zealand,2012,22.87,19.55,26.8
New Zealand,2013,22.7,20.7,25.29
New Zealand,2014,22.33,20.12,25.11
New Zealand,2015,23.3,21.02,26.23
New Zealand,2016,22.12,19.75,25.07
Nicaragua,2005,4.99,3.99,6.24
Nicaragua,2006,4.26,2.61,6.51
Nicaragua,2007,4.94,3.26,7.07
Nicaragua,2008,4.97,3.73,6.54
Nicaragua,2009,5.14,4.3,6.27
Nicaragua,2010,4.75,3.24,6.69
Nicaragua,2011,4.95,3.18,7.22
Nicaragua,2012,5.72,4.46,7.33
Nicaragua,2013,4.97,4.08,6.29
Nicaragua,2014,4.6,3.72,5.75
Nicaragua,2015,4.77,3.6,6.32
Nicaragua,2016,4.51,3.71,5.54
Nicaragua,2017,4.02,3.08,5.27
Nicaragua,2018,3.86,2.86,5.2
Nicaragua,2019,4.05,3.25,5.1
North Macedonia,1991,18.86,5.45,33.45
North Macedonia,1992,20.42,5.15,37.23
North Macedonia,1993,22.1,5.65,40.3
North Macedonia,1994,25.32,8.03,44.54
North Macedonia,1995,22.24,6.75,39.42
North Macedonia,1996,24.85,7.73,44.13
North Macedonia,1997,24.94,7.14,45.04
North Macedonia,1998,25.88,7.68,46.47
North Macedonia,1999,24.38,8.14,42.79
North Macedonia,2000,25.45,8.6,44.67
North Macedonia,2001,25.26,7.84,44.97
North Macedonia,2002,24.85,6.25,45.58
North Macedonia,2003,25.69,6.53,46.99
North Macedonia,2004,26.02,7.48,46.73
North Macedonia,2005,27.52,8.81,48.56
North Macedonia,2006,28.17,8.71,49.92
North Macedonia,2007,28.2,8.79,50.02
North Macedonia,2008,28.1,9.49,49.24
North Macedonia,2009,29.03,9.36,51.35
North Macedonia,2010,28.58,9.38,50.26
North Macedonia,2011,26.72,8.48,47.26
North Macedonia,2012,27.29,9.82,47.24
North Macedonia,2013,28.37,10.33,48.8
North Macedonia,2015,27.1,10.47,46.07
North Macedonia,2016,28.6,12.56,46.98
North Macedonia,2017,24.53,11.39,39.55
North Macedonia,2018,27.1,11.53,45.14
North Macedonia,2019,25.6,11.61,38.13
North Macedonia,2020,25.86,10.39,43.3
Norway,1951,5.08,2.77,7.69
Norway,1952,5.86,3.53,8.41
Norway,1953,4.92,2.53,7.56
Norway,1954,5.92,2.53,9.6
Norway,1955,5.68,3.03,8.66
Norway,1956,6.08,2.6,9.99
Norway,1957,6.16,2.87,9.85
Norway,1958,6.6,2.48,11.23
Norway,1959,7.55,3.15,12.44
Norway,1960,8.01,2.9,13.74
Norway,1961,7.85,2.8,13.48
Norway,1962,7.83,2.95,13.32
Norway,1963,8.54,2.92,14.87
Norway,1964,8.97,3.4,15.22
Norway,1965,8.65,2.47,15.59
Norway,1966,8.87,2.94,15.62
Norway,1967,10.28,3.79,17.68
Norway,1968,11.28,3.83,19.89
Norway,1969,11.58,4.27,19.97
Norway,1970,11.77,3.88,20.97
Norway,1971,12.28,4.39,21.42
Norway,1972,12.14,4.29,21.3
Norway,1973,12.64,4.73,22.17
Norway,1974,12.41,4.49,21.61
Norway,1975,14.25,5.08,25.14
Norway,1976,14.42,4.99,25.64
Norway,1977,15.15,5.39,27.05
Norway,1978,15.43,5.37,27.49
Norway,1979,15.68,5.92,27.4
Norway,1980,15.68,6.39,26.99
Norway,1981,18.23,6.26,32.74
Norway,1982,18.69,7.62,32.11
Norway,1983,17.9,7.41,30.85
Norway,1984,19.19,8.5,32.37
Norway,1985,20.05,9.45,33.09
Norway,1986,20.74,9.71,34.58
Norway,1987,20.69,9.45,34.67
Norway,1988,21.79,11.29,34.97
Norway,1989,20.92,10.98,33.34
Norway,1990,21.4,11.61,33.72
Norway,1991,22.49,12.02,35.59
Norway,1992,21.99,11.6,35.14
Norway,1993,22.79,12.27,35.99
Norway,1994,24.02,14.66,35.99
Norway,1995,23.53,14.3,35.34
Norway,1996,24.25,15.77,35.22
Norway,1997,25.51,17.86,35.51
Norway,1998,24.03,15.72,34.79
Norway,1999,24.47,15.21,36.25
Norway,2000,24.97,17.59,34.48
Norway,2001,25.33,18.24,34.66
Norway,2002,26.19,17.82,37.04
Norway,2003,25.85,18.35,35.59
Norway,2004,25.81,19.1,34.5
Norway,2005,25.58,19.49,33.69
Norway,2006,25.73,19.12,34.21
Norway,2007,26.48,20.73,33.79
Norway,2008,26.21,21.44,32.56
Norway,2009,25.07,18.92,32.63
Norway,2010,25.78,20.9,32.03
Norway,2011,25.42,20.59,31.7
Norway,2012,24.64,20.08,30.4
Norway,2013,23.91,20.24,28.64
Norway,2014,23.48,20.05,27.89
Norway,2015,22.87,19.78,26.8
Norway,2016,22.56,19.96,25.91
Panama,1955,4.42,1.41,7.24
Panama,1956,4.63,1.35,7.8
Panama,1957,6.64,2.1,11.31
Panama,1958,5.72,2.36,8.82
Panama,1959,4.94,3.27,6.43
Panama,1960,5.46,3.06,7.63
Panama,1961,7.24,3.05,11.31
Panama,1962,6.09,3.74,8.17
Panama,1963,5.52,2.25,8.56
Panama,1964,5.0,1.13,8.62
Panama,1965,7.86,3.46,12.45
Panama,1966,5.94,1.31,10.41
Panama,1967,5.59,1.97,8.96
Panama,1968,5.24,0.9,9.52
Panama,1969,5.72,2.36,9.18
Panama,1970,7.24,2.58,11.71
Panama,1971,6.46,2.65,10.24
Panama,1972,7.89,2.38,13.2
Panama,1973,8.03,4.63,11.03
Panama,1974,7.83,3.63,11.69
Panama,1975,9.18,4.04,14.58
Panama,1976,7.94,2.76,12.75
Panama,1977,9.7,3.81,15.53
Panama,1978,8.55,3.37,13.45
Panama,1979,11.05,4.25,17.54
Panama,1980,12.1,5.17,19.4
Panama,1981,8.77,3.31,14.34
Panama,1982,10.58,4.93,16.08
Panama,1983,10.25,4.35,15.89
Panama,1984,11.19,5.05,17.65
Panama,1985,10.06,4.69,15.33
Panama,1986,12.08,5.07,18.87
Panama,1987,11.19,6.04,16.15
Panama,1988,10.0,3.73,16.44
Panama,1989,10.93,4.79,17.27
Panama,1996,9.75,4.95,14.76
Panama,1997,8.71,4.71,12.89
Panama,1998,9.18,4.08,14.68
Panama,1999,8.9,4.01,14.13
Panama,2000,8.76,5.43,12.27
Panama,2001,8.62,4.2,13.34
Panama,2002,9.57,5.65,13.73
Panama,2003,10.32,6.24,14.67
Panama,2004,9.49,6.18,13.07
Panama,2005,9.49,5.87,13.46
Panama,2006,9.47,5.45,13.84
Panama,2007,8.59,3.94,13.65
Panama,2008,9.81,5.59,14.41
Panama,2009,7.94,5.0,11.17
Panama,2010,7.75,4.3,11.6
Panama,2011,8.13,4.97,11.66
Panama,2012,7.52,4.07,11.34
Panama,2013,8.1,5.81,10.65
Panama,2014,7.68,5.27,10.42
Panama,2015,8.15,6.0,10.61
Panama,2016,6.62,4.55,8.93
Panama,2017,5.95,3.83,8.32
Panama,2018,5.82,3.83,8.08
Panama,2019,6.09,4.32,8.14
Paraguay,2000,9.04,3.22,15.41
Paraguay,2001,9.42,3.69,15.77
Paraguay,2002,8.45,3.48,13.97
Paraguay,2003,10.26,3.83,17.18
Paraguay,2004,8.95,3.71,14.54
Paraguay,2005,9.31,3.13,16.01
Paraguay,2006,9.62,3.37,16.51
Paraguay,2007,9.68,4.63,15.07
Paraguay,2008,9.82,3.29,16.96
Paraguay,2009,11.02,4.17,18.53
Paraguay,2010,11.41,4.86,18.51
Paraguay,2011,10.63,4.17,17.68
Paraguay,2012,10.32,4.87,16.3
Paraguay,2013,10.86,4.26,17.93
Paraguay,2014,9.9,4.14,16.15
Paraguay,2015,10.65,3.6,18.26
Paraguay,2016,10.64,5.08,16.61
Paraguay,2017,10.68,4.15,17.62
Paraguay,2018,9.67,3.5,16.17
Paraguay,2019,10.08,3.8,16.85
Peru,1995,7.36,4.98,10.42
Peru,1996,7.24,4.89,10.23
Peru,1997,6.4,4.4,8.96
Peru,1998,7.16,5.27,9.51
Peru,1999,3.32,2.53,4.34
Peru,2000,7.07,5.08,9.63
Peru,2001,6.05,4.49,8.06
Peru,2002,5.88,4.92,7.12
Peru,2003,6.71,5.54,8.23
Peru,2004,7.2,5.88,8.96
Peru,2005,7.95,6.35,9.99
Peru,2006,7.05,5.6,8.93
Peru,2007,7.56,6.27,9.18
Peru,2008,8.13,6.81,9.87
Peru,2009,8.09,6.68,9.9
Peru,2010,8.07,6.8,9.68
Peru,2011,8.01,7.25,8.99
Peru,2012,7.58,6.56,8.85
Peru,2013,6.99,6.34,7.79
Peru,2014,6.79,5.94,7.89
Peru,2015,6.27,5.5,7.24
Peru,2016,5.16,4.68,5.74
Peru,2017,5.6,5.12,6.21
Peru,2018,6.34,6.06,6.74
Philippines,1963,0.78,0.54,1.16
Philippines,1964,3.2,2.11,4.77
Philippines,1965,3.61,2.33,5.51
Philippines,1966,3.8,2.73,5.22
Philippines,1967,3.61,2.36,5.21
Philippines,1968,4.13,2.77,5.88
Philippines,1969,3.96,2.65,5.65
Philippines,1992,13.12,6.49,21.04
Philippines,1993,13.22,6.58,21.22
Philippines,1994,12.13,5.5,19.33
Philippines,1995,13.47,6.38,21.25
Philippines,1996,14.21,7.05,22.04
Philippines,1997,14.44,6.58,23.9
Philippines,1998,15.37,7.0,25.51
Philippines,1999,15.89,7.55,26.08
Philippines,2000,16.97,7.85,28.22
Philippines,2001,16.95,7.7,28.29
Philippines,2002,17.27,7.91,28.88
Philippines,2003,16.74,7.75,27.89
Philippines,2006,15.95,7.79,26.11
Philippines,2007,16.05,7.92,26.32
Philippines,2008,15.72,7.68,25.94
Philippines,2009,15.33,7.7,24.98
Philippines,2010,14.83,7.71,23.87
Philippines,2011,14.42,7.49,23.3
Philippines,2014,12.63,6.92,19.68
Philippines,2016,13.03,7.42,20.17
Philippines,2017,12.35,7.23,18.8
Philippines,2018,12.01,7.01,18.33
Philippines,2019,11.5,7.09,17.09
Poland,1959,8.5,3.37,15.54
Poland,1960,9.97,3.58,18.79
Poland,1961,10.96,4.16,20.33
Poland,1962,12.04,4.36,22.57
Poland,1963,13.31,4.36,25.71
Poland,1964,14.67,4.52,28.67
Poland,1965,15.5,4.88,29.87
Poland,1966,16.56,4.94,32.38
Poland,1967,17.5,5.07,34.51
Poland,1968,18.86,5.56,36.95
Poland,1969,18.82,5.61,36.7
Poland,1970,19.52,5.32,38.98
Poland,1971,21.3,5.75,42.59
Poland,1972,21.56,5.71,43.32
Poland,1973,23.06,5.66,46.88
Poland,1974,23.58,5.96,47.67
Poland,1975,24.48,6.4,49.14
Poland,1976,25.96,6.28,52.71
Poland,1977,26.27,6.92,52.59
Poland,1978,27.62,7.01,55.5
Poland,1979,28.21,6.93,56.87
Poland,1980,30.16,7.9,60.24
Poland,1981,30.89,7.69,62.32
Poland,1982,31.25,8.05,62.68
Poland,1983,33.39,8.4,67.36
Poland,1984,34.7,8.92,69.55
Poland,1985,35.46,9.06,71.11
Poland,1986,36.13,9.34,72.37
Poland,1987,36.49,9.56,72.97
Poland,1988,37.83,10.16,75.5
Poland,1989,38.17,10.33,75.42
Poland,1990,39.32,10.96,77.47
Poland,1991,39.8,11.18,78.14
Poland,1992,38.77,10.95,76.47
Poland,1993,39.9,11.69,78.25
Poland,1994,39.74,11.79,77.69
Poland,1995,40.52,12.44,78.91
Poland,1996,39.62,12.48,76.8
Poland,1999,38.48,12.79,74.1
Poland,2000,39.6,13.9,75.82
Poland,2001,40.17,14.26,76.47
Poland,2002,40.47,15.09,76.27
Poland,2003,39.5,15.4,73.53
Poland,2004,39.08,14.9,73.11
Poland,2005,39.04,15.76,72.03
Poland,2006,38.87,16.03,71.08
Poland,2007,38.63,17.04,69.23
Poland,2008,38.53,17.01,69.12
Poland,2009,37.52,17.63,65.79
Poland,2010,36.75,17.94,63.34
Poland,2011,35.83,17.84,61.14
Poland,2012,35.7,18.0,60.51
Poland,2013,34.97,18.25,58.46
Poland,2014,34.99,19.71,56.57
Poland,2015,35.05,19.58,56.8
Poland,2016,34.39,19.52,55.14
Poland,2017,32.95,19.62,51.67
Poland,2018,32.2,19.45,49.94
Poland,2019,31.29,19.58,47.51
Portugal,1955,4.88,2.33,8.41
Portugal,1956,4.8,2.94,7.53
Portugal,1957,5.18,2.51,9.02
Portugal,1958,4.74,2.19,8.19
Portugal,1959,5.28,2.4,9.3
Portugal,1960,5.44,2.42,9.54
Portugal,1961,5.84,2.89,9.81
Portugal,1962,5.96,2.72,10.34
Portugal,1963,6.38,2.74,11.21
Portugal,1964,6.35,2.71,11.18
Portugal,1965,6.32,2.24,11.78
Portugal,1966,7.68,3.31,13.56
Portugal,1967,6.73,2.94,11.9
Portugal,1968,7.39,2.62,13.74
Portugal,1969,7.98,3.35,14.32
Portugal,1970,8.04,3.14,14.51
Portugal,1971,8.91,3.58,16.05
Portugal,1972,8.55,3.47,15.37
Portugal,1973,9.05,3.56,16.35
Portugal,1974,8.85,3.8,15.5
Portugal,1975,9.36,3.73,16.97
Portugal,1976,9.69,3.59,17.96
Portugal,1977,9.94,3.65,18.69
Portugal,1978,10.97,3.37,21.59
Portugal,1979,11.87,3.89,22.74
Portugal,1980,12.46,4.1,23.65
Portugal,1981,11.61,4.22,21.18
Portugal,1982,12.46,4.62,22.82
Portugal,1983,12.58,4.13,23.73
Portugal,1984,13.08,4.02,25.22
Portugal,1985,14.32,4.43,27.53
Portugal,1986,14.6,4.68,27.52
Portugal,1987,15.31,4.57,29.6
Portugal,1988,14.74,4.7,28.03
Portugal,1989,14.51,4.75,27.11
Portugal,1990,15.66,4.97,29.15
Portugal,1991,15.55,5.3,28.74
Portugal,1992,15.5,4.91,28.84
Portugal,1993,17.24,5.34,32.37
Portugal,1994,16.52,5.18,30.9
Portugal,1995,16.63,5.31,31.06
Portugal,1996,16.82,4.68,32.11
Portugal,1997,16.71,5.07,31.55
Portugal,1998,17.59,5.28,33.15
Portugal,1999,16.5,5.33,30.65
Portugal,2000,17.18,5.68,31.65
Portugal,2001,16.69,5.01,31.32
Portugal,2002,17.58,5.96,32.12
Portugal,2003,18.15,5.82,33.57
Portugal,2007,18.12,6.23,32.94
Portugal,2008,17.33,6.29,31.2
Portugal,2009,18.13,6.87,32.17
Portugal,2010,18.44,6.35,33.53
Portugal,2011,18.56,7.05,32.95
Portugal,2012,18.17,6.93,32.16
Portugal,2013,19.6,7.19,35.02
Portugal,2014,18.71,7.17,33.27
Portugal,2015,18.86,8.1,32.38
Portugal,2016,18.91,7.74,32.97
Portugal,2017,19.22,7.89,33.45
Portugal,2018,18.98,7.95,32.96
Puerto Rico,1961,10.39,4.28,16.33
Puerto Rico,1962,7.91,4.39,11.47
Puerto Rico,1963,9.27,6.08,12.55
Puerto Rico,1964,9.06,5.38,12.94
Puerto Rico,1965,8.84,4.35,13.5
Puerto Rico,1966,9.9,5.73,14.49
Puerto Rico,1969,11.3,6.88,16.04
Puerto Rico,1970,11.39,6.49,16.55
Puerto Rico,1971,11.25,4.68,18.36
Puerto Rico,1972,12.7,7.0,18.83
Puerto Rico,1973,11.79,7.45,16.39
Puerto Rico,1974,13.47,7.03,20.72
Puerto Rico,1975,14.21,7.18,22.83
Puerto Rico,1976,12.94,7.68,19.1
Puerto Rico,1977,12.86,8.0,18.45
Puerto Rico,1979,11.82,5.46,18.56
Puerto Rico,1980,11.28,7.63,15.44
Puerto Rico,1981,12.26,7.78,17.12
Puerto Rico,1982,13.41,7.28,20.08
Puerto Rico,1983,12.15,7.37,17.32
Puerto Rico,1984,13.18,7.54,19.4
Puerto Rico,1985,13.86,8.38,19.91
Puerto Rico,1986,14.41,7.1,22.83
Puerto Rico,1987,12.76,7.88,18.45
Puerto Rico,1988,14.51,8.3,21.69
Puerto Rico,1989,15.31,7.75,24.03
Puerto Rico,1990,14.41,8.41,21.75
Puerto Rico,1991,15.66,8.3,24.6
Puerto Rico,1992,13.81,8.24,20.45
Puerto Rico,1993,13.72,7.0,21.75
Puerto Rico,1994,13.71,8.07,20.46
Puerto Rico,1995,13.6,8.03,20.32
Puerto Rico,1996,13.84,8.79,20.01
Puerto Rico,1997,11.86,7.55,17.1
Puerto Rico,1998,12.95,7.19,19.98
Puerto Rico,1999,11.75,6.29,18.56
Puerto Rico,2000,12.36,7.16,18.81
Puerto Rico,2001,12.09,7.03,18.38
Puerto Rico,2002,10.54,6.15,16.04
Puerto Rico,2003,11.62,7.22,17.17
Puerto Rico,2004,11.24,6.85,16.77
Puerto Rico,2005,10.7,7.14,15.22
Puerto Rico,2006,11.8,7.52,17.25
Puerto Rico,2007,11.66,7.71,16.69
Puerto Rico,2008,10.89,6.97,15.99
Puerto Rico,2009,11.27,6.33,17.7
Puerto Rico,2010,11.18,6.51,17.33
Puerto Rico,2011,10.71,6.41,16.36
Puerto Rico,2012,11.16,7.58,15.83
Puerto Rico,2013,10.27,6.68,15.05
Puerto Rico,2014,10.55,6.54,15.88
Puerto Rico,2015,9.72,6.08,14.58
Puerto Rico,2016,8.56,5.64,12.41
Puerto Rico,2017,8.81,5.22,13.53
Reunion,2001,16.86,3.51,34.44
Reunion,2002,18.41,4.46,37.1
Reunion,2003,22.89,5.09,46.33
Reunion,2004,17.69,5.9,32.52
Reunion,2005,19.76,4.55,39.62
Reunion,2006,19.76,6.65,36.29
Reunion,2007,17.69,6.71,31.62
Reunion,2008,22.18,6.04,42.25
Reunion,2009,19.61,6.29,36.71
Reunion,2010,20.04,8.69,34.48
Reunion,2011,18.4,8.0,31.24
Reunion,2012,17.65,5.84,32.96
Reunion,2013,16.03,4.71,30.41
Reunion,2014,18.97,8.08,32.23
Reunion,2015,18.66,8.41,31.39
Reunion,2016,16.29,6.77,27.67
Romania,1959,16.96,6.67,28.25
Romania,1960,17.98,6.78,30.12
Romania,1961,22.37,8.29,37.58
Romania,1962,21.48,7.58,36.61
Romania,1963,15.7,6.17,27.54
Romania,1964,22.41,7.53,38.87
Romania,1965,22.69,7.5,39.76
Romania,1966,22.53,7.23,39.96
Romania,1967,21.46,7.05,37.99
Romania,1968,22.18,7.18,39.65
Romania,1969,16.55,6.02,29.48
Romania,1970,16.51,6.06,29.4
Romania,1971,16.85,5.76,30.53
Romania,1972,16.99,5.98,30.55
Romania,1973,17.15,5.95,30.9
Romania,1974,17.48,5.97,31.57
Romania,1975,17.75,6.02,32.1
Romania,1976,18.52,6.35,33.32
Romania,1977,18.82,6.55,33.43
Romania,1978,19.12,6.36,34.52
Romania,1980,20.08,7.19,35.45
Romania,1981,19.34,6.43,34.7
Romania,1982,19.42,6.24,35.0
Romania,1983,19.7,6.38,35.4
Romania,1984,20.19,6.3,36.5
Romania,1985,21.09,6.45,38.15
Romania,1986,22.16,6.66,40.27
Romania,1987,22.22,6.62,40.36
Romania,1988,23.14,6.65,42.24
Romania,1989,22.86,6.97,41.21
Romania,1990,22.87,7.2,40.98
Romania,1991,23.42,6.96,42.39
Romania,1992,24.67,6.85,45.33
Romania,1993,25.58,7.94,46.02
Romania,1994,26.26,7.76,47.81
Romania,1995,26.61,7.94,48.48
Romania,1996,26.15,7.9,47.54
Romania,1997,26.69,8.32,48.33
Romania,1998,26.85,8.3,48.94
Romania,1999,26.04,8.26,47.2
Romania,2000,27.51,8.76,49.87
Romania,2001,27.61,8.76,50.18
Romania,2002,27.68,8.7,50.67
Romania,2003,27.63,9.23,49.9
Romania,2004,27.25,8.59,49.97
Romania,2005,28.6,9.44,51.88
Romania,2006,28.39,9.94,50.94
Romania,2007,28.27,9.64,51.12
Romania,2008,28.55,9.55,51.97
Romania,2009,29.11,9.7,53.01
Romania,2010,28.93,10.05,52.33
Romania,2011,29.11,10.56,52.27
